group_id,channel,window_id,t_start,t_end,condition_index,v_max,boundary_method,boundary_theta_hash,sign,repeat_idx,delta,projection_linf,theta_hash,rho_xy_velocity
3,throttle,0,0.0,0.5,1,1.0,warm_anchor,3248eac8d31a9542,-,3,0.2,0.008211582483107022,d93bcc2de72c36c6,-0.2852967892074538
3,throttle,0,0.0,0.5,1,1.0,warm_anchor,3248eac8d31a9542,-,4,0.2,0.008211582483107022,d93bcc2de72c36c6,-0.2802306477528562
4,roll,1,0.5,1.0,1,1.0,warm_anchor,3248eac8d31a9542,+,0,0.2,0.06230468750000001,7249aa30f60683ea,-0.26614988241189086
4,roll,1,0.5,1.0,1,1.0,warm_anchor,3248eac8d31a9542,+,1,0.2,0.06230468750000001,7249aa30f60683ea,-0.2848928612245798
4,roll,1,0.5,1.0,1,1.0,warm_anchor,3248eac8d31a9542,+,2,0.2,0.06230468750000001,7249aa30f60683ea,-0.2719363302743938
4,roll,1,0.5,1.0,1,1.0,warm_anchor,3248eac8d31a9542,+,3,0.2,0.06230468750000001,7249aa30f60683ea,-0.25936385470174494
4,roll,1,0.5,1.0,1,1.0,warm_anchor,3248eac8d31a9542,+,4,0.2,0.06230468750000001,7249aa30f60683ea,-0.2672006166383687
4,roll,1,0.5,1.0,1,1.0,warm_anchor,3248eac8d31a9542,-,0,0.2,0.03984375000000001,de6bc3b55c0591e3,-0.24131561229070897
4,roll,1,0.5,1.0,1,1.0,warm_anchor,3248eac8d31a9542,-,1,0.2,0.03984375000000001,de6bc3b55c0591e3,-0.2556348860835349
4,roll,1,0.5,1.0,1,1.0,warm_anchor,3248eac8d31a9542,-,2,0.2,0.03984375000000001,de6bc3b55c0591e3,-0.24130464357061188
4,roll,1,0.5,1.0,1,1.0,warm_anchor,3248eac8d31a9542,-,3,0.2,0.03984375000000001,de6bc3b55c0591e3,-0.2222059381917214
4,roll,1,0.5,1.0,1,1.0,warm_anchor,3248eac8d31a9542,-,4,0.2,0.03984375000000001,de6bc3b55c0591e3,-0.2680442833247705
5,pitch,1,0.5,1.0,1,1.0,warm_anchor,3248eac8d31a9542,+,0,0.2,0.03984375000000001,4172217170f0bb5d,-0.2714705249378573
5,pitch,1,0.5,1.0,1,1.0,warm_anchor,3248eac8d31a9542,+,1,0.2,0.03984375000000001,4172217170f0bb5d,-0.25845250583352253
5,pitch,1,0.5,1.0,1,1.0,warm_anchor,3248eac8d31a9542,+,2,0.2,0.03984375000000001,4172217170f0bb5d,-0.23173980392421378
5,pitch,1,0.5,1.0,1,1.0,warm_anchor,3248eac8d31a9542,+,3,0.2,0.03984375000000001,4172217170f0bb5d,-0.24999075445159136
5,pitch,1,0.5,1.0,1,1.0,warm_anchor,3248eac8d31a9542,+,4,0.2,0.03984375000000001,4172217170f0bb5d,-0.23262749258419424
5,pitch,1,0.5,1.0,1,1.0,warm_anchor,3248eac8d31a9542,-,0,0.2,0.06230468750000001,569f82804ae40c90,-0.3009682216429057
5,pitch,1,0.5,1.0,1,1.0,warm_anchor,3248eac8d31a9542,-,1,0.2,0.06230468750000001,569f82804ae40c90,-0.29254684969050215
5,pitch,1,0.5,1.0,1,1.0,warm_anchor,3248eac8d31a9542,-,2,0.2,0.06230468750000001,569f82804ae40c90,-0.31202696328132595
5,pitch,1,0.5,1.0,1,1.0,warm_anchor,3248eac8d31a9542,-,3,0.2,0.06230468750000001,569f82804ae40c90,-0.29732645647617884
5,pitch,1,0.5,1.0,1,1.0,warm_anchor,3248eac8d31a9542,-,4,0.2,0.06230468750000001,569f82804ae40c90,-0.2982574851093063
6,yaw,1,0.5,1.0,1,1.0,warm_anchor,3248eac8d31a9542,+,0,0.2,0.03984375000000001,2aebe650d1d4bf1a,-0.22143494816002263
6,yaw,1,0.5,1.0,1,1.0,warm_anchor,3248eac8d31a9542,+,1,0.2,0.03984375000000001,2aebe650d1d4bf1a,-0.29143789608843007
6,yaw,1,0.5,1.0,1,1.0,warm_anchor,3248eac8d31a9542,+,2,0.2,0.03984375000000001,2aebe650d1d4bf1a,-0.2660846207460814
6,yaw,1,0.5,1.0,1,1.0,warm_anchor,3248eac8d31a9542,+,3,0.2,0.03984375000000001,2aebe650d1d4bf1a,-0.26997090399622836
6,yaw,1,0.5,1.0,1,1.0,warm_anchor,3248eac8d31a9542,+,4,0.2,0.03984375000000001,2aebe650d1d4bf1a,-0.265923188522895
6,yaw,1,0.5,1.0,1,1.0,warm_anchor,3248eac8d31a9542,-,0,0.2,0.06230468750000001,e26b7da989dfb556,-0.26699531800041854
6,yaw,1,0.5,1.0,1,1.0,warm_anchor,3248eac8d31a9542,-,1,0.2,0.06230468750000001,e26b7da989dfb556,-0.274173073348402
6,yaw,1,0.5,1.0,1,1.0,warm_anchor,3248eac8d31a9542,-,2,0.2,0.06230468750000001,e26b7da989dfb556,-0.25432965482434544
6,yaw,1,0.5,1.0,1,1.0,warm_anchor,3248eac8d31a9542,-,3,0.2,0.06230468750000001,e26b7da989dfb556,-0.20590948347376292
6,yaw,1,0.5,1.0,1,1.0,warm_anchor,3248eac8d31a9542,-,4,0.2,0.06230468750000001,e26b7da989dfb556,-0.2503897594026909
7,throttle,1,0.5,1.0,1,1.0,warm_anchor,3248eac8d31a9542,+,0,0.2,0.00821158248310705,29612fdc66e4c1ba,-0.16562714476113616
7,throttle,1,0.5,1.0,1,1.0,warm_anchor,3248eac8d31a9542,+,1,0.2,0.00821158248310705,29612fdc66e4c1ba,-0.26224548715820495
7,throttle,1,0.5,1.0,1,1.0,warm_anchor,3248eac8d31a9542,+,2,0.2,0.00821158248310705,29612fdc66e4c1ba,-0.2705679817118771
7,throttle,1,0.5,1.0,1,1.0,warm_anchor,3248eac8d31a9542,+,3,0.2,0.00821158248310705,29612fdc66e4c1ba,-0.27727640686598676
7,throttle,1,0.5,1.0,1,1.0,warm_anchor,3248eac8d31a9542,+,4,0.2,0.00821158248310705,29612fdc66e4c1ba,-0.2806291473410205
7,throttle,1,0.5,1.0,1,1.0,warm_anchor,3248eac8d31a9542,-,0,0.2,0.06230468749999998,bf2d2e12e4c1356d,-0.23419903614137016
7,throttle,1,0.5,1.0,1,1.0,warm_anchor,3248eac8d31a9542,-,1,0.2,0.06230468749999998,bf2d2e12e4c1356d,-0.26716057245357305
7,throttle,1,0.5,1.0,1,1.0,warm_anchor,3248eac8d31a9542,-,2,0.2,0.06230468749999998,bf2d2e12e4c1356d,-0.24162990537935136
7,throttle,1,0.5,1.0,1,1.0,warm_anchor,3248eac8d31a9542,-,3,0.2,0.06230468749999998,bf2d2e12e4c1356d,-0.24590463777073923
7,throttle,1,0.5,1.0,1,1.0,warm_anchor,3248eac8d31a9542,-,4,0.2,0.06230468749999998,bf2d2e12e4c1356d,-0.2917524081850984
8,roll,2,1.0,1.5,1,1.0,warm_anchor,3248eac8d31a9542,+,0,0.2,0.039843749999999956,180b356317f929f4,-0.2722896750855772
8,roll,2,1.0,1.5,1,1.0,warm_anchor,3248eac8d31a9542,+,1,0.2,0.039843749999999956,180b356317f929f4,-0.251744118208566
8,roll,2,1.0,1.5,1,1.0,warm_anchor,3248eac8d31a9542,+,2,0.2,0.039843749999999956,180b356317f929f4,-0.2733438703755917
8,roll,2,1.0,1.5,1,1.0,warm_anchor,3248eac8d31a9542,+,3,0.2,0.039843749999999956,180b356317f929f4,-0.2352848483143557
8,roll,2,1.0,1.5,1,1.0,warm_anchor,3248eac8d31a9542,+,4,0.2,0.039843749999999956,180b356317f929f4,-0.2364890580563792
8,roll,2,1.0,1.5,1,1.0,warm_anchor,3248eac8d31a9542,-,0,0.2,0.0,87ffaee4c5de1773,-0.23531362183096527
8,roll,2,1.0,1.5,1,1.0,warm_anchor,3248eac8d31a9542,-,1,0.2,0.0,87ffaee4c5de1773,-0.26362562386340227
8,roll,2,1.0,1.5,1,1.0,warm_anchor,3248eac8d31a9542,-,2,0.2,0.0,87ffaee4c5de1773,-0.24933254158783003
8,roll,2,1.0,1.5,1,1.0,warm_anchor,3248eac8d31a9542,-,3,0.2,0.0,87ffaee4c5de1773,-0.26844736819500126
8,roll,2,1.0,1.5,1,1.0,warm_anchor,3248eac8d31a9542,-,4,0.2,0.0,87ffaee4c5de1773,-0.24865008320706017
9,pitch,2,1.0,1.5,1,1.0,warm_anchor,3248eac8d31a9542,+,0,0.2,0.0,1733f5c553d942fa,-0.2642918167051056
9,pitch,2,1.0,1.5,1,1.0,warm_anchor,3248eac8d31a9542,+,1,0.2,0.0,1733f5c553d942fa,-0.266736555876705
9,pitch,2,1.0,1.5,1,1.0,warm_anchor,3248eac8d31a9542,+,2,0.2,0.0,1733f5c553d942fa,-0.25312968579121287
9,pitch,2,1.0,1.5,1,1.0,warm_anchor,3248eac8d31a9542,+,3,0.2,0.0,1733f5c553d942fa,-0.2510998794453314
9,pitch,2,1.0,1.5,1,1.0,warm_anchor,3248eac8d31a9542,+,4,0.2,0.0,1733f5c553d942fa,-0.2265169424175162
9,pitch,2,1.0,1.5,1,1.0,warm_anchor,3248eac8d31a9542,-,0,0.2,0.039843749999999956,9b1c4d18407b314e,-0.3111808429821781
9,pitch,2,1.0,1.5,1,1.0,warm_anchor,3248eac8d31a9542,-,1,0.2,0.039843749999999956,9b1c4d18407b314e,-0.22376707424283282
9,pitch,2,1.0,1.5,1,1.0,warm_anchor,3248eac8d31a9542,-,2,0.2,0.039843749999999956,9b1c4d18407b314e,-0.2721008813864756
9,pitch,2,1.0,1.5,1,1.0,warm_anchor,3248eac8d31a9542,-,3,0.2,0.039843749999999956,9b1c4d18407b314e,-0.28354312689480343
9,pitch,2,1.0,1.5,1,1.0,warm_anchor,3248eac8d31a9542,-,4,0.2,0.039843749999999956,9b1c4d18407b314e,-0.20331962429404316
10,yaw,2,1.0,1.5,1,1.0,warm_anchor,3248eac8d31a9542,+,0,0.2,0.0,7f9ba77519e436bc,-0.2900978557027334
10,yaw,2,1.0,1.5,1,1.0,warm_anchor,3248eac8d31a9542,+,1,0.2,0.0,7f9ba77519e436bc,-0.21785072948523143
10,yaw,2,1.0,1.5,1,1.0,warm_anchor,3248eac8d31a9542,+,2,0.2,0.0,7f9ba77519e436bc,-0.23177289236302223
10,yaw,2,1.0,1.5,1,1.0,warm_anchor,3248eac8d31a9542,+,3,0.2,0.0,7f9ba77519e436bc,-0.2583169559875216
10,yaw,2,1.0,1.5,1,1.0,warm_anchor,3248eac8d31a9542,+,4,0.2,0.0,7f9ba77519e436bc,-0.2634794501283295
10,yaw,2,1.0,1.5,1,1.0,warm_anchor,3248eac8d31a9542,-,0,0.2,0.039843749999999956,5c9f7870c51075fe,-0.24260199829114537
10,yaw,2,1.0,1.5,1,1.0,warm_anchor,3248eac8d31a9542,-,1,0.2,0.039843749999999956,5c9f7870c51075fe,-0.227879803963569
10,yaw,2,1.0,1.5,1,1.0,warm_anchor,3248eac8d31a9542,-,2,0.2,0.039843749999999956,5c9f7870c51075fe,-0.2807904791217366
10,yaw,2,1.0,1.5,1,1.0,warm_anchor,3248eac8d31a9542,-,3,0.2,0.039843749999999956,5c9f7870c51075fe,-0.2982282513346439
10,yaw,2,1.0,1.5,1,1.0,warm_anchor,3248eac8d31a9542,-,4,0.2,0.039843749999999956,5c9f7870c51075fe,-0.2756054759131883
11,throttle,2,1.0,1.5,1,1.0,warm_anchor,3248eac8d31a9542,+,0,0.2,0.06230468750000001,e4f3cf83092a5245,-0.2630592527131759
11,throttle,2,1.0,1.5,1,1.0,warm_anchor,3248eac8d31a9542,+,1,0.2,0.06230468750000001,e4f3cf83092a5245,-0.23972459207985275
11,throttle,2,1.0,1.5,1,1.0,warm_anchor,3248eac8d31a9542,+,2,0.2,0.06230468750000001,e4f3cf83092a5245,-0.2704080939409286
11,throttle,2,1.0,1.5,1,1.0,warm_anchor,3248eac8d31a9542,+,3,0.2,0.06230468750000001,e4f3cf83092a5245,-0.23759493440681845
11,throttle,2,1.0,1.5,1,1.0,warm_anchor,3248eac8d31a9542,+,4,0.2,0.06230468750000001,e4f3cf83092a5245,-0.29364313127092045
11,throttle,2,1.0,1.5,1,1.0,warm_anchor,3248eac8d31a9542,-,0,0.2,0.0,5b2ef5b6af5081c6,-0.24502629860771963
11,throttle,2,1.0,1.5,1,1.0,warm_anchor,3248eac8d31a9542,-,1,0.2,0.0,5b2ef5b6af5081c6,-0.2466424841721333
11,throttle,2,1.0,1.5,1,1.0,warm_anchor,3248eac8d31a9542,-,2,0.2,0.0,5b2ef5b6af5081c6,-0.2733470953397139
11,throttle,2,1.0,1.5,1,1.0,warm_anchor,3248eac8d31a9542,-,3,0.2,0.0,5b2ef5b6af5081c6,-0.2732855306076618
11,throttle,2,1.0,1.5,1,1.0,warm_anchor,3248eac8d31a9542,-,4,0.2,0.0,5b2ef5b6af5081c6,-0.26883285703881366
12,roll,3,1.5,2.0,1,1.0,warm_anchor,3248eac8d31a9542,+,0,0.2,0.0,d53ae468287f7dba,-0.29201115591992877
12,roll,3,1.5,2.0,1,1.0,warm_anchor,3248eac8d31a9542,+,1,0.2,0.0,d53ae468287f7dba,-0.2719094212242865
12,roll,3,1.5,2.0,1,1.0,warm_anchor,3248eac8d31a9542,+,2,0.2,0.0,d53ae468287f7dba,-0.3020633503306349
12,roll,3,1.5,2.0,1,1.0,warm_anchor,3248eac8d31a9542,+,3,0.2,0.0,d53ae468287f7dba,-0.31819725083111017
12,roll,3,1.5,2.0,1,1.0,warm_anchor,3248eac8d31a9542,+,4,0.2,0.0,d53ae468287f7dba,-0.3045948675737882
12,roll,3,1.5,2.0,1,1.0,warm_anchor,3248eac8d31a9542,-,0,0.2,0.0,89a9e09cb2e41ec2,-0.25221485782385566
12,roll,3,1.5,2.0,1,1.0,warm_anchor,3248eac8d31a9542,-,1,0.2,0.0,89a9e09cb2e41ec2,-0.22147889078386962
12,roll,3,1.5,2.0,1,1.0,warm_anchor,3248eac8d31a9542,-,2,0.2,0.0,89a9e09cb2e41ec2,-0.24017893928875877
12,roll,3,1.5,2.0,1,1.0,warm_anchor,3248eac8d31a9542,-,3,0.2,0.0,89a9e09cb2e41ec2,-0.24435379401540125
12,roll,3,1.5,2.0,1,1.0,warm_anchor,3248eac8d31a9542,-,4,0.2,0.0,89a9e09cb2e41ec2,-0.21492037524069674
13,pitch,3,1.5,2.0,1,1.0,warm_anchor,3248eac8d31a9542,+,0,0.2,0.0,22b3e01081df0c2d,-0.2680945858717112
13,pitch,3,1.5,2.0,1,1.0,warm_anchor,3248eac8d31a9542,+,1,0.2,0.0,22b3e01081df0c2d,-0.1988064852109941
13,pitch,3,1.5,2.0,1,1.0,warm_anchor,3248eac8d31a9542,+,2,0.2,0.0,22b3e01081df0c2d,-0.17997740296111608
13,pitch,3,1.5,2.0,1,1.0,warm_anchor,3248eac8d31a9542,+,3,0.2,0.0,22b3e01081df0c2d,-0.24308374292001855
13,pitch,3,1.5,2.0,1,1.0,warm_anchor,3248eac8d31a9542,+,4,0.2,0.0,22b3e01081df0c2d,-0.22611417797769695
13,pitch,3,1.5,2.0,1,1.0,warm_anchor,3248eac8d31a9542,-,0,0.2,0.0,b49778e4f0958172,-0.3078897316693032
13,pitch,3,1.5,2.0,1,1.0,warm_anchor,3248eac8d31a9542,-,1,0.2,0.0,b49778e4f0958172,-0.3062450485743984
13,pitch,3,1.5,2.0,1,1.0,warm_anchor,3248eac8d31a9542,-,2,0.2,0.0,b49778e4f0958172,-0.27491928284069345
13,pitch,3,1.5,2.0,1,1.0,warm_anchor,3248eac8d31a9542,-,3,0.2,0.0,b49778e4f0958172,-0.28586567701295174
13,pitch,3,1.5,2.0,1,1.0,warm_anchor,3248eac8d31a9542,-,4,0.2,0.0,b49778e4f0958172,-0.28993396859971154
14,yaw,3,1.5,2.0,1,1.0,warm_anchor,3248eac8d31a9542,+,0,0.2,0.06230468750000004,1038d31d62c6715b,-0.29620171138730145
14,yaw,3,1.5,2.0,1,1.0,warm_anchor,3248eac8d31a9542,+,1,0.2,0.06230468750000004,1038d31d62c6715b,-0.2594161965110502
14,yaw,3,1.5,2.0,1,1.0,warm_anchor,3248eac8d31a9542,+,2,0.2,0.06230468750000004,1038d31d62c6715b,-0.27809757742764707
14,yaw,3,1.5,2.0,1,1.0,warm_anchor,3248eac8d31a9542,+,3,0.2,0.06230468750000004,1038d31d62c6715b,-0.27096362101095206
14,yaw,3,1.5,2.0,1,1.0,warm_anchor,3248eac8d31a9542,+,4,0.2,0.06230468750000004,1038d31d62c6715b,-0.27304481877297127
14,yaw,3,1.5,2.0,1,1.0,warm_anchor,3248eac8d31a9542,-,0,0.2,0.06230468749999997,0f4239018ffe129d,-0.22799021561811528
14,yaw,3,1.5,2.0,1,1.0,warm_anchor,3248eac8d31a9542,-,1,0.2,0.06230468749999997,0f4239018ffe129d,-0.24068376399087987
14,yaw,3,1.5,2.0,1,1.0,warm_anchor,3248eac8d31a9542,-,2,0.2,0.06230468749999997,0f4239018ffe129d,-0.25355331388516333
14,yaw,3,1.5,2.0,1,1.0,warm_anchor,3248eac8d31a9542,-,3,0.2,0.06230468749999997,0f4239018ffe129d,-0.26419950258799063
14,yaw,3,1.5,2.0,1,1.0,warm_anchor,3248eac8d31a9542,-,4,0.2,0.06230468749999997,0f4239018ffe129d,-0.24430344831035988
15,throttle,3,1.5,2.0,1,1.0,warm_anchor,3248eac8d31a9542,+,0,0.2,0.0,2dd21f8b8441ee39,-0.23649804768966476
15,throttle,3,1.5,2.0,1,1.0,warm_anchor,3248eac8d31a9542,+,1,0.2,0.0,2dd21f8b8441ee39,-0.2747887006193359
15,throttle,3,1.5,2.0,1,1.0,warm_anchor,3248eac8d31a9542,+,2,0.2,0.0,2dd21f8b8441ee39,-0.28354014486529433
15,throttle,3,1.5,2.0,1,1.0,warm_anchor,3248eac8d31a9542,+,3,0.2,0.0,2dd21f8b8441ee39,-0.2581552285677
15,throttle,3,1.5,2.0,1,1.0,warm_anchor,3248eac8d31a9542,+,4,0.2,0.0,2dd21f8b8441ee39,-0.27898038266419944
15,throttle,3,1.5,2.0,1,1.0,warm_anchor,3248eac8d31a9542,-,0,0.2,0.0,ef0fa7a4c22d9fc7,-0.25920290170552573
15,throttle,3,1.5,2.0,1,1.0,warm_anchor,3248eac8d31a9542,-,1,0.2,0.0,ef0fa7a4c22d9fc7,-0.28553254677722917
15,throttle,3,1.5,2.0,1,1.0,warm_anchor,3248eac8d31a9542,-,2,0.2,0.0,ef0fa7a4c22d9fc7,-0.28792883387705026
15,throttle,3,1.5,2.0,1,1.0,warm_anchor,3248eac8d31a9542,-,3,0.2,0.0,ef0fa7a4c22d9fc7,-0.2844433489034086
15,throttle,3,1.5,2.0,1,1.0,warm_anchor,3248eac8d31a9542,-,4,0.2,0.0,ef0fa7a4c22d9fc7,-0.25910712748969544
16,roll,4,2.0,2.5,1,1.0,warm_anchor,3248eac8d31a9542,+,0,0.2,0.0,cba036529e75a704,-0.3542648627570877
16,roll,4,2.0,2.5,1,1.0,warm_anchor,3248eac8d31a9542,+,1,0.2,0.0,cba036529e75a704,-0.33786700690892735
16,roll,4,2.0,2.5,1,1.0,warm_anchor,3248eac8d31a9542,+,2,0.2,0.0,cba036529e75a704,-0.3400622372576818
16,roll,4,2.0,2.5,1,1.0,warm_anchor,3248eac8d31a9542,+,3,0.2,0.0,cba036529e75a704,-0.3092826395574053
16,roll,4,2.0,2.5,1,1.0,warm_anchor,3248eac8d31a9542,+,4,0.2,0.0,cba036529e75a704,-0.3730402936372563
16,roll,4,2.0,2.5,1,1.0,warm_anchor,3248eac8d31a9542,-,0,0.2,0.0,d87cd3d0d4fbee1b,-0.15847649990950985
16,roll,4,2.0,2.5,1,1.0,warm_anchor,3248eac8d31a9542,-,1,0.2,0.0,d87cd3d0d4fbee1b,-0.2257426425646718
16,roll,4,2.0,2.5,1,1.0,warm_anchor,3248eac8d31a9542,-,2,0.2,0.0,d87cd3d0d4fbee1b,-0.15371811356021947
16,roll,4,2.0,2.5,1,1.0,warm_anchor,3248eac8d31a9542,-,3,0.2,0.0,d87cd3d0d4fbee1b,-0.24063492465407332
16,roll,4,2.0,2.5,1,1.0,warm_anchor,3248eac8d31a9542,-,4,0.2,0.0,d87cd3d0d4fbee1b,-0.24889918664076638
17,pitch,4,2.0,2.5,1,1.0,warm_anchor,3248eac8d31a9542,+,0,0.2,0.0,4b6a08f1aaf61f64,-0.20183581795952077
17,pitch,4,2.0,2.5,1,1.0,warm_anchor,3248eac8d31a9542,+,1,0.2,0.0,4b6a08f1aaf61f64,-0.20881306241076292
17,pitch,4,2.0,2.5,1,1.0,warm_anchor,3248eac8d31a9542,+,2,0.2,0.0,4b6a08f1aaf61f64,-0.25895440427703487
17,pitch,4,2.0,2.5,1,1.0,warm_anchor,3248eac8d31a9542,+,3,0.2,0.0,4b6a08f1aaf61f64,-0.24293393860461632
17,pitch,4,2.0,2.5,1,1.0,warm_anchor,3248eac8d31a9542,+,4,0.2,0.0,4b6a08f1aaf61f64,-0.24325169817262915
17,pitch,4,2.0,2.5,1,1.0,warm_anchor,3248eac8d31a9542,-,0,0.2,0.0,82b9871810dece4b,-0.3067320174002859
17,pitch,4,2.0,2.5,1,1.0,warm_anchor,3248eac8d31a9542,-,1,0.2,0.0,82b9871810dece4b,-0.2590099016034322
17,pitch,4,2.0,2.5,1,1.0,warm_anchor,3248eac8d31a9542,-,2,0.2,0.0,82b9871810dece4b,-0.33575939364695984
17,pitch,4,2.0,2.5,1,1.0,warm_anchor,3248eac8d31a9542,-,3,0.2,0.0,82b9871810dece4b,-0.34410391478270896
17,pitch,4,2.0,2.5,1,1.0,warm_anchor,3248eac8d31a9542,-,4,0.2,0.0,82b9871810dece4b,-0.34600232766240313
