condition_index,v_max,candidate_index,source,label,theta_hash,rho_single
1,1.0,0,hand,sustain_roll_pos,171687067075e2f7,-2.6062570721146963
1,1.0,1,hand,sustain_roll_neg,ef655ffc4b9a84d3,-2.644989807067149
1,1.0,2,hand,sustain_pitch_pos,2732554cfcf206a5,-2.62058687160996
1,1.0,3,hand,sustain_pitch_neg,a3dc5217cbd1fc2c,-2.477585900335635
1,1.0,4,hand,sustain_yaw_pos,b99ac8e280c1f322,0.9359710431680617
1,1.0,5,hand,sustain_yaw_neg,b2d3c8babeebbea7,0.9288988778992638
1,1.0,6,hand,sustain_throttle_pos,f6e08171ff0c0f8e,0.9543192717036832
1,1.0,7,hand,sustain_throttle_neg,f147bbf6d6f821ea,0.9704564255067613
1,1.0,8,hand,diag_roll_neg_pitch_neg,2b6d6f1caf7c8650,-4.059141049913488
1,1.0,9,hand,diag_roll_neg_pitch_pos,bac84b9d64f3c388,-4.056213468109157
1,1.0,10,hand,diag_roll_pos_pitch_neg,5f7451580b3475fd,-3.8016795084406247
1,1.0,11,hand,diag_roll_pos_pitch_pos,57e61bdc31cca62e,-3.7596406049362443
1,1.0,12,hand,oscillate_roll_phase0,6311df9118ee43b4,0.9664481289049646
1,1.0,13,hand,oscillate_roll_phase1,48576a888a70adec,0.9625237884216057
1,1.0,14,hand,oscillate_pitch_phase0,9b6f68024ee68b21,0.962126186033901
1,1.0,15,hand,oscillate_pitch_phase1,7f0b5206e8f5aa36,0.9598938515854795
1,1.0,16,hand,ramp_then_hold_roll_pos,97f73f31d86df94f,-2.087594543238885
1,1.0,17,hand,ramp_then_hold_pitch_neg,423d9f54ff32c82b,-1.8709440344152282
1,1.0,18,hand,late_step_pitch_pos_w8_w9,2b64842299ddb4d8,0.7274666554733076
1,1.0,19,hand,late_step_throttle_neg_w8_w9,dcf7135039aeae54,0.9568319470426746
1,1.0,20,random,random_block_001,185ec3be55517623,-0.5516474596195649
1,1.0,21,random,random_projected_002,51664a7becaa6eb6,-0.18927382313437713
1,1.0,22,random,random_walk_003,d99a9aedff4f8c58,-2.2574843175082093
1,1.0,23,random,random_block_004,88f40499a8a2f28b,-0.6772317005900588
1,1.0,24,random,random_projected_005,cac64665a6e21f87,-1.474909367429123
1,1.0,25,random,random_walk_006,9a500122d07a29b0,-1.3217385887064004
1,1.0,26,random,random_block_007,15d64144118363b0,0.40944439100582897
1,1.0,27,random,random_projected_008,9497af9e9158bf9a,0.002990835664151259
1,1.0,28,random,random_walk_009,929f21b935c0b627,0.6254242953141163
1,1.0,29,random,random_block_010,843beec1f096defb,-0.8147376841719074
1,1.0,30,random,random_projected_011,639c387b3163e2c0,-1.2408219575635169
1,1.0,31,random,random_walk_012,c7df3b35eb633d77,-2.4939797637185532
1,1.0,32,random,random_block_013,0ec75936dfee8807,-1.2481298143757145
1,1.0,33,random,random_projected_014,babacc021721c1aa,-0.46194646249139004
1,1.0,34,random,random_walk_015,a36c792689f7ba3b,-1.335587805553271
1,1.0,35,random,random_block_016,d861bccf239b6f00,-1.1017528736813618
1,1.0,36,random,random_projected_017,28c1dccf8811dc2f,0.6039417305396777
1,1.0,37,random,random_walk_018,97240333f651d264,0.2782834181104662
1,1.0,38,random,random_block_019,f5d0f2bdfc3870ff,-0.2984332720546139
1,1.0,39,random,random_projected_020,b43a00839afa5286,-0.6398862012154858
1,1.0,40,random,random_walk_021,93b5e76399c9dc16,-2.061532541491197
1,1.0,41,random,random_block_022,a9020058013a66d1,0.8645631811285137
1,1.0,42,random,random_projected_023,99a7dae570ec002c,-1.0672928377688757
1,1.0,43,random,random_walk_024,1be134390055d2a7,-1.3335277889694934
