query_id,trace_index,scenario_id,cache_tag,failure_stage,failure_reason,target_test_mode,staging_mode_used,final_pre_maneuver_mode,time_s,requested_mode,observed_mode_before,ack_result,ack,observed_mode_after,success,request_count,reason
0535b6bad6bfc1e8_px4_acro_roll_0_params582ac041fa_Hstar_witness_roll_att_p_boundary_rate_p_x1p5_pulse_train_A0p7_repeat3_pulse_train_A0p7_repeat3_repeat0,0,px4_acro_roll,Hstar_witness_roll_att_p_boundary_rate_p_x1p5_pulse_train_A0p7_repeat3_pulse_train_A0p7_repeat3_repeat0,,,ACRO,,ACRO,11.52347311199992,ACRO,TAKEOFF,0.0,result=0 progress=0 result_param2=0,ACRO,True,1,matched_requested_mode
0535b6bad6bfc1e8_px4_acro_roll_0_params582ac041fa_Hstar_witness_roll_att_p_boundary_rate_p_x1p5_pulse_train_A0p9_repeat3_pulse_train_A0p9_repeat3_repeat0,0,px4_acro_roll,Hstar_witness_roll_att_p_boundary_rate_p_x1p5_pulse_train_A0p9_repeat3_pulse_train_A0p9_repeat3_repeat0,,,ACRO,,ACRO,11.739736781993997,ACRO,TAKEOFF,0.0,result=0 progress=0 result_param2=0,ACRO,True,1,matched_requested_mode
0535b6bad6bfc1e8_px4_acro_roll_0_params582ac041fa_Hstar_witness_roll_att_p_boundary_rate_p_x1p5_pulse_train_A1p0_repeat3_pulse_train_A1p0_repeat3_repeat0,0,px4_acro_roll,Hstar_witness_roll_att_p_boundary_rate_p_x1p5_pulse_train_A1p0_repeat3_pulse_train_A1p0_repeat3_repeat0,,,ACRO,,ACRO,11.899538514000596,ACRO,TAKEOFF,0.0,result=0 progress=0 result_param2=0,ACRO,True,2,matched_requested_mode
0535b6bad6bfc1e8_px4_acro_roll_0_params5eee5d437e_Hstar_witness_roll_rate_p_boundary_high_i_x1p5_pulse_train_A0p7_repeat3_pulse_train_A0p7_repeat3_repeat0,0,px4_acro_roll,Hstar_witness_roll_rate_p_boundary_high_i_x1p5_pulse_train_A0p7_repeat3_pulse_train_A0p7_repeat3_repeat0,,,ACRO,,ACRO,11.487522013005218,ACRO,TAKEOFF,0.0,result=0 progress=0 result_param2=0,ACRO,True,1,matched_requested_mode
0535b6bad6bfc1e8_px4_acro_roll_0_params5eee5d437e_Hstar_witness_roll_rate_p_boundary_high_i_x1p5_pulse_train_A0p9_repeat3_pulse_train_A0p9_repeat3_repeat0,0,px4_acro_roll,Hstar_witness_roll_rate_p_boundary_high_i_x1p5_pulse_train_A0p9_repeat3_pulse_train_A0p9_repeat3_repeat0,,,ACRO,,ACRO,11.313787175997277,ACRO,TAKEOFF,0.0,result=0 progress=0 result_param2=0,ACRO,True,1,matched_requested_mode
0535b6bad6bfc1e8_px4_acro_roll_0_params5eee5d437e_Hstar_witness_roll_rate_p_boundary_high_i_x1p5_pulse_train_A1p0_repeat3_pulse_train_A1p0_repeat3_repeat0,0,px4_acro_roll,Hstar_witness_roll_rate_p_boundary_high_i_x1p5_pulse_train_A1p0_repeat3_pulse_train_A1p0_repeat3_repeat0,,,ACRO,,ACRO,11.516567338010645,ACRO,TAKEOFF,0.0,result=0 progress=0 result_param2=0,ACRO,True,1,matched_requested_mode
0535b6bad6bfc1e8_px4_acro_roll_0_params75415c9760_Hboundary_roll_Hscale_0p5_Mstrong_P0_pulse_train_A0p7_repeat3_repeat0,0,px4_acro_roll,Hboundary_roll_Hscale_0p5_Mstrong_P0_pulse_train_A0p7_repeat3_repeat0,,,ACRO,,ACRO,14.404888427990954,ACRO,TAKEOFF,0.0,result=0 progress=0 result_param2=0,ACRO,True,1,matched_requested_mode
0535b6bad6bfc1e8_px4_acro_roll_0_params75415c9760_Hboundary_roll_Hscale_0p5_Mstrong_P0_pulse_train_A0p9_repeat3_repeat0,0,px4_acro_roll,Hboundary_roll_Hscale_0p5_Mstrong_P0_pulse_train_A0p9_repeat3_repeat0,,,ACRO,,ACRO,14.38308209599927,ACRO,TAKEOFF,0.0,result=0 progress=0 result_param2=0,ACRO,True,1,matched_requested_mode
0535b6bad6bfc1e8_px4_acro_roll_0_params75415c9760_Hboundary_roll_Hscale_0p5_Mstrong_P0_pulse_train_A1p0_repeat3_repeat0,0,px4_acro_roll,Hboundary_roll_Hscale_0p5_Mstrong_P0_pulse_train_A1p0_repeat3_repeat0,,,ACRO,,ACRO,11.558350539999083,ACRO,TAKEOFF,0.0,result=0 progress=0 result_param2=0,ACRO,True,1,matched_requested_mode
0535b6bad6bfc1e8_px4_acro_roll_0_params8afd77d9a9_Hstar_witness_roll_rate_p_boundary_low_d_x1p5_pulse_train_A0p7_repeat3_pulse_train_A0p7_repeat3_repeat0,0,px4_acro_roll,Hstar_witness_roll_rate_p_boundary_low_d_x1p5_pulse_train_A0p7_repeat3_pulse_train_A0p7_repeat3_repeat0,,,ACRO,,ACRO,14.283640600988292,ACRO,TAKEOFF,,,ACRO,True,1,matched_requested_mode
