stage,param_candidate,overrides_json,maneuver,small_safe,strong_violation_like,candidate_status,contract_class,tier1_robustness_class,tier2_robustness_class,threshold_mean,tail_start_peak_abs_rate_mean,terminal_peak_abs_rate_mean,rho_tier1_mean,rho_tier1_std,nondecay_ratio_margin_mean,nondecay_slope_margin_mean,terminal_peak_over_threshold,terminal_over_start_peak,diag_nonlinear_observability,diag_nonlinear_activated,diag_observed_nonlinear_columns,diag_activated_nonlinear_columns,diag_raw_log_present,diag_raw_log_path,diag_raw_log_parser_status
C_strong_search,rate_d_x0p5,"{""MC_ROLLRATE_D"": 0.0015000000130385}",strong_step_roll_0p5,True,False,NO_SLIVER_FOUND,safe,robust_safe,not_tier1_violation,0.35,0.019893016666173935,0.0223285723477602,0.3276714276522398,0.0,0.006414159014821053,-0.00020336374986893013,0.06379592099360058,1.1224326969839462,False,False,,,True,runs/mantis_pilot_px4_acro_roll_seed0_v0/queries/600e8ba266f44424_px4_acro_roll_0_params1be415589a_mantis_stage_c_rate_d_x0p5_strong_step_roll_0p5_strong_step_roll_0p5_repeat0/raw_log.ulg,not_implemented_for_mantis_nonlinear_diagnostics
