eval_id,point_index,arm,stage,label,theta_hash,theta_path,repeats,point_elapsed_wall_time_s,max_abs_theta,amplitude_class,support_size_abs_gt_0p1,active_channels_abs_gt_0p1,robustness_class,negative_mean_rejected_by_2sigma_gate,distinct_signature,signature_active_channels,signature_window_band,signature_channel_signs,rho_mean_post_neutral_xy_drift,rho_std_post_neutral_xy_drift,rho_min_post_neutral_xy_drift,rho_max_post_neutral_xy_drift,rho_nonpositive_post_neutral_xy_drift,rho_mean_post_neutral_alt_drift,rho_std_post_neutral_alt_drift,rho_min_post_neutral_alt_drift,rho_max_post_neutral_alt_drift,rho_nonpositive_post_neutral_alt_drift,rho_mean_post_neutral_xy_velocity,rho_std_post_neutral_xy_velocity,rho_min_post_neutral_xy_velocity,rho_max_post_neutral_xy_velocity,rho_nonpositive_post_neutral_xy_velocity
10,10,A,uniform_random,sample0011,841b3a46c67d953a,artifacts/alt_drift_seed0_v0/thetas/A_00010_841b3a46c67d953a.npy,5,99.81993989900002,0.86305421526422,moderate,26,"pitch,roll,throttle,yaw",robust_safe,False,,,,,-3.932305814420695,0.0990162516691519,-4.08598671436354,-3.8487018995391242,5,0.7595494270324707,0.009681953964410376,0.7465329170227051,0.7697386741638184,0,-3.3303406513594,0.07114120493776442,-3.401425242665826,-3.2279578644343303,5
11,11,A,uniform_random,sample0012,cc54059b56a47e7d,artifacts/alt_drift_seed0_v0/thetas/A_00011_cc54059b56a47e7d.npy,5,101.89619718299946,0.9951752851471565,saturated,32,"pitch,roll,throttle,yaw",robust_violation,False,,,,,-1.8322698145780607,0.07803905995144311,-1.8956945072223021,-1.7267702512050223,5,-1.260100746154785,0.07039676201576014,-1.3279714584350586,-1.1583185195922852,5,-1.9535926418322014,0.027692079029699404,-1.9778922080347598,-1.9065474412114791,5
12,12,A,uniform_random,sample0013,7427fd7baf35875f,artifacts/alt_drift_seed0_v0/thetas/A_00012_7427fd7baf35875f.npy,5,99.04490681300013,0.8257492013438907,moderate,34,"pitch,roll,throttle,yaw",robust_safe,False,,,,,-1.272088408541407,0.05619624598186074,-1.343617327900978,-1.2142206232060935,5,0.8793102264404297,0.004381116667634189,0.8722977638244629,0.8828773498535156,0,-1.3904008759317108,0.029614981284329874,-1.4299079345196928,-1.3477976750956513,5
13,13,A,uniform_random,sample0014,17e88f5924c7aa09,artifacts/alt_drift_seed0_v0/thetas/A_00013_17e88f5924c7aa09.npy,5,98.52830138200079,0.871741238061625,moderate,19,"pitch,roll,throttle,yaw",robust_safe,False,,,,,1.9596582069070365,0.011120343084394926,1.9497838561056104,1.976813295574243,0,0.3391400337219238,0.022755404174298687,0.3198981285095215,0.37769222259521484,0,0.9684416522594315,0.005380876339450828,0.9638925497083338,0.9765249125668182,0
14,14,A,uniform_random,sample0015,052fe22e4391dcbe,artifacts/alt_drift_seed0_v0/thetas/A_00014_052fe22e4391dcbe.npy,5,99.56602833499892,0.5714290365716745,moderate,34,"pitch,roll,throttle,yaw",robust_safe,False,,,,,1.2929645637710332,0.0380071103703211,1.238954397850272,1.3358053391438192,0,0.9894213676452637,0.0011589945740664545,0.9878644943237305,0.9909319877624512,0,0.2512270984138592,0.012022788401109158,0.23542623630534099,0.2652261890075074,0
15,15,A,uniform_random,sample0016,168fef8ba7e3e91b,artifacts/alt_drift_seed0_v0/thetas/A_00015_168fef8ba7e3e91b.npy,5,101.86944923699957,0.6024266940015532,moderate,26,"pitch,roll,throttle,yaw",robust_safe,False,,,,,1.8458198787147748,0.025679913662368284,1.8095389500364951,1.8697561223857964,0,0.9427921772003174,0.007590220707409301,0.9345836639404297,0.9521629810333252,0,0.7850169716591052,0.022203011193649567,0.7569804318455675,0.8099596999118017,0
16,16,A,uniform_random,sample0017,0159a5e7e1697a71,artifacts/alt_drift_seed0_v0/thetas/A_00016_0159a5e7e1697a71.npy,5,101.95161996600109,0.6954095588307502,moderate,31,"pitch,roll,throttle,yaw",robust_safe,False,,,,,-0.36232012991532103,0.08249194797662138,-0.4839999468537588,-0.2524540349438924,5,0.955983829498291,0.002204072249737053,0.9534740447998047,0.9582672119140625,0,-1.1756121912509123,0.035767397946515615,-1.2319461875263533,-1.1375520604473528,5
17,17,A,uniform_random,sample0018,f3a6aa4a27b7d219,artifacts/alt_drift_seed0_v0/thetas/A_00017_f3a6aa4a27b7d219.npy,5,96.2336079329998,0.9723376358711422,saturated,27,"pitch,roll,throttle,yaw",robust_safe,False,,,,,-2.8936169086320964,0.08545706684442254,-3.0101394035798315,-2.771425476236172,5,0.9651914596557617,0.00446062890947311,0.9603791236877441,0.9720559120178223,0,-3.1490462521674436,0.09629311769226381,-3.2737815027249937,-3.0154379256914003,5
18,18,A,uniform_random,sample0019,56fa3317d16fad86,artifacts/alt_drift_seed0_v0/thetas/A_00018_56fa3317d16fad86.npy,5,96.32445589600138,0.7609725921355044,moderate,34,"pitch,roll,throttle,yaw",robust_safe,False,,,,,1.4711749189338248,0.014292233812583904,1.4486996003845478,1.4849629752582314,0,0.9752337455749511,0.0038764915675569083,0.9689722061157227,0.9791526794433594,0,0.4710642257848338,0.019989235138258003,0.44649990183460775,0.49841846613951835,0
19,19,A,uniform_random,sample0020,2274f7fea9f5c8e6,artifacts/alt_drift_seed0_v0/thetas/A_00019_2274f7fea9f5c8e6.npy,5,99.18354818400076,0.45973721482184243,interior,21,"pitch,roll,throttle,yaw",robust_safe,False,,,,,1.256919068850556,0.06223341559599707,1.1883649949997324,1.3179543382174663,0,0.991060733795166,0.002739458710603266,0.9888439178466797,0.9952983856201172,0,0.17247491168818277,0.0403423593329982,0.1255267603517708,0.2189391661466903,0
20,20,A,uniform_random,sample0021,d81ed80232c4bfb0,artifacts/alt_drift_seed0_v0/thetas/A_00020_d81ed80232c4bfb0.npy,5,93.23196058299982,0.5041881744491945,moderate,25,"pitch,roll,throttle,yaw",robust_safe,False,,,,,1.5039914504318541,0.018258773040956713,1.4777483079365046,1.5281276671253605,0,0.9889304161071777,0.002541924066801851,0.9857006072998047,0.9928312301635742,0,0.3890443567690779,0.012435295841529614,0.3764033496896304,0.40855337927677104,0
21,21,A,uniform_random,sample0022,62f4da8df7459adb,artifacts/alt_drift_seed0_v0/thetas/A_00021_62f4da8df7459adb.npy,5,99.21532231399942,0.986557849279539,saturated,36,"pitch,roll,throttle,yaw",robust_safe,False,,,,,-0.286741387036328,0.3647825651181451,-0.6659723512749767,0.08143859040995594,3,0.4017573356628418,0.033484448716312364,0.3559894561767578,0.43712854385375977,0,-1.8379937446047208,0.2042552431922525,-2.0510164556581545,-1.6173416132261065,5
22,22,A,uniform_random,sample0023,3b807fff4fb7c030,artifacts/alt_drift_seed0_v0/thetas/A_00022_3b807fff4fb7c030.npy,5,102.30947199300135,0.5959946045534555,moderate,34,"pitch,roll,throttle,yaw",robust_safe,False,,,,,0.5613429498400155,0.061628066528775304,0.49619172657819255,0.6413322269672441,0,0.981843090057373,0.005879249346465014,0.9717693328857422,0.9868135452270508,0,-0.5224200251955725,0.028711264826930698,-0.5510550437574921,-0.4893535089709231,5
23,23,A,uniform_random,sample0024,32505920f322783d,artifacts/alt_drift_seed0_v0/thetas/A_00023_32505920f322783d.npy,5,99.13532176499939,0.9602657634328735,saturated,32,"pitch,roll,throttle,yaw",robust_safe,False,,,,,0.3853469311877295,0.02814795598975488,0.35613106310273324,0.4287604693479752,0,0.8960315704345703,0.005082375349978437,0.888089656829834,0.9022555351257324,0,-0.4520552837231865,0.013057399911458411,-0.4714733796112234,-0.4402663491934624,5
24,24,A,uniform_random,sample0025,10cde3ea3d9fb87b,artifacts/alt_drift_seed0_v0/thetas/A_00024_10cde3ea3d9fb87b.npy,5,99.09249755599922,0.8396396700700394,moderate,31,"pitch,roll,throttle,yaw",robust_safe,False,,,,,-3.1173223416962577,0.17587434814278138,-3.2838696417230437,-2.8203456388212222,5,0.9331132888793945,0.008786337426087304,0.9243683815002441,0.945281982421875,0,-3.3130168275526715,0.1447693488551313,-3.4105381347002632,-3.059265060353967,5
25,25,A,uniform_random,sample0026,a8cd4c9b1cbcd2ea,artifacts/alt_drift_seed0_v0/thetas/A_00025_a8cd4c9b1cbcd2ea.npy,5,101.78938699299943,0.7903028790590263,moderate,29,"pitch,roll,throttle,yaw",robust_safe,False,,,,,-0.01356719892323146,0.09028030523835492,-0.10755508479889109,0.13357060432650925,4,0.9890116691589356,0.004386182891975599,0.9812254905700684,0.9917187690734863,0,-0.8710316201524023,0.0699533798912373,-0.9320741002909279,-0.750628984346229,5
26,26,A,uniform_random,sample0027,f3aebbcda9a32b91,artifacts/alt_drift_seed0_v0/thetas/A_00026_f3aebbcda9a32b91.npy,5,102.31276541799889,0.9418828634004148,saturated,37,"pitch,roll,throttle,yaw",robust_safe,False,,,,,0.16977806629793407,0.03397632582024705,0.120460084766707,0.20442597556096231,0,0.5877553939819335,0.017609681101619645,0.5664815902709961,0.6081867218017578,0,-0.6826824771664699,0.023155488015065295,-0.7114338473604438,-0.6617730839311562,5
27,27,A,uniform_random,sample0028,ec1d06f9dc931e49,artifacts/alt_drift_seed0_v0/thetas/A_00027_ec1d06f9dc931e49.npy,5,102.22942000199873,0.6529756765823442,moderate,27,"pitch,roll,throttle,yaw",robust_safe,False,,,,,0.07119798133059954,0.06038190681592036,0.00921502949503461,0.13920703824568958,0,0.951174545288086,0.009834211741904278,0.9381675720214844,0.9612412452697754,0,-0.8011942889093628,0.04163393036673121,-0.8513000359833798,-0.7407262928578573,5
28,28,A,uniform_random,sample0029,a6f173e68ffb39e1,artifacts/alt_drift_seed0_v0/thetas/A_00028_a6f173e68ffb39e1.npy,5,98.46993472400027,0.4740471039284415,interior,27,"pitch,roll,throttle,yaw",robust_safe,False,,,,,1.2102713315441345,0.021559822525425452,1.1797840955529102,1.2386006041451045,0,0.9576357841491699,0.005397738841424818,0.9513940811157227,0.9638328552246094,0,0.06796140981784511,0.015054165470924788,0.048319306142564855,0.08360627762533857,0
29,29,A,uniform_random,sample0030,0877b7fb97eefe3a,artifacts/alt_drift_seed0_v0/thetas/A_00029_0877b7fb97eefe3a.npy,5,99.4412060779996,0.7879870138336156,moderate,34,"pitch,roll,throttle,yaw",robust_safe,False,,,,,0.7950859552375962,0.02441091913736488,0.7722836852068449,0.8316752438638984,0,0.655550193786621,0.018143755319740294,0.6260442733764648,0.669041633605957,0,-0.2599519816997134,0.017877542543155447,-0.27815993888318746,-0.24009937588524233,5
30,30,A,uniform_random,sample0031,412d53edb7c2005b,artifacts/alt_drift_seed0_v0/thetas/A_00030_412d53edb7c2005b.npy,5,99.03257220900014,0.9489588688118653,saturated,33,"pitch,roll,throttle,yaw",robust_safe,False,,,,,-2.5671960386688273,0.13181411881761884,-2.7956422953710556,-2.4680502034488976,5,0.9006219863891601,0.004298823701437218,0.8964896202087402,0.9069132804870605,0,-3.1972612095464585,0.08059632209881414,-3.3051521039881617,-3.0877358624988345,5
31,31,A,uniform_random,sample0032,c76b043cda6e1957,artifacts/alt_drift_seed0_v0/thetas/A_00031_c76b043cda6e1957.npy,5,94.19612765200145,0.6908477957880246,moderate,33,"pitch,roll,throttle,yaw",robust_safe,False,,,,,-0.26420186395147,0.0690667186428105,-0.35845859198685126,-0.17029152693496874,5,0.8803899765014649,0.004552114606108066,0.8761324882507324,0.8869309425354004,0,-1.0587511765233883,0.03211746048951592,-1.0913538688230542,-1.0220159478379593,5
32,32,A,uniform_random,sample0033,cab0d76b70fb6ea5,artifacts/alt_drift_seed0_v0/thetas/A_00032_cab0d76b70fb6ea5.npy,5,98.34924725799829,0.7235439004555391,moderate,33,"pitch,roll,throttle,yaw",robust_safe,False,,,,,-2.612974882554846,0.08591258112197228,-2.725331547472832,-2.5059069493286152,5,0.9411187171936035,0.004999840806843683,0.9356732368469238,0.9480700492858887,0,-2.4848725078275495,0.041788287872952405,-2.5334212774583853,-2.4241999290956735,5
33,33,A,uniform_random,sample0034,d29a713149639fd7,artifacts/alt_drift_seed0_v0/thetas/A_00033_d29a713149639fd7.npy,5,101.94674276899968,0.7563967440831385,moderate,37,"pitch,roll,throttle,yaw",robust_safe,False,,,,,-1.1090685465980488,0.060204784142863246,-1.2089696670432,-1.0487359645161543,5,0.8795362949371338,0.002625490278374806,0.875964879989624,0.8825399875640869,0,-1.6652932885963287,0.042841347998912635,-1.7211260937504718,-1.608448073704758,5
34,34,A,uniform_random,sample0035,a003dd1fffa92a85,artifacts/alt_drift_seed0_v0/thetas/A_00034_a003dd1fffa92a85.npy,5,95.98151986799894,0.9726432004355698,saturated,27,"pitch,roll,throttle,yaw",robust_safe,False,,,,,-2.7809191813595353,0.07596262273563636,-2.860710125641396,-2.6630622931213006,5,0.9815796852111817,0.0020933376193738745,0.9794816970825195,0.9850730895996094,0,-3.1073793958360274,0.09799063647907294,-3.2218905188999134,-2.9595897486313087,5
35,35,A,uniform_random,sample0036,3969a25c6c7c298b,artifacts/alt_drift_seed0_v0/thetas/A_00035_3969a25c6c7c298b.npy,5,96.2953520230003,0.5291546654258317,moderate,31,"pitch,roll,throttle,yaw",robust_safe,False,,,,,1.7216015641398794,0.028354926172405273,1.6774878900378054,1.7553701252443994,0,0.8910935401916504,0.00866477225718296,0.8809604644775391,0.902195930480957,0,0.7055977796914338,0.011832871886533603,0.6901282670967961,0.7225118228028038,0
36,36,A,uniform_random,sample0037,fcb548ae275c1780,artifacts/alt_drift_seed0_v0/thetas/A_00036_fcb548ae275c1780.npy,5,99.06525115000113,0.7393593843033672,moderate,26,"pitch,roll,throttle,yaw",robust_safe,False,,,,,-0.21800485503972356,0.060506922413556104,-0.29920272037328166,-0.14534070214959316,5,0.9814650535583496,0.002675875722747899,0.9789748191833496,0.9857449531555176,0,-0.945097320317782,0.03095293015972429,-0.9749530115840241,-0.897509871555981,5
37,37,A,uniform_random,sample0038,27c6907faf9071bc,artifacts/alt_drift_seed0_v0/thetas/A_00037_27c6907faf9071bc.npy,5,99.69162933299958,0.567307555875659,moderate,29,"pitch,roll,throttle,yaw",robust_safe,False,,,,,0.5716544492392116,0.053265324438939825,0.4884470340994689,0.6356731240328697,0,0.9415027618408203,0.006382752069368477,0.9345335960388184,0.9479260444641113,0,-0.3985666441498727,0.023521578533633156,-0.4281826456816864,-0.3662027157517638,5
38,38,A,uniform_random,sample0039,7947d05e8726b1bd,artifacts/alt_drift_seed0_v0/thetas/A_00038_7947d05e8726b1bd.npy,5,101.82634132500061,0.7885868810250195,moderate,33,"pitch,roll,throttle,yaw",robust_safe,False,,,,,-2.1358178590623234,0.0833510496363962,-2.2752410525419924,-2.0673422770436742,5,0.8686873435974121,0.014808977208688363,0.8562893867492676,0.8907198905944824,0,-2.456027088604013,0.0292322400084067,-2.486337308438587,-2.4225852915047965,5
39,39,A,uniform_random,sample0040,207a957ecf65a9fa,artifacts/alt_drift_seed0_v0/thetas/A_00039_207a957ecf65a9fa.npy,5,99.12769852600104,0.8603976302133045,moderate,36,"pitch,roll,throttle,yaw",robust_safe,False,,,,,-2.9509917964034793,0.2082272150863106,-3.177039774643635,-2.6312433011466405,5,0.9546146392822266,0.005088247484516678,0.9500064849853516,0.963170051574707,0,-2.4622930101108396,0.0984771649829764,-2.559383628634039,-2.30959614796448,5
40,40,A,uniform_random,sample0041,22393126ff638070,artifacts/alt_drift_seed0_v0/thetas/A_00040_22393126ff638070.npy,5,98.96974094299912,0.8882172195532265,moderate,30,"pitch,roll,throttle,yaw",robust_safe,False,,,,,-2.2628359284098023,0.06577732156730384,-2.360802365237187,-2.1786044194594893,5,0.8461984634399414,0.008622894611569754,0.8330016136169434,0.8543362617492676,0,-2.5694170285074436,0.03375082773032362,-2.614299596891647,-2.5218085136617767,5
41,41,A,uniform_random,sample0042,57d22b03afeb9429,artifacts/alt_drift_seed0_v0/thetas/A_00041_57d22b03afeb9429.npy,5,98.81473847100096,0.7403800763636124,moderate,32,"pitch,roll,throttle,yaw",robust_safe,False,,,,,1.5015626895389917,0.05796846221089432,1.4122169452724715,1.5443541628991593,0,0.32448511123657225,0.10420167800309736,0.20699119567871094,0.43226099014282227,0,0.5190567616377278,0.04051721134762458,0.4746336724022535,0.5626825269168512,0
42,42,A,uniform_random,sample0043,887e3223248be1be,artifacts/alt_drift_seed0_v0/thetas/A_00042_887e3223248be1be.npy,5,101.94180020699969,0.756203273308844,moderate,31,"pitch,roll,throttle,yaw",robust_safe,False,,,,,1.7865682575649438,0.019808665933680365,1.76085447961227,1.8070368584835568,0,0.7692527770996094,0.00996722805674931,0.7599220275878906,0.7862730026245117,0,0.7244721972636702,0.014837750886220503,0.7054936970014407,0.7448501545497088,0
43,43,A,uniform_random,sample0044,2279739fb797183e,artifacts/alt_drift_seed0_v0/thetas/A_00043_2279739fb797183e.npy,5,102.01189505900038,0.7943213803023341,moderate,24,"pitch,roll,throttle,yaw",robust_safe,False,,,,,1.9426517103767744,0.011163174109199472,1.9258589445196705,1.9556866922807394,0,0.9633459091186524,0.0038060419775453815,0.9590229988098145,0.9682869911193848,0,0.8235258360298265,0.003530593159691248,0.820568361515711,0.8291808471164257,0
44,44,A,uniform_random,sample0045,eea889d471f90278,artifacts/alt_drift_seed0_v0/thetas/A_00044_eea889d471f90278.npy,5,96.26967805499953,0.36144594698824867,interior,21,"pitch,roll,throttle,yaw",robust_safe,False,,,,,1.9506324612699586,0.006377461994117571,1.9414759018905874,1.9571705569400488,0,0.9922659873962403,0.0024209565050824504,0.9893264770507812,0.995729923248291,0,0.9347847373702332,0.0028680903919046344,0.9310013510247618,0.9376048311149024,0
45,45,A,uniform_random,sample0046,105bb25ce8668f6e,artifacts/alt_drift_seed0_v0/thetas/A_00045_105bb25ce8668f6e.npy,5,95.96855369300101,0.820035360579277,moderate,33,"pitch,roll,throttle,yaw",robust_safe,False,,,,,-2.228803456432633,0.051303534667528496,-2.30403123513444,-2.1700475344117347,5,0.9518801689147949,0.009589327303149325,0.9395666122436523,0.961461067199707,0,-2.712792217937408,0.03315521761453025,-2.7460797604988842,-2.6670782287444776,5
46,46,A,uniform_random,sample0047,4d4e922a7accbf2b,artifacts/alt_drift_seed0_v0/thetas/A_00046_4d4e922a7accbf2b.npy,5,92.96726102399953,0.6445117079705176,moderate,29,"pitch,roll,throttle,yaw",robust_safe,False,,,,,1.8945984274380194,0.013160013182159274,1.873660976002201,1.9085062260018937,0,0.8797465324401855,0.006412171101414523,0.8710227012634277,0.8874187469482422,0,0.9195572919993529,0.008779692380231392,0.9098514349543083,0.9289497509953805,0
47,47,A,uniform_random,sample0048,b6a8d529fa9cdd3d,artifacts/alt_drift_seed0_v0/thetas/A_00047_b6a8d529fa9cdd3d.npy,5,99.00142853600119,0.8700852962238596,moderate,34,"pitch,roll,throttle,yaw",robust_safe,False,,,,,-1.300465586481628,0.08615856665472413,-1.379986988940412,-1.1722897130216237,5,0.9641647338867188,0.005274573329500727,0.9565081596374512,0.9701709747314453,0,-1.4616582874049073,0.04862452933065349,-1.4965332776401614,-1.3815812336393392,5
48,48,A,uniform_random,sample0049,c7de08721d51997d,artifacts/alt_drift_seed0_v0/thetas/A_00048_c7de08721d51997d.npy,5,129.92597283599935,0.7912974320954358,moderate,33,"pitch,roll,throttle,yaw",robust_safe,False,,,,,-1.068259425208116,0.021237274543505432,-1.0992031603173222,-1.0435484891104396,5,0.8180404663085937,0.00860993476429365,0.8080530166625977,0.8275017738342285,0,-2.0185229385618677,0.019517753925635567,-2.041026349228598,-1.9957220655395234,5
49,49,A,uniform_random,sample0050,9c8a4475192fa323,artifacts/alt_drift_seed0_v0/thetas/A_00049_9c8a4475192fa323.npy,5,99.09706979800103,0.7767649644252665,moderate,31,"pitch,roll,throttle,yaw",robust_safe,False,,,,,-3.245890211777186,0.15016540353638214,-3.4002468867099713,-3.0517247088683916,5,0.9786250114440918,0.0026699416242359944,0.9756484031677246,0.982785701751709,0,-2.9955373065178774,0.0816536353705733,-3.0696457071742875,-2.8831478306608487,5
50,50,A,uniform_random,sample0051,bd7317f921b293c9,artifacts/alt_drift_seed0_v0/thetas/A_00050_bd7317f921b293c9.npy,5,102.13376199800041,0.4944156739672861,interior,34,"pitch,roll,throttle,yaw",robust_safe,False,,,,,0.41119048335269814,0.041010256858308135,0.3661940919857831,0.4700053816754688,0,0.9313148498535156,0.004244575738587588,0.9249277114868164,0.9360752105712891,0,-0.3576311676976266,0.02076235514890842,-0.373976440724036,-0.32337234131217385,5
51,51,A,uniform_random,sample0052,be275f55627378e3,artifacts/alt_drift_seed0_v0/thetas/A_00051_be275f55627378e3.npy,5,93.27780354800052,0.6743223850036713,moderate,26,"pitch,roll,throttle,yaw",robust_safe,False,,,,,1.2237111031162837,0.025933416934164708,1.1812109166647087,1.2459703723134083,0,0.8850099563598632,0.004986624999406582,0.8815298080444336,0.8937339782714844,0,0.2220924602598096,0.015264830977664196,0.20467671638999463,0.2420304166364633,0
52,52,A,uniform_random,sample0053,33e910decaae2afb,artifacts/alt_drift_seed0_v0/thetas/A_00052_33e910decaae2afb.npy,5,93.53039929999977,0.8471135682164845,moderate,34,"pitch,roll,throttle,yaw",robust_safe,False,,,,,0.12763756333799425,0.08730862187139105,0.03624637560108601,0.2401294707742263,0,0.7358799457550049,0.003929725026343093,0.7307610511779785,0.7395343780517578,0,-1.2902917257526731,0.058704848406747896,-1.3690517605256556,-1.2249281173419755,5
53,53,A,uniform_random,sample0054,c46f064db2006b37,artifacts/alt_drift_seed0_v0/thetas/A_00053_c46f064db2006b37.npy,5,96.02293314599956,0.9083700074477212,saturated,32,"pitch,roll,throttle,yaw",robust_safe,False,,,,,-2.4201726304468525,0.1189055778918845,-2.5237246242366167,-2.2233747377452,5,0.9260414123535157,0.00850606310891103,0.9187860488891602,0.9382648468017578,0,-2.4585201594573234,0.07964043803333817,-2.5468486545025724,-2.3389460765396306,5
54,54,A,uniform_random,sample0055,64441770439300a4,artifacts/alt_drift_seed0_v0/thetas/A_00054_64441770439300a4.npy,5,95.96252802699746,0.603494187914884,moderate,36,"pitch,roll,throttle,yaw",robust_safe,False,,,,,0.7859966649657191,0.06950048793288927,0.7028316276026743,0.8900979047632096,0,0.9724920272827149,0.006608197832261311,0.9625077247619629,0.9793472290039062,0,-0.23215580133610714,0.04230075080001827,-0.26531897257742876,-0.16670233120177125,5
