eval_id,point_index,arm,stage,label,theta_hash,max_abs_theta,amplitude_class,support_size_abs_gt_0p1,active_channels_abs_gt_0p1,robustness_class,negative_mean_rejected_by_2sigma_gate,distinct_signature,signature_active_channels,signature_window_band,signature_channel_signs,rho_mean_post_neutral_alt_drift,rho_std_post_neutral_alt_drift,is_interior_robust_violation,is_channel_pure
160,0,C,zero_anchor,zero,7b6436b0c98f6238,0.0,interior,0,,robust_safe,False,,,,,0.9933549880981444,0.0032252576906378,False,False
176,16,C,duration_sweep_endpoint,swp0015_throttle_p_w00_d08,00e84eee2c247e83,1.0,saturated,10,throttle,robust_safe,False,channels=throttle;time=w00-w07;signs=throttle:+,throttle,w00-w07,throttle:+,0.4548280715942382,0.0490506269415144,False,True
177,17,C,duration_sweep_endpoint,swp0016_throttle_m_w00_d09,3fcfc94175a2bfba,1.0,saturated,10,throttle,robust_safe,False,channels=throttle;time=w00-w08;signs=throttle:-,throttle,w00-w08,throttle:-,0.7326665878295898,0.0167049415384554,False,True
178,18,C,duration_sweep_endpoint,swp0017_throttle_p_w00_d09,07bae1b06a7413ec,1.0,saturated,10,throttle,robust_violation,False,channels=throttle;time=w00-w08;signs=throttle:+,throttle,w00-w08,throttle:+,-0.5813116073608399,0.1481704889485008,False,True
179,19,C,amplitude_bisection,swp0017_throttle_p_w00_d09_iter00_a0p5000,b6b421653608821d,0.5,interior,10,throttle,robust_safe,False,channels=throttle;time=w00-w08;signs=throttle:+,throttle,w00-w08,throttle:+,0.9189311981201173,0.015603456278959,False,True
180,20,C,amplitude_bisection,swp0017_throttle_p_w00_d09_iter01_a0p7500,7adfbe62962cd2ef,0.75,moderate,10,throttle,robust_safe,False,channels=throttle;time=w00-w08;signs=throttle:+,throttle,w00-w08,throttle:+,0.6412967681884766,0.0418390164036417,False,True
181,21,C,amplitude_bisection,swp0017_throttle_p_w00_d09_iter02_a0p8750,c79abda68b255d4c,0.875,moderate,10,throttle,robust_safe,False,channels=throttle;time=w00-w08;signs=throttle:+,throttle,w00-w08,throttle:+,0.2281120300292968,0.0462493756439986,False,True
182,22,C,amplitude_bisection,swp0017_throttle_p_w00_d09_iter03_a0p9375,04a43c4dc99e3cb1,0.9375,saturated,10,throttle,noise_band,True,channels=throttle;time=w00-w08;signs=throttle:+,throttle,w00-w08,throttle:+,-0.1429494857788086,0.1255599091611954,False,True
183,23,C,amplitude_bisection,swp0017_throttle_p_w00_d09_iter04_a0p9062,506a3e4a85945d5c,0.90625,saturated,10,throttle,noise_band,False,channels=throttle;time=w00-w08;signs=throttle:+,throttle,w00-w08,throttle:+,0.0918586730957031,0.0813193058171929,False,True
184,24,C,amplitude_bisection,swp0017_throttle_p_w00_d09_iter05_a0p9219,8277027fcd9c46dc,0.921875,saturated,10,throttle,noise_band,True,channels=throttle;time=w00-w08;signs=throttle:+,throttle,w00-w08,throttle:+,-0.0164455413818359,0.0554322266059012,False,True
185,25,C,amplitude_bisection,swp0017_throttle_p_w00_d09_iter06_a0p9141,dccd77581cdb6d02,0.9140625,saturated,10,throttle,noise_band,True,channels=throttle;time=w00-w08;signs=throttle:+,throttle,w00-w08,throttle:+,-0.104458999633789,0.1372154113285946,False,True
186,26,C,duration_sweep_endpoint,swp0018_throttle_m_w00_d10,374ef6ac39cdc091,1.0,saturated,10,throttle,robust_safe,False,channels=throttle;time=w00-w09;signs=throttle:-,throttle,w00-w09,throttle:-,0.7247582912445069,0.0066468713050841,False,True
187,27,C,duration_sweep_endpoint,swp0019_throttle_p_w00_d10,04f3db5143fee943,1.0,saturated,10,throttle,robust_violation,False,channels=throttle;time=w00-w09;signs=throttle:+,throttle,w00-w09,throttle:+,-1.3940765380859377,0.1169342438864933,False,True
188,28,C,amplitude_bisection,swp0019_throttle_p_w00_d10_iter00_a0p5000,b9a9b59e340491a3,0.5,interior,10,throttle,robust_safe,False,channels=throttle;time=w00-w09;signs=throttle:+,throttle,w00-w09,throttle:+,0.7282014846801758,0.009965919806029,False,True
189,29,C,amplitude_bisection,swp0019_throttle_p_w00_d10_iter01_a0p7500,d027042508e42cea,0.75,moderate,10,throttle,robust_safe,False,channels=throttle;time=w00-w09;signs=throttle:+,throttle,w00-w09,throttle:+,0.1650894165039062,0.0227158997415989,False,True
190,30,C,amplitude_bisection,swp0019_throttle_p_w00_d10_iter02_a0p8750,a639dadbdac7c5e9,0.875,moderate,10,throttle,robust_violation,False,channels=throttle;time=w00-w09;signs=throttle:+,throttle,w00-w09,throttle:+,-0.4079050064086914,0.0311014708286927,False,True
191,31,C,amplitude_bisection,swp0019_throttle_p_w00_d10_iter03_a0p8125,7b0ed24957f2a807,0.8125,moderate,10,throttle,robust_violation,False,channels=throttle;time=w00-w09;signs=throttle:+,throttle,w00-w09,throttle:+,-0.0906486511230468,0.0141001395287572,False,True
192,32,C,amplitude_bisection,swp0019_throttle_p_w00_d10_iter04_a0p7812,5971a150745eb02e,0.78125,moderate,10,throttle,robust_safe,False,channels=throttle;time=w00-w09;signs=throttle:+,throttle,w00-w09,throttle:+,0.0753259658813476,0.0232027336147056,False,True
193,33,C,amplitude_bisection,swp0019_throttle_p_w00_d10_iter05_a0p7969,99d50b31663f82d1,0.796875,moderate,10,throttle,noise_band,True,channels=throttle;time=w00-w09;signs=throttle:+,throttle,w00-w09,throttle:+,-0.0056011199951171,0.0240163360156459,False,True
194,34,C,amplitude_bisection,swp0019_throttle_p_w00_d10_iter06_a0p7891,f7702075236cd392,0.7890625,moderate,10,throttle,noise_band,False,channels=throttle;time=w00-w09;signs=throttle:+,throttle,w00-w09,throttle:+,0.011572265625,0.023359776206068,False,True
195,35,C,duration_sweep_endpoint,swp0020_throttle_m_w01_d01,473168205d986630,0.25,interior,1,throttle,robust_safe,False,channels=throttle;time=w01-w01;signs=throttle:-,throttle,w01-w01,throttle:-,0.9921868324279786,0.0048196911259722,False,True
196,36,C,duration_sweep_endpoint,swp0021_throttle_p_w01_d01,06294db6a3268b52,0.25,interior,1,throttle,robust_safe,False,channels=throttle;time=w01-w01;signs=throttle:+,throttle,w01-w01,throttle:+,0.9904638290405272,0.0042166725591363,False,True
197,37,C,duration_sweep_endpoint,swp0022_throttle_m_w01_d02,49ae69bfd7c5a465,0.5,interior,3,throttle,robust_safe,False,channels=throttle;time=w01-w02;signs=throttle:-,throttle,w01-w02,throttle:-,0.9898268699645996,0.0041868654920358,False,True
198,38,C,duration_sweep_endpoint,swp0023_throttle_p_w01_d02,6ab798fd9c590899,0.5,interior,3,throttle,robust_safe,False,channels=throttle;time=w01-w02;signs=throttle:+,throttle,w01-w02,throttle:+,0.982516860961914,0.0066687475421607,False,True
199,39,C,duration_sweep_endpoint,swp0024_throttle_m_w01_d03,dbc30231b82530f3,0.75,moderate,5,throttle,robust_safe,False,channels=throttle;time=w01-w03;signs=throttle:-,throttle,w01-w03,throttle:-,0.9799200057983398,0.0051425592762543,False,True
200,40,C,duration_sweep_endpoint,swp0025_throttle_p_w01_d03,937a9d12daf98b82,0.75,moderate,5,throttle,robust_safe,False,channels=throttle;time=w01-w03;signs=throttle:+,throttle,w01-w03,throttle:+,0.9658467292785644,0.0102860082953299,False,True
201,41,C,duration_sweep_endpoint,swp0026_throttle_m_w01_d04,8d11efb36e05e5f1,1.0,saturated,7,throttle,robust_safe,False,channels=throttle;time=w01-w04;signs=throttle:-,throttle,w01-w04,throttle:-,0.980963373184204,0.0051838749260677,False,True
202,42,C,duration_sweep_endpoint,swp0027_throttle_p_w01_d04,31be202de708fcd9,1.0,saturated,7,throttle,robust_safe,False,channels=throttle;time=w01-w04;signs=throttle:+,throttle,w01-w04,throttle:+,0.9686932563781738,0.0090106767446823,False,True
203,43,C,duration_sweep_endpoint,swp0028_throttle_m_w01_d05,c0d031175121c938,1.0,saturated,8,throttle,robust_safe,False,channels=throttle;time=w01-w05;signs=throttle:-,throttle,w01-w05,throttle:-,0.983954095840454,0.0050678455732753,False,True
204,44,C,duration_sweep_endpoint,swp0029_throttle_p_w01_d05,89929004a104cb20,1.0,saturated,8,throttle,robust_safe,False,channels=throttle;time=w01-w05;signs=throttle:+,throttle,w01-w05,throttle:+,0.9516689300537108,0.0078350111083989,False,True
205,45,C,duration_sweep_endpoint,swp0030_throttle_m_w01_d06,b97d5cad850e15c2,1.0,saturated,9,throttle,robust_safe,False,channels=throttle;time=w01-w06;signs=throttle:-,throttle,w01-w06,throttle:-,0.9564794540405274,0.0128672645673598,False,True
206,46,C,duration_sweep_endpoint,swp0031_throttle_p_w01_d06,e73b69f0fd10f170,1.0,saturated,9,throttle,robust_safe,False,channels=throttle;time=w01-w06;signs=throttle:+,throttle,w01-w06,throttle:+,0.8706840515136719,0.0209269510701987,False,True
207,47,C,duration_sweep_endpoint,swp0032_throttle_m_w01_d07,c7d752f49bb35d5e,1.0,saturated,9,throttle,robust_safe,False,channels=throttle;time=w01-w07;signs=throttle:-,throttle,w01-w07,throttle:-,0.876085901260376,0.0399885997786926,False,True
208,48,C,duration_sweep_endpoint,swp0033_throttle_p_w01_d07,3981dd4802fdea6b,1.0,saturated,9,throttle,robust_safe,False,channels=throttle;time=w01-w07;signs=throttle:+,throttle,w01-w07,throttle:+,0.5808273315429687,0.0274833905343678,False,True
209,49,C,duration_sweep_endpoint,swp0034_throttle_m_w01_d08,be0853c07cb64a80,1.0,saturated,9,throttle,robust_safe,False,channels=throttle;time=w01-w08;signs=throttle:-,throttle,w01-w08,throttle:-,0.7267910480499268,0.0061597988694423,False,True
210,50,C,duration_sweep_endpoint,swp0035_throttle_p_w01_d08,eebc6ab51c7a0b11,1.0,saturated,9,throttle,noise_band,True,channels=throttle;time=w01-w08;signs=throttle:+,throttle,w01-w08,throttle:+,-0.0720663070678711,0.097656997632633,False,True
211,51,C,duration_sweep_endpoint,swp0036_throttle_m_w01_d09,3791a31856a441ba,1.0,saturated,9,throttle,robust_safe,False,channels=throttle;time=w01-w09;signs=throttle:-,throttle,w01-w09,throttle:-,0.7247844696044922,0.0184905000081442,False,True
212,52,C,duration_sweep_endpoint,swp0037_throttle_p_w01_d09,59e800572f0ea378,1.0,saturated,9,throttle,robust_violation,False,channels=throttle;time=w01-w09;signs=throttle:+,throttle,w01-w09,throttle:+,-1.2123706817626954,0.2091405607903831,False,True
213,53,C,amplitude_bisection,swp0037_throttle_p_w01_d09_iter00_a0p5000,f6da9258553ef269,0.5,interior,9,throttle,robust_safe,False,channels=throttle;time=w01-w09;signs=throttle:+,throttle,w01-w09,throttle:+,0.7266812324523926,0.0033270159895827,False,True
214,54,C,amplitude_bisection,swp0037_throttle_p_w01_d09_iter01_a0p7500,d5092640deee3798,0.75,moderate,9,throttle,robust_safe,False,channels=throttle;time=w01-w09;signs=throttle:+,throttle,w01-w09,throttle:+,0.1662429809570312,0.0196133689887868,False,True
215,55,C,amplitude_bisection,swp0037_throttle_p_w01_d09_iter02_a0p8750,d44ba645738461d8,0.875,moderate,9,throttle,robust_violation,False,channels=throttle;time=w01-w09;signs=throttle:+,throttle,w01-w09,throttle:+,-0.409025764465332,0.0433263375677017,False,True
216,56,C,amplitude_bisection,swp0037_throttle_p_w01_d09_iter03_a0p8125,51d272c6c9ff044d,0.8125,moderate,9,throttle,robust_violation,False,channels=throttle;time=w01-w09;signs=throttle:+,throttle,w01-w09,throttle:+,-0.1109981536865234,0.0243270392314394,False,True
217,57,C,amplitude_bisection,swp0037_throttle_p_w01_d09_iter04_a0p7812,24469c294cf710b6,0.78125,moderate,9,throttle,noise_band,False,channels=throttle;time=w01-w09;signs=throttle:+,throttle,w01-w09,throttle:+,0.031839370727539,0.0196976857512053,False,True
218,58,C,amplitude_bisection,swp0037_throttle_p_w01_d09_iter05_a0p7969,eddd2f3c86a2ec41,0.796875,moderate,9,throttle,noise_band,True,channels=throttle;time=w01-w09;signs=throttle:+,throttle,w01-w09,throttle:+,-0.0202248573303222,0.0347668503849177,False,True
219,59,C,amplitude_bisection,swp0037_throttle_p_w01_d09_iter06_a0p7891,e71cb54f6fbf7448,0.7890625,moderate,9,throttle,noise_band,False,channels=throttle;time=w01-w09;signs=throttle:+,throttle,w01-w09,throttle:+,0.025932502746582,0.0227320449831858,False,True
220,60,C,duration_sweep_endpoint,swp0038_throttle_m_w02_d01,a9d11ec54895afd7,0.25,interior,1,throttle,robust_safe,False,channels=throttle;time=w02-w02;signs=throttle:-,throttle,w02-w02,throttle:-,0.9902408599853516,0.0035910680401282,False,True
221,61,C,duration_sweep_endpoint,swp0039_throttle_p_w02_d01,a5acaf94b17870e0,0.25,interior,1,throttle,robust_safe,False,channels=throttle;time=w02-w02;signs=throttle:+,throttle,w02-w02,throttle:+,0.9883975982666016,0.0048669070907217,False,True
222,62,C,duration_sweep_endpoint,swp0040_throttle_m_w02_d02,c53920eb0135ec67,0.5,interior,3,throttle,robust_safe,False,channels=throttle;time=w02-w03;signs=throttle:-,throttle,w02-w03,throttle:-,0.9874156951904296,0.0029085709665257,False,True
223,63,C,duration_sweep_endpoint,swp0041_throttle_p_w02_d02,68d184f27293b558,0.5,interior,3,throttle,robust_safe,False,channels=throttle;time=w02-w03;signs=throttle:+,throttle,w02-w03,throttle:+,0.9772966384887696,0.0040839110246242,False,True
224,64,C,duration_sweep_endpoint,swp0042_throttle_m_w02_d03,569396550545994a,0.75,moderate,5,throttle,robust_safe,False,channels=throttle;time=w02-w04;signs=throttle:-,throttle,w02-w04,throttle:-,0.9818470001220704,0.002833858848919,False,True
225,65,C,duration_sweep_endpoint,swp0043_throttle_p_w02_d03,f95a8ed5286de70b,0.75,moderate,5,throttle,robust_safe,False,channels=throttle;time=w02-w04;signs=throttle:+,throttle,w02-w04,throttle:+,0.9740311622619628,0.0098750835867064,False,True
226,66,C,duration_sweep_endpoint,swp0044_throttle_m_w02_d04,5d4215b5dec8d95c,1.0,saturated,7,throttle,robust_safe,False,channels=throttle;time=w02-w05;signs=throttle:-,throttle,w02-w05,throttle:-,0.9835381984710694,0.0038201975337005,False,True
227,67,C,duration_sweep_endpoint,swp0045_throttle_p_w02_d04,4d708333c87772bb,1.0,saturated,7,throttle,robust_safe,False,channels=throttle;time=w02-w05;signs=throttle:+,throttle,w02-w05,throttle:+,0.9545634269714356,0.0077239803121839,False,True
228,68,C,duration_sweep_endpoint,swp0046_throttle_m_w02_d05,0c6bd3e320d8991d,1.0,saturated,8,throttle,robust_safe,False,channels=throttle;time=w02-w06;signs=throttle:-,throttle,w02-w06,throttle:-,0.9598512649536132,0.0074354017307124,False,True
229,69,C,duration_sweep_endpoint,swp0047_throttle_p_w02_d05,5d1803396013a048,1.0,saturated,8,throttle,robust_safe,False,channels=throttle;time=w02-w06;signs=throttle:+,throttle,w02-w06,throttle:+,0.8703272819519043,0.0176151866732637,False,True
230,70,C,duration_sweep_endpoint,swp0048_throttle_m_w02_d06,08b47efd44c8d940,1.0,saturated,8,throttle,robust_safe,False,channels=throttle;time=w02-w07;signs=throttle:-,throttle,w02-w07,throttle:-,0.8959833145141601,0.0114550890133347,False,True
231,71,C,duration_sweep_endpoint,swp0049_throttle_p_w02_d06,6b97d65d14bafdde,1.0,saturated,8,throttle,robust_safe,False,channels=throttle;time=w02-w07;signs=throttle:+,throttle,w02-w07,throttle:+,0.5727888107299804,0.1244045274608519,False,True
232,72,C,duration_sweep_endpoint,swp0050_throttle_m_w02_d07,f812fde32a550b7c,1.0,saturated,8,throttle,robust_safe,False,channels=throttle;time=w02-w08;signs=throttle:-,throttle,w02-w08,throttle:-,0.7196975708007812,0.0072804479422008,False,True
233,73,C,duration_sweep_endpoint,swp0051_throttle_p_w02_d07,901a923bea505f83,1.0,saturated,8,throttle,noise_band,False,channels=throttle;time=w02-w08;signs=throttle:+,throttle,w02-w08,throttle:+,0.039316177368164,0.0916375376718893,False,True
234,74,C,duration_sweep_endpoint,swp0052_throttle_m_w02_d08,abe2d1cc1967103a,1.0,saturated,8,throttle,robust_safe,False,channels=throttle;time=w02-w09;signs=throttle:-,throttle,w02-w09,throttle:-,0.7382583618164062,0.0173393358671361,False,True
235,75,C,duration_sweep_endpoint,swp0053_throttle_p_w02_d08,ebf51aa99beca36e,1.0,saturated,8,throttle,robust_violation,False,channels=throttle;time=w02-w09;signs=throttle:+,throttle,w02-w09,throttle:+,-0.9852533340454102,0.0929042708631303,False,True
236,76,C,amplitude_bisection,swp0053_throttle_p_w02_d08_iter00_a0p5000,33aec3dabd5bb50f,0.5,interior,8,throttle,robust_safe,False,channels=throttle;time=w02-w09;signs=throttle:+,throttle,w02-w09,throttle:+,0.7280731201171875,0.0100103623180821,False,True
237,77,C,amplitude_bisection,swp0053_throttle_p_w02_d08_iter01_a0p7500,f61a64922557a0df,0.75,moderate,8,throttle,robust_safe,False,channels=throttle;time=w02-w09;signs=throttle:+,throttle,w02-w09,throttle:+,0.1786872863769531,0.019904169130525,False,True
238,78,C,amplitude_bisection,swp0053_throttle_p_w02_d08_iter02_a0p8750,7b9760ef754b8bfb,0.875,moderate,8,throttle,robust_violation,False,channels=throttle;time=w02-w09;signs=throttle:+,throttle,w02-w09,throttle:+,-0.4184030532836914,0.0459480528645354,False,True
239,79,C,amplitude_bisection,swp0053_throttle_p_w02_d08_iter03_a0p8125,ab680a7d086a96ea,0.8125,moderate,8,throttle,robust_violation,False,channels=throttle;time=w02-w09;signs=throttle:+,throttle,w02-w09,throttle:+,-0.0676915168762207,0.0241059129699653,False,True
