label,repeat_idx,alpha,theta_hash,query_id,cache_tag,query_total_wall_time_s,robustness_post_neutral_xy_drift,robustness_post_neutral_alt_drift,robustness_post_neutral_xy_velocity
a000,0,0.0,c6fcdc238c51e0a5,c6fcdc238c51e0a5_px4_position_0_stage1_redo_verify_a000_alpha_0.00000000_repeat0,stage1_redo_verify_a000_alpha_0.00000000_repeat0,20.328234207001515,1.9472955459903627,0.9927558898925781,0.9751956201680803
a000,1,0.0,c6fcdc238c51e0a5,c6fcdc238c51e0a5_px4_position_0_stage1_redo_verify_a000_alpha_0.00000000_repeat1,stage1_redo_verify_a000_alpha_0.00000000_repeat1,20.416362099000253,1.977014154088851,0.989983081817627,0.9757526371675467
a000,2,0.0,c6fcdc238c51e0a5,c6fcdc238c51e0a5_px4_position_0_stage1_redo_verify_a000_alpha_0.00000000_repeat2,stage1_redo_verify_a000_alpha_0.00000000_repeat2,20.265574096003547,1.963985374580823,0.9856958389282227,0.96766805216575
