label,repeat_idx,alpha,theta_hash,query_id,cache_tag,query_total_wall_time_s,robustness_post_neutral_xy_drift,robustness_post_neutral_alt_drift,robustness_post_neutral_xy_velocity
a150,0,0.15,a86c5312df45f0da,a86c5312df45f0da_px4_position_0_stage1_redo_verify_a150_alpha_0.15000000_repeat0,stage1_redo_verify_a150_alpha_0.15000000_repeat0,17.35473843800719,1.958996038873323,0.9925870895385742,0.9658031699953995
a150,1,0.15,a86c5312df45f0da,a86c5312df45f0da_px4_position_0_stage1_redo_verify_a150_alpha_0.15000000_repeat1,stage1_redo_verify_a150_alpha_0.15000000_repeat1,17.50140205497155,1.9129347422429355,0.9964022636413574,0.9460142914209277
a150,2,0.15,a86c5312df45f0da,a86c5312df45f0da_px4_position_0_stage1_redo_verify_a150_alpha_0.15000000_repeat2,stage1_redo_verify_a150_alpha_0.15000000_repeat2,20.17029288498452,1.9407773781101783,0.9943480491638184,0.9546201417270626
