label,repeat_idx,alpha,theta_hash,query_id,cache_tag,query_total_wall_time_s,robustness_post_neutral_alt_drift,robustness_post_neutral_xy_drift,robustness_post_neutral_xy_velocity
V,0,0.44921875,3248eac8d31a9542,3248eac8d31a9542_px4_position_0_stage1_redo_verify_V_alpha_0.44921875_repeat0,stage1_redo_verify_V_alpha_0.44921875_repeat0,20.717132252990268,0.914466381072998,1.1252471598413036,0.04105719722264212
V,1,0.44921875,3248eac8d31a9542,3248eac8d31a9542_px4_position_0_stage1_redo_verify_V_alpha_0.44921875_repeat1,stage1_redo_verify_V_alpha_0.44921875_repeat1,18.53935985302087,0.9189791679382324,1.0826055626542295,0.05749887821474198
V,2,0.44921875,3248eac8d31a9542,3248eac8d31a9542_px4_position_0_stage1_redo_verify_V_alpha_0.44921875_repeat2,stage1_redo_verify_V_alpha_0.44921875_repeat2,18.694716664991574,0.9199972152709961,1.1234544185567354,0.08664015265361968
V,3,0.44921875,3248eac8d31a9542,3248eac8d31a9542_px4_position_0_stage1_redo_verify_V_alpha_0.44921875_repeat3,stage1_redo_verify_V_alpha_0.44921875_repeat3,18.727902354992693,0.8920993804931641,1.054589933175956,0.02459162400704895
V,4,0.44921875,3248eac8d31a9542,3248eac8d31a9542_px4_position_0_stage1_redo_verify_V_alpha_0.44921875_repeat4,stage1_redo_verify_V_alpha_0.44921875_repeat4,18.76074582702131,0.9066762924194336,1.1102765495354456,0.08300263099981398
