scope_label,platform,scenario,source,source_kind,seed,arm,eval_id,trigger_id,theta_hash,theta_path,stage,label,J,orig_label,orig_rho_mean,orig_rho_std,orig_rho_min,orig_rho_max,terminal_label,terminal_rho_mean,terminal_rho_std,terminal_rho_min,terminal_rho_max,terminal_peak_11_13_mean,terminal_peak_11_13_std,peak_5_7_mean,peak_5_7_std,peak_7_9_mean,peak_7_9_std,peak_9_11_mean,peak_9_11_std,peak_11_13_mean,peak_11_13_std,orig_metric_window,orig_metric_property,terminal_metric_window,terminal_metric,terminal_threshold_mps,terminal_peak_11_13_min,terminal_peak_11_13_max,query_ids,parsed_log_paths,peak_5_7_min,peak_5_7_max,peak_7_9_min,peak_7_9_max,peak_9_11_min,peak_9_11_max,peak_11_13_min,peak_11_13_max,ddmin_final_trigger_id,ddmin_final_is_clean,ddmin_final_support_size_abs_gt_0p1,ddmin_final_active_channels_abs_gt_0p1
exploratory / verification,PX4,px4_position,direction_a,direction_a_three_arm,0,A,2,,4ea351ae2b8043f3,runs/direction_a_px4_position_seed0_v0/thetas/A_00002_4ea351ae2b8043f3.npy,uniform_random,sample0003,5,robust_violation,-1.0621509192531984,0.078814226010496,-1.1571996879716848,-0.9413080822479776,robust_safe,0.8322026086932064,0.02034948524456083,0.8064606598463732,0.8526576425231551,0.16779739130679358,0.020349485244560844,2.062150919253199,0.07881422601049602,0.7529793449989223,0.15509820959685727,0.08765627504203943,0.026361839029093767,0.16779739130679358,0.020349485244560844,"[5,13]s tail from t_neutral_s to log end",post_neutral_xy_velocity,"[11,13]s absolute","per-repeat peak |v_xy|, rho = 1.0 - peak, J=5 mean/std, 2sigma label",1.0,0.14734235747684485,0.19353934015362684,4ea351ae2b8043f3_px4_position_0_direction_a_A_uniform_random_00002_sample0003_repeat0;4ea351ae2b8043f3_px4_position_0_direction_a_A_uniform_random_00002_sample0003_repeat1;4ea351ae2b8043f3_px4_position_0_direction_a_A_uniform_random_00002_sample0003_repeat2;4ea351ae2b8043f3_px4_position_0_direction_a_A_uniform_random_00002_sample0003_repeat3;4ea351ae2b8043f3_px4_position_0_direction_a_A_uniform_random_00002_sample0003_repeat4,runs/direction_a_px4_position_seed0_v0/queries/4ea351ae2b8043f3_px4_position_0_direction_a_A_uniform_random_00002_sample0003_repeat0/parsed_log.csv;runs/direction_a_px4_position_seed0_v0/queries/4ea351ae2b8043f3_px4_position_0_direction_a_A_uniform_random_00002_sample0003_repeat1/parsed_log.csv;runs/direction_a_px4_position_seed0_v0/queries/4ea351ae2b8043f3_px4_position_0_direction_a_A_uniform_random_00002_sample0003_repeat2/parsed_log.csv;runs/direction_a_px4_position_seed0_v0/queries/4ea351ae2b8043f3_px4_position_0_direction_a_A_uniform_random_00002_sample0003_repeat3/parsed_log.csv;runs/direction_a_px4_position_seed0_v0/queries/4ea351ae2b8043f3_px4_position_0_direction_a_A_uniform_random_00002_sample0003_repeat4/parsed_log.csv,1.9413080822479776,2.157199687971685,0.5960670233417227,0.9806158407328552,0.06793494682977626,0.13317179374047255,0.14734235747684485,0.19353934015362684,,,,
exploratory / verification,PX4,px4_position,direction_a,direction_a_three_arm,0,A,3,,36a5a0bc8a3952c9,runs/direction_a_px4_position_seed0_v0/thetas/A_00003_36a5a0bc8a3952c9.npy,uniform_random,sample0004,5,robust_violation,-1.7136993589979084,0.1035332654053361,-1.849444568945688,-1.6043827275344662,robust_safe,0.9099954267239708,0.010852776153512777,0.8978593900472776,0.9263105594818494,0.09000457327602904,0.01085277615351278,2.7136993589979084,0.1035332654053359,1.151903150552021,0.12446799925724769,0.07045778225680085,0.008920724447932772,0.09000457327602904,0.01085277615351278,"[5,13]s tail from t_neutral_s to log end",post_neutral_xy_velocity,"[11,13]s absolute","per-repeat peak |v_xy|, rho = 1.0 - peak, J=5 mean/std, 2sigma label",1.0,0.07368944051815059,0.10214060995272242,36a5a0bc8a3952c9_px4_position_0_direction_a_A_uniform_random_00003_sample0004_repeat0;36a5a0bc8a3952c9_px4_position_0_direction_a_A_uniform_random_00003_sample0004_repeat1;36a5a0bc8a3952c9_px4_position_0_direction_a_A_uniform_random_00003_sample0004_repeat2;36a5a0bc8a3952c9_px4_position_0_direction_a_A_uniform_random_00003_sample0004_repeat3;36a5a0bc8a3952c9_px4_position_0_direction_a_A_uniform_random_00003_sample0004_repeat4,runs/direction_a_px4_position_seed0_v0/queries/36a5a0bc8a3952c9_px4_position_0_direction_a_A_uniform_random_00003_sample0004_repeat0/parsed_log.csv;runs/direction_a_px4_position_seed0_v0/queries/36a5a0bc8a3952c9_px4_position_0_direction_a_A_uniform_random_00003_sample0004_repeat1/parsed_log.csv;runs/direction_a_px4_position_seed0_v0/queries/36a5a0bc8a3952c9_px4_position_0_direction_a_A_uniform_random_00003_sample0004_repeat2/parsed_log.csv;runs/direction_a_px4_position_seed0_v0/queries/36a5a0bc8a3952c9_px4_position_0_direction_a_A_uniform_random_00003_sample0004_repeat3/parsed_log.csv;runs/direction_a_px4_position_seed0_v0/queries/36a5a0bc8a3952c9_px4_position_0_direction_a_A_uniform_random_00003_sample0004_repeat4/parsed_log.csv,2.604382727534467,2.849444568945688,1.059291098240953,1.366692069466378,0.0572834468717168,0.07936730471048757,0.07368944051815059,0.10214060995272242,,,,
exploratory / verification,PX4,px4_position,direction_a,direction_a_three_arm,0,A,9,,d5b00ffc1e75c52e,runs/direction_a_px4_position_seed0_v0/thetas/A_00009_d5b00ffc1e75c52e.npy,uniform_random,sample0010,5,robust_violation,-0.079921375643588,0.0398332277773403,-0.1432289814692484,-0.0384833840609937,robust_safe,0.9498645846756162,0.004227322758109989,0.9445580154011693,0.9563850727305969,0.0501354153243838,0.004227322758109981,1.0799213756435881,0.03983322777734033,0.26163208332262844,0.11027449703594502,0.046466165644927,0.007780198622499306,0.0501354153243838,0.004227322758109981,"[5,13]s tail from t_neutral_s to log end",post_neutral_xy_velocity,"[11,13]s absolute","per-repeat peak |v_xy|, rho = 1.0 - peak, J=5 mean/std, 2sigma label",1.0,0.04361492726940307,0.0554419845988306,d5b00ffc1e75c52e_px4_position_0_direction_a_A_uniform_random_00009_sample0010_repeat0;d5b00ffc1e75c52e_px4_position_0_direction_a_A_uniform_random_00009_sample0010_repeat1;d5b00ffc1e75c52e_px4_position_0_direction_a_A_uniform_random_00009_sample0010_repeat2;d5b00ffc1e75c52e_px4_position_0_direction_a_A_uniform_random_00009_sample0010_repeat3;d5b00ffc1e75c52e_px4_position_0_direction_a_A_uniform_random_00009_sample0010_repeat4,runs/direction_a_px4_position_seed0_v0/queries/d5b00ffc1e75c52e_px4_position_0_direction_a_A_uniform_random_00009_sample0010_repeat0/parsed_log.csv;runs/direction_a_px4_position_seed0_v0/queries/d5b00ffc1e75c52e_px4_position_0_direction_a_A_uniform_random_00009_sample0010_repeat1/parsed_log.csv;runs/direction_a_px4_position_seed0_v0/queries/d5b00ffc1e75c52e_px4_position_0_direction_a_A_uniform_random_00009_sample0010_repeat2/parsed_log.csv;runs/direction_a_px4_position_seed0_v0/queries/d5b00ffc1e75c52e_px4_position_0_direction_a_A_uniform_random_00009_sample0010_repeat3/parsed_log.csv;runs/direction_a_px4_position_seed0_v0/queries/d5b00ffc1e75c52e_px4_position_0_direction_a_A_uniform_random_00009_sample0010_repeat4/parsed_log.csv,1.0384833840609937,1.1432289814692485,0.1522135492239871,0.38999942373213237,0.033658033930704157,0.054620639740237065,0.04361492726940307,0.0554419845988306,,,,
exploratory / verification,PX4,px4_position,direction_a,direction_a_three_arm,0,A,10,,841b3a46c67d953a,runs/direction_a_px4_position_seed0_v0/thetas/A_00010_841b3a46c67d953a.npy,uniform_random,sample0011,5,robust_violation,-2.6610026354161844,0.0941242845572272,-2.7692909578821485,-2.523525436617827,robust_safe,0.7777659972442491,0.01173678428253077,0.7659753634013418,0.7967365492388568,0.22223400275575084,0.01173678428253076,3.6610026354161844,0.09412428455722707,1.6364116455988618,0.287325172153907,0.15909855454876815,0.018939791774734538,0.22223400275575084,0.01173678428253076,"[5,13]s tail from t_neutral_s to log end",post_neutral_xy_velocity,"[11,13]s absolute","per-repeat peak |v_xy|, rho = 1.0 - peak, J=5 mean/std, 2sigma label",1.0,0.2032634507611432,0.23402463659865824,841b3a46c67d953a_px4_position_0_direction_a_A_uniform_random_00010_sample0011_repeat0;841b3a46c67d953a_px4_position_0_direction_a_A_uniform_random_00010_sample0011_repeat1;841b3a46c67d953a_px4_position_0_direction_a_A_uniform_random_00010_sample0011_repeat2;841b3a46c67d953a_px4_position_0_direction_a_A_uniform_random_00010_sample0011_repeat3;841b3a46c67d953a_px4_position_0_direction_a_A_uniform_random_00010_sample0011_repeat4,runs/direction_a_px4_position_seed0_v0/queries/841b3a46c67d953a_px4_position_0_direction_a_A_uniform_random_00010_sample0011_repeat0/parsed_log.csv;runs/direction_a_px4_position_seed0_v0/queries/841b3a46c67d953a_px4_position_0_direction_a_A_uniform_random_00010_sample0011_repeat1/parsed_log.csv;runs/direction_a_px4_position_seed0_v0/queries/841b3a46c67d953a_px4_position_0_direction_a_A_uniform_random_00010_sample0011_repeat2/parsed_log.csv;runs/direction_a_px4_position_seed0_v0/queries/841b3a46c67d953a_px4_position_0_direction_a_A_uniform_random_00010_sample0011_repeat3/parsed_log.csv;runs/direction_a_px4_position_seed0_v0/queries/841b3a46c67d953a_px4_position_0_direction_a_A_uniform_random_00010_sample0011_repeat4/parsed_log.csv,3.523525436617827,3.769290957882148,1.2511449935513588,1.9896315414122545,0.12970521936042678,0.1818139663167945,0.2032634507611432,0.23402463659865824,,,,
exploratory / verification,PX4,px4_position,direction_a,direction_a_three_arm,0,A,11,,cc54059b56a47e7d,runs/direction_a_px4_position_seed0_v0/thetas/A_00011_cc54059b56a47e7d.npy,uniform_random,sample0012,5,robust_violation,-1.4563149821377386,0.0874025886251744,-1.5230883821550107,-1.307357801058941,robust_safe,0.8675127163781557,0.0157756574666059,0.8506492795239917,0.8897811590781916,0.1324872836218443,0.01577565746660589,2.4563149821377386,0.08740258862517461,1.0243161113645047,0.1407758072788372,0.12183869836473138,0.020310651360400698,0.1324872836218443,0.01577565746660589,"[5,13]s tail from t_neutral_s to log end",post_neutral_xy_velocity,"[11,13]s absolute","per-repeat peak |v_xy|, rho = 1.0 - peak, J=5 mean/std, 2sigma label",1.0,0.11021884092180849,0.14935072047600828,cc54059b56a47e7d_px4_position_0_direction_a_A_uniform_random_00011_sample0012_repeat0;cc54059b56a47e7d_px4_position_0_direction_a_A_uniform_random_00011_sample0012_repeat1;cc54059b56a47e7d_px4_position_0_direction_a_A_uniform_random_00011_sample0012_repeat2;cc54059b56a47e7d_px4_position_0_direction_a_A_uniform_random_00011_sample0012_repeat3;cc54059b56a47e7d_px4_position_0_direction_a_A_uniform_random_00011_sample0012_repeat4,runs/direction_a_px4_position_seed0_v0/queries/cc54059b56a47e7d_px4_position_0_direction_a_A_uniform_random_00011_sample0012_repeat0/parsed_log.csv;runs/direction_a_px4_position_seed0_v0/queries/cc54059b56a47e7d_px4_position_0_direction_a_A_uniform_random_00011_sample0012_repeat1/parsed_log.csv;runs/direction_a_px4_position_seed0_v0/queries/cc54059b56a47e7d_px4_position_0_direction_a_A_uniform_random_00011_sample0012_repeat2/parsed_log.csv;runs/direction_a_px4_position_seed0_v0/queries/cc54059b56a47e7d_px4_position_0_direction_a_A_uniform_random_00011_sample0012_repeat3/parsed_log.csv;runs/direction_a_px4_position_seed0_v0/queries/cc54059b56a47e7d_px4_position_0_direction_a_A_uniform_random_00011_sample0012_repeat4/parsed_log.csv,2.3073578010589406,2.5230883821550107,0.9103954215833148,1.2538120049155896,0.09516262605837963,0.14273788636146786,0.11021884092180849,0.14935072047600828,,,,
exploratory / verification,PX4,px4_position,direction_a,direction_a_three_arm,0,A,12,,7427fd7baf35875f,runs/direction_a_px4_position_seed0_v0/thetas/A_00012_7427fd7baf35875f.npy,uniform_random,sample0013,5,robust_violation,-1.0250635725112454,0.0993920774108277,-1.1279372889958488,-0.902942067320304,robust_safe,0.7812153024413148,0.02042203664930003,0.7515750089605822,0.806673309424567,0.21878469755868518,0.020422036649299993,2.0250635725112454,0.09939207741082776,0.9886954882648707,0.1857710172925899,0.13285744451140563,0.044704107848615025,0.21878469755868518,0.020422036649299993,"[5,13]s tail from t_neutral_s to log end",post_neutral_xy_velocity,"[11,13]s absolute","per-repeat peak |v_xy|, rho = 1.0 - peak, J=5 mean/std, 2sigma label",1.0,0.19332669057543297,0.2484249910394178,7427fd7baf35875f_px4_position_0_direction_a_A_uniform_random_00012_sample0013_repeat0;7427fd7baf35875f_px4_position_0_direction_a_A_uniform_random_00012_sample0013_repeat1;7427fd7baf35875f_px4_position_0_direction_a_A_uniform_random_00012_sample0013_repeat2;7427fd7baf35875f_px4_position_0_direction_a_A_uniform_random_00012_sample0013_repeat3;7427fd7baf35875f_px4_position_0_direction_a_A_uniform_random_00012_sample0013_repeat4,runs/direction_a_px4_position_seed0_v0/queries/7427fd7baf35875f_px4_position_0_direction_a_A_uniform_random_00012_sample0013_repeat0/parsed_log.csv;runs/direction_a_px4_position_seed0_v0/queries/7427fd7baf35875f_px4_position_0_direction_a_A_uniform_random_00012_sample0013_repeat1/parsed_log.csv;runs/direction_a_px4_position_seed0_v0/queries/7427fd7baf35875f_px4_position_0_direction_a_A_uniform_random_00012_sample0013_repeat2/parsed_log.csv;runs/direction_a_px4_position_seed0_v0/queries/7427fd7baf35875f_px4_position_0_direction_a_A_uniform_random_00012_sample0013_repeat3/parsed_log.csv;runs/direction_a_px4_position_seed0_v0/queries/7427fd7baf35875f_px4_position_0_direction_a_A_uniform_random_00012_sample0013_repeat4/parsed_log.csv,1.9029420673203041,2.1279372889958488,0.8284054806264555,1.300646327720536,0.07343787332738194,0.1908929572706089,0.19332669057543297,0.2484249910394178,,,,
exploratory / verification,PX4,px4_position,direction_a,direction_a_three_arm,0,A,16,,0159a5e7e1697a71,runs/direction_a_px4_position_seed0_v0/thetas/A_00016_0159a5e7e1697a71.npy,uniform_random,sample0017,5,robust_violation,-0.7947459811867345,0.0982162174273814,-0.8938391308495404,-0.6337259741584307,robust_safe,0.848768968429049,0.01582051746108441,0.8214136335697173,0.858780265271771,0.15123103157095089,0.01582051746108438,1.7947459811867343,0.09821621742738144,0.5572769419528357,0.08866677331189149,0.08245523464290501,0.022053050784759297,0.15123103157095089,0.01582051746108438,"[5,13]s tail from t_neutral_s to log end",post_neutral_xy_velocity,"[11,13]s absolute","per-repeat peak |v_xy|, rho = 1.0 - peak, J=5 mean/std, 2sigma label",1.0,0.14121973472822905,0.17858636643028264,0159a5e7e1697a71_px4_position_0_direction_a_A_uniform_random_00016_sample0017_repeat0;0159a5e7e1697a71_px4_position_0_direction_a_A_uniform_random_00016_sample0017_repeat1;0159a5e7e1697a71_px4_position_0_direction_a_A_uniform_random_00016_sample0017_repeat2;0159a5e7e1697a71_px4_position_0_direction_a_A_uniform_random_00016_sample0017_repeat3;0159a5e7e1697a71_px4_position_0_direction_a_A_uniform_random_00016_sample0017_repeat4,runs/direction_a_px4_position_seed0_v0/queries/0159a5e7e1697a71_px4_position_0_direction_a_A_uniform_random_00016_sample0017_repeat0/parsed_log.csv;runs/direction_a_px4_position_seed0_v0/queries/0159a5e7e1697a71_px4_position_0_direction_a_A_uniform_random_00016_sample0017_repeat1/parsed_log.csv;runs/direction_a_px4_position_seed0_v0/queries/0159a5e7e1697a71_px4_position_0_direction_a_A_uniform_random_00016_sample0017_repeat2/parsed_log.csv;runs/direction_a_px4_position_seed0_v0/queries/0159a5e7e1697a71_px4_position_0_direction_a_A_uniform_random_00016_sample0017_repeat3/parsed_log.csv;runs/direction_a_px4_position_seed0_v0/queries/0159a5e7e1697a71_px4_position_0_direction_a_A_uniform_random_00016_sample0017_repeat4/parsed_log.csv,1.6337259741584307,1.8938391308495404,0.4697936797472128,0.695315352594515,0.06710822086099645,0.1189569416593665,0.14121973472822905,0.17858636643028264,,,,
exploratory / verification,PX4,px4_position,direction_a,direction_a_three_arm,0,A,17,,f3a6aa4a27b7d219,runs/direction_a_px4_position_seed0_v0/thetas/A_00017_f3a6aa4a27b7d219.npy,uniform_random,sample0018,5,robust_violation,-2.232733126718889,0.2233392257749386,-2.5095361673601486,-1.8991591731107889,robust_safe,0.7831903491588823,0.02271070398321742,0.7539682634734617,0.8101922597696998,0.2168096508411177,0.022710703983217423,3.232733126718889,0.22333922577493853,1.0500333195022655,0.21424528242957053,0.10165231972202604,0.015721926897146334,0.2168096508411177,0.022710703983217423,"[5,13]s tail from t_neutral_s to log end",post_neutral_xy_velocity,"[11,13]s absolute","per-repeat peak |v_xy|, rho = 1.0 - peak, J=5 mean/std, 2sigma label",1.0,0.18980774023030023,0.24603173652653837,f3a6aa4a27b7d219_px4_position_0_direction_a_A_uniform_random_00017_sample0018_repeat0;f3a6aa4a27b7d219_px4_position_0_direction_a_A_uniform_random_00017_sample0018_repeat1;f3a6aa4a27b7d219_px4_position_0_direction_a_A_uniform_random_00017_sample0018_repeat2;f3a6aa4a27b7d219_px4_position_0_direction_a_A_uniform_random_00017_sample0018_repeat3;f3a6aa4a27b7d219_px4_position_0_direction_a_A_uniform_random_00017_sample0018_repeat4,runs/direction_a_px4_position_seed0_v0/queries/f3a6aa4a27b7d219_px4_position_0_direction_a_A_uniform_random_00017_sample0018_repeat0/parsed_log.csv;runs/direction_a_px4_position_seed0_v0/queries/f3a6aa4a27b7d219_px4_position_0_direction_a_A_uniform_random_00017_sample0018_repeat1/parsed_log.csv;runs/direction_a_px4_position_seed0_v0/queries/f3a6aa4a27b7d219_px4_position_0_direction_a_A_uniform_random_00017_sample0018_repeat2/parsed_log.csv;runs/direction_a_px4_position_seed0_v0/queries/f3a6aa4a27b7d219_px4_position_0_direction_a_A_uniform_random_00017_sample0018_repeat3/parsed_log.csv;runs/direction_a_px4_position_seed0_v0/queries/f3a6aa4a27b7d219_px4_position_0_direction_a_A_uniform_random_00017_sample0018_repeat4/parsed_log.csv,2.899159173110789,3.5095361673601486,0.8326481597474611,1.4030874582047035,0.08678337972903086,0.12391315067775792,0.18980774023030023,0.24603173652653837,,,,
exploratory / verification,PX4,px4_position,direction_a,direction_a_three_arm,0,A,21,,62f4da8df7459adb,runs/direction_a_px4_position_seed0_v0/thetas/A_00021_62f4da8df7459adb.npy,uniform_random,sample0022,5,robust_violation,-2.2510827611380817,0.2049097490009218,-2.443468682749241,-1.959832029893032,robust_safe,0.6664433137829262,0.017284472725868232,0.6384264990982862,0.6842636166978191,0.33355668621707374,0.01728447272586822,3.2510827611380817,0.20490974900092188,1.0209539091079727,0.1726647712625683,0.23535549215484522,0.04190850565611799,0.33355668621707374,0.01728447272586822,"[5,13]s tail from t_neutral_s to log end",post_neutral_xy_velocity,"[11,13]s absolute","per-repeat peak |v_xy|, rho = 1.0 - peak, J=5 mean/std, 2sigma label",1.0,0.3157363833021809,0.36157350090171375,62f4da8df7459adb_px4_position_0_direction_a_A_uniform_random_00021_sample0022_repeat0;62f4da8df7459adb_px4_position_0_direction_a_A_uniform_random_00021_sample0022_repeat1;62f4da8df7459adb_px4_position_0_direction_a_A_uniform_random_00021_sample0022_repeat2;62f4da8df7459adb_px4_position_0_direction_a_A_uniform_random_00021_sample0022_repeat3;62f4da8df7459adb_px4_position_0_direction_a_A_uniform_random_00021_sample0022_repeat4,runs/direction_a_px4_position_seed0_v0/queries/62f4da8df7459adb_px4_position_0_direction_a_A_uniform_random_00021_sample0022_repeat0/parsed_log.csv;runs/direction_a_px4_position_seed0_v0/queries/62f4da8df7459adb_px4_position_0_direction_a_A_uniform_random_00021_sample0022_repeat1/parsed_log.csv;runs/direction_a_px4_position_seed0_v0/queries/62f4da8df7459adb_px4_position_0_direction_a_A_uniform_random_00021_sample0022_repeat2/parsed_log.csv;runs/direction_a_px4_position_seed0_v0/queries/62f4da8df7459adb_px4_position_0_direction_a_A_uniform_random_00021_sample0022_repeat3/parsed_log.csv;runs/direction_a_px4_position_seed0_v0/queries/62f4da8df7459adb_px4_position_0_direction_a_A_uniform_random_00021_sample0022_repeat4/parsed_log.csv,2.959832029893032,3.443468682749241,0.8394788673029205,1.240054332881345,0.18531485666929096,0.2713890313240287,0.3157363833021809,0.36157350090171375,,,,
exploratory / verification,PX4,px4_position,direction_a,direction_a_three_arm,0,A,22,,3b807fff4fb7c030,runs/direction_a_px4_position_seed0_v0/thetas/A_00022_3b807fff4fb7c030.npy,uniform_random,sample0023,5,robust_violation,-0.2750683226747566,0.0540169595774806,-0.3359975410093574,-0.1917083712371909,robust_safe,0.8615448572439913,0.02309855856259197,0.8454053462481717,0.9011590478027215,0.1384551427560087,0.023098558562591975,1.2750683226747568,0.0540169595774806,0.2813601638559322,0.06901246999083965,0.10366147317670069,0.0333829958930182,0.1384551427560087,0.023098558562591975,"[5,13]s tail from t_neutral_s to log end",post_neutral_xy_velocity,"[11,13]s absolute","per-repeat peak |v_xy|, rho = 1.0 - peak, J=5 mean/std, 2sigma label",1.0,0.09884095219727851,0.15459465375182835,3b807fff4fb7c030_px4_position_0_direction_a_A_uniform_random_00022_sample0023_repeat0;3b807fff4fb7c030_px4_position_0_direction_a_A_uniform_random_00022_sample0023_repeat1;3b807fff4fb7c030_px4_position_0_direction_a_A_uniform_random_00022_sample0023_repeat2;3b807fff4fb7c030_px4_position_0_direction_a_A_uniform_random_00022_sample0023_repeat3;3b807fff4fb7c030_px4_position_0_direction_a_A_uniform_random_00022_sample0023_repeat4,runs/direction_a_px4_position_seed0_v0/queries/3b807fff4fb7c030_px4_position_0_direction_a_A_uniform_random_00022_sample0023_repeat0/parsed_log.csv;runs/direction_a_px4_position_seed0_v0/queries/3b807fff4fb7c030_px4_position_0_direction_a_A_uniform_random_00022_sample0023_repeat1/parsed_log.csv;runs/direction_a_px4_position_seed0_v0/queries/3b807fff4fb7c030_px4_position_0_direction_a_A_uniform_random_00022_sample0023_repeat2/parsed_log.csv;runs/direction_a_px4_position_seed0_v0/queries/3b807fff4fb7c030_px4_position_0_direction_a_A_uniform_random_00022_sample0023_repeat3/parsed_log.csv;runs/direction_a_px4_position_seed0_v0/queries/3b807fff4fb7c030_px4_position_0_direction_a_A_uniform_random_00022_sample0023_repeat4/parsed_log.csv,1.191708371237191,1.3359975410093574,0.21326633142461593,0.39108817857066264,0.05339126045688964,0.14491201600125075,0.09884095219727851,0.15459465375182835,,,,
