scope_label,platform,scenario,audit_scope,source,seed,arm,eval_id,trigger_id,theta_hash,orig_label,expected_repeats,query_repeat_rows,parsed_log_repeats,raw_ulg_repeats_without_parsed,recoverable_from_parsed_logs,recoverable_from_existing_logs,needs_resimulation
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,76.0,1.0,9f2f55510a03e82a,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,77.0,1.0,5da5a141db383307,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,78.0,1.0,2571231a746b7159,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,79.0,1.0,6f5d4198174fe700,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,80.0,2.0,636b50702c28bb72,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,81.0,2.0,d459cec0b875484b,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,88.0,2.0,bd4ecd28e30f10ee,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,91.0,2.0,bd71e6d09d7bfcb2,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,94.0,2.0,3ae15120727b85bd,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,96.0,2.0,a7f04512295ed2b3,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,97.0,2.0,576ac93ca356242d,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,100.0,2.0,3c9c73c1c392b794,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,101.0,2.0,3b939297f5061403,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,102.0,2.0,fc43a4b32210c3b2,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,103.0,2.0,aacd9cbb77b04ec6,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,104.0,2.0,889469501d4e3617,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,108.0,2.0,3173bfff3c310efa,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,110.0,2.0,1f1436c2e95ec9ef,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,111.0,2.0,7e2e9c13e4a03267,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,112.0,2.0,423dd465fb43d8ae,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,117.0,2.0,0858458cf0ed4101,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,118.0,2.0,9d98748940529fcb,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,119.0,2.0,4702221908a3b167,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,120.0,3.0,6799eb875cfebf75,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,121.0,3.0,c54055758986ff8e,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,128.0,3.0,8d082a22eaec7ff8,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,136.0,3.0,a4fee21a9be6210a,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,137.0,3.0,629b9e03d3ef1749,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,142.0,3.0,c1c4fbbac482e974,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,144.0,3.0,b94cbc9a6114c3cb,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,147.0,3.0,ab1d287f06559689,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,150.0,3.0,3136895cd01ac1dd,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,151.0,3.0,6f126656b1cf4f9a,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,152.0,3.0,55d80283b6cff46e,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,157.0,3.0,8df9d67eaef298ac,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,158.0,3.0,3bf3ec7ddb351538,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,160.0,4.0,bd9f650ba38ea993,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,161.0,4.0,4d0965da9d201240,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,168.0,4.0,faffaa36789beaab,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,169.0,4.0,893375104dfd129b,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,170.0,4.0,dd577c3764fcd393,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,172.0,4.0,333d68ac22d0ba92,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,173.0,4.0,b46fd90c51042839,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,175.0,4.0,36e10fedad87bebe,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,176.0,4.0,1dd51c179e8a9116,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,177.0,4.0,80cf9ccac362bb86,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,178.0,4.0,eb05fa736690ddf9,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,179.0,4.0,f0b8c7e25259f5be,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,180.0,4.0,77b09b8865acb862,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,181.0,4.0,cd67aeab3478a023,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,182.0,4.0,2beda43ddeb1ad7b,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,183.0,4.0,9a47fdc9395ae9ff,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,185.0,4.0,547e2e90d538cbab,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,186.0,4.0,ac09b6283bbb9cb1,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,187.0,4.0,5ebb7108e0d55bba,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,188.0,4.0,9f2319d30ce6bf40,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,189.0,4.0,7ecd37dc5f7b837e,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,190.0,4.0,bfbb14cc7a3fb248,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,195.0,4.0,4c8172d2f0f85ed1,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,196.0,4.0,23593b6462ac8703,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,197.0,4.0,e778d6728366adae,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,198.0,4.0,4e4f1408b8181bbd,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,199.0,4.0,0d1bbfdd234aab75,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,200.0,5.0,a7d665fcbefd29c8,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,201.0,5.0,02bb626da9129a18,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,217.0,5.0,998648c97c77ea12,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,218.0,5.0,78cf38223a95d184,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,225.0,5.0,9377f91b106e2900,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,227.0,5.0,f7a900bee2391996,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,232.0,5.0,d6b5e107d7175294,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,236.0,5.0,e594a49658020dbb,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,237.0,5.0,d28470e4a10b5fb6,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,238.0,5.0,23e71c6be9a96640,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,240.0,6.0,bb0ebbf717b85cd7,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,241.0,6.0,ee8233a109196e17,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,248.0,6.0,13ce7ccf2c7c553e,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,256.0,6.0,f01e60388d8089b5,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,257.0,6.0,c511ca492aa80c96,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,259.0,6.0,85a9ec3cfa4614d8,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,260.0,6.0,f6a59709c5e60771,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,261.0,6.0,c50eb943e3d831cf,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,262.0,6.0,3aad84587f66dd38,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,263.0,6.0,d02efc5ce5022c62,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,264.0,6.0,ed45caa14ab3a46b,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,265.0,6.0,a8b8471594eb4d0d,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,266.0,6.0,0458bc71a1e718c1,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,267.0,6.0,16c0dc4c0d2eeb3c,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,268.0,6.0,574e0f67d563604d,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,269.0,6.0,3bb0c3c02dde84ad,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,270.0,6.0,c2c890d70a8f7643,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,271.0,6.0,9b2db2b1862a540d,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,272.0,6.0,dedf6c490513c3d9,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,276.0,6.0,66dc37d756649edb,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,277.0,6.0,7999a68d3a2646bf,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,278.0,6.0,17514fadcf68ffc4,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,279.0,6.0,5bee668af74802d2,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,280.0,7.0,4e6662da597e2070,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,281.0,7.0,ec9e7f90a1a48588,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,282.0,7.0,b4e05ae22b90efb7,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,285.0,7.0,6f5da91c93d86336,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,288.0,7.0,2160f9d4b8f36cb8,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,292.0,7.0,b910448bd7b25b61,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,297.0,7.0,21fdf5358368cfdf,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,298.0,7.0,d6db67ff05832f1e,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,299.0,7.0,42c8211a023bf73f,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,300.0,7.0,274c489bca2a4fc0,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,318.0,8.0,afa6b28a565ee42a,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,319.0,8.0,599ffdaca8ff3663,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,320.0,8.0,65a9c1457197c82d,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,323.0,8.0,eaf582d8c8f4a921,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,326.0,8.0,c16ec7adcea4147f,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,327.0,8.0,6f376c22d106ba84,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,328.0,8.0,a37e78b84987cde6,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,331.0,8.0,c296696887b178fb,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,335.0,8.0,0f90eb3eae1286aa,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,340.0,8.0,6c1c25f4cdb96687,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,341.0,8.0,4d6376be0a5f63ec,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,342.0,8.0,e9a1ec4c53619432,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,343.0,8.0,d7d51a3fc742f987,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,348.0,8.0,bc6acf131c46cb30,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,354.0,8.0,850071cdfb875bb7,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,355.0,8.0,e8893ae0fac19ff6,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,356.0,8.0,ac5cfc60b7d5bf86,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,357.0,8.0,83209887e0cfce63,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,358.0,9.0,26040629a340a27b,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,359.0,9.0,ca26f3276394340f,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,360.0,9.0,9a01f6880417459e,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,362.0,9.0,ed21e3b0316c4806,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,363.0,9.0,767ccc972f3b2dde,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,365.0,9.0,af7158a9dafae876,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,366.0,9.0,6745485391407bd9,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,368.0,9.0,94550adba4e1a5f4,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,369.0,9.0,3a005953484d7cdd,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,375.0,9.0,eda8392866f190b1,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,376.0,9.0,524a83a495475e61,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,377.0,9.0,d22e470978fd07c2,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,378.0,9.0,811509b237e364b1,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,379.0,9.0,eed06199809c4868,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,390.0,9.0,90e997467c1b418a,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,391.0,9.0,01a48e307298a4f4,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,ddmin,0,ddmin,392.0,9.0,de6dcfa8500aee88,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,direction_a,1,A,0.0,,831af5bd6d10dbca,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,direction_a,1,A,1.0,,83598f4df55fcd8e,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,direction_a,1,A,2.0,,d3e79e0e6c5bfbda,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,direction_a,1,A,3.0,,a53b05858630e51f,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,direction_a,1,A,4.0,,bff0f297e8fe710a,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,direction_a,1,A,7.0,,6b4ba74ae252375c,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,direction_a,1,A,9.0,,547bdf4e8cc79415,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,direction_a,1,A,10.0,,d07a197e4077301d,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,direction_a,1,A,12.0,,5ccde3b5b99755da,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,direction_a,1,A,13.0,,6894bc170c80685a,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,direction_a,1,A,14.0,,3a85b97d62cc19b3,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,direction_a,1,A,15.0,,437a27e08c8dc905,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,direction_a,1,A,17.0,,f96d4e912c497c23,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,direction_a,1,A,18.0,,325f6975623e3a6d,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,direction_a,1,A,19.0,,cb042d205955e458,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,direction_a,1,A,20.0,,68369eb146f77254,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,direction_a,1,A,21.0,,2297291ebf2d2460,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,direction_a,1,A,24.0,,16f49cca8aaf76c7,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,direction_a,1,A,25.0,,aa6493c017aac018,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,direction_a,1,A,26.0,,b0c1677a42d2d7d7,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,direction_a,1,A,30.0,,f13bc99e4edad150,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,direction_a,1,A,31.0,,c707d31ecddfba33,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,direction_a,1,A,32.0,,0bc9fef131ec9853,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,direction_a,1,A,33.0,,d68a696945f0e21d,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,direction_a,1,A,35.0,,f1084a5928c1fe80,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,direction_a,1,A,36.0,,84047a04b7ba8555,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,direction_a,1,A,37.0,,f7c435bcaa9c183a,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,direction_a,1,A,38.0,,61cceeea41976167,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,direction_a,1,A,40.0,,4e47ff4b22625e07,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,direction_a,1,A,42.0,,6247b2fba244c251,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,direction_a,1,A,43.0,,eec94f79c80e1631,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,direction_a,1,A,44.0,,2574adcaecff646c,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,direction_a,1,A,46.0,,c654fab0475f65f3,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,direction_a,1,A,47.0,,1f0774c6d5378fec,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,direction_a,1,A,49.0,,484092486bdcc07c,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,direction_a,1,A,50.0,,4935f66df53ffbb2,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,direction_a,1,A,51.0,,ab7c7de29634a77b,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,direction_a,1,A,52.0,,ebf729be5c655264,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,direction_a,1,A,53.0,,537d10418e187513,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,direction_a,1,A,64.0,,fa9344bf59b26df2,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,direction_a,1,A,65.0,,836481880e42d559,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,direction_a,1,A,67.0,,0b4612b7887cecec,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,direction_a,1,A,68.0,,7498b593d5e7b90c,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,direction_a,1,A,72.0,,e6e29e851d312fbe,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,direction_a,1,A,73.0,,af7bee9b0095fb97,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,direction_a,1,A,74.0,,3dd3168c18e17cdb,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,direction_a,1,A,76.0,,bcdd22d508305272,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,direction_a,1,A,77.0,,4dcb807852597fef,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,direction_a,1,A,78.0,,388e2135c38db29c,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,direction_a,1,B,81.0,,ade75c943a8f5c12,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,direction_a,1,B,85.0,,dda525d799717f3e,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,direction_a,1,B,86.0,,e6c7d10b3f7c8a48,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,direction_a,1,B,87.0,,4e3bc576b818530e,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,direction_a,1,B,88.0,,7d6ce47df577937a,noise_band,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,direction_a,1,B,89.0,,085a783bfaab194b,robust_violation,5,5,5,0,True,True,False
exploratory / verification,PX4,px4_position,candidate,direction_a,1,B,92.0,,3d55301373bc66bc,noise_band,5,5,5,0,True,True,False
