input_channel,sign_label,amplitude,theta_hash,theta_path,repeats,point_elapsed_wall_time_s,max_abs_theta,vx_mean,vx_std,vx_min,vx_max,vy_mean,vy_std,vy_min,vy_max,vz_mean,vz_std,vz_min,vz_max,yaw_rate_mean,yaw_rate_std,yaw_rate_min,yaw_rate_max,rho_mean_post_neutral_xy_drift,rho_std_post_neutral_xy_drift,rho_min_post_neutral_xy_drift,rho_max_post_neutral_xy_drift,rho_nonpositive_post_neutral_xy_drift,rho_mean_post_neutral_alt_drift,rho_std_post_neutral_alt_drift,rho_min_post_neutral_alt_drift,rho_max_post_neutral_alt_drift,rho_nonpositive_post_neutral_alt_drift,rho_mean_post_neutral_xy_velocity,rho_std_post_neutral_xy_velocity,rho_min_post_neutral_xy_velocity,rho_max_post_neutral_xy_velocity,rho_nonpositive_post_neutral_xy_velocity,rho_mean_post_neutral_climb_rate,rho_std_post_neutral_climb_rate,rho_min_post_neutral_climb_rate,rho_max_post_neutral_climb_rate,rho_nonpositive_post_neutral_climb_rate,rho_mean_post_neutral_yaw_rate,rho_std_post_neutral_yaw_rate,rho_min_post_neutral_yaw_rate,rho_max_post_neutral_yaw_rate,rho_nonpositive_post_neutral_yaw_rate
roll,minus,0.3,9b0242965a536606,artifacts/cross_coupling_summary/thetas/stepA_roll_minus_9b0242965a536606.npy,5,0.042143122998822946,0.3,-0.006480131847129966,0.008962139505799164,-0.016188681247781483,0.0026888519209023283,-0.000643394053569777,0.012475017482570518,-0.017499698512256107,0.012181573371845621,0.0004691824755530691,0.004645626345652184,-0.005675140470810195,0.006029143698559264,7.632855107714904e-06,0.0022183400291146227,-0.003696506262146633,0.0022739635109742347,1.9695479032087018,0.01103728235087024,1.9582313404300384,1.9842742832015863,0,0.9907219886779786,0.003770120998919986,0.9846982955932617,0.9940190315246582,0,0.9664370425608585,0.012735825661950228,0.9477051714225979,0.9810154062053372,0,0.29206946385093036,0.002870362244469197,0.288320117816329,0.29637898546643554,0,0.2463191283803468,0.001889462303683336,0.24389996043704798,0.24833761564754298,0
roll,plus,0.7,5dd464435a4d55f6,artifacts/cross_coupling_summary/thetas/stepA_roll_plus_5dd464435a4d55f6.npy,5,0.04179862299497472,0.7,0.032922943691055404,0.017958003097642915,0.004579170836097594,0.0507762046402384,0.013234342271644928,0.006644795870214809,0.008285579431468376,0.022253038177009757,0.004419991665982072,0.006368009594072309,-0.00019626999352928063,0.015292177890875778,0.00037230971613562745,0.0006513694221237827,9.502477167129263e-06,0.0015326883964509417,1.1560327701087232,0.08480123423369883,1.014955107955954,1.2218925670730068,0,0.9901957511901855,0.004989060766486465,0.9827971458435059,0.9962000846862793,0,-0.12423384733251383,0.08282567205650417,-0.2707513286169376,-0.06924263948001852,5,0.2916039705276489,0.006397844007931084,0.2820246212184429,0.29769293470308184,0,0.24711616001390269,0.0013045191425517433,0.24511951244734576,0.24853081851564696,0
pitch,minus,0.3,cd4d6619e44282d0,artifacts/cross_coupling_summary/thetas/stepA_pitch_minus_cd4d6619e44282d0.npy,5,0.041363053998793475,0.3,0.006004379243976424,0.009923078163768544,-0.008954942148799647,0.017580132698640182,-0.013132999252929345,0.012412185471522867,-0.032332323146639,-0.0019021221804874223,0.00034558328415130047,0.0028952775430543245,-0.002573417031844272,0.0035175761078293346,0.0013655927617654221,0.0007531437226993235,0.0002166183960401794,0.0020296223277303537,1.9670243098925622,0.0026293854181768735,1.9637947726800156,1.971039273165409,0,0.9919321060180664,0.003003841508459577,0.9877433776855469,0.9953804016113281,0,0.9699719663505387,0.008521437786251031,0.959595112901613,0.9795597334076679,0,0.29384576305747034,0.0018198599047574702,0.2911220222711563,0.2954868583008647,0,0.24527985266708185,0.005279171313052851,0.23630897923671057,0.24925742521249106,0
pitch,plus,0.7,631a816732fa3c37,artifacts/cross_coupling_summary/thetas/stepA_pitch_plus_631a816732fa3c37.npy,5,0.04119246800109977,0.7,0.001863047536302184,0.019591388359714666,-0.014672665442857434,0.03180173672277659,0.036310273930088295,0.02540960998826193,0.00202244942538219,0.06268807266045495,0.00110827534901219,0.00355235685591357,-0.0028873319624537225,0.006638801704018756,0.000167438003156445,0.0004861893154675254,-0.00046584614577367385,0.0006701744323773179,1.1668663435166817,0.06296880716151722,1.1142786011947285,1.2690063222851007,0,0.9940889358520508,0.0014422960689838655,0.992988109588623,0.9965553283691406,0,-0.10550764233110135,0.0546415304135307,-0.16040921412483367,-0.015248017558913585,5,0.2942761714104563,0.002865598246931486,0.28987186700105666,0.29757210980169474,0,0.24823555219285537,0.001917545561835399,0.24508274569474509,0.2501709213417058,0
yaw,minus,0.3,43716676949b182c,artifacts/cross_coupling_summary/thetas/stepA_yaw_minus_43716676949b182c.npy,5,56.07838083099341,0.3,-0.004535354310724384,0.018735182106579273,-0.02477542596294521,0.022589044296182643,0.008069947727351513,0.016293491670708635,-0.016981636468941914,0.02272470981041163,-0.005680870280902667,0.0012121831646827296,-0.007237188098188747,-0.004128715521259615,0.0005489313553861541,0.0007988713912389715,-0.00021631823938150945,0.0018857736177643276,1.9409964851194519,0.02939587662297137,1.899608473615849,1.9685163479107826,0,0.9939677238464355,0.0024610431113029647,0.9919371604919434,0.9977002143859863,0,0.964384155303548,0.008869103870879804,0.9506749657757048,0.975040039569462,0,0.29203134812414644,0.0011121954643926954,0.290780308842659,0.2931313870474696,0,0.24615787471942951,0.001170608763961976,0.24474886282645514,0.24745549763851216,0
yaw,plus,0.7,e07a1b9fbad4aace,artifacts/cross_coupling_summary/thetas/stepA_yaw_plus_e07a1b9fbad4aace.npy,5,93.65471552700183,0.7,-0.013731157276167588,0.01833705620242078,-0.039636623414264854,0.010659093785359187,0.01195397852813124,0.02136761358516891,-0.02366559915565721,0.03095683931815816,0.0016154858879078554,0.0026984114712346966,-0.0011738351672177002,0.005750350903663565,0.000554908840137558,0.004133594585844804,-0.0025560081397751253,0.007533808951609592,1.9138055403055372,0.029274283700016397,1.8795913323866624,1.9472295609196286,0,0.9930360794067383,0.0017907797900517108,0.9916162490844727,0.9960970878601074,0,0.9446504521000139,0.011101393640496353,0.9338302877895779,0.9567216541053902,0,0.2946646151598543,0.00210305055589968,0.29176075402647256,0.29645411456003784,0,0.24414222575091174,0.004623081496120187,0.23610868155323317,0.24747688825540592,0
throttle,minus,0.3,0a271201906c894e,artifacts/cross_coupling_summary/thetas/stepA_throttle_minus_0a271201906c894e.npy,5,94.07257035000657,0.3,-0.00680912578430482,0.014825989072194635,-0.02809089261217638,0.013577543777500927,-0.0026752192777973645,0.01041584721786158,-0.015144661241383419,0.012100728196010203,-8.600146864859762e-06,0.001065030053354647,-0.0011767534549478114,0.000941435333260644,-0.0006511012359435247,0.0017249960042277316,-0.0025701403945659774,0.002168047790178189,1.9519029609147691,0.013790368141900064,1.9293032294019918,1.9655601503212394,0,0.9902406692504883,0.0033520869026151044,0.9868860244750977,0.9946727752685547,0,0.9655979377584305,0.009243740676602758,0.9512762872190768,0.9753948876752803,0,0.2964147497434169,0.001053729360480599,0.29502054043114184,0.2978031306527555,0,0.24543008263521243,0.003507665176179645,0.24078582636379053,0.24905942789577296,0
throttle,plus,0.7,956f076f92d34ba6,artifacts/cross_coupling_summary/thetas/stepA_throttle_plus_956f076f92d34ba6.npy,5,97.26743434900709,0.7,0.009506845735852332,0.007819447097706034,0.001921005859793548,0.017764172088655206,0.00790129600169331,0.009752699416704669,-0.001857281040846823,0.02337227374195086,0.0031745479519489964,0.004059873595388216,-0.0004805433003815277,0.0090404693600571,-0.00118573217135041,0.002272769359906538,-0.004756490590455415,0.0010367793619215757,1.9456995427119075,0.029839584933766483,1.909234883902248,1.976581011144843,0,0.9728819847106933,0.002591421156413523,0.9702043533325195,0.9765305519104004,0,0.9634546576464279,0.01545017786862556,0.951339843545476,0.984459532646235,0,0.2922045097220689,0.003873958566337472,0.28676967434585093,0.2976455920841545,0,0.24620103462897588,0.000971228200712559,0.24465223624669363,0.247231101052094,0
