group_id,channel,window_id,t_start,t_end,condition_index,v_max,boundary_theta_hash,delta,repeat_count,base_rho_xy_velocity,rho_plus_mean,rho_minus_mean,rho_plus_std,rho_minus_std,rho_span_plus_minus,abs_delta_rho_span,directional_sensitivity,directional_sensitivity_se,plus_projection_linf_max,minus_projection_linf_max
0,roll,0,0.0,0.5,1,1.0,3248eac8d31a9542,0.2,5,-0.07549341349519731,-0.26345008190427355,-0.2719220076104364,0.025194804819033544,0.01618409489390274,0.008471925706162842,0.008471925706162842,0.021179814265407104,0.03347952951812578,0.06230468750000001,0.06230468750000001
1,pitch,0,0.0,0.5,1,1.0,3248eac8d31a9542,0.2,5,-0.07549341349519731,-0.248289463626122,-0.2713339426438735,0.02597612322281759,0.01922032899889685,0.0230444790177515,0.0230444790177515,0.05761119754437875,0.0361278982317135,0.06230468750000001,0.06230468750000001
2,yaw,0,0.0,0.5,1,1.0,3248eac8d31a9542,0.2,5,-0.07549341349519731,-0.2616723530392633,-0.2471735193436914,0.016525962574721737,0.037079764790881424,-0.014498833695571894,0.014498833695571894,0.036247084238929736,0.04538744865004246,0.06230468750000001,0.06230468750000001
3,throttle,0,0.0,0.5,1,1.0,3248eac8d31a9542,0.2,5,-0.07549341349519731,-0.25794917942688794,-0.25824884436190376,0.017803087672972756,0.02771383980420372,0.0002996649350158198,0.0002996649350158198,0.0007491623375395495,0.036827415864146326,0.06230468750000001,0.008211582483107022
4,roll,1,0.5,1.0,1,1.0,3248eac8d31a9542,0.2,5,-0.07549341349519731,-0.2699087090501956,-0.24570107269226954,0.009503848689501848,0.01723718297036271,-0.024207636357926055,0.024207636357926055,0.060519090894815136,0.022006919839754613,0.06230468750000001,0.03984375000000001
5,pitch,1,0.5,1.0,1,1.0,3248eac8d31a9542,0.2,5,-0.07549341349519731,-0.24885621634627583,-0.30022519524004376,0.017037649125237326,0.00726404462220403,0.05136897889376793,0.05136897889376793,0.1284224472344198,0.020707722955097922,0.03984375000000001,0.06230468750000001
6,yaw,1,0.5,1.0,1,1.0,3248eac8d31a9542,0.2,5,-0.07549341349519731,-0.2629703115027315,-0.25035945780992397,0.025509882791646534,0.026624254591900532,-0.012610853692807511,0.012610853692807511,0.03152713423201878,0.04122506902083185,0.03984375000000001,0.06230468750000001
7,throttle,1,0.5,1.0,1,1.0,3248eac8d31a9542,0.2,5,-0.07549341349519731,-0.2512692335676451,-0.25612931198602645,0.04838869908798633,0.02337951797882261,0.004860078418381375,0.004860078418381375,0.012150196045953437,0.060083983518382185,0.00821158248310705,0.06230468749999998
8,roll,2,1.0,1.5,1,1.0,3248eac8d31a9542,0.2,5,-0.07549341349519731,-0.25383031400809397,-0.2530738477368518,0.018510352253474874,0.01319732737380806,-0.000756466271242151,0.000756466271242151,0.0018911656781053776,0.025416593751897247,0.039843749999999956,0.0
9,pitch,2,1.0,1.5,1,1.0,3248eac8d31a9542,0.2,5,-0.07549341349519731,-0.2523549760471742,-0.2587823099600666,0.015961652701089686,0.0442669879724349,0.006427333912892408,0.006427333912892408,0.01606833478223102,0.052611079882258396,0.0,0.039843749999999956
