group_id,channel,window_id,t_start,t_end,condition_index,v_max,boundary_theta_hash,delta,repeat_count,base_rho_xy_velocity,rho_plus_mean,rho_minus_mean,rho_plus_std,rho_minus_std,rho_span_plus_minus,abs_delta_rho_span,directional_sensitivity,directional_sensitivity_se,plus_projection_linf_max,minus_projection_linf_max
10,yaw,2,1.0,1.5,1,1.0,3248eac8d31a9542,0.2,5,-0.07549341349519731,-0.2523035767333676,-0.26502120172485666,0.028275325299750752,0.02892018855300187,0.01271762499148904,0.01271762499148904,0.0317940624787226,0.04521989781539629,0.0,0.039843749999999956
11,throttle,2,1.0,1.5,1,1.0,3248eac8d31a9542,0.2,5,-0.07549341349519731,-0.2608860008823392,-0.26142685315320846,0.023230916206126384,0.014362495029376296,0.000540852270869252,0.000540852270869252,0.00135213067717313,0.030535977371883075,0.06230468750000001,0.0
12,roll,3,1.5,2.0,1,1.0,3248eac8d31a9542,0.2,5,-0.07549341349519731,-0.2977552091759497,-0.2346293714305164,0.017206226902559674,0.015779663350030105,-0.06312583774543332,0.06312583774543332,0.15781459436358328,0.026102011887559826,0.0,0.0
13,pitch,3,1.5,2.0,1,1.0,3248eac8d31a9542,0.2,5,-0.07549341349519731,-0.22321527898830737,-0.2929707417394117,0.034937854820013284,0.014003058475908782,0.06975546275110431,0.06975546275110431,0.17438865687776076,0.0420823500131594,0.0,0.0
14,yaw,3,1.5,2.0,1,1.0,3248eac8d31a9542,0.2,5,-0.07549341349519731,-0.27554478502198443,-0.2461460488785018,0.013421937436765242,0.013635072241702515,-0.029398736143482623,0.029398736143482623,0.07349684035870656,0.021391107953799598,0.06230468750000004,0.06230468749999997
15,throttle,3,1.5,2.0,1,1.0,3248eac8d31a9542,0.2,5,-0.07549341349519731,-0.2663925008812389,-0.27524295175058183,0.019264758101377333,0.014740273987742848,0.00885045086934294,0.00885045086934294,0.02212612717335735,0.027120254929164842,0.0,0.0
16,roll,4,2.0,2.5,1,1.0,3248eac8d31a9542,0.2,5,-0.07549341349519731,-0.3429034080236717,-0.20549427346584817,0.023457984716926082,0.045881069270411606,-0.13740913455782353,0.13740913455782353,0.3435228363945588,0.05761238543464249,0.0,0.0
17,pitch,4,2.0,2.5,1,1.0,3248eac8d31a9542,0.2,5,-0.07549341349519731,-0.2311577842849128,-0.318321511019158,0.024579752599914153,0.03669885242834649,0.08716372673424522,0.08716372673424522,0.21790931683561304,0.04938332217751429,0.0,0.0
18,yaw,4,2.0,2.5,1,1.0,3248eac8d31a9542,0.2,5,-0.07549341349519731,-0.2544806777347879,-0.22717502217315771,0.029807020299704945,0.045403803621167325,-0.02730565556163017,0.02730565556163017,0.06826413890407543,0.06072441686027694,0.0623046875,0.06230468750000003
19,throttle,4,2.0,2.5,1,1.0,3248eac8d31a9542,0.2,5,-0.07549341349519731,-0.2507862978107035,-0.284538761098558,0.03560464561769701,0.011909129845374816,0.03375246328785453,0.03375246328785453,0.08438115821963632,0.04197496520599791,0.0,0.0
20,roll,5,2.5,3.0,1,1.0,3248eac8d31a9542,0.2,5,-0.07549341349519731,-0.3571394257671706,-0.2060239622875688,0.021039090717916133,0.00799544160177772,-0.1511154634796018,0.1511154634796018,0.3777886586990045,0.02516372450185342,0.0,0.0
21,pitch,5,2.5,3.0,1,1.0,3248eac8d31a9542,0.2,5,-0.07549341349519731,-0.21467192301301904,-0.35944996965885834,0.021899958784687337,0.02319659655223133,0.1447780466458393,0.1447780466458393,0.3619451166145982,0.03566669115536922,0.0,0.0
22,yaw,5,2.5,3.0,1,1.0,3248eac8d31a9542,0.2,5,-0.07549341349519731,-0.25591063527588526,-0.2541663648937721,0.028497789869048384,0.015138813269870538,-0.0017442703821131667,0.0017442703821131667,0.004360675955282917,0.03607817371071541,0.06230468750000004,0.06230468750000001
23,throttle,5,2.5,3.0,1,1.0,3248eac8d31a9542,0.2,5,-0.07549341349519731,-0.2801391396075904,-0.26900906741733843,0.025936765496059583,0.023259618061445983,-0.011130072190251972,0.011130072190251972,0.02782518047562993,0.03895070019848698,0.0,0.0
24,roll,6,3.0,3.5,1,1.0,3248eac8d31a9542,0.2,5,-0.07549341349519731,-0.37929738529896123,-0.19895739382897984,0.012876339759486703,0.017544089448026733,-0.1803399914699814,0.1803399914699814,0.45084997867495347,0.02433092682580395,0.0,0.0
25,pitch,6,3.0,3.5,1,1.0,3248eac8d31a9542,0.2,5,-0.07549341349519731,-0.1745991082198064,-0.38314884091938706,0.013026555574356037,0.01650006881135398,0.20854973269958066,0.20854973269958066,0.5213743317489516,0.023503814076421794,0.0,0.0
26,yaw,6,3.0,3.5,1,1.0,3248eac8d31a9542,0.2,5,-0.07549341349519731,-0.25605936360864084,-0.27251801617104476,0.014928585268720552,0.017449305698471026,0.01645865256240392,0.01645865256240392,0.0411466314060098,0.025674426173825034,0.06230468750000007,0.0
27,throttle,6,3.0,3.5,1,1.0,3248eac8d31a9542,0.2,5,-0.07549341349519731,-0.25633365458649165,-0.26232093045005367,0.018234821162317675,0.017992424584803057,0.005987275863562014,0.005987275863562014,0.014968189658905035,0.028640793574496455,0.0,0.0
28,roll,7,3.5,4.0,1,1.0,3248eac8d31a9542,0.2,5,-0.07549341349519731,-0.3932911904510893,-0.15839930613089584,0.049616771822986024,0.031154247748475743,-0.23489188432019345,0.23489188432019345,0.5872297108004836,0.0655020152257515,0.0,0.0
29,pitch,7,3.5,4.0,1,1.0,3248eac8d31a9542,0.2,5,-0.07549341349519731,-0.16990927951742915,-0.4197008389836784,0.014182395263106717,0.030690257542890013,0.24979155946624923,0.24979155946624923,0.624478898665623,0.03779934264388584,0.0,0.0
30,yaw,7,3.5,4.0,1,1.0,3248eac8d31a9542,0.2,5,-0.07549341349519731,-0.2621263385086211,-0.2725696140326391,0.015542140479252373,0.013134266275333002,0.01044327552401797,0.01044327552401797,0.026108188810044924,0.02275046926076924,0.043990893572239426,0.06230468750000001
31,throttle,7,3.5,4.0,1,1.0,3248eac8d31a9542,0.2,5,-0.07549341349519731,-0.2647317262791617,-0.26002236467027184,0.00659683462771076,0.02808322327077447,-0.0047093616088898504,0.0047093616088898504,0.011773404022224626,0.03225262889249364,0.0,0.0
32,roll,8,4.0,4.5,1,1.0,3248eac8d31a9542,0.2,5,-0.07549341349519731,-0.45694560812217644,-0.15342871307359457,0.026316959093896173,0.01688843595271403,-0.30351689504858187,0.30351689504858187,0.7587922376214546,0.034960720903585644,0.0,0.0
33,pitch,8,4.0,4.5,1,1.0,3248eac8d31a9542,0.2,5,-0.07549341349519731,-0.14568096352977244,-0.45553846560429057,0.015173755287254556,0.036118947767228404,0.3098575020745181,0.3098575020745181,0.7746437551862952,0.04380098796444635,0.0,0.0
34,yaw,8,4.0,4.5,1,1.0,3248eac8d31a9542,0.2,5,-0.07549341349519731,-0.2516522052922555,-0.27929292838241004,0.03842597190576689,0.01581475110451391,0.02764072309015453,0.02764072309015453,0.06910180772538632,0.04645779898736742,0.06230468750000001,0.043990893572239426
35,throttle,8,4.0,4.5,1,1.0,3248eac8d31a9542,0.2,5,-0.07549341349519731,-0.24431662871736157,-0.24692100295207706,0.029309847497963375,0.03299758816377143,0.0026043742347154897,0.0026043742347154897,0.006510935586788724,0.0493445537139072,0.0,0.0
36,roll,9,4.5,5.0,1,1.0,3248eac8d31a9542,0.2,5,-0.07549341349519731,-0.4519469514241855,-0.1542814798153355,0.08053326098052176,0.029267850299882856,-0.29766547160885004,0.29766547160885004,0.7441636790221251,0.09580066013168424,0.0,0.0
37,pitch,9,4.5,5.0,1,1.0,3248eac8d31a9542,0.2,5,-0.07549341349519731,-0.1601616155733498,-0.539909677425606,0.02827369400154297,0.03896426612618316,0.37974806185225624,0.37974806185225624,0.9493701546306406,0.05382397011607504,0.0,0.0
38,yaw,9,4.5,5.0,1,1.0,3248eac8d31a9542,0.2,5,-0.07549341349519731,-0.27175551736804837,-0.2563970112779878,0.01445536764230383,0.02238161911485997,-0.015358506090060564,0.015358506090060564,0.03839626522515141,0.029788725381359255,0.0,0.06230468750000001
39,throttle,9,4.5,5.0,1,1.0,3248eac8d31a9542,0.2,5,-0.07549341349519731,-0.27059444259402216,-0.25546922034242153,0.015360296733520361,0.024954705706848893,-0.015125222251600623,0.015125222251600623,0.03781305562900156,0.03276194539128501,0.0,0.0
