group_id,channel,window_id,t_start,t_end,condition_index,v_max,boundary_method,boundary_theta_hash,sign,repeat_idx,delta,projection_linf,theta_hash,rho_xy_velocity
0,roll,0,0.0,0.5,3,0.8,warm,b3b2b82e2a4b1ef6,+,0,0.2,0.03829270601272583,dd2f60a9acee871b,0.0062671230307741466
0,roll,0,0.0,0.5,3,0.8,warm,b3b2b82e2a4b1ef6,+,1,0.2,0.03829270601272583,dd2f60a9acee871b,-0.04194953425729886
0,roll,0,0.0,0.5,3,0.8,warm,b3b2b82e2a4b1ef6,+,2,0.2,0.03829270601272583,dd2f60a9acee871b,0.06816277191519193
0,roll,0,0.0,0.5,3,0.8,warm,b3b2b82e2a4b1ef6,+,3,0.2,0.03829270601272583,dd2f60a9acee871b,-0.015012802737180753
0,roll,0,0.0,0.5,3,0.8,warm,b3b2b82e2a4b1ef6,+,4,0.2,0.03829270601272583,dd2f60a9acee871b,-0.022101041381701103
0,roll,0,0.0,0.5,3,0.8,warm,b3b2b82e2a4b1ef6,-,0,0.2,0.03829270601272586,67d52b38d53bb890,-0.02850582276423863
0,roll,0,0.0,0.5,3,0.8,warm,b3b2b82e2a4b1ef6,-,1,0.2,0.03829270601272586,67d52b38d53bb890,-0.04323161868333669
0,roll,0,0.0,0.5,3,0.8,warm,b3b2b82e2a4b1ef6,-,2,0.2,0.03829270601272586,67d52b38d53bb890,-0.04166396285178786
0,roll,0,0.0,0.5,3,0.8,warm,b3b2b82e2a4b1ef6,-,3,0.2,0.03829270601272586,67d52b38d53bb890,-0.020989592718326566
0,roll,0,0.0,0.5,3,0.8,warm,b3b2b82e2a4b1ef6,-,4,0.2,0.03829270601272586,67d52b38d53bb890,0.02316113510646778
1,pitch,0,0.0,0.5,3,0.8,warm,b3b2b82e2a4b1ef6,+,0,0.2,0.03829270601272586,3a47977a0d0df478,-0.03633313774653346
1,pitch,0,0.0,0.5,3,0.8,warm,b3b2b82e2a4b1ef6,+,1,0.2,0.03829270601272586,3a47977a0d0df478,-0.029934531565752875
1,pitch,0,0.0,0.5,3,0.8,warm,b3b2b82e2a4b1ef6,+,2,0.2,0.03829270601272586,3a47977a0d0df478,-0.022669994379043157
1,pitch,0,0.0,0.5,3,0.8,warm,b3b2b82e2a4b1ef6,+,3,0.2,0.03829270601272586,3a47977a0d0df478,-0.02553147328844374
1,pitch,0,0.0,0.5,3,0.8,warm,b3b2b82e2a4b1ef6,+,4,0.2,0.03829270601272586,3a47977a0d0df478,-0.019127892162967286
1,pitch,0,0.0,0.5,3,0.8,warm,b3b2b82e2a4b1ef6,-,0,0.2,0.03829270601272583,cab55091e532d1c5,-0.012019765718537134
1,pitch,0,0.0,0.5,3,0.8,warm,b3b2b82e2a4b1ef6,-,1,0.2,0.03829270601272583,cab55091e532d1c5,-0.01909710984077917
1,pitch,0,0.0,0.5,3,0.8,warm,b3b2b82e2a4b1ef6,-,2,0.2,0.03829270601272583,cab55091e532d1c5,-0.04581207692793865
1,pitch,0,0.0,0.5,3,0.8,warm,b3b2b82e2a4b1ef6,-,3,0.2,0.03829270601272583,cab55091e532d1c5,-0.017773749019721397
1,pitch,0,0.0,0.5,3,0.8,warm,b3b2b82e2a4b1ef6,-,4,0.2,0.03829270601272583,cab55091e532d1c5,-0.04642846444211435
2,yaw,0,0.0,0.5,3,0.8,warm,b3b2b82e2a4b1ef6,+,0,0.2,0.06230468750000001,60716090faf98b8c,-0.007147889146554842
2,yaw,0,0.0,0.5,3,0.8,warm,b3b2b82e2a4b1ef6,+,1,0.2,0.06230468750000001,60716090faf98b8c,0.06288800981528153
2,yaw,0,0.0,0.5,3,0.8,warm,b3b2b82e2a4b1ef6,+,2,0.2,0.06230468750000001,60716090faf98b8c,0.002857238004527418
2,yaw,0,0.0,0.5,3,0.8,warm,b3b2b82e2a4b1ef6,+,3,0.2,0.06230468750000001,60716090faf98b8c,0.005473399560190106
2,yaw,0,0.0,0.5,3,0.8,warm,b3b2b82e2a4b1ef6,+,4,0.2,0.06230468750000001,60716090faf98b8c,0.008723104075026189
2,yaw,0,0.0,0.5,3,0.8,warm,b3b2b82e2a4b1ef6,-,0,0.2,0.06230468750000001,249d26a084ce52bd,0.02609024695574036
2,yaw,0,0.0,0.5,3,0.8,warm,b3b2b82e2a4b1ef6,-,1,0.2,0.06230468750000001,249d26a084ce52bd,-0.02423249429107288
2,yaw,0,0.0,0.5,3,0.8,warm,b3b2b82e2a4b1ef6,-,2,0.2,0.06230468750000001,249d26a084ce52bd,-0.006100756656930328
2,yaw,0,0.0,0.5,3,0.8,warm,b3b2b82e2a4b1ef6,-,3,0.2,0.06230468750000001,249d26a084ce52bd,-0.010118032155692402
2,yaw,0,0.0,0.5,3,0.8,warm,b3b2b82e2a4b1ef6,-,4,0.2,0.06230468750000001,249d26a084ce52bd,0.00796305710658085
3,throttle,0,0.0,0.5,3,0.8,warm,b3b2b82e2a4b1ef6,+,0,0.2,0.06230468750000001,5e759007995c8191,0.016145599167072255
3,throttle,0,0.0,0.5,3,0.8,warm,b3b2b82e2a4b1ef6,+,1,0.2,0.06230468750000001,5e759007995c8191,-0.008175687689807365
3,throttle,0,0.0,0.5,3,0.8,warm,b3b2b82e2a4b1ef6,+,2,0.2,0.06230468750000001,5e759007995c8191,-0.004271786746530171
3,throttle,0,0.0,0.5,3,0.8,warm,b3b2b82e2a4b1ef6,+,3,0.2,0.06230468750000001,5e759007995c8191,-0.015732564371274904
3,throttle,0,0.0,0.5,3,0.8,warm,b3b2b82e2a4b1ef6,+,4,0.2,0.06230468750000001,5e759007995c8191,-0.017263601636972048
3,throttle,0,0.0,0.5,3,0.8,warm,b3b2b82e2a4b1ef6,-,0,0.2,0.008211582483107022,a34d1f484dd7e6ed,0.024739232906207165
3,throttle,0,0.0,0.5,3,0.8,warm,b3b2b82e2a4b1ef6,-,1,0.2,0.008211582483107022,a34d1f484dd7e6ed,0.009257577996334976
3,throttle,0,0.0,0.5,3,0.8,warm,b3b2b82e2a4b1ef6,-,2,0.2,0.008211582483107022,a34d1f484dd7e6ed,-0.0143723439474569
3,throttle,0,0.0,0.5,3,0.8,warm,b3b2b82e2a4b1ef6,-,3,0.2,0.008211582483107022,a34d1f484dd7e6ed,0.004430336429766979
3,throttle,0,0.0,0.5,3,0.8,warm,b3b2b82e2a4b1ef6,-,4,0.2,0.008211582483107022,a34d1f484dd7e6ed,0.03013522012217751
4,roll,1,0.5,1.0,3,0.8,warm,b3b2b82e2a4b1ef6,+,0,0.2,0.038292706012725886,fea113cfed1041d6,0.045902329509952544
4,roll,1,0.5,1.0,3,0.8,warm,b3b2b82e2a4b1ef6,+,1,0.2,0.038292706012725886,fea113cfed1041d6,0.030121433200411607
4,roll,1,0.5,1.0,3,0.8,warm,b3b2b82e2a4b1ef6,+,2,0.2,0.038292706012725886,fea113cfed1041d6,0.006872978602455615
4,roll,1,0.5,1.0,3,0.8,warm,b3b2b82e2a4b1ef6,+,3,0.2,0.038292706012725886,fea113cfed1041d6,0.009384952591087736
4,roll,1,0.5,1.0,3,0.8,warm,b3b2b82e2a4b1ef6,+,4,0.2,0.038292706012725886,fea113cfed1041d6,1.8565895467448357e-05
4,roll,1,0.5,1.0,3,0.8,warm,b3b2b82e2a4b1ef6,-,0,0.2,0.02063416481018071,9137f38ffd555961,0.02062184275740231
4,roll,1,0.5,1.0,3,0.8,warm,b3b2b82e2a4b1ef6,-,1,0.2,0.02063416481018071,9137f38ffd555961,0.00035714579482037934
4,roll,1,0.5,1.0,3,0.8,warm,b3b2b82e2a4b1ef6,-,2,0.2,0.02063416481018071,9137f38ffd555961,-0.001201665141819852
4,roll,1,0.5,1.0,3,0.8,warm,b3b2b82e2a4b1ef6,-,3,0.2,0.02063416481018071,9137f38ffd555961,0.008579292995494425
4,roll,1,0.5,1.0,3,0.8,warm,b3b2b82e2a4b1ef6,-,4,0.2,0.02063416481018071,9137f38ffd555961,-0.005430767088772104
5,pitch,1,0.5,1.0,3,0.8,warm,b3b2b82e2a4b1ef6,+,0,0.2,0.02063416481018071,2b91a8ee47ae2ddd,0.013513502846824621
5,pitch,1,0.5,1.0,3,0.8,warm,b3b2b82e2a4b1ef6,+,1,0.2,0.02063416481018071,2b91a8ee47ae2ddd,0.026294862843868838
5,pitch,1,0.5,1.0,3,0.8,warm,b3b2b82e2a4b1ef6,+,2,0.2,0.02063416481018071,2b91a8ee47ae2ddd,-0.008082619482846498
5,pitch,1,0.5,1.0,3,0.8,warm,b3b2b82e2a4b1ef6,+,3,0.2,0.02063416481018071,2b91a8ee47ae2ddd,-0.0127183543560766
5,pitch,1,0.5,1.0,3,0.8,warm,b3b2b82e2a4b1ef6,+,4,0.2,0.02063416481018071,2b91a8ee47ae2ddd,0.02708436471837461
5,pitch,1,0.5,1.0,3,0.8,warm,b3b2b82e2a4b1ef6,-,0,0.2,0.038292706012725886,b5d207434950ed22,-0.0013055691190912988
5,pitch,1,0.5,1.0,3,0.8,warm,b3b2b82e2a4b1ef6,-,1,0.2,0.038292706012725886,b5d207434950ed22,0.012089860607938374
5,pitch,1,0.5,1.0,3,0.8,warm,b3b2b82e2a4b1ef6,-,2,0.2,0.038292706012725886,b5d207434950ed22,0.035586017613174814
5,pitch,1,0.5,1.0,3,0.8,warm,b3b2b82e2a4b1ef6,-,3,0.2,0.038292706012725886,b5d207434950ed22,-0.003018194261910745
5,pitch,1,0.5,1.0,3,0.8,warm,b3b2b82e2a4b1ef6,-,4,0.2,0.038292706012725886,b5d207434950ed22,-0.026865872620174147
6,yaw,1,0.5,1.0,3,0.8,warm,b3b2b82e2a4b1ef6,+,0,0.2,0.03984375000000001,5ce70624463fe589,0.01332271068485369
6,yaw,1,0.5,1.0,3,0.8,warm,b3b2b82e2a4b1ef6,+,1,0.2,0.03984375000000001,5ce70624463fe589,0.01045078244751263
6,yaw,1,0.5,1.0,3,0.8,warm,b3b2b82e2a4b1ef6,+,2,0.2,0.03984375000000001,5ce70624463fe589,0.020974460470655876
6,yaw,1,0.5,1.0,3,0.8,warm,b3b2b82e2a4b1ef6,+,3,0.2,0.03984375000000001,5ce70624463fe589,0.006951971289422598
6,yaw,1,0.5,1.0,3,0.8,warm,b3b2b82e2a4b1ef6,+,4,0.2,0.03984375000000001,5ce70624463fe589,0.03416048229311541
6,yaw,1,0.5,1.0,3,0.8,warm,b3b2b82e2a4b1ef6,-,0,0.2,0.06230468750000001,235d6f6c91a9844c,0.022256392283442783
6,yaw,1,0.5,1.0,3,0.8,warm,b3b2b82e2a4b1ef6,-,1,0.2,0.06230468750000001,235d6f6c91a9844c,0.00561487556850504
6,yaw,1,0.5,1.0,3,0.8,warm,b3b2b82e2a4b1ef6,-,2,0.2,0.06230468750000001,235d6f6c91a9844c,-0.009928240080488093
6,yaw,1,0.5,1.0,3,0.8,warm,b3b2b82e2a4b1ef6,-,3,0.2,0.06230468750000001,235d6f6c91a9844c,0.033569832010146516
6,yaw,1,0.5,1.0,3,0.8,warm,b3b2b82e2a4b1ef6,-,4,0.2,0.06230468750000001,235d6f6c91a9844c,0.0018846527271964009
7,throttle,1,0.5,1.0,3,0.8,warm,b3b2b82e2a4b1ef6,+,0,0.2,0.00821158248310705,cbd4e9f2236f628c,0.007907483181849195
7,throttle,1,0.5,1.0,3,0.8,warm,b3b2b82e2a4b1ef6,+,1,0.2,0.00821158248310705,cbd4e9f2236f628c,0.05173732220585303
