query_id,cache_tag,maneuver,axis,C_track_available,C_track_axis,baseline_nte_median,nte_threshold,peak_err_threshold_radps,high_err_duration_threshold_s,baseline_ratio_threshold,overlap_threshold_s,active_window_available,C_track_status,C_track_safe,C_track_violation,C_track_unavailable_reason,active_window_start_s,active_window_end_s,rms_sp,rms_err,nte,peak_err,high_err_duration_s,saturation_error_overlap_s,explicit_limit_or_saturation_during_high_error,baseline_ratio_ok,raw_log_path,nonlinear_observable,nonlinear_activated_in_active_window
7b6436b0c98f6238_px4_stabilized_pitch_0_params09d603ede5_headroom_H1_M0_hover_no_input_repeat0,headroom_H1_M0_hover_no_input_repeat0,hover_no_input,pitch,True,pitch,,0.65,1.0,0.25,2.5,0.2,False,safe,True,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,runs/mantis_witness_px4_stabilized_pitch_seed0_v1/queries/7b6436b0c98f6238_px4_stabilized_pitch_0_params09d603ede5_headroom_H1_M0_hover_no_input_repeat0/raw_log.ulg,,
8534bb1a14ed0591_px4_stabilized_pitch_0_params09d603ede5_headroom_H1_Msmall_small_step_pitch_repeat0,headroom_H1_Msmall_small_step_pitch_repeat0,small_step_pitch,pitch,True,pitch,,0.65,1.0,0.25,2.5,0.2,True,safe,True,False,,1780995771.231,1780995771.427,0.5166634059455226,0.3133857774102168,0.6065569455934342,0.7375640590264685,0.0,0.0,False,False,runs/mantis_witness_px4_stabilized_pitch_seed0_v1/queries/8534bb1a14ed0591_px4_stabilized_pitch_0_params09d603ede5_headroom_H1_Msmall_small_step_pitch_repeat0/raw_log.ulg,True,True
e43dcb36cc95c1fc_px4_stabilized_pitch_0_params09d603ede5_headroom_H1_Mstrong_P0_strong_step_A0p9_hold2_repeat0,headroom_H1_Mstrong_P0_strong_step_A0p9_hold2_repeat0,strong_step_A0p9_hold2,pitch,True,pitch,,0.65,1.0,0.25,2.5,0.2,True,safe,True,False,,1780995809.233,1780995810.033,1.0617675230808783,0.6685932884884915,0.6296983793104421,2.0536401804332596,0.09999990463256836,0.09999990463256836,True,False,runs/mantis_witness_px4_stabilized_pitch_seed0_v1/queries/e43dcb36cc95c1fc_px4_stabilized_pitch_0_params09d603ede5_headroom_H1_Mstrong_P0_strong_step_A0p9_hold2_repeat0/raw_log.ulg,True,True
1c2d1caedf9d81b3_px4_stabilized_pitch_0_params09d603ede5_headroom_H1_Mstrong_P0_strong_doublet_A0p9_hold2_repeat0,headroom_H1_Mstrong_P0_strong_doublet_A0p9_hold2_repeat0,strong_doublet_A0p9_hold2,pitch,True,pitch,,0.65,1.0,0.25,2.5,0.2,True,safe,True,False,,1780995853.716,1780995854.708,1.0014171172535167,0.6570606669150967,0.6561308525633646,1.9548642188310623,0.1399998664855957,0.1399998664855957,True,False,runs/mantis_witness_px4_stabilized_pitch_seed0_v1/queries/1c2d1caedf9d81b3_px4_stabilized_pitch_0_params09d603ede5_headroom_H1_Mstrong_P0_strong_doublet_A0p9_hold2_repeat0/raw_log.ulg,True,True
f6e2f9116e805112_px4_stabilized_pitch_0_params09d603ede5_headroom_H1_Mstrong_P0_pulse_train_A0p9_repeat3_repeat0,headroom_H1_Mstrong_P0_pulse_train_A0p9_repeat3_repeat0,pulse_train_A0p9_repeat3,pitch,True,pitch,,0.65,1.0,0.25,2.5,0.2,True,safe,True,False,,1780995887.398,1780995888.802,1.0119365669650995,0.6453156302369587,0.637703638057399,2.289717376232147,0.12000012397766113,0.12000012397766113,True,False,runs/mantis_witness_px4_stabilized_pitch_seed0_v1/queries/f6e2f9116e805112_px4_stabilized_pitch_0_params09d603ede5_headroom_H1_Mstrong_P0_pulse_train_A0p9_repeat3_repeat0/raw_log.ulg,True,True
ee5d4935aca9c8b1_px4_stabilized_pitch_0_params09d603ede5_headroom_H1_Mstrong_P0_reversal_A0p9_fast_repeat0,headroom_H1_Mstrong_P0_reversal_A0p9_fast_repeat0,reversal_A0p9_fast,pitch,True,pitch,,0.65,1.0,0.25,2.5,0.2,True,safe,True,False,,1780995925.184,1780995927.172,1.0217816217056308,0.7331834383154182,0.7175539496311708,2.148557722568512,0.31999993324279785,0.31999993324279785,True,False,runs/mantis_witness_px4_stabilized_pitch_seed0_v1/queries/ee5d4935aca9c8b1_px4_stabilized_pitch_0_params09d603ede5_headroom_H1_Mstrong_P0_reversal_A0p9_fast_repeat0/raw_log.ulg,True,True
f6e2f9116e805112_px4_stabilized_pitch_0_params09d603ede5_headroom_H1_Mstrong_P0_pulse_train_A1p0_repeat3_repeat0,headroom_H1_Mstrong_P0_pulse_train_A1p0_repeat3_repeat0,pulse_train_A1p0_repeat3,pitch,True,pitch,,0.65,1.0,0.25,2.5,0.2,True,safe,True,False,,1780995970.837,1780995972.229,0.9944905743203925,0.6079730413198206,0.6113411801165562,2.3339075718368685,0.10000014305114746,0.10000014305114746,True,False,runs/mantis_witness_px4_stabilized_pitch_seed0_v1/queries/f6e2f9116e805112_px4_stabilized_pitch_0_params09d603ede5_headroom_H1_Mstrong_P0_pulse_train_A1p0_repeat3_repeat0/raw_log.ulg,True,True
e45caa1ebbc1530c_px4_stabilized_pitch_0_params09d603ede5_headroom_H1_Mstrong_P0_strong_doublet_A0p7_hold1_repeat0,headroom_H1_Mstrong_P0_strong_doublet_A0p7_hold1_repeat0,strong_doublet_A0p7_hold1,pitch,True,pitch,,0.65,1.0,0.25,2.5,0.2,False,safe,True,False,,1780996007.891,1780996007.891,0.0,0.0,0.0,0.0,0.0,0.0,False,False,runs/mantis_witness_px4_stabilized_pitch_seed0_v1/queries/e45caa1ebbc1530c_px4_stabilized_pitch_0_params09d603ede5_headroom_H1_Mstrong_P0_strong_doublet_A0p7_hold1_repeat0/raw_log.ulg,,
e45caa1ebbc1530c_px4_stabilized_pitch_0_params09d603ede5_headroom_H1_Mstrong_P0_strong_step_pitch_0p7_repeat0,headroom_H1_Mstrong_P0_strong_step_pitch_0p7_repeat0,strong_step_pitch_0p7,pitch,True,pitch,,0.65,1.0,0.25,2.5,0.2,True,safe,True,False,,1780996044.001,1780996044.209,0.7886432008126012,0.4519203949565631,0.5730353022645905,0.9629297852516174,0.0,0.0,False,False,runs/mantis_witness_px4_stabilized_pitch_seed0_v1/queries/e45caa1ebbc1530c_px4_stabilized_pitch_0_params09d603ede5_headroom_H1_Mstrong_P0_strong_step_pitch_0p7_repeat0/raw_log.ulg,True,True
f6e2f9116e805112_px4_stabilized_pitch_0_params09d603ede5_headroom_H1_Mstrong_P0_pulse_train_A0p7_repeat3_repeat0,headroom_H1_Mstrong_P0_pulse_train_A0p7_repeat3_repeat0,pulse_train_A0p7_repeat3,pitch,True,pitch,,0.65,1.0,0.25,2.5,0.2,True,safe,True,False,,1780996082.443,1780996083.847,0.9566424337282122,0.7531567413619502,0.7872917976539671,2.314814329147339,0.21599984169006348,0.21599984169006348,True,False,runs/mantis_witness_px4_stabilized_pitch_seed0_v1/queries/f6e2f9116e805112_px4_stabilized_pitch_0_params09d603ede5_headroom_H1_Mstrong_P0_pulse_train_A0p7_repeat3_repeat0/raw_log.ulg,True,True
7b6436b0c98f6238_px4_stabilized_pitch_0_params804734b861_headroom_H2_M0_hover_no_input_repeat0,headroom_H2_M0_hover_no_input_repeat0,hover_no_input,pitch,True,pitch,,0.65,1.0,0.25,2.5,0.2,True,safe,True,False,,1780996048.521,1780996048.581,0.05057949525930015,0.03458325002011626,0.13833300008046504,0.04855156550183892,0.0,0.0,False,False,runs/mantis_witness_px4_stabilized_pitch_seed0_v1/queries/7b6436b0c98f6238_px4_stabilized_pitch_0_params804734b861_headroom_H2_M0_hover_no_input_repeat0/raw_log.ulg,True,True
8534bb1a14ed0591_px4_stabilized_pitch_0_params804734b861_headroom_H2_Msmall_small_step_pitch_repeat0,headroom_H2_Msmall_small_step_pitch_repeat0,small_step_pitch,pitch,True,pitch,,0.65,1.0,0.25,2.5,0.2,False,safe,True,False,,1780996166.144,1780996166.144,0.0,0.0,0.0,0.0,0.0,0.0,False,False,runs/mantis_witness_px4_stabilized_pitch_seed0_v1/queries/8534bb1a14ed0591_px4_stabilized_pitch_0_params804734b861_headroom_H2_Msmall_small_step_pitch_repeat0/raw_log.ulg,,
e43dcb36cc95c1fc_px4_stabilized_pitch_0_params804734b861_headroom_H2_Mstrong_P0_strong_step_A0p9_hold2_repeat0,headroom_H2_Mstrong_P0_strong_step_A0p9_hold2_repeat0,strong_step_A0p9_hold2,pitch,True,pitch,,0.65,1.0,0.25,2.5,0.2,True,safe,True,False,,1780996200.842,1780996201.646,1.0371577932117304,0.7668008546879376,0.7393290198528153,2.3898247480392456,0.10000014305114746,0.10000014305114746,True,False,runs/mantis_witness_px4_stabilized_pitch_seed0_v1/queries/e43dcb36cc95c1fc_px4_stabilized_pitch_0_params804734b861_headroom_H2_Mstrong_P0_strong_step_A0p9_hold2_repeat0/raw_log.ulg,True,True
1c2d1caedf9d81b3_px4_stabilized_pitch_0_params804734b861_headroom_H2_Mstrong_P0_strong_doublet_A0p9_hold2_repeat0,headroom_H2_Mstrong_P0_strong_doublet_A0p9_hold2_repeat0,strong_doublet_A0p9_hold2,pitch,True,pitch,,0.65,1.0,0.25,2.5,0.2,True,safe,True,False,,1780996240.555,1780996241.547,0.9944800452807948,0.626018690721602,0.6294934661507898,2.1816869266331196,0.07599973678588867,0.07599973678588867,True,False,runs/mantis_witness_px4_stabilized_pitch_seed0_v1/queries/1c2d1caedf9d81b3_px4_stabilized_pitch_0_params804734b861_headroom_H2_Mstrong_P0_strong_doublet_A0p9_hold2_repeat0/raw_log.ulg,True,True
f6e2f9116e805112_px4_stabilized_pitch_0_params804734b861_headroom_H2_Mstrong_P0_pulse_train_A0p9_repeat3_repeat0,headroom_H2_Mstrong_P0_pulse_train_A0p9_repeat3_repeat0,pulse_train_A0p9_repeat3,pitch,True,pitch,,0.65,1.0,0.25,2.5,0.2,True,safe,True,False,,1780996278.23,1780996279.618,0.9476509724613387,0.6930051509320942,0.7312873315922934,2.2025462090969086,0.11599993705749512,0.11599993705749512,True,False,runs/mantis_witness_px4_stabilized_pitch_seed0_v1/queries/f6e2f9116e805112_px4_stabilized_pitch_0_params804734b861_headroom_H2_Mstrong_P0_pulse_train_A0p9_repeat3_repeat0/raw_log.ulg,True,True
ee5d4935aca9c8b1_px4_stabilized_pitch_0_params804734b861_headroom_H2_Mstrong_P0_reversal_A0p9_fast_repeat0,headroom_H2_Mstrong_P0_reversal_A0p9_fast_repeat0,reversal_A0p9_fast,pitch,True,pitch,,0.65,1.0,0.25,2.5,0.2,True,safe,True,False,,1780996316.692,1780996318.692,0.9923451769515335,0.6404132718402026,0.6453533374420588,2.1804890463118767,0.17999982833862305,0.17999982833862305,True,False,runs/mantis_witness_px4_stabilized_pitch_seed0_v1/queries/ee5d4935aca9c8b1_px4_stabilized_pitch_0_params804734b861_headroom_H2_Mstrong_P0_reversal_A0p9_fast_repeat0/raw_log.ulg,True,True
f6e2f9116e805112_px4_stabilized_pitch_0_params804734b861_headroom_H2_Mstrong_P0_pulse_train_A1p0_repeat3_repeat0,headroom_H2_Mstrong_P0_pulse_train_A1p0_repeat3_repeat0,pulse_train_A1p0_repeat3,pitch,True,pitch,,0.65,1.0,0.25,2.5,0.2,True,safe,True,False,,1780996356.074,1780996357.07,1.073108706068436,0.8903696162411807,0.8297105514158402,2.488262712955475,0.1640002727508545,0.1640002727508545,True,False,runs/mantis_witness_px4_stabilized_pitch_seed0_v1/queries/f6e2f9116e805112_px4_stabilized_pitch_0_params804734b861_headroom_H2_Mstrong_P0_pulse_train_A1p0_repeat3_repeat0/raw_log.ulg,True,True
e45caa1ebbc1530c_px4_stabilized_pitch_0_params804734b861_headroom_H2_Mstrong_P0_strong_doublet_A0p7_hold1_repeat0,headroom_H2_Mstrong_P0_strong_doublet_A0p7_hold1_repeat0,strong_doublet_A0p7_hold1,pitch,True,pitch,,0.65,1.0,0.25,2.5,0.2,True,safe,True,False,,1780996392.658,1780996392.854,0.5959053615256708,0.4517058170661425,0.758016031118867,0.7965011596679688,0.0,0.0,False,False,runs/mantis_witness_px4_stabilized_pitch_seed0_v1/queries/e45caa1ebbc1530c_px4_stabilized_pitch_0_params804734b861_headroom_H2_Mstrong_P0_strong_doublet_A0p7_hold1_repeat0/raw_log.ulg,True,True
e45caa1ebbc1530c_px4_stabilized_pitch_0_params804734b861_headroom_H2_Mstrong_P0_strong_step_pitch_0p7_repeat0,headroom_H2_Mstrong_P0_strong_step_pitch_0p7_repeat0,strong_step_pitch_0p7,pitch,True,pitch,,0.65,1.0,0.25,2.5,0.2,False,safe,True,False,,1780996439.442,1780996439.442,0.0,0.0,0.0,0.0,0.0,0.0,False,False,runs/mantis_witness_px4_stabilized_pitch_seed0_v1/queries/e45caa1ebbc1530c_px4_stabilized_pitch_0_params804734b861_headroom_H2_Mstrong_P0_strong_step_pitch_0p7_repeat0/raw_log.ulg,,
f6e2f9116e805112_px4_stabilized_pitch_0_params804734b861_headroom_H2_Mstrong_P0_pulse_train_A0p7_repeat3_repeat0,headroom_H2_Mstrong_P0_pulse_train_A0p7_repeat3_repeat0,pulse_train_A0p7_repeat3,pitch,True,pitch,,0.65,1.0,0.25,2.5,0.2,True,safe,True,False,,1780996475.789,1780996477.393,0.9849046730660715,0.7200686672386417,0.7311049352593908,2.24575999379158,0.2200002670288086,0.2200002670288086,True,False,runs/mantis_witness_px4_stabilized_pitch_seed0_v1/queries/f6e2f9116e805112_px4_stabilized_pitch_0_params804734b861_headroom_H2_Mstrong_P0_pulse_train_A0p7_repeat3_repeat0/raw_log.ulg,True,True
7b6436b0c98f6238_px4_stabilized_pitch_0_paramsa4089e0649_headroom_H3_M0_hover_no_input_repeat0,headroom_H3_M0_hover_no_input_repeat0,hover_no_input,pitch,True,pitch,,0.65,1.0,0.25,2.5,0.2,False,safe,True,False,,1780996437.809,1780996437.809,0.0,0.0,0.0,0.0,0.0,0.0,False,False,runs/mantis_witness_px4_stabilized_pitch_seed0_v1/queries/7b6436b0c98f6238_px4_stabilized_pitch_0_paramsa4089e0649_headroom_H3_M0_hover_no_input_repeat0/raw_log.ulg,,
8534bb1a14ed0591_px4_stabilized_pitch_0_paramsa4089e0649_headroom_H3_Msmall_small_step_pitch_repeat0,headroom_H3_Msmall_small_step_pitch_repeat0,small_step_pitch,pitch,True,pitch,,0.65,1.0,0.25,2.5,0.2,True,safe,True,False,,1780996552.229,1780996552.417,0.30885675662228623,0.20614996927477616,0.667461419750922,0.33272045850753784,0.0,0.0,False,False,runs/mantis_witness_px4_stabilized_pitch_seed0_v1/queries/8534bb1a14ed0591_px4_stabilized_pitch_0_paramsa4089e0649_headroom_H3_Msmall_small_step_pitch_repeat0/raw_log.ulg,True,True
e43dcb36cc95c1fc_px4_stabilized_pitch_0_paramsa4089e0649_headroom_H3_Mstrong_P0_strong_step_A0p9_hold2_repeat0,headroom_H3_Mstrong_P0_strong_step_A0p9_hold2_repeat0,strong_step_A0p9_hold2,pitch,True,pitch,,0.65,1.0,0.25,2.5,0.2,True,safe,True,False,,1780996591.111,1780996591.891,0.8721701291709923,0.5394385810634269,0.6185015549387932,2.0747252851724625,0.039999961853027344,0.039999961853027344,True,False,runs/mantis_witness_px4_stabilized_pitch_seed0_v1/queries/e43dcb36cc95c1fc_px4_stabilized_pitch_0_paramsa4089e0649_headroom_H3_Mstrong_P0_strong_step_A0p9_hold2_repeat0/raw_log.ulg,True,True
1c2d1caedf9d81b3_px4_stabilized_pitch_0_paramsa4089e0649_headroom_H3_Mstrong_P0_strong_doublet_A0p9_hold2_repeat0,headroom_H3_Mstrong_P0_strong_doublet_A0p9_hold2_repeat0,strong_doublet_A0p9_hold2,pitch,True,pitch,,0.65,1.0,0.25,2.5,0.2,True,safe,True,False,,1780996629.151,1780996630.151,1.0772410136594557,0.7738569056198441,0.7183693303609036,2.208263635635376,0.18399977684020996,0.18399977684020996,True,False,runs/mantis_witness_px4_stabilized_pitch_seed0_v1/queries/1c2d1caedf9d81b3_px4_stabilized_pitch_0_paramsa4089e0649_headroom_H3_Mstrong_P0_strong_doublet_A0p9_hold2_repeat0/raw_log.ulg,True,True
f6e2f9116e805112_px4_stabilized_pitch_0_paramsa4089e0649_headroom_H3_Mstrong_P0_pulse_train_A0p9_repeat3_repeat0,headroom_H3_Mstrong_P0_pulse_train_A0p9_repeat3_repeat0,pulse_train_A0p9_repeat3,pitch,True,pitch,,0.65,1.0,0.25,2.5,0.2,True,safe,True,False,,1780996669.116,1780996670.516,1.0072995240974132,0.6952561530729743,0.6902178909455515,2.078774705529213,0.14399981498718262,0.14399981498718262,True,False,runs/mantis_witness_px4_stabilized_pitch_seed0_v1/queries/f6e2f9116e805112_px4_stabilized_pitch_0_paramsa4089e0649_headroom_H3_Mstrong_P0_pulse_train_A0p9_repeat3_repeat0/raw_log.ulg,True,True
ee5d4935aca9c8b1_px4_stabilized_pitch_0_paramsa4089e0649_headroom_H3_Mstrong_P0_reversal_A0p9_fast_repeat0,headroom_H3_Mstrong_P0_reversal_A0p9_fast_repeat0,reversal_A0p9_fast,pitch,True,pitch,,0.65,1.0,0.25,2.5,0.2,True,safe,True,False,,1780996713.023,1780996715.223,0.9091753831960303,0.6034383496236352,0.6637205106701903,2.1209160836879164,0.19999980926513672,0.19999980926513672,True,False,runs/mantis_witness_px4_stabilized_pitch_seed0_v1/queries/ee5d4935aca9c8b1_px4_stabilized_pitch_0_paramsa4089e0649_headroom_H3_Mstrong_P0_reversal_A0p9_fast_repeat0/raw_log.ulg,True,True
f6e2f9116e805112_px4_stabilized_pitch_0_paramsa4089e0649_headroom_H3_Mstrong_P0_pulse_train_A1p0_repeat3_repeat0,headroom_H3_Mstrong_P0_pulse_train_A1p0_repeat3_repeat0,pulse_train_A1p0_repeat3,pitch,True,pitch,,0.65,1.0,0.25,2.5,0.2,True,safe,True,False,,1780996748.584,1780996749.984,0.9669000912369957,0.7083157947599624,0.7325635825039425,2.2768081426620483,0.17599987983703613,0.17599987983703613,True,False,runs/mantis_witness_px4_stabilized_pitch_seed0_v1/queries/f6e2f9116e805112_px4_stabilized_pitch_0_paramsa4089e0649_headroom_H3_Mstrong_P0_pulse_train_A1p0_repeat3_repeat0/raw_log.ulg,True,True
e45caa1ebbc1530c_px4_stabilized_pitch_0_paramsa4089e0649_headroom_H3_Mstrong_P0_strong_doublet_A0p7_hold1_repeat0,headroom_H3_Mstrong_P0_strong_doublet_A0p7_hold1_repeat0,strong_doublet_A0p7_hold1,pitch,True,pitch,,0.65,1.0,0.25,2.5,0.2,True,safe,True,False,,1780996792.022,1780996792.226,1.2305181980308693,0.6558777570968106,0.5330093924221322,1.610597672386193,0.019999980926513672,0.019999980926513672,True,False,runs/mantis_witness_px4_stabilized_pitch_seed0_v1/queries/e45caa1ebbc1530c_px4_stabilized_pitch_0_paramsa4089e0649_headroom_H3_Mstrong_P0_strong_doublet_A0p7_hold1_repeat0/raw_log.ulg,True,True
e45caa1ebbc1530c_px4_stabilized_pitch_0_paramsa4089e0649_headroom_H3_Mstrong_P0_strong_step_pitch_0p7_repeat0,headroom_H3_Mstrong_P0_strong_step_pitch_0p7_repeat0,strong_step_pitch_0p7,pitch,True,pitch,,0.65,1.0,0.25,2.5,0.2,False,safe,True,False,,1780996827.256,1780996827.256,0.0,0.0,0.0,0.0,0.0,0.0,False,False,runs/mantis_witness_px4_stabilized_pitch_seed0_v1/queries/e45caa1ebbc1530c_px4_stabilized_pitch_0_paramsa4089e0649_headroom_H3_Mstrong_P0_strong_step_pitch_0p7_repeat0/raw_log.ulg,,
f6e2f9116e805112_px4_stabilized_pitch_0_paramsa4089e0649_headroom_H3_Mstrong_P0_pulse_train_A0p7_repeat3_repeat0,headroom_H3_Mstrong_P0_pulse_train_A0p7_repeat3_repeat0,pulse_train_A0p7_repeat3,pitch,True,pitch,,0.65,1.0,0.25,2.5,0.2,True,safe,True,False,,1780996868.773,1780996870.181,0.9679658791440549,0.863875058791768,0.8924643702892384,2.341567814350128,0.21599984169006348,0.21599984169006348,True,False,runs/mantis_witness_px4_stabilized_pitch_seed0_v1/queries/f6e2f9116e805112_px4_stabilized_pitch_0_paramsa4089e0649_headroom_H3_Mstrong_P0_pulse_train_A0p7_repeat3_repeat0/raw_log.ulg,True,True
