eval_id,point_index,arm,stage,label,theta_hash,theta_path,repeats,point_elapsed_wall_time_s,max_abs_theta,amplitude_class,support_size_abs_gt_0p1,active_channels_abs_gt_0p1,robustness_class,negative_mean_rejected_by_2sigma_gate,rho_mean_post_neutral_xy_drift,rho_std_post_neutral_xy_drift,rho_min_post_neutral_xy_drift,rho_max_post_neutral_xy_drift,rho_nonpositive_post_neutral_xy_drift,rho_mean_post_neutral_alt_drift,rho_std_post_neutral_alt_drift,rho_min_post_neutral_alt_drift,rho_max_post_neutral_alt_drift,rho_nonpositive_post_neutral_alt_drift,rho_mean_post_neutral_xy_velocity,rho_std_post_neutral_xy_velocity,rho_min_post_neutral_xy_velocity,rho_max_post_neutral_xy_velocity,rho_nonpositive_post_neutral_xy_velocity
97,17,B,random_endpoint,rand0003,1ab5c0d0f90b9060,runs/direction_a_px4_position_seed0_v0/thetas/B_00097_1ab5c0d0f90b9060.npy,5,102.34794824395794,0.4519552994823258,interior,28,"pitch,roll,throttle,yaw",robust_violation,False,0.8719371755694402,0.03540831991702776,0.8390224802388768,0.9273558532646837,0,0.8252663612365723,0.013954028620990527,0.8079047203063965,0.8460016250610352,0,-0.12979052263626678,0.02455016854463308,-0.14347559377741925,-0.08632123159051086,5
107,27,B,scale_bisection,rand0004_iter01_a0p7500,4f9e4e8096aeac56,runs/direction_a_px4_position_seed0_v0/thetas/B_00107_4f9e4e8096aeac56.npy,5,101.7672040349571,0.4947269496917144,interior,32,"pitch,roll,throttle,yaw",robust_violation,False,0.4474459495193951,0.04048823891668648,0.39635644702746187,0.5004246498526685,0,0.9929817199707032,0.001299484388825723,0.9910321235656738,0.9945659637451172,0,-0.45570878228293366,0.020746847889899615,-0.4735783419981041,-0.42062167801771255,5
116,36,B,scale_bisection,rand0005_iter02_a0p6250,9fd92bf79a81d85e,runs/direction_a_px4_position_seed0_v0/thetas/B_00116_9fd92bf79a81d85e.npy,5,101.89688502502395,0.4261430019508351,interior,26,"pitch,roll,throttle,yaw",robust_violation,False,0.9577882780819402,0.01691558450107219,0.9411539445159836,0.9806335157444048,0,0.9355296134948731,0.00434036037324233,0.9305334091186523,0.9424772262573242,0,-0.07810992088493526,0.0059132869926727906,-0.08530914324338168,-0.07194432351268953,5
119,39,B,scale_bisection,rand0005_iter05_a0p6094,1875150e5456d715,runs/direction_a_px4_position_seed0_v0/thetas/B_00119_1875150e5456d715.npy,5,102.07667133497307,0.41548942690206425,interior,25,"pitch,roll,throttle,yaw",robust_violation,False,1.0513145904958638,0.03383923819495567,0.9950136859915841,1.0806603642104131,0,0.9397014617919922,0.005757818591265321,0.9340004920959473,0.9472713470458984,0,-0.027394851788815754,0.006425858003548985,-0.035547024491717316,-0.019301977483644484,5
147,67,B,scale_bisection,rand0010_iter00_a0p5000,b6f37638eecd435d,runs/direction_a_px4_position_seed0_v0/thetas/B_00147_b6f37638eecd435d.npy,5,102.0728216060088,0.45887682712677935,interior,31,"pitch,roll,throttle,yaw",robust_violation,False,0.36097149795712374,0.027853245473643984,0.3297098813099806,0.3876670554210351,0,0.979643726348877,0.0023112263708009893,0.9774026870727539,0.9828791618347168,0,-0.5761638471178098,0.009529025181539235,-0.5862141393824762,-0.5638608712295601,5
150,70,B,scale_bisection,rand0010_iter03_a0p4375,f683a5684a3befee,runs/direction_a_px4_position_seed0_v0/thetas/B_00150_f683a5684a3befee.npy,5,102.2903291679686,0.4015172237359319,interior,27,"pitch,roll,throttle,yaw",robust_violation,False,0.7450767279471074,0.03730851344580045,0.6958470645733732,0.7986123204725337,0,0.985956859588623,0.003605093988004887,0.981722354888916,0.9898052215576172,0,-0.23988073462317958,0.024487869285160686,-0.2552455349751126,-0.19647068339873974,5
151,71,B,scale_bisection,rand0010_iter04_a0p4062,a640eec192e42a4d,runs/direction_a_px4_position_seed0_v0/thetas/B_00151_a640eec192e42a4d.npy,5,101.64140038902406,0.37283742204050824,interior,27,"pitch,roll,throttle,yaw",robust_violation,False,0.9338911023411335,0.04118784054600066,0.8888098901116626,0.9978700730689447,0,0.9898125648498535,0.0031104370290177506,0.9844322204589844,0.9920806884765625,0,-0.09942903094270963,0.008710307983113829,-0.11340754943241871,-0.09001094526746778,5
164,4,C,amplitude_bisection,env0129_deg045_w07_d03_iter00_a0p5000,0556702a8ad39731,runs/direction_a_px4_position_seed0_v0/thetas/C_00164_0556702a8ad39731.npy,5,101.73106808000011,0.5,interior,6,"pitch,roll",robust_violation,False,0.793860948833224,0.045520403206532285,0.7460195983966131,0.8546567914727645,0,0.9882436752319336,0.003728682078677733,0.9838762283325195,0.9939961433410645,0,-0.21579814827218402,0.027386990442624846,-0.2407984985892353,-0.17215010254473762,5
168,8,C,amplitude_bisection,env0129_deg045_w07_d03_iter04_a0p4688,7307155a039ce0db,runs/direction_a_px4_position_seed0_v0/thetas/C_00168_7307155a039ce0db.npy,5,101.63271252601407,0.46875,interior,6,"pitch,roll",robust_violation,False,0.93768152217617,0.0843432068039038,0.8092487987427828,1.0096392491249753,0,0.9898283958435059,0.001744199690632209,0.9882841110229492,0.9927191734313965,0,-0.10159106193766303,0.041266041616683215,-0.15097508091212486,-0.044752748993631686,5
174,14,C,amplitude_bisection,env0190_deg270_w04_d05_iter00_a0p5000,f7d1cf8cc272f027,runs/direction_a_px4_position_seed0_v0/thetas/C_00174_f7d1cf8cc272f027.npy,5,101.81802757398691,0.5,interior,6,pitch,robust_violation,False,0.8280009396037359,0.030722699882852762,0.797320325895243,0.8722300472613325,0,0.9914150238037109,0.0027984674617739383,0.987546443939209,0.9942636489868164,0,-0.27569431634334424,0.018786963184361394,-0.29394010939730086,-0.2504693863811662,5
178,18,C,amplitude_bisection,env0190_deg270_w04_d05_iter04_a0p4688,afbdfb6c0cf0f9b4,runs/direction_a_px4_position_seed0_v0/thetas/C_00178_afbdfb6c0cf0f9b4.npy,5,102.31639654899482,0.46875,interior,6,pitch,robust_violation,False,0.983643657907597,0.03253297892404006,0.9332524834078084,1.0169591051057907,0,0.9881781578063965,0.004275351601790825,0.9843811988830566,0.9948825836181641,0,-0.1202765921826996,0.016175800519844748,-0.13663756184329579,-0.09810790363152488,5
179,19,C,amplitude_bisection,env0190_deg270_w04_d05_iter05_a0p4531,5847a4b75d46778f,runs/direction_a_px4_position_seed0_v0/thetas/C_00179_5847a4b75d46778f.npy,5,98.79889608098892,0.453125,interior,6,pitch,robust_violation,False,1.0933611075608312,0.05273681241733158,1.0291691205347044,1.1725820279405703,0,0.9940199851989746,0.002116715539841279,0.9915318489074707,0.9961414337158203,0,-0.0410131898450663,0.019494240937728377,-0.06386730044804545,-0.015055791563239218,5
182,22,C,amplitude_bisection,env0161_deg045_w06_d04_iter00_a0p5000,36c4ad75ca8b372b,runs/direction_a_px4_position_seed0_v0/thetas/C_00182_36c4ad75ca8b372b.npy,5,98.21575511200354,0.5,interior,8,"pitch,roll",robust_violation,False,0.3021746418707656,0.0779539396387632,0.20590454574558592,0.3878344758901431,0,0.9897577285766601,0.0037176003714483228,0.9857444763183594,0.99456787109375,0,-0.6057221788611551,0.031542194415760415,-0.6522431128656803,-0.5727269468364147,5
185,25,C,amplitude_bisection,env0161_deg045_w06_d04_iter03_a0p4375,32018296437e814e,runs/direction_a_px4_position_seed0_v0/thetas/C_00185_32018296437e814e.npy,5,101.51315869396785,0.4375,interior,8,"pitch,roll",robust_violation,False,0.7373102419338989,0.06438176477131234,0.6677363015760751,0.8404742726761063,0,0.9879744529724122,0.004696646490071017,0.9808831214904785,0.9933085441589355,0,-0.2805254123829051,0.038954021097324,-0.33123638818328227,-0.2339393648135839,5
186,26,C,amplitude_bisection,env0161_deg045_w06_d04_iter04_a0p4062,115d1049daf89b7a,runs/direction_a_px4_position_seed0_v0/thetas/C_00186_115d1049daf89b7a.npy,5,101.76301807101117,0.40625,interior,8,"pitch,roll",robust_violation,False,0.9538116847735065,0.017096071801616847,0.9318944694284546,0.9733238066933216,0,0.9918181419372558,0.0016263164662564179,0.989539623260498,0.9941091537475586,0,-0.09229208495793513,0.02120639924320243,-0.1100607263467932,-0.058316141352620754,5
191,31,C,amplitude_bisection,env0164_deg180_w06_d04_iter00_a0p5000,520f34858a740487,runs/direction_a_px4_position_seed0_v0/thetas/C_00191_520f34858a740487.npy,5,98.65878364496166,0.5,interior,4,roll,robust_violation,False,0.8818045127934913,0.040056488251633285,0.8211699914699906,0.9146364314288944,0,0.9903254508972168,0.004307146853477079,0.9861283302307129,0.9954667091369629,0,-0.14264804786724827,0.02138559592797741,-0.1733422780375442,-0.11825873202434578,5
196,36,C,amplitude_bisection,env0164_deg180_w06_d04_iter05_a0p4844,9dfde040ab231b58,runs/direction_a_px4_position_seed0_v0/thetas/C_00196_9dfde040ab231b58.npy,5,102.12801202398259,0.484375,interior,4,roll,robust_violation,False,1.02648875779383,0.0478729834351326,0.9589838471936445,1.0810464092405296,0,0.9913285255432129,0.003402258863532172,0.9877305030822754,0.9958634376525879,0,-0.04889124494504684,0.011718642787812997,-0.06418975628346901,-0.03592010579501137,5
199,39,C,amplitude_bisection,env0167_deg315_w06_d04_iter00_a0p5000,a98d7690b189a629,runs/direction_a_px4_position_seed0_v0/thetas/C_00199_a98d7690b189a629.npy,5,101.68745518103242,0.5,interior,8,"pitch,roll",robust_violation,False,0.25393058896103854,0.09601142082097366,0.15053148115891846,0.4010548929735891,0,0.9876105308532714,0.003057995947189306,0.9830188751220703,0.9910454750061035,0,-0.6352777700934911,0.03729419719888912,-0.6727382963265482,-0.5857494361806435,5
202,42,C,amplitude_bisection,env0167_deg315_w06_d04_iter03_a0p4375,65ea075e8f5028c3,runs/direction_a_px4_position_seed0_v0/thetas/C_00202_65ea075e8f5028c3.npy,5,101.84637126099551,0.4375,interior,8,"pitch,roll",robust_violation,False,0.639757589252812,0.07649968707531539,0.5614923800263154,0.7439595815115092,0,0.9884923934936524,0.004959765197942936,0.9830546379089355,0.9940276145935059,0,-0.3064724063342138,0.0412976566286422,-0.34097667021595557,-0.23694165780635723,5
