eval_id,point_index,arm,stage,label,repeat_idx,theta_hash,query_id,cache_tag,query_retry_count,repeat_elapsed_wall_time_s,robustness_post_neutral_xy_drift,robustness_post_neutral_alt_drift,robustness_post_neutral_xy_velocity,meta_scenario_id,meta_seed,meta_query_type,meta_theta_hash,meta_cache_tag,meta_wall_time_s,meta_prepare_wall_time_s,meta_run_wall_time_s,meta_parse_wall_time_s,meta_shutdown_wall_time_s,meta_total_wall_time_s,meta_adapter_arm_request_count,meta_adapter_arm_retry_count,meta_adapter_mode_switch_request_count_total,meta_adapter_mode_switch_retry_count_total,meta_adapter_mode_switch_POSCTL_request_count,meta_adapter_mode_switch_POSCTL_retry_count
0,0,A,uniform_random,sample0001,0,bd501966a1930d6f,bd501966a1930d6f_px4_position_0_direction_a_A_uniform_random_00000_sample0001_repeat0,direction_a_A_uniform_random_00000_sample0001_repeat0,0,18.63624386599986,1.9504340382050562,0.9943027496337891,0.8660401654481876,px4_position,0,direction_a_probe,bd501966a1930d6f,direction_a_A_uniform_random_00000_sample0001_repeat0,2.980230571993161,14.56339887197828,2.980230571993161,0.011507579998578876,1.049020095000742,18.604167008015793,2,1,2,0,2,0
0,0,A,uniform_random,sample0001,1,bd501966a1930d6f,bd501966a1930d6f_px4_position_0_direction_a_A_uniform_random_00000_sample0001_repeat1,direction_a_A_uniform_random_00000_sample0001_repeat1,0,18.676458747009747,1.9047038018706455,0.9928255081176758,0.8874892999179911,px4_position,0,direction_a_probe,bd501966a1930d6f,direction_a_A_uniform_random_00000_sample0001_repeat1,2.970753287023399,14.59498085899395,2.970753287023399,0.011024017003364861,1.0581190710072406,18.63488917000359,2,1,3,1,3,1
0,0,A,uniform_random,sample0001,2,bd501966a1930d6f,bd501966a1930d6f_px4_position_0_direction_a_A_uniform_random_00000_sample0001_repeat2,direction_a_A_uniform_random_00000_sample0001_repeat2,0,18.522301054996205,1.9449685744491165,0.9955348968505859,0.8747947715733747,px4_position,0,direction_a_probe,bd501966a1930d6f,direction_a_A_uniform_random_00000_sample0001_repeat2,3.0049287939909846,14.44504176900955,3.0049287939909846,0.011234061006689444,1.0340492889808957,18.495261656993534,2,1,4,2,4,2
0,0,A,uniform_random,sample0001,3,bd501966a1930d6f,bd501966a1930d6f_px4_position_0_direction_a_A_uniform_random_00000_sample0001_repeat3,direction_a_A_uniform_random_00000_sample0001_repeat3,0,18.511282772000413,1.9300396671399078,0.9956340789794922,0.8839015859695527,px4_position,0,direction_a_probe,bd501966a1930d6f,direction_a_A_uniform_random_00000_sample0001_repeat3,3.0831774410034996,14.337665867002215,3.0831774410034996,0.010790083004394546,1.0542110659880564,18.485854825994466,2,1,2,0,2,0
0,0,A,uniform_random,sample0001,4,bd501966a1930d6f,bd501966a1930d6f_px4_position_0_direction_a_A_uniform_random_00000_sample0001_repeat4,direction_a_A_uniform_random_00000_sample0001_repeat4,0,18.621171143022366,1.9533095400008422,0.9940381050109863,0.8982152793946636,px4_position,0,direction_a_probe,bd501966a1930d6f,direction_a_A_uniform_random_00000_sample0001_repeat4,2.9817968260031193,14.54868242397788,2.9817968260031193,0.011822055006632581,1.039750872994773,18.58206049798173,2,1,3,1,3,1
1,1,A,uniform_random,sample0002,0,b9a6f541d1f35109,b9a6f541d1f35109_px4_position_0_direction_a_A_uniform_random_00001_sample0002_repeat0,direction_a_A_uniform_random_00001_sample0002_repeat0,0,18.464937656011898,1.6965369936086758,0.9050359725952148,0.5391171323252673,px4_position,0,direction_a_probe,b9a6f541d1f35109,direction_a_A_uniform_random_00001_sample0002_repeat0,2.9856296310026664,14.4151131179824,2.9856296310026664,0.010970425995765254,1.0238274069852196,18.435549990012078,2,1,3,1,3,1
1,1,A,uniform_random,sample0002,1,b9a6f541d1f35109,b9a6f541d1f35109_px4_position_0_direction_a_A_uniform_random_00001_sample0002_repeat1,direction_a_A_uniform_random_00001_sample0002_repeat1,0,18.567610964993946,1.6569040235851658,0.8987321853637695,0.5232141840319628,px4_position,0,direction_a_probe,b9a6f541d1f35109,direction_a_A_uniform_random_00001_sample0002_repeat1,2.9870809870189987,14.492132229002891,2.9870809870189987,0.01301478999084793,1.0392827420146205,18.531520315998932,2,1,2,0,2,0
1,1,A,uniform_random,sample0002,2,b9a6f541d1f35109,b9a6f541d1f35109_px4_position_0_direction_a_A_uniform_random_00001_sample0002_repeat2,direction_a_A_uniform_random_00001_sample0002_repeat2,0,18.768779951002216,1.7828194025997148,0.8945198059082031,0.6383289972748557,px4_position,0,direction_a_probe,b9a6f541d1f35109,direction_a_A_uniform_random_00001_sample0002_repeat2,2.9952544090047013,14.696274021000136,2.9952544090047013,0.013587588007794693,1.03426954097813,18.739394839009037,2,1,4,2,4,2
1,1,A,uniform_random,sample0002,3,b9a6f541d1f35109,b9a6f541d1f35109_px4_position_0_direction_a_A_uniform_random_00001_sample0002_repeat3,direction_a_A_uniform_random_00001_sample0002_repeat3,0,18.636009193985956,1.6732143780481816,0.8986659049987793,0.5247119687032156,px4_position,0,direction_a_probe,b9a6f541d1f35109,direction_a_A_uniform_random_00001_sample0002_repeat3,2.977454834996024,14.569704940979136,2.977454834996024,0.011379662988474593,1.03548610501457,18.594034248002572,2,1,3,1,3,1
1,1,A,uniform_random,sample0002,4,b9a6f541d1f35109,b9a6f541d1f35109_px4_position_0_direction_a_A_uniform_random_00001_sample0002_repeat4,direction_a_A_uniform_random_00001_sample0002_repeat4,0,20.74118256600923,1.6971207129745918,0.8760356903076172,0.5577436402450963,px4_position,0,direction_a_probe,b9a6f541d1f35109,direction_a_A_uniform_random_00001_sample0002_repeat4,3.0453185939986724,16.625001020001946,3.0453185939986724,0.011556459008716047,1.0326585120055825,20.71454450499732,3,2,3,1,3,1
