arm,j5_point_count,successful_query_count,robust_violation_count,robust_safe_count,noise_band_count,interior_robust_violation_count,moderate_robust_violation_count,saturated_robust_violation_count,negative_mean_rejected_by_2sigma_gate_count,amplitude_distribution_robust_violations,gentlest_robust_violation,interior_violation_supports
A,80,400,47,26,7,0,33,14,3,"{'min': 0.5766638525222316, 'p05': 0.6038550263591551, 'p10': 0.648252304369378, 'p25': 0.7355567658371801, 'median': 0.8295991579013188, 'p75': 0.92731608267694, 'p90': 0.9724598616969132, 'p95': 0.9835241211601915, 'max': 0.999646962847923}","{'arm': 'A', 'eval_id': 9, 'theta_hash': 'd5b00ffc1e75c52e', 'theta_path': 'runs/direction_a_px4_position_seed0_v0/thetas/A_00009_d5b00ffc1e75c52e.npy', 'stage': 'uniform_random', 'label': 'sample0010', 'max_abs_theta': 0.5766638525222316, 'amplitude_class': 'moderate', 'support_size_abs_gt_0p1': 26, 'active_channels_abs_gt_0p1': 'pitch,roll,throttle,yaw', 'rho_mean_post_neutral_xy_velocity': -0.079921375643588, 'rho_std_post_neutral_xy_velocity': 0.03983322777734033, 'rho_mean_post_neutral_xy_drift': 0.8961285550021193, 'rho_std_post_neutral_xy_drift': 0.07795578380867928, 'rho_mean_post_neutral_alt_drift': 0.9785481452941894, 'rho_std_post_neutral_alt_drift': 0.002842871153266704}",[]
B,80,400,24,28,28,7,14,3,15,"{'min': 0.37283742204050824, 'p05': 0.40361305421085175, 'p10': 0.41868549941669553, 'p25': 0.4857644190504806, 'median': 0.6057984049076456, 'p75': 0.7201416977820786, 'p90': 0.8754349521137447, 'p95': 0.9468749449685406, 'max': 0.9894685636868281}","{'arm': 'B', 'eval_id': 151, 'theta_hash': 'a640eec192e42a4d', 'theta_path': 'runs/direction_a_px4_position_seed0_v0/thetas/B_00151_a640eec192e42a4d.npy', 'stage': 'scale_bisection', 'label': 'rand0010_iter04_a0p4062', 'max_abs_theta': 0.37283742204050824, 'amplitude_class': 'interior', 'support_size_abs_gt_0p1': 27, 'active_channels_abs_gt_0p1': 'pitch,roll,throttle,yaw', 'rho_mean_post_neutral_xy_velocity': -0.09942903094270963, 'rho_std_post_neutral_xy_velocity': 0.008710307983113829, 'rho_mean_post_neutral_xy_drift': 0.9338911023411335, 'rho_std_post_neutral_xy_drift': 0.04118784054600066, 'rho_mean_post_neutral_alt_drift': 0.9898125648498535, 'rho_std_post_neutral_alt_drift': 0.0031104370290177506}","[{'arm': 'B', 'eval_id': 97, 'theta_hash': '1ab5c0d0f90b9060', 'theta_path': 'runs/direction_a_px4_position_seed0_v0/thetas/B_00097_1ab5c0d0f90b9060.npy', 'max_abs_theta': 0.4519552994823258, 'support_size_abs_gt_0p1': 28, 'active_channels_abs_gt_0p1': 'pitch,roll,throttle,yaw', 'rho_mean_post_neutral_xy_velocity': -0.12979052263626678, 'rho_std_post_neutral_xy_velocity': 0.02455016854463308}, {'arm': 'B', 'eval_id': 107, 'theta_hash': '4f9e4e8096aeac56', 'theta_path': 'runs/direction_a_px4_position_seed0_v0/thetas/B_00107_4f9e4e8096aeac56.npy', 'max_abs_theta': 0.4947269496917144, 'support_size_abs_gt_0p1': 32, 'active_channels_abs_gt_0p1': 'pitch,roll,throttle,yaw', 'rho_mean_post_neutral_xy_velocity': -0.45570878228293366, 'rho_std_post_neutral_xy_velocity': 0.020746847889899615}, {'arm': 'B', 'eval_id': 116, 'theta_hash': '9fd92bf79a81d85e', 'theta_path': 'runs/direction_a_px4_position_seed0_v0/thetas/B_00116_9fd92bf79a81d85e.npy', 'max_abs_theta': 0.4261430019508351, 'support_size_abs_gt_0p1': 26, 'active_channels_abs_gt_0p1': 'pitch,roll,throttle,yaw', 'rho_mean_post_neutral_xy_velocity': -0.07810992088493526, 'rho_std_post_neutral_xy_velocity': 0.0059132869926727906}, {'arm': 'B', 'eval_id': 119, 'theta_hash': '1875150e5456d715', 'theta_path': 'runs/direction_a_px4_position_seed0_v0/thetas/B_00119_1875150e5456d715.npy', 'max_abs_theta': 0.41548942690206425, 'support_size_abs_gt_0p1': 25, 'active_channels_abs_gt_0p1': 'pitch,roll,throttle,yaw', 'rho_mean_post_neutral_xy_velocity': -0.027394851788815754, 'rho_std_post_neutral_xy_velocity': 0.006425858003548985}, {'arm': 'B', 'eval_id': 147, 'theta_hash': 'b6f37638eecd435d', 'theta_path': 'runs/direction_a_px4_position_seed0_v0/thetas/B_00147_b6f37638eecd435d.npy', 'max_abs_theta': 0.45887682712677935, 'support_size_abs_gt_0p1': 31, 'active_channels_abs_gt_0p1': 'pitch,roll,throttle,yaw', 'rho_mean_post_neutral_xy_velocity': -0.5761638471178098, 'rho_std_post_neutral_xy_velocity': 0.009529025181539235}, {'arm': 'B', 'eval_id': 150, 'theta_hash': 'f683a5684a3befee', 'theta_path': 'runs/direction_a_px4_position_seed0_v0/thetas/B_00150_f683a5684a3befee.npy', 'max_abs_theta': 0.4015172237359319, 'support_size_abs_gt_0p1': 27, 'active_channels_abs_gt_0p1': 'pitch,roll,throttle,yaw', 'rho_mean_post_neutral_xy_velocity': -0.23988073462317958, 'rho_std_post_neutral_xy_velocity': 0.024487869285160686}, {'arm': 'B', 'eval_id': 151, 'theta_hash': 'a640eec192e42a4d', 'theta_path': 'runs/direction_a_px4_position_seed0_v0/thetas/B_00151_a640eec192e42a4d.npy', 'max_abs_theta': 0.37283742204050824, 'support_size_abs_gt_0p1': 27, 'active_channels_abs_gt_0p1': 'pitch,roll,throttle,yaw', 'rho_mean_post_neutral_xy_velocity': -0.09942903094270963, 'rho_std_post_neutral_xy_velocity': 0.008710307983113829}]"
C,80,400,32,28,20,18,6,8,10,"{'min': 0.40625, 'p05': 0.4234375, 'p10': 0.4390625, 'p25': 0.46875, 'median': 0.5, 'p75': 0.8125, 'p90': 1.0, 'p95': 1.0, 'max': 1.0}","{'arm': 'C', 'eval_id': 186, 'theta_hash': '115d1049daf89b7a', 'theta_path': 'runs/direction_a_px4_position_seed0_v0/thetas/C_00186_115d1049daf89b7a.npy', 'stage': 'amplitude_bisection', 'label': 'env0161_deg045_w06_d04_iter04_a0p4062', 'max_abs_theta': 0.40625, 'amplitude_class': 'interior', 'support_size_abs_gt_0p1': 8, 'active_channels_abs_gt_0p1': 'pitch,roll', 'rho_mean_post_neutral_xy_velocity': -0.09229208495793513, 'rho_std_post_neutral_xy_velocity': 0.02120639924320243, 'rho_mean_post_neutral_xy_drift': 0.9538116847735065, 'rho_std_post_neutral_xy_drift': 0.017096071801616847, 'rho_mean_post_neutral_alt_drift': 0.9918181419372558, 'rho_std_post_neutral_alt_drift': 0.0016263164662564179}","[{'arm': 'C', 'eval_id': 164, 'theta_hash': '0556702a8ad39731', 'theta_path': 'runs/direction_a_px4_position_seed0_v0/thetas/C_00164_0556702a8ad39731.npy', 'max_abs_theta': 0.5, 'support_size_abs_gt_0p1': 6, 'active_channels_abs_gt_0p1': 'pitch,roll', 'rho_mean_post_neutral_xy_velocity': -0.21579814827218402, 'rho_std_post_neutral_xy_velocity': 0.027386990442624846}, {'arm': 'C', 'eval_id': 168, 'theta_hash': '7307155a039ce0db', 'theta_path': 'runs/direction_a_px4_position_seed0_v0/thetas/C_00168_7307155a039ce0db.npy', 'max_abs_theta': 0.46875, 'support_size_abs_gt_0p1': 6, 'active_channels_abs_gt_0p1': 'pitch,roll', 'rho_mean_post_neutral_xy_velocity': -0.10159106193766303, 'rho_std_post_neutral_xy_velocity': 0.041266041616683215}, {'arm': 'C', 'eval_id': 174, 'theta_hash': 'f7d1cf8cc272f027', 'theta_path': 'runs/direction_a_px4_position_seed0_v0/thetas/C_00174_f7d1cf8cc272f027.npy', 'max_abs_theta': 0.5, 'support_size_abs_gt_0p1': 6, 'active_channels_abs_gt_0p1': 'pitch', 'rho_mean_post_neutral_xy_velocity': -0.27569431634334424, 'rho_std_post_neutral_xy_velocity': 0.018786963184361394}, {'arm': 'C', 'eval_id': 178, 'theta_hash': 'afbdfb6c0cf0f9b4', 'theta_path': 'runs/direction_a_px4_position_seed0_v0/thetas/C_00178_afbdfb6c0cf0f9b4.npy', 'max_abs_theta': 0.46875, 'support_size_abs_gt_0p1': 6, 'active_channels_abs_gt_0p1': 'pitch', 'rho_mean_post_neutral_xy_velocity': -0.1202765921826996, 'rho_std_post_neutral_xy_velocity': 0.016175800519844748}, {'arm': 'C', 'eval_id': 179, 'theta_hash': '5847a4b75d46778f', 'theta_path': 'runs/direction_a_px4_position_seed0_v0/thetas/C_00179_5847a4b75d46778f.npy', 'max_abs_theta': 0.453125, 'support_size_abs_gt_0p1': 6, 'active_channels_abs_gt_0p1': 'pitch', 'rho_mean_post_neutral_xy_velocity': -0.0410131898450663, 'rho_std_post_neutral_xy_velocity': 0.019494240937728377}, {'arm': 'C', 'eval_id': 182, 'theta_hash': '36c4ad75ca8b372b', 'theta_path': 'runs/direction_a_px4_position_seed0_v0/thetas/C_00182_36c4ad75ca8b372b.npy', 'max_abs_theta': 0.5, 'support_size_abs_gt_0p1': 8, 'active_channels_abs_gt_0p1': 'pitch,roll', 'rho_mean_post_neutral_xy_velocity': -0.6057221788611551, 'rho_std_post_neutral_xy_velocity': 0.031542194415760415}, {'arm': 'C', 'eval_id': 185, 'theta_hash': '32018296437e814e', 'theta_path': 'runs/direction_a_px4_position_seed0_v0/thetas/C_00185_32018296437e814e.npy', 'max_abs_theta': 0.4375, 'support_size_abs_gt_0p1': 8, 'active_channels_abs_gt_0p1': 'pitch,roll', 'rho_mean_post_neutral_xy_velocity': -0.2805254123829051, 'rho_std_post_neutral_xy_velocity': 0.038954021097324}, {'arm': 'C', 'eval_id': 186, 'theta_hash': '115d1049daf89b7a', 'theta_path': 'runs/direction_a_px4_position_seed0_v0/thetas/C_00186_115d1049daf89b7a.npy', 'max_abs_theta': 0.40625, 'support_size_abs_gt_0p1': 8, 'active_channels_abs_gt_0p1': 'pitch,roll', 'rho_mean_post_neutral_xy_velocity': -0.09229208495793513, 'rho_std_post_neutral_xy_velocity': 0.02120639924320243}, {'arm': 'C', 'eval_id': 191, 'theta_hash': '520f34858a740487', 'theta_path': 'runs/direction_a_px4_position_seed0_v0/thetas/C_00191_520f34858a740487.npy', 'max_abs_theta': 0.5, 'support_size_abs_gt_0p1': 4, 'active_channels_abs_gt_0p1': 'roll', 'rho_mean_post_neutral_xy_velocity': -0.14264804786724827, 'rho_std_post_neutral_xy_velocity': 0.02138559592797741}, {'arm': 'C', 'eval_id': 196, 'theta_hash': '9dfde040ab231b58', 'theta_path': 'runs/direction_a_px4_position_seed0_v0/thetas/C_00196_9dfde040ab231b58.npy', 'max_abs_theta': 0.484375, 'support_size_abs_gt_0p1': 4, 'active_channels_abs_gt_0p1': 'roll', 'rho_mean_post_neutral_xy_velocity': -0.04889124494504684, 'rho_std_post_neutral_xy_velocity': 0.011718642787812997}, {'arm': 'C', 'eval_id': 199, 'theta_hash': 'a98d7690b189a629', 'theta_path': 'runs/direction_a_px4_position_seed0_v0/thetas/C_00199_a98d7690b189a629.npy', 'max_abs_theta': 0.5, 'support_size_abs_gt_0p1': 8, 'active_channels_abs_gt_0p1': 'pitch,roll', 'rho_mean_post_neutral_xy_velocity': -0.6352777700934911, 'rho_std_post_neutral_xy_velocity': 0.03729419719888912}, {'arm': 'C', 'eval_id': 202, 'theta_hash': '65ea075e8f5028c3', 'theta_path': 'runs/direction_a_px4_position_seed0_v0/thetas/C_00202_65ea075e8f5028c3.npy', 'max_abs_theta': 0.4375, 'support_size_abs_gt_0p1': 8, 'active_channels_abs_gt_0p1': 'pitch,roll', 'rho_mean_post_neutral_xy_velocity': -0.3064724063342138, 'rho_std_post_neutral_xy_velocity': 0.0412976566286422}, {'arm': 'C', 'eval_id': 203, 'theta_hash': 'c22e3f18f193458b', 'theta_path': 'runs/direction_a_px4_position_seed0_v0/thetas/C_00203_c22e3f18f193458b.npy', 'max_abs_theta': 0.40625, 'support_size_abs_gt_0p1': 8, 'active_channels_abs_gt_0p1': 'pitch,roll', 'rho_mean_post_neutral_xy_velocity': -0.09687958821115297, 'rho_std_post_neutral_xy_velocity': 0.03869205414839823}, {'arm': 'C', 'eval_id': 226, 'theta_hash': '07cb13c99e811d06', 'theta_path': 'runs/direction_a_px4_position_seed0_v0/thetas/C_00226_07cb13c99e811d06.npy', 'max_abs_theta': 0.5, 'support_size_abs_gt_0p1': 4, 'active_channels_abs_gt_0p1': 'pitch', 'rho_mean_post_neutral_xy_velocity': -0.12156258017263699, 'rho_std_post_neutral_xy_velocity': 0.02540585151267053}, {'arm': 'C', 'eval_id': 231, 'theta_hash': 'a03b4fa95d47c883', 'theta_path': 'runs/direction_a_px4_position_seed0_v0/thetas/C_00231_a03b4fa95d47c883.npy', 'max_abs_theta': 0.484375, 'support_size_abs_gt_0p1': 4, 'active_channels_abs_gt_0p1': 'pitch', 'rho_mean_post_neutral_xy_velocity': -0.059233088344094444, 'rho_std_post_neutral_xy_velocity': 0.026914764006297585}, {'arm': 'C', 'eval_id': 234, 'theta_hash': 'aec082d57a938c50', 'theta_path': 'runs/direction_a_px4_position_seed0_v0/thetas/C_00234_aec082d57a938c50.npy', 'max_abs_theta': 0.5, 'support_size_abs_gt_0p1': 6, 'active_channels_abs_gt_0p1': 'roll', 'rho_mean_post_neutral_xy_velocity': -0.2825505087145494, 'rho_std_post_neutral_xy_velocity': 0.024339615983357793}, {'arm': 'C', 'eval_id': 238, 'theta_hash': '06e3f5b3f479d040', 'theta_path': 'runs/direction_a_px4_position_seed0_v0/thetas/C_00238_06e3f5b3f479d040.npy', 'max_abs_theta': 0.46875, 'support_size_abs_gt_0p1': 6, 'active_channels_abs_gt_0p1': 'roll', 'rho_mean_post_neutral_xy_velocity': -0.13465042098956373, 'rho_std_post_neutral_xy_velocity': 0.015616155047291823}, {'arm': 'C', 'eval_id': 239, 'theta_hash': '58fb2fe932525f32', 'theta_path': 'runs/direction_a_px4_position_seed0_v0/thetas/C_00239_58fb2fe932525f32.npy', 'max_abs_theta': 0.453125, 'support_size_abs_gt_0p1': 6, 'active_channels_abs_gt_0p1': 'roll', 'rho_mean_post_neutral_xy_velocity': -0.038870416463832005, 'rho_std_post_neutral_xy_velocity': 0.011477006289615838}]"
