query_id,trace_index,scenario_id,cache_tag,failure_stage,failure_reason,target_test_mode,staging_mode_used,final_pre_maneuver_mode,time_s,requested_mode,observed_mode_before,ack_result,ack,observed_mode_after,success,request_count,reason
0535b6bad6bfc1e8_px4_acro_roll_0_params02ce265629_mantis_stage_c_att_p_x1p20_pulse_train_A0p7_repeat3_pulse_train_A0p7_repeat3_repeat0,0,px4_acro_roll,mantis_stage_c_att_p_x1p20_pulse_train_A0p7_repeat3_pulse_train_A0p7_repeat3_repeat0,,,ACRO,,ACRO,11.944544018988381,ACRO,TAKEOFF,0.0,result=0 progress=0 result_param2=0,ACRO,True,1,matched_requested_mode
0535b6bad6bfc1e8_px4_acro_roll_0_params02ce265629_mantis_stage_c_att_p_x1p20_pulse_train_A0p9_repeat3_pulse_train_A0p9_repeat3_repeat0,0,px4_acro_roll,mantis_stage_c_att_p_x1p20_pulse_train_A0p9_repeat3_pulse_train_A0p9_repeat3_repeat0,,,ACRO,,ACRO,12.009792261000257,ACRO,TAKEOFF,,,ACRO,True,1,matched_requested_mode
0535b6bad6bfc1e8_px4_acro_roll_0_params05cc449df0_mantis_stage_c_rate_p_x1p50_rate_i_x1p20_pulse_train_A0p7_repeat3_pulse_train_A0p7_repeat3_repeat0,0,px4_acro_roll,mantis_stage_c_rate_p_x1p50_rate_i_x1p20_pulse_train_A0p7_repeat3_pulse_train_A0p7_repeat3_repeat0,,,ACRO,,ACRO,11.897858319993247,ACRO,TAKEOFF,0.0,result=0 progress=0 result_param2=0,ACRO,True,1,matched_requested_mode
0535b6bad6bfc1e8_px4_acro_roll_0_params05cc449df0_mantis_stage_c_rate_p_x1p50_rate_i_x1p20_pulse_train_A0p9_repeat3_pulse_train_A0p9_repeat3_repeat0,0,px4_acro_roll,mantis_stage_c_rate_p_x1p50_rate_i_x1p20_pulse_train_A0p9_repeat3_pulse_train_A0p9_repeat3_repeat0,,,ACRO,,ACRO,12.065312966995407,ACRO,TAKEOFF,,,ACRO,True,1,matched_requested_mode
0535b6bad6bfc1e8_px4_acro_roll_0_params1b75cc3d96_mantis_stage_c_rate_d_x1p25_pulse_train_A0p7_repeat3_pulse_train_A0p7_repeat3_repeat0,0,px4_acro_roll,mantis_stage_c_rate_d_x1p25_pulse_train_A0p7_repeat3_pulse_train_A0p7_repeat3_repeat0,,,ACRO,,ACRO,13.948857736002537,ACRO,TAKEOFF,0.0,result=0 progress=0 result_param2=0,ACRO,True,1,matched_requested_mode
0535b6bad6bfc1e8_px4_acro_roll_0_params1b75cc3d96_mantis_stage_c_rate_d_x1p25_pulse_train_A0p9_repeat3_pulse_train_A0p9_repeat3_repeat0,0,px4_acro_roll,mantis_stage_c_rate_d_x1p25_pulse_train_A0p9_repeat3_pulse_train_A0p9_repeat3_repeat0,,,ACRO,,ACRO,11.969595722999657,ACRO,TAKEOFF,0.0,result=0 progress=0 result_param2=0,ACRO,True,1,matched_requested_mode
0535b6bad6bfc1e8_px4_acro_roll_0_params21923c48a7_mantis_stage_c_rate_d_x0p85_pulse_train_A0p7_repeat3_pulse_train_A0p7_repeat3_repeat0,0,px4_acro_roll,mantis_stage_c_rate_d_x0p85_pulse_train_A0p7_repeat3_pulse_train_A0p7_repeat3_repeat0,,,ACRO,,ACRO,11.681277661002241,ACRO,TAKEOFF,0.0,result=0 progress=0 result_param2=0,ACRO,True,2,matched_requested_mode
0535b6bad6bfc1e8_px4_acro_roll_0_params21923c48a7_mantis_stage_c_rate_d_x0p85_pulse_train_A0p9_repeat3_pulse_train_A0p9_repeat3_repeat0,0,px4_acro_roll,mantis_stage_c_rate_d_x0p85_pulse_train_A0p9_repeat3_pulse_train_A0p9_repeat3_repeat0,,,ACRO,,ACRO,11.988865214996622,ACRO,TAKEOFF,0.0,result=0 progress=0 result_param2=0,ACRO,True,1,matched_requested_mode
0535b6bad6bfc1e8_px4_acro_roll_0_params2ec2ddc12b_mantis_stage_c_rate_p_x1p60_rate_d_x0p85_pulse_train_A0p7_repeat3_pulse_train_A0p7_repeat3_repeat0,0,px4_acro_roll,mantis_stage_c_rate_p_x1p60_rate_d_x0p85_pulse_train_A0p7_repeat3_pulse_train_A0p7_repeat3_repeat0,,,ACRO,,ACRO,12.24928129700129,ACRO,TAKEOFF,0.0,result=0 progress=0 result_param2=0,ACRO,True,2,matched_requested_mode
0535b6bad6bfc1e8_px4_acro_roll_0_params2ec2ddc12b_mantis_stage_c_rate_p_x1p60_rate_d_x0p85_pulse_train_A0p9_repeat3_pulse_train_A0p9_repeat3_repeat0,0,px4_acro_roll,mantis_stage_c_rate_p_x1p60_rate_d_x0p85_pulse_train_A0p9_repeat3_pulse_train_A0p9_repeat3_repeat0,,,ACRO,,ACRO,11.767758241010597,ACRO,TAKEOFF,0.0,result=0 progress=0 result_param2=0,ACRO,True,1,matched_requested_mode
0535b6bad6bfc1e8_px4_acro_roll_0_params39d44a4550_mantis_stage_c_rate_p_x1p60_pulse_train_A0p7_repeat3_pulse_train_A0p7_repeat3_repeat0,0,px4_acro_roll,mantis_stage_c_rate_p_x1p60_pulse_train_A0p7_repeat3_pulse_train_A0p7_repeat3_repeat0,,,ACRO,,ACRO,12.002724917998421,ACRO,TAKEOFF,0.0,result=0 progress=0 result_param2=0,ACRO,True,1,matched_requested_mode
