arm_type,n,nonlinear_observable_count,nonlinear_activated_count,nonlinear_activated_rate,median_actuator_sat_ratio,max_actuator_sat_ratio,median_actuator_sat_consecutive_s,max_actuator_sat_consecutive_s,explicit_saturation_flag_active_count,top_nonlinear_activation_reasons
M0_at_P,20,20,20,1.0,0.547297534213273,0.6799345692475464,92.30000007152557,98.60000014305116,20,explicit_saturation_or_clipping_flag_active:20;control_allocator_saturation_flag_active:20;sustained_actuator_near_limit:20
Msmall_at_P,20,20,20,1.0,0.5,0.676829268292683,7.900000095367432,8.100000143051147,20,explicit_saturation_or_clipping_flag_active:20;control_allocator_saturation_flag_active:20;sustained_actuator_near_limit:20
Mstrong_at_P0,10,10,10,1.0,0.5,0.5,8.202000141143799,9.700000047683716,10,explicit_saturation_or_clipping_flag_active:10;control_allocator_saturation_flag_active:10;sustained_actuator_near_limit:10
Mstrong_at_P,120,120,120,1.0,0.5,0.5,8.29799997806549,10.700000047683716,120,explicit_saturation_or_clipping_flag_active:120;control_allocator_saturation_flag_active:120;sustained_actuator_near_limit:120
