query_id,trace_index,scenario_id,cache_tag,failure_stage,failure_reason,target_test_mode,staging_mode_used,final_pre_maneuver_mode,time_s,requested_mode,observed_mode_before,ack_result,ack,observed_mode_after,success,request_count,reason
0535b6bad6bfc1e8_px4_acro_roll_0_params036d0eb4fc_witness_stage_c_att_p_boundary_rate_p_pulse_train_A0p7_repeat3_pulse_train_A0p7_repeat3_repeat0,0,px4_acro_roll,witness_stage_c_att_p_boundary_rate_p_pulse_train_A0p7_repeat3_pulse_train_A0p7_repeat3_repeat0,,,ACRO,,ACRO,14.670128596000723,ACRO,TAKEOFF,0.0,result=0 progress=0 result_param2=0,ACRO,True,2,matched_requested_mode
0535b6bad6bfc1e8_px4_acro_roll_0_params036d0eb4fc_witness_stage_c_att_p_boundary_rate_p_pulse_train_A0p9_repeat3_pulse_train_A0p9_repeat3_repeat0,0,px4_acro_roll,witness_stage_c_att_p_boundary_rate_p_pulse_train_A0p9_repeat3_pulse_train_A0p9_repeat3_repeat0,,,ACRO,,ACRO,12.834829743005685,ACRO,TAKEOFF,0.0,result=0 progress=0 result_param2=0,ACRO,True,2,matched_requested_mode
0535b6bad6bfc1e8_px4_acro_roll_0_params036d0eb4fc_witness_stage_c_att_p_boundary_rate_p_pulse_train_A1p0_repeat3_pulse_train_A1p0_repeat3_repeat0,0,px4_acro_roll,witness_stage_c_att_p_boundary_rate_p_pulse_train_A1p0_repeat3_pulse_train_A1p0_repeat3_repeat0,,,ACRO,,ACRO,12.862044859997695,ACRO,TAKEOFF,0.0,result=0 progress=0 result_param2=0,ACRO,True,2,matched_requested_mode
0535b6bad6bfc1e8_px4_acro_roll_0_params2a311b5814_witness_stage_c_rate_d_low_x0p35_pulse_train_A0p7_repeat3_pulse_train_A0p7_repeat3_repeat0,0,px4_acro_roll,witness_stage_c_rate_d_low_x0p35_pulse_train_A0p7_repeat3_pulse_train_A0p7_repeat3_repeat0,,,ACRO,,ACRO,12.656322106005973,ACRO,TAKEOFF,0.0,result=0 progress=0 result_param2=0,ACRO,True,1,matched_requested_mode
0535b6bad6bfc1e8_px4_acro_roll_0_params2a311b5814_witness_stage_c_rate_d_low_x0p35_pulse_train_A0p9_repeat3_pulse_train_A0p9_repeat3_repeat0,0,px4_acro_roll,witness_stage_c_rate_d_low_x0p35_pulse_train_A0p9_repeat3_pulse_train_A0p9_repeat3_repeat0,,,ACRO,,ACRO,12.794221046002349,ACRO,TAKEOFF,0.0,result=0 progress=0 result_param2=0,ACRO,True,2,matched_requested_mode
0535b6bad6bfc1e8_px4_acro_roll_0_params2a311b5814_witness_stage_c_rate_d_low_x0p35_pulse_train_A1p0_repeat3_pulse_train_A1p0_repeat3_repeat0,0,px4_acro_roll,witness_stage_c_rate_d_low_x0p35_pulse_train_A1p0_repeat3_pulse_train_A1p0_repeat3_repeat0,,,ACRO,,ACRO,12.841331346004154,ACRO,TAKEOFF,0.0,result=0 progress=0 result_param2=0,ACRO,True,2,matched_requested_mode
0535b6bad6bfc1e8_px4_acro_roll_0_params659f689e30_witness_stage_c_rate_p_x1p5_pulse_train_A0p7_repeat3_pulse_train_A0p7_repeat3_repeat0,0,px4_acro_roll,witness_stage_c_rate_p_x1p5_pulse_train_A0p7_repeat3_pulse_train_A0p7_repeat3_repeat0,,,ACRO,,ACRO,12.653008809007588,ACRO,TAKEOFF,0.0,result=0 progress=0 result_param2=0,ACRO,True,2,matched_requested_mode
0535b6bad6bfc1e8_px4_acro_roll_0_params659f689e30_witness_stage_c_rate_p_x1p5_pulse_train_A0p9_repeat3_pulse_train_A0p9_repeat3_repeat0,0,px4_acro_roll,witness_stage_c_rate_p_x1p5_pulse_train_A0p9_repeat3_pulse_train_A0p9_repeat3_repeat0,,,ACRO,,ACRO,12.779297169996426,ACRO,TAKEOFF,0.0,result=0 progress=0 result_param2=0,ACRO,True,2,matched_requested_mode
0535b6bad6bfc1e8_px4_acro_roll_0_params659f689e30_witness_stage_c_rate_p_x1p5_pulse_train_A1p0_repeat3_pulse_train_A1p0_repeat3_repeat0,0,px4_acro_roll,witness_stage_c_rate_p_x1p5_pulse_train_A1p0_repeat3_pulse_train_A1p0_repeat3_repeat0,,,ACRO,,ACRO,12.26644450200547,ACRO,TAKEOFF,0.0,result=0 progress=0 result_param2=0,ACRO,True,2,matched_requested_mode
0535b6bad6bfc1e8_px4_acro_roll_0_params9a9418ebfe_witness_stage_c_rate_p_boundary_low_d_pulse_train_A0p7_repeat3_pulse_train_A0p7_repeat3_repeat0,0,px4_acro_roll,witness_stage_c_rate_p_boundary_low_d_pulse_train_A0p7_repeat3_pulse_train_A0p7_repeat3_repeat0,,,ACRO,,ACRO,12.638600609003333,ACRO,TAKEOFF,0.0,result=0 progress=0 result_param2=0,ACRO,True,2,matched_requested_mode
