stage,maneuver,param_candidate,contract_class,default_strong_safe,tier1_robustness_class,tier2_robustness_class,threshold_mean,tail_start_peak_abs_rate_mean,terminal_peak_abs_rate_mean,rho_tier1_mean,rho_tier1_std,nondecay_ratio_margin_mean,nondecay_slope_margin_mean,terminal_peak_over_threshold,terminal_over_start_peak
A_default_strong_safety,strong_step_roll_0p5,P0,safe,True,robust_safe,not_tier1_violation,0.35,0.03085562400519848,0.020074574276804924,0.32992542572319505,0.0,-0.004609924927353862,-0.00015753061394335939,0.05735592650515693,0.6505969308357792
A_default_strong_safety,strong_step_roll_0p5_hold2,P0,safe,True,robust_safe,not_tier1_violation,0.35,0.014002116397023201,0.01820729672908783,0.33179270327091215,0.0,0.0070056036114692685,0.00011072303140892553,0.0520208477973938,1.300324623280423
A_default_strong_safety,strong_doublet_roll_0p5,P0,safe,True,robust_safe,not_tier1_violation,0.35,0.02291315607726574,0.01707378402352333,0.33292621597647665,0.0,-0.0012567408382892602,-0.00025015765227995556,0.04878224006720952,0.7451519976536017
A_default_strong_safety,strong_step_roll_0p7,P0,safe,True,robust_safe,not_tier1_violation,0.35,0.02621082402765751,0.017858341336250305,0.3321416586637497,0.0,-0.003110317885875704,-0.0001354118099921092,0.05102383238928659,0.6813346012092671
A_default_strong_safety,strong_step_roll_0p7_hold2,P0,safe,True,robust_safe,not_tier1_violation,0.35,0.025573227554559708,0.01774704083800316,0.3322529591619968,0.0,-0.0027115412056446103,-6.035049623479965e-05,0.050705830965723314,0.6939695351374943
A_default_strong_safety,strong_doublet_roll_0p7,P0,safe,True,robust_safe,not_tier1_violation,0.35,0.019916336983442307,0.02037629671394825,0.32962370328605173,0.0,0.004443227127194405,0.00019352814538359434,0.05821799061128072,1.0230945946982288
A_default_strong_safety,strong_step_roll_0p9,P0,safe,True,robust_safe,not_tier1_violation,0.35,0.028161026537418365,0.022488238289952278,0.3275117617100477,0.0,-4.058293998241563e-05,0.00016188300079789014,0.06425210939986366,0.7985588969944512
A_default_strong_safety,strong_step_roll_0p9_hold2,P0,safe,True,robust_safe,not_tier1_violation,0.35,0.01496765948832035,0.017024636268615723,0.33297536373138426,0.0,0.005050508677959441,6.478050745772307e-05,0.04864181791033064,1.1374280849922116
