query_id,trace_index,scenario_id,cache_tag,failure_stage,failure_reason,target_test_mode,staging_mode_used,final_pre_maneuver_mode,time_s,requested_mode,observed_mode_before,ack_result,ack,observed_mode_after,success,request_count,reason
08917e99f08fb1c9_px4_acro_roll_0_paramsffcb379cdc_mantis_stage_a_default_strong_strong_step_pitch_0p5_hold2_repeat0,0,px4_acro_roll,mantis_stage_a_default_strong_strong_step_pitch_0p5_hold2_repeat0,,,ACRO,,ACRO,11.93227173500054,ACRO,TAKEOFF,0.0,result=0 progress=0 result_param2=0,ACRO,True,1,matched_requested_mode
1c2d1caedf9d81b3_px4_acro_roll_0_paramsffcb379cdc_mantis_stage_a_default_strong_strong_doublet_A0p9_hold2_repeat0,0,px4_acro_roll,mantis_stage_a_default_strong_strong_doublet_A0p9_hold2_repeat0,,,ACRO,,ACRO,11.973973533007666,ACRO,TAKEOFF,0.0,result=0 progress=0 result_param2=0,ACRO,True,1,matched_requested_mode
7b6436b0c98f6238_px4_acro_roll_0_params0cfc7d36b8_mantis_stage_b_m0_rate_d_x1p25_hover_no_input_repeat0,0,px4_acro_roll,mantis_stage_b_m0_rate_d_x1p25_hover_no_input_repeat0,,,ACRO,,ACRO,13.229357375006657,ACRO,TAKEOFF,,,ACRO,True,1,matched_requested_mode
7b6436b0c98f6238_px4_acro_roll_0_params10c85afa1c_mantis_stage_b_m0_rate_p_x1p60_rate_d_x0p85_hover_no_input_repeat0,0,px4_acro_roll,mantis_stage_b_m0_rate_p_x1p60_rate_d_x0p85_hover_no_input_repeat0,,,ACRO,,ACRO,11.716248450000421,ACRO,TAKEOFF,0.0,result=0 progress=0 result_param2=0,ACRO,True,1,matched_requested_mode
7b6436b0c98f6238_px4_acro_roll_0_params2c9e7b47e9_mantis_stage_b_m0_rate_p_x1p60_hover_no_input_repeat0,0,px4_acro_roll,mantis_stage_b_m0_rate_p_x1p60_hover_no_input_repeat0,,,ACRO,,ACRO,11.918354146997444,ACRO,TAKEOFF,0.0,result=0 progress=0 result_param2=0,ACRO,True,1,matched_requested_mode
7b6436b0c98f6238_px4_acro_roll_0_params4bcf26d6ff_mantis_stage_b_m0_rate_d_x0p75_hover_no_input_repeat0,0,px4_acro_roll,mantis_stage_b_m0_rate_d_x0p75_hover_no_input_repeat0,,,ACRO,,ACRO,11.826998024000204,ACRO,TAKEOFF,0.0,result=0 progress=0 result_param2=0,ACRO,True,1,matched_requested_mode
7b6436b0c98f6238_px4_acro_roll_0_params4c9d6bbb52_mantis_stage_b_m0_att_p_x1p10_hover_no_input_repeat0,0,px4_acro_roll,mantis_stage_b_m0_att_p_x1p10_hover_no_input_repeat0,,,ACRO,,ACRO,11.76469538899255,ACRO,TAKEOFF,0.0,result=0 progress=0 result_param2=0,ACRO,True,1,matched_requested_mode
7b6436b0c98f6238_px4_acro_roll_0_params4d95ca824f_mantis_stage_b_m0_rate_d_x0p85_hover_no_input_repeat0,0,px4_acro_roll,mantis_stage_b_m0_rate_d_x0p85_hover_no_input_repeat0,,,ACRO,,ACRO,11.903392124004313,ACRO,TAKEOFF,0.0,result=0 progress=0 result_param2=0,ACRO,True,2,matched_requested_mode
7b6436b0c98f6238_px4_acro_roll_0_params54543b33b8_mantis_stage_b_m0_rate_p_x1p70_hover_no_input_repeat0,0,px4_acro_roll,mantis_stage_b_m0_rate_p_x1p70_hover_no_input_repeat0,,,ACRO,,ACRO,11.737496966990875,ACRO,TAKEOFF,0.0,result=0 progress=0 result_param2=0,ACRO,True,1,matched_requested_mode
7b6436b0c98f6238_px4_acro_roll_0_params59cf57b1a0_mantis_stage_b_m0_att_p_x1p30_hover_no_input_repeat0,0,px4_acro_roll,mantis_stage_b_m0_att_p_x1p30_hover_no_input_repeat0,,,ACRO,,ACRO,11.966622865002137,ACRO,TAKEOFF,0.0,result=0 progress=0 result_param2=0,ACRO,True,2,matched_requested_mode
7b6436b0c98f6238_px4_acro_roll_0_params647e64ea4b_mantis_stage_b_m0_rate_p_x1p80_hover_no_input_repeat0,0,px4_acro_roll,mantis_stage_b_m0_rate_p_x1p80_hover_no_input_repeat0,,,ACRO,,ACRO,12.019548862008378,ACRO,TAKEOFF,,,ACRO,True,1,matched_requested_mode
7b6436b0c98f6238_px4_acro_roll_0_params7eb36bfe40_mantis_stage_b_m0_att_p_x1p20_hover_no_input_repeat0,0,px4_acro_roll,mantis_stage_b_m0_att_p_x1p20_hover_no_input_repeat0,,,ACRO,,ACRO,11.781612765000318,ACRO,TAKEOFF,0.0,result=0 progress=0 result_param2=0,ACRO,True,1,matched_requested_mode
7b6436b0c98f6238_px4_acro_roll_0_paramsa1118007f9_mantis_stage_b_m0_rate_d_x1p15_hover_no_input_repeat0,0,px4_acro_roll,mantis_stage_b_m0_rate_d_x1p15_hover_no_input_repeat0,,,ACRO,,ACRO,11.7697176530055,ACRO,TAKEOFF,,,ACRO,True,1,matched_requested_mode
7b6436b0c98f6238_px4_acro_roll_0_paramsa4d2ff522d_mantis_stage_b_m0_rate_p_x1p55_rate_d_x0p85_hover_no_input_repeat0,0,px4_acro_roll,mantis_stage_b_m0_rate_p_x1p55_rate_d_x0p85_hover_no_input_repeat0,,,ACRO,,ACRO,11.802446503992542,ACRO,TAKEOFF,0.0,result=0 progress=0 result_param2=0,ACRO,True,1,matched_requested_mode
7b6436b0c98f6238_px4_acro_roll_0_paramsba8797d0ca_mantis_stage_b_m0_rate_p_x1p90_hover_no_input_repeat0,0,px4_acro_roll,mantis_stage_b_m0_rate_p_x1p90_hover_no_input_repeat0,,,ACRO,,ACRO,11.963789852990885,ACRO,TAKEOFF,0.0,result=0 progress=0 result_param2=0,ACRO,True,1,matched_requested_mode
7b6436b0c98f6238_px4_acro_roll_0_paramse4e36d95e7_mantis_stage_b_m0_rate_p_x1p70_rate_d_x0p85_hover_no_input_repeat0,0,px4_acro_roll,mantis_stage_b_m0_rate_p_x1p70_rate_d_x0p85_hover_no_input_repeat0,,,ACRO,,ACRO,12.045554322001408,ACRO,TAKEOFF,0.0,result=0 progress=0 result_param2=0,ACRO,True,1,matched_requested_mode
7b6436b0c98f6238_px4_acro_roll_0_paramse92a115899_mantis_stage_b_m0_rate_p_x1p55_hover_no_input_repeat0,0,px4_acro_roll,mantis_stage_b_m0_rate_p_x1p55_hover_no_input_repeat0,,,ACRO,,ACRO,12.252652322000358,ACRO,TAKEOFF,0.0,result=0 progress=0 result_param2=0,ACRO,True,1,matched_requested_mode
8534bb1a14ed0591_px4_acro_roll_0_params0cfc7d36b8_mantis_stage_b_small_rate_d_x1p25_small_step_pitch_repeat0,0,px4_acro_roll,mantis_stage_b_small_rate_d_x1p25_small_step_pitch_repeat0,,,ACRO,,ACRO,12.14883514700341,ACRO,TAKEOFF,0.0,result=0 progress=0 result_param2=0,ACRO,True,1,matched_requested_mode
8534bb1a14ed0591_px4_acro_roll_0_params10c85afa1c_mantis_stage_b_small_rate_p_x1p60_rate_d_x0p85_small_step_pitch_repeat0,0,px4_acro_roll,mantis_stage_b_small_rate_p_x1p60_rate_d_x0p85_small_step_pitch_repeat0,,,ACRO,,ACRO,11.840536763993441,ACRO,TAKEOFF,0.0,result=0 progress=0 result_param2=0,ACRO,True,1,matched_requested_mode
8534bb1a14ed0591_px4_acro_roll_0_params2c9e7b47e9_mantis_stage_b_small_rate_p_x1p60_small_step_pitch_repeat0,0,px4_acro_roll,mantis_stage_b_small_rate_p_x1p60_small_step_pitch_repeat0,,,ACRO,,ACRO,13.759621260993299,ACRO,TAKEOFF,0.0,result=0 progress=0 result_param2=0,ACRO,True,1,matched_requested_mode
8534bb1a14ed0591_px4_acro_roll_0_params4bcf26d6ff_mantis_stage_b_small_rate_d_x0p75_small_step_pitch_repeat0,0,px4_acro_roll,mantis_stage_b_small_rate_d_x0p75_small_step_pitch_repeat0,,,ACRO,,ACRO,11.751643062001676,ACRO,TAKEOFF,,,ACRO,True,1,matched_requested_mode
8534bb1a14ed0591_px4_acro_roll_0_params4c9d6bbb52_mantis_stage_b_small_att_p_x1p10_small_step_pitch_repeat0,0,px4_acro_roll,mantis_stage_b_small_att_p_x1p10_small_step_pitch_repeat0,,,ACRO,,ACRO,11.76732981299574,ACRO,TAKEOFF,,,ACRO,True,1,matched_requested_mode
8534bb1a14ed0591_px4_acro_roll_0_params4d95ca824f_mantis_stage_b_small_rate_d_x0p85_small_step_pitch_repeat0,0,px4_acro_roll,mantis_stage_b_small_rate_d_x0p85_small_step_pitch_repeat0,,,ACRO,,ACRO,12.076468530998682,ACRO,TAKEOFF,0.0,result=0 progress=0 result_param2=0,ACRO,True,1,matched_requested_mode
8534bb1a14ed0591_px4_acro_roll_0_params54543b33b8_mantis_stage_b_small_rate_p_x1p70_small_step_pitch_repeat0,0,px4_acro_roll,mantis_stage_b_small_rate_p_x1p70_small_step_pitch_repeat0,,,ACRO,,ACRO,12.158013427004335,ACRO,TAKEOFF,0.0,result=0 progress=0 result_param2=0,ACRO,True,2,matched_requested_mode
8534bb1a14ed0591_px4_acro_roll_0_params59cf57b1a0_mantis_stage_b_small_att_p_x1p30_small_step_pitch_repeat0,0,px4_acro_roll,mantis_stage_b_small_att_p_x1p30_small_step_pitch_repeat0,,,ACRO,,ACRO,12.023827534008888,ACRO,TAKEOFF,0.0,result=0 progress=0 result_param2=0,ACRO,True,1,matched_requested_mode
8534bb1a14ed0591_px4_acro_roll_0_params647e64ea4b_mantis_stage_b_small_rate_p_x1p80_small_step_pitch_repeat0,0,px4_acro_roll,mantis_stage_b_small_rate_p_x1p80_small_step_pitch_repeat0,,,ACRO,,ACRO,11.804419391002739,ACRO,TAKEOFF,0.0,result=0 progress=0 result_param2=0,ACRO,True,1,matched_requested_mode
8534bb1a14ed0591_px4_acro_roll_0_params7eb36bfe40_mantis_stage_b_small_att_p_x1p20_small_step_pitch_repeat0,0,px4_acro_roll,mantis_stage_b_small_att_p_x1p20_small_step_pitch_repeat0,,,ACRO,,ACRO,14.069878873007838,ACRO,TAKEOFF,0.0,result=0 progress=0 result_param2=0,ACRO,True,1,matched_requested_mode
8534bb1a14ed0591_px4_acro_roll_0_paramsa1118007f9_mantis_stage_b_small_rate_d_x1p15_small_step_pitch_repeat0,0,px4_acro_roll,mantis_stage_b_small_rate_d_x1p15_small_step_pitch_repeat0,,,ACRO,,ACRO,11.675888989004306,ACRO,TAKEOFF,0.0,result=0 progress=0 result_param2=0,ACRO,True,1,matched_requested_mode
8534bb1a14ed0591_px4_acro_roll_0_paramsa4d2ff522d_mantis_stage_b_small_rate_p_x1p55_rate_d_x0p85_small_step_pitch_repeat0,0,px4_acro_roll,mantis_stage_b_small_rate_p_x1p55_rate_d_x0p85_small_step_pitch_repeat0,,,ACRO,,ACRO,12.013756828004261,ACRO,TAKEOFF,0.0,result=0 progress=0 result_param2=0,ACRO,True,1,matched_requested_mode
8534bb1a14ed0591_px4_acro_roll_0_paramsba8797d0ca_mantis_stage_b_small_rate_p_x1p90_small_step_pitch_repeat0,0,px4_acro_roll,mantis_stage_b_small_rate_p_x1p90_small_step_pitch_repeat0,,,ACRO,,ACRO,12.234353193009156,ACRO,TAKEOFF,0.0,result=0 progress=0 result_param2=0,ACRO,True,1,matched_requested_mode
8534bb1a14ed0591_px4_acro_roll_0_paramse4e36d95e7_mantis_stage_b_small_rate_p_x1p70_rate_d_x0p85_small_step_pitch_repeat0,0,px4_acro_roll,mantis_stage_b_small_rate_p_x1p70_rate_d_x0p85_small_step_pitch_repeat0,prepare,Mode did not switch to ACRO; last mode=LOITER; last_ack=result=1 progress=0 result_param2=0,ACRO,,,28.109804221006925,ACRO,TAKEOFF,1.0,result=1 progress=0 result_param2=0,LOITER,False,3,last_ack=result=1 progress=0 result_param2=0
8534bb1a14ed0591_px4_acro_roll_0_paramse92a115899_mantis_stage_b_small_rate_p_x1p55_small_step_pitch_repeat0,0,px4_acro_roll,mantis_stage_b_small_rate_p_x1p55_small_step_pitch_repeat0,,,ACRO,,ACRO,12.131366103989421,ACRO,TAKEOFF,0.0,result=0 progress=0 result_param2=0,ACRO,True,1,matched_requested_mode
e45caa1ebbc1530c_px4_acro_roll_0_paramsffcb379cdc_mantis_stage_a_default_strong_strong_doublet_A0p7_hold1_repeat0,0,px4_acro_roll,mantis_stage_a_default_strong_strong_doublet_A0p7_hold1_repeat0,,,ACRO,,ACRO,13.237452464003582,ACRO,TAKEOFF,0.0,result=0 progress=0 result_param2=0,ACRO,True,2,matched_requested_mode
e45caa1ebbc1530c_px4_acro_roll_0_paramsffcb379cdc_mantis_stage_a_default_strong_strong_doublet_A0p9_hold1_repeat0,0,px4_acro_roll,mantis_stage_a_default_strong_strong_doublet_A0p9_hold1_repeat0,,,ACRO,,ACRO,12.146919671999058,ACRO,TAKEOFF,0.0,result=0 progress=0 result_param2=0,ACRO,True,1,matched_requested_mode
e45caa1ebbc1530c_px4_acro_roll_0_paramsffcb379cdc_mantis_stage_a_default_strong_strong_doublet_pitch_0p5_repeat0,0,px4_acro_roll,mantis_stage_a_default_strong_strong_doublet_pitch_0p5_repeat0,,,ACRO,,ACRO,11.845739361990127,ACRO,TAKEOFF,,,ACRO,True,1,matched_requested_mode
