source_id,source_kind,signature,repeat_idx,query_id,theta_hash,grid_peak_11_13,grid_rho,orig_rho,t_neutral_s,t_max_s,query_retry_count,peak_5_7,peak_7_9,peak_9_11,peak_11_13
ArmC_eval164,known_internal_violation,"channels=pitch,roll;time=w07-w09;signs=pitch:+|roll:+",0,0556702a8ad39731_px4_position_0_monotonicity_check_ArmC_eval164_repeat0,0556702a8ad39731,0.03602870455302528,0.9639712954469747,0.11376938522540514,5.0,13.0,0,0.8862306147745949,0.06054103805794636,0.047690450483648256,0.03602870455302528
ArmC_eval164,known_internal_violation,"channels=pitch,roll;time=w07-w09;signs=pitch:+|roll:+",1,0556702a8ad39731_px4_position_0_monotonicity_check_ArmC_eval164_repeat1,0556702a8ad39731,0.02813795644326868,0.9718620435567313,0.08539527088952958,5.0,13.0,0,0.9146047291104704,0.11764555306053338,0.04096002992314243,0.02813795644326868
ArmC_eval164,known_internal_violation,"channels=pitch,roll;time=w07-w09;signs=pitch:+|roll:+",2,0556702a8ad39731_px4_position_0_monotonicity_check_ArmC_eval164_repeat2,0556702a8ad39731,0.028379652246502185,0.9716203477534978,0.14576323414756676,5.0,13.0,0,0.8542367658524332,0.06706456777254716,0.050256161439907535,0.028379652246502185
ArmC_eval164,known_internal_violation,"channels=pitch,roll;time=w07-w09;signs=pitch:+|roll:+",3,0556702a8ad39731_px4_position_0_monotonicity_check_ArmC_eval164_repeat3,0556702a8ad39731,0.03547815241562587,0.9645218475843741,0.09751544154723946,5.0,13.0,0,0.9024845584527605,0.029649429852142608,0.032718366022621605,0.03547815241562587
ArmC_eval164,known_internal_violation,"channels=pitch,roll;time=w07-w09;signs=pitch:+|roll:+",4,0556702a8ad39731_px4_position_0_monotonicity_check_ArmC_eval164_repeat4,0556702a8ad39731,0.0929059260739317,0.9070940739260683,0.17953073880131243,5.0,13.0,0,0.8204692611986876,0.12555933454205698,0.02833692402997194,0.0929059260739317
ArmC_eval174,known_internal_violation,channels=pitch;time=w04-w08;signs=pitch:-,0,f7d1cf8cc272f027_px4_position_0_monotonicity_check_ArmC_eval174_repeat0,f7d1cf8cc272f027,0.03767578410677652,0.9623242158932235,0.07783268888227646,5.0,13.0,0,0.9221673111177235,0.04819830142670487,0.03333449596577244,0.03767578410677652
ArmC_eval174,known_internal_violation,channels=pitch;time=w04-w08;signs=pitch:-,1,f7d1cf8cc272f027_px4_position_0_monotonicity_check_ArmC_eval174_repeat1,f7d1cf8cc272f027,0.04839141817840198,0.951608581821598,0.17595864681833961,5.0,13.0,0,0.8240413531816604,0.07739528665536412,0.055879912998602586,0.04839141817840198
ArmC_eval174,known_internal_violation,channels=pitch;time=w04-w08;signs=pitch:-,2,f7d1cf8cc272f027_px4_position_0_monotonicity_check_ArmC_eval174_repeat2,f7d1cf8cc272f027,0.06698582788027788,0.9330141721197222,0.09968408464697365,5.0,13.0,0,0.9003159153530264,0.10268633723479946,0.046935005182941046,0.06698582788027788
ArmC_eval174,known_internal_violation,channels=pitch;time=w04-w08;signs=pitch:-,3,f7d1cf8cc272f027_px4_position_0_monotonicity_check_ArmC_eval174_repeat3,f7d1cf8cc272f027,0.0550248125295356,0.9449751874704644,-0.016459138605880996,5.0,13.0,0,1.016459138605881,0.05896816446012433,0.046274467261844504,0.0550248125295356
ArmC_eval174,known_internal_violation,channels=pitch;time=w04-w08;signs=pitch:-,4,f7d1cf8cc272f027_px4_position_0_monotonicity_check_ArmC_eval174_repeat4,f7d1cf8cc272f027,0.03954374927168539,0.9604562507283146,0.035968429748593045,5.0,13.0,0,0.964031570251407,0.07738496097049817,0.05209868487152744,0.03954374927168539
