trigger_id,step_index,phase,action,accepted,memo_hit,skipped_reason,j5_points_used_after,query_repeats_used_after,candidate_theta_hash,candidate_support_size_abs_gt_0p1,candidate_active_channels_abs_gt_0p1,candidate_active_group_ids_abs_gt_0p1,details_json,candidate_eval_id,candidate_robustness_class,candidate_max_abs_theta,candidate_rho_mean_post_neutral_xy_velocity,candidate_rho_std_post_neutral_xy_velocity,candidate_rho_margin_2sigma_post_neutral_xy_velocity
1,35,amplitude_bisection,outer0_iter00_scale0p5000,False,False,,34,170,bd0b08c238d8156e,16,"pitch,roll,throttle,yaw","10,11,15,18,19,26,28,30,32,33,34,35,36,37,38,39","{""iteration"": 0, ""outer_pass"": 0, ""scale"": 0.5}",73,robust_safe,0.21934147728453215,0.8693581759764794,0.012316837190828808,0.893991850358137
1,36,amplitude_bisection,outer0_iter01_scale0p7500,False,False,,35,175,2a223b91ba09168f,26,"pitch,roll,throttle,yaw","0,2,10,11,13,14,15,18,19,20,22,23,24,26,28,29,30,31,32,33,34,35,36,37,38,39","{""iteration"": 1, ""outer_pass"": 0, ""scale"": 0.75}",74,robust_safe,0.32901221592679825,0.45853357036637626,0.014849662326811694,0.48823289501999967
1,37,amplitude_bisection,outer0_iter02_scale0p8750,False,False,,36,180,08bdd1b0b54a68c4,29,"pitch,roll,throttle,yaw","0,2,7,9,10,11,13,14,15,16,18,19,20,22,23,24,26,28,29,30,31,32,33,34,35,36,37,38,39","{""iteration"": 2, ""outer_pass"": 0, ""scale"": 0.875}",75,robust_safe,0.3838475852479313,0.2707493850602347,0.022738325041568364,0.31622603514337144
1,38,amplitude_bisection,outer0_iter03_scale0p9375,False,False,,37,185,20479381bec272aa,29,"pitch,roll,throttle,yaw","0,2,7,9,10,11,13,14,15,16,18,19,20,22,23,24,26,28,29,30,31,32,33,34,35,36,37,38,39","{""iteration"": 3, ""outer_pass"": 0, ""scale"": 0.9375}",76,robust_safe,0.41126526990849777,0.11653097766633254,0.0157281763446159,0.14798733035556433
1,39,amplitude_bisection,outer0_iter04_scale0p9688,False,False,,38,190,73a6be20472f692a,30,"pitch,roll,throttle,yaw","0,2,7,9,10,11,12,13,14,15,16,18,19,20,22,23,24,26,28,29,30,31,32,33,34,35,36,37,38,39","{""iteration"": 4, ""outer_pass"": 0, ""scale"": 0.96875}",77,noise_band,0.42497411223878107,0.06370249087054389,0.035530772237209254,0.1347640353449624
1,40,amplitude_bisection,outer0_iter05_scale0p9844,False,False,,39,195,493ada3756866ea2,30,"pitch,roll,throttle,yaw","0,2,7,9,10,11,12,13,14,15,16,18,19,20,22,23,24,26,28,29,30,31,32,33,34,35,36,37,38,39","{""iteration"": 5, ""outer_pass"": 0, ""scale"": 0.984375}",78,noise_band,0.4318285334039227,0.024103520031739323,0.03990428926974544,0.1039120985712302
1,41,amplitude_bisection,outer0_iter06_scale0p9922,False,False,,40,200,b897fc9625f8d6e5,30,"pitch,roll,throttle,yaw","0,2,7,9,10,11,12,13,14,15,16,18,19,20,22,23,24,26,28,29,30,31,32,33,34,35,36,37,38,39","{""iteration"": 6, ""outer_pass"": 0, ""scale"": 0.9921875}",79,noise_band,0.43525574398649347,0.03132460507655695,0.058718469021206594,0.14876154311897014
2,1,start,cached_arm_b_start,True,True,,0,0,065f2d8930d8d9d5,24,"pitch,roll,throttle,yaw","0,3,7,8,10,11,12,14,15,16,17,20,21,25,28,29,30,32,33,34,35,36,37,39","{""selection_bucket"": ""arm_b_interior""}",arm_b_117,robust_violation,0.4674265051412922,-0.0902663817050164,0.0428649498733037,-0.004536481958409
2,2,whole_channel,zero_throttle,True,False,,1,5,87d64ecceeff7a69,18,"pitch,roll,yaw","0,8,10,12,14,16,17,20,21,25,28,29,30,32,33,34,36,37","{""group_ids"": [3, 7, 11, 15, 19, 23, 27, 31, 35, 39]}",80,robust_violation,0.46742650514129225,-0.11151085795794366,0.035904460090146424,-0.03970193777765081
2,3,whole_channel,zero_yaw,True,False,,2,10,81b4330e05a3b005,14,"pitch,roll","0,8,12,16,17,20,21,25,28,29,32,33,36,37","{""group_ids"": [2, 6, 10, 14, 18, 22, 26, 30, 34, 38]}",81,robust_violation,0.46742650514129225,-0.11282803307830203,0.017193620459364838,-0.07844079215957235
2,4,support_ddmin,outer0_remove_07_of_14,False,False,,3,15,1150c30e8e78c96f,7,"pitch,roll","25,28,29,32,33,36,37","{""granularity"": 2, ""group_ids"": [0, 8, 12, 16, 17, 20, 21], ""outer_pass"": 0}",82,robust_safe,0.46742650514129225,0.1753537307102448,0.024855213762875212,0.2250641582359952
2,5,support_ddmin,outer0_remove_07_of_14,False,False,,4,20,34705c71671a2fc3,7,"pitch,roll","0,8,12,16,17,20,21","{""granularity"": 2, ""group_ids"": [25, 28, 29, 32, 33, 36, 37], ""outer_pass"": 0}",83,robust_safe,0.32526546994440575,0.9589212225091577,0.008798381505699995,0.9765179855205577
2,6,support_ddmin,outer0_remove_04_of_14,False,False,,5,25,70aeebd402a59f10,10,"pitch,roll","17,20,21,25,28,29,32,33,36,37","{""granularity"": 4, ""group_ids"": [0, 8, 12, 16], ""outer_pass"": 0}",84,noise_band,0.46742650514129225,-0.024856045685272644,0.02906115478101008,0.03326626387674751
2,7,support_ddmin,outer0_remove_04_of_14,False,False,,6,30,47df489d34a85c37,10,"pitch,roll","0,8,12,16,28,29,32,33,36,37","{""granularity"": 4, ""group_ids"": [17, 20, 21, 25], ""outer_pass"": 0}",85,robust_safe,0.46742650514129225,0.2959674690250377,0.029784284785371606,0.35553603859578087
2,8,support_ddmin,outer0_remove_03_of_14,False,False,,7,35,23028abece4065b1,11,"pitch,roll","0,8,12,16,17,20,21,25,33,36,37","{""granularity"": 4, ""group_ids"": [28, 29, 32], ""outer_pass"": 0}",86,robust_safe,0.46742650514129225,0.35379510697045896,0.015324540190845767,0.38444418735215047
2,9,support_ddmin,outer0_remove_03_of_14,False,False,,8,40,eafd1d337e70c8fa,11,"pitch,roll","0,8,12,16,17,20,21,25,28,29,32","{""granularity"": 4, ""group_ids"": [33, 36, 37], ""outer_pass"": 0}",87,robust_safe,0.32526546994440575,0.7138254319784902,0.02435230132985721,0.7625300346382047
2,10,support_ddmin,outer0_remove_02_of_14,False,False,,9,45,1aeccf6fd5aaa9c5,12,"pitch,roll","12,16,17,20,21,25,28,29,32,33,36,37","{""granularity"": 8, ""group_ids"": [0, 8], ""outer_pass"": 0}",88,noise_band,0.46742650514129225,-0.06357386979018756,0.05488962045334337,0.04620537111649918
2,11,support_ddmin,outer0_remove_02_of_14,False,False,,10,50,a7032e278be6cff4,12,"pitch,roll","0,8,17,20,21,25,28,29,32,33,36,37","{""granularity"": 8, ""group_ids"": [12, 16], ""outer_pass"": 0}",89,noise_band,0.46742650514129225,-0.017828755067962797,0.056674336793702894,0.095519918519443
2,12,support_ddmin,outer0_remove_02_of_14,True,False,,11,55,d9fabb272757ca79,12,"pitch,roll","0,8,12,16,21,25,28,29,32,33,36,37","{""granularity"": 8, ""group_ids"": [17, 20], ""outer_pass"": 0}",90,robust_violation,0.46742650514129225,-0.11721168879796232,0.019872514118726852,-0.0774666605605086
2,13,support_ddmin,outer0_remove_02_of_12,True,False,,12,60,09d823a27da8bc42,10,"pitch,roll","12,16,21,25,28,29,32,33,36,37","{""granularity"": 7, ""group_ids"": [0, 8], ""outer_pass"": 0}",91,robust_violation,0.46742650514129225,-0.05076285041089838,0.017021471978273674,-0.016719906454351036
2,14,support_ddmin,outer0_remove_02_of_10,False,False,,13,65,50d847510c6b5814,8,"pitch,roll","21,25,28,29,32,33,36,37","{""granularity"": 6, ""group_ids"": [12, 16], ""outer_pass"": 0}",92,noise_band,0.46742650514129225,0.09008102701361287,0.04715179579734398,0.18438461860830083
2,15,support_ddmin,outer0_remove_02_of_10,False,False,,14,70,44e6f03f171bda72,8,"pitch,roll","12,16,28,29,32,33,36,37","{""granularity"": 6, ""group_ids"": [21, 25], ""outer_pass"": 0}",93,robust_safe,0.46742650514129225,0.29056443949598204,0.02894066832620412,0.3484457761483903
2,16,support_ddmin,outer0_remove_02_of_10,False,False,,15,75,c7f66922bd8e96cf,8,"pitch,roll","12,16,21,25,32,33,36,37","{""granularity"": 6, ""group_ids"": [28, 29], ""outer_pass"": 0}",94,robust_safe,0.46742650514129225,0.4289438876272813,0.04413249455935635,0.517208876745994
2,17,support_ddmin,outer0_remove_02_of_10,False,False,,16,80,26a036c24a1d4e07,8,"pitch,roll","12,16,21,25,28,29,36,37","{""granularity"": 6, ""group_ids"": [32, 33], ""outer_pass"": 0}",95,robust_safe,0.32526546994440575,0.6917710704961927,0.011716202422508001,0.7152034753412086
2,18,support_ddmin,outer0_remove_01_of_10,True,False,,17,85,5b8d59de3c45acf5,9,"pitch,roll","12,16,21,25,28,29,32,33,37","{""granularity"": 6, ""group_ids"": [36], ""outer_pass"": 0}",96,robust_violation,0.46742650514129225,-0.04059898258012131,0.0197073562256783,-0.0011842701287647084
2,19,support_ddmin,outer0_remove_02_of_09,False,False,,18,90,d9538e0c8ac17b0d,7,"pitch,roll","21,25,28,29,32,33,37","{""granularity"": 5, ""group_ids"": [12, 16], ""outer_pass"": 0}",97,robust_safe,0.46742650514129225,0.09989004821314718,0.02912303267613086,0.1581361135654089
2,20,support_ddmin,outer0_remove_02_of_09,False,False,,19,95,1c1e00bdf373df84,7,"pitch,roll","12,16,28,29,32,33,37","{""granularity"": 5, ""group_ids"": [21, 25], ""outer_pass"": 0}",98,robust_safe,0.46742650514129225,0.3262172910771562,0.02579987521626893,0.37781704150969403
2,21,support_ddmin,outer0_remove_02_of_09,False,False,,20,100,5e14cbd00906c970,7,"pitch,roll","12,16,21,25,32,33,37","{""granularity"": 5, ""group_ids"": [28, 29], ""outer_pass"": 0}",99,robust_safe,0.46742650514129225,0.4264459565920541,0.027341345306705362,0.48112864720546483
2,22,support_ddmin,outer0_remove_02_of_09,False,False,,21,105,5b2e9ec54e817934,7,"pitch,roll","12,16,21,25,28,29,37","{""granularity"": 5, ""group_ids"": [32, 33], ""outer_pass"": 0}",100,robust_safe,0.32526546994440575,0.7221019037490128,0.015318098920729745,0.7527381015904724
2,23,support_ddmin,outer0_remove_01_of_09,False,False,,22,110,5805c3036f3b0962,9,"pitch,roll","12,16,21,25,28,29,32,33,37","{""granularity"": 5, ""group_ids"": [37], ""outer_pass"": 0}",101,robust_safe,0.42243914822971745,0.33052613982804224,0.02222917367414684,0.3749844871763359
2,24,support_ddmin,outer0_remove_01_of_09,False,False,,23,115,6ed9d001d5d7e537,8,"pitch,roll","16,21,25,28,29,32,33,37","{""granularity"": 9, ""group_ids"": [12], ""outer_pass"": 0}",102,noise_band,0.46742650514129225,0.04924784358841485,0.047771694860213425,0.1447912333088417
2,25,support_ddmin,outer0_remove_01_of_09,False,False,,24,120,f512b741b6aea2ff,8,"pitch,roll","12,21,25,28,29,32,33,37","{""granularity"": 9, ""group_ids"": [16], ""outer_pass"": 0}",103,noise_band,0.46742650514129225,0.0671796335461031,0.03393868275052451,0.13505699904715213
2,26,support_ddmin,outer0_remove_01_of_09,False,False,,25,125,7e3bff125c0324c1,8,"pitch,roll","12,16,25,28,29,32,33,37","{""granularity"": 9, ""group_ids"": [21], ""outer_pass"": 0}",104,robust_safe,0.46742650514129225,0.12495602556490934,0.013469727023889305,0.15189547961268796
2,27,support_ddmin,outer0_remove_01_of_09,False,False,,26,130,db8f960509a62329,8,"pitch,roll","12,16,21,28,29,32,33,37","{""granularity"": 9, ""group_ids"": [25], ""outer_pass"": 0}",105,robust_safe,0.46742650514129225,0.23294590848223123,0.017005625405641277,0.26695715929351377
2,28,support_ddmin,outer0_remove_01_of_09,False,False,,27,135,94d5e73799719961,8,"pitch,roll","12,16,21,25,29,32,33,37","{""granularity"": 9, ""group_ids"": [28], ""outer_pass"": 0}",106,noise_band,0.46742650514129225,0.012945594912788549,0.04072034341908505,0.09438628175095864
2,29,support_ddmin,outer0_remove_01_of_09,False,False,,28,140,113a33e071725dc8,8,"pitch,roll","12,16,21,25,28,32,33,37","{""granularity"": 9, ""group_ids"": [29], ""outer_pass"": 0}",107,robust_safe,0.46742650514129225,0.20628016401883142,0.024879292783931514,0.2560387495866945
2,30,support_ddmin,outer0_remove_01_of_09,False,False,,29,145,3cc1f78c4112117e,8,"pitch,roll","12,16,21,25,28,29,33,37","{""granularity"": 9, ""group_ids"": [32], ""outer_pass"": 0}",108,noise_band,0.46742650514129225,0.0046792842328782225,0.047922259307508264,0.10052380284789475
2,31,support_ddmin,outer0_remove_01_of_09,False,False,,30,150,d7267624ea92eb59,8,"pitch,roll","12,16,21,25,28,29,32,37","{""granularity"": 9, ""group_ids"": [33], ""outer_pass"": 0}",109,robust_safe,0.32526546994440575,0.5437450500471025,0.03383586482707869,0.6114167797012598
2,32,support_ddmin,outer0_remove_01_of_09,False,True,,30,150,5805c3036f3b0962,9,"pitch,roll","12,16,21,25,28,29,32,33,37","{""granularity"": 9, ""group_ids"": [37], ""outer_pass"": 0}",101,robust_safe,0.42243914822971745,0.33052613982804224,0.02222917367414684,0.3749844871763359
2,33,amplitude_bisection,outer0_iter00_scale0p5000,False,False,,31,155,9b5c0e06ab311b2f,6,"pitch,roll","12,16,25,29,33,37","{""iteration"": 0, ""outer_pass"": 0, ""scale"": 0.5}",110,robust_safe,0.23371325257064612,0.7901304994793871,0.012453003078689495,0.8150365056367661
2,34,amplitude_bisection,outer0_iter01_scale0p7500,False,False,,32,160,1937586592ef8582,8,"pitch,roll","12,16,21,25,28,29,33,37","{""iteration"": 1, ""outer_pass"": 0, ""scale"": 0.75}",111,robust_safe,0.3505698788559692,0.3879127529878518,0.01040224536496871,0.4087172437177892
2,35,amplitude_bisection,outer0_iter02_scale0p8750,False,False,,33,165,8e1fcc7c65a81ac7,9,"pitch,roll","12,16,21,25,28,29,32,33,37","{""iteration"": 2, ""outer_pass"": 0, ""scale"": 0.875}",112,robust_safe,0.40899819199863074,0.23520775389440507,0.026953699655237515,0.2891151532048801
2,36,amplitude_bisection,outer0_iter03_scale0p9375,False,False,,34,170,c070e5db6d2a0c42,9,"pitch,roll","12,16,21,25,28,29,32,33,37","{""iteration"": 3, ""outer_pass"": 0, ""scale"": 0.9375}",113,robust_safe,0.4382123485699615,0.08083131478392454,0.025562817879172986,0.13195695054227052
2,37,amplitude_bisection,outer0_iter04_scale0p9688,False,False,,35,175,9ab449ba69fda658,9,"pitch,roll","12,16,21,25,28,29,32,33,37","{""iteration"": 4, ""outer_pass"": 0, ""scale"": 0.96875}",114,noise_band,0.45281942685562687,0.04994713496571681,0.04429636048031285,0.13853985592634252
2,38,amplitude_bisection,outer0_iter05_scale0p9844,False,False,,36,180,ef374f019deb567d,9,"pitch,roll","12,16,21,25,28,29,32,33,37","{""iteration"": 5, ""outer_pass"": 0, ""scale"": 0.984375}",115,noise_band,0.46012296599845953,0.03034760677974142,0.02845470339029797,0.08725701356033735
2,39,amplitude_bisection,outer0_iter06_scale0p9922,False,False,,37,185,79d1375b30d52ad5,9,"pitch,roll","12,16,21,25,28,29,32,33,37","{""iteration"": 6, ""outer_pass"": 0, ""scale"": 0.9921875}",116,noise_band,0.4637747355698759,-0.018616465948156403,0.012427802503802233,0.006239139059448062
2,40,amplitude_bisection,outer1_iter00_scale0p5000,False,True,,37,185,9b5c0e06ab311b2f,6,"pitch,roll","12,16,25,29,33,37","{""iteration"": 0, ""outer_pass"": 1, ""scale"": 0.5}",110,robust_safe,0.23371325257064612,0.7901304994793871,0.012453003078689495,0.8150365056367661
2,41,amplitude_bisection,outer1_iter01_scale0p7500,False,True,,37,185,1937586592ef8582,8,"pitch,roll","12,16,21,25,28,29,33,37","{""iteration"": 1, ""outer_pass"": 1, ""scale"": 0.75}",111,robust_safe,0.3505698788559692,0.3879127529878518,0.01040224536496871,0.4087172437177892
2,42,amplitude_bisection,outer1_iter02_scale0p8750,False,True,,37,185,8e1fcc7c65a81ac7,9,"pitch,roll","12,16,21,25,28,29,32,33,37","{""iteration"": 2, ""outer_pass"": 1, ""scale"": 0.875}",112,robust_safe,0.40899819199863074,0.23520775389440507,0.026953699655237515,0.2891151532048801
2,43,amplitude_bisection,outer1_iter03_scale0p9375,False,True,,37,185,c070e5db6d2a0c42,9,"pitch,roll","12,16,21,25,28,29,32,33,37","{""iteration"": 3, ""outer_pass"": 1, ""scale"": 0.9375}",113,robust_safe,0.4382123485699615,0.08083131478392454,0.025562817879172986,0.13195695054227052
2,44,amplitude_bisection,outer1_iter04_scale0p9688,False,True,,37,185,9ab449ba69fda658,9,"pitch,roll","12,16,21,25,28,29,32,33,37","{""iteration"": 4, ""outer_pass"": 1, ""scale"": 0.96875}",114,noise_band,0.45281942685562687,0.04994713496571681,0.04429636048031285,0.13853985592634252
2,45,amplitude_bisection,outer1_iter05_scale0p9844,False,True,,37,185,ef374f019deb567d,9,"pitch,roll","12,16,21,25,28,29,32,33,37","{""iteration"": 5, ""outer_pass"": 1, ""scale"": 0.984375}",115,noise_band,0.46012296599845953,0.03034760677974142,0.02845470339029797,0.08725701356033735
2,46,amplitude_bisection,outer1_iter06_scale0p9922,False,True,,37,185,79d1375b30d52ad5,9,"pitch,roll","12,16,21,25,28,29,32,33,37","{""iteration"": 6, ""outer_pass"": 1, ""scale"": 0.9921875}",116,noise_band,0.4637747355698759,-0.018616465948156403,0.012427802503802233,0.006239139059448062
3,1,start,cached_arm_b_start,True,True,,0,0,f00209c4bf6d7785,38,"pitch,roll,throttle,yaw","0,1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,32,33,34,35,36,37,38,39","{""selection_bucket"": ""arm_b_interior""}",arm_b_126,robust_violation,0.487850420859846,-0.1894882186619139,0.0126401629914917,-0.1642078926789305
3,2,whole_channel,zero_throttle,True,False,,1,5,b30309f9e763b4ec,28,"pitch,roll,yaw","0,1,4,5,6,8,9,10,12,13,14,16,17,18,20,21,22,24,25,26,28,29,32,33,34,36,37,38","{""group_ids"": [3, 7, 11, 15, 19, 23, 27, 31, 35, 39]}",117,robust_violation,0.487850420859846,-0.22267432183156016,0.012490401491540142,-0.19769351884847988
3,3,whole_channel,zero_yaw,True,False,,2,10,e3434bfb0052a7fb,20,"pitch,roll","0,1,4,5,8,9,12,13,16,17,20,21,24,25,28,29,32,33,36,37","{""group_ids"": [2, 6, 10, 14, 18, 22, 26, 30, 34, 38]}",118,robust_violation,0.487850420859846,-0.2207381948239962,0.009249995399989852,-0.2022382040240165
3,4,support_ddmin,outer0_remove_10_of_20,False,False,,3,15,729397314386b341,10,"pitch,roll","20,21,24,25,28,29,32,33,36,37","{""granularity"": 2, ""group_ids"": [0, 1, 4, 5, 8, 9, 12, 13, 16, 17], ""outer_pass"": 0}",119,robust_safe,0.4258542473080534,0.36256755754050457,0.03220184225084798,0.42697124204220055
3,5,support_ddmin,outer0_remove_10_of_20,False,False,,4,20,213320227bb62027,11,"pitch,roll","0,1,4,5,8,9,12,13,16,17,21","{""granularity"": 2, ""group_ids"": [20, 21, 24, 25, 28, 29, 32, 33, 36, 37], ""outer_pass"": 0}",120,robust_safe,0.3685216294116883,0.9588330889111016,0.004567536225125079,0.9679681613613518
3,6,support_ddmin,outer0_remove_05_of_20,True,False,,5,25,15fd94aab8c1c1db,15,"pitch,roll","9,12,13,16,17,20,21,24,25,28,29,32,33,36,37","{""granularity"": 4, ""group_ids"": [0, 1, 4, 5, 8], ""outer_pass"": 0}",121,robust_violation,0.487850420859846,-0.10815157825076013,0.03399431353370973,-0.04016295118334068
3,7,support_ddmin,outer0_remove_05_of_15,False,True,,5,25,729397314386b341,10,"pitch,roll","20,21,24,25,28,29,32,33,36,37","{""granularity"": 3, ""group_ids"": [9, 12, 13, 16, 17], ""outer_pass"": 0}",119,robust_safe,0.4258542473080534,0.36256755754050457,0.03220184225084798,0.42697124204220055
3,8,support_ddmin,outer0_remove_05_of_15,False,False,,6,30,04d7d3fdf3aefa62,11,"pitch,roll","9,12,13,16,17,21,29,32,33,36,37","{""granularity"": 3, ""group_ids"": [20, 21, 24, 25, 28], ""outer_pass"": 0}",122,robust_safe,0.3685216294116883,0.6570543470631905,0.01983805583829109,0.6967304587397727
3,9,support_ddmin,outer0_remove_05_of_15,False,False,,7,35,bfced715165ad308,11,"pitch,roll","9,12,13,16,17,20,21,24,25,28,29","{""granularity"": 3, ""group_ids"": [29, 32, 33, 36, 37], ""outer_pass"": 0}",123,robust_safe,0.487850420859846,0.5536569530097861,0.07597094030250512,0.7055988336147964
3,10,support_ddmin,outer0_remove_03_of_15,False,False,,8,40,0784603721733daa,12,"pitch,roll","16,17,20,21,24,25,28,29,32,33,36,37","{""granularity"": 6, ""group_ids"": [9, 12, 13], ""outer_pass"": 0}",124,robust_safe,0.487850420859846,0.12069163404226586,0.025380846565161173,0.1714533271725882
3,11,support_ddmin,outer0_remove_03_of_15,False,False,,9,45,28608abf7f80d146,12,"pitch,roll","9,12,13,21,24,25,28,29,32,33,36,37","{""granularity"": 6, ""group_ids"": [16, 17, 20], ""outer_pass"": 0}",125,robust_safe,0.4177572172326592,0.3490367447307704,0.04549202118026072,0.44002078709129183
3,12,support_ddmin,outer0_remove_03_of_15,False,False,,10,50,41f31261f73bacbc,13,"pitch,roll","9,12,13,16,17,20,21,28,29,32,33,36,37","{""granularity"": 6, ""group_ids"": [21, 24, 25], ""outer_pass"": 0}",126,robust_safe,0.3685216294116883,0.5546521067419472,0.01496913924625739,0.5845903852344619
3,13,support_ddmin,outer0_remove_02_of_15,False,False,,11,55,94800d717578847e,15,"pitch,roll","9,12,13,16,17,20,21,24,25,28,29,32,33,36,37","{""granularity"": 6, ""group_ids"": [28, 29], ""outer_pass"": 0}",127,noise_band,0.487850420859846,0.008483082798649799,0.012324448227322385,0.03313197925329457
3,14,support_ddmin,outer0_remove_02_of_15,False,False,,12,60,43d531775b2c60d4,13,"pitch,roll","9,12,13,16,17,20,21,24,25,28,29,36,37","{""granularity"": 6, ""group_ids"": [32, 33], ""outer_pass"": 0}",128,robust_safe,0.487850420859846,0.39393620191471734,0.09502984363556857,0.5839958891858545
3,15,support_ddmin,outer0_remove_02_of_15,False,False,,13,65,fc587ce09134cf1c,13,"pitch,roll","9,12,13,16,17,20,21,24,25,28,29,32,33","{""granularity"": 6, ""group_ids"": [36, 37], ""outer_pass"": 0}",129,noise_band,0.487850420859846,-8.174674093761603e-05,0.07808906526129851,0.1560963837816594
3,16,support_ddmin,outer0_remove_02_of_15,False,False,,14,70,cfa1d906e7278695,13,"pitch,roll","13,16,17,20,21,24,25,28,29,32,33,36,37","{""granularity"": 12, ""group_ids"": [9, 12], ""outer_pass"": 0}",130,noise_band,0.487850420859846,-0.01723094591424019,0.04134876626310334,0.06546658661196648
3,17,support_ddmin,outer0_remove_02_of_15,False,False,,15,75,a84bd8dc81bfc4cd,13,"pitch,roll","9,12,17,20,21,24,25,28,29,32,33,36,37","{""granularity"": 12, ""group_ids"": [13, 16], ""outer_pass"": 0}",131,noise_band,0.487850420859846,-0.005527510073190123,0.019525305153755633,0.033523100234321146
3,18,support_ddmin,outer0_remove_02_of_15,False,False,,16,80,24744bbe2dcc4acd,13,"pitch,roll","9,12,13,16,21,24,25,28,29,32,33,36,37","{""granularity"": 12, ""group_ids"": [17, 20], ""outer_pass"": 0}",132,robust_safe,0.4177572172326592,0.16213478880450755,0.022221263392794646,0.20657731559009684
3,19,support_ddmin,outer0_remove_01_of_15,False,False,,17,85,3421f30e7129b215,15,"pitch,roll","9,12,13,16,17,20,21,24,25,28,29,32,33,36,37","{""granularity"": 12, ""group_ids"": [21], ""outer_pass"": 0}",133,robust_safe,0.4258542473080534,0.06553717098804199,0.024178913190073006,0.113894997368188
3,20,support_ddmin,outer0_remove_01_of_15,False,False,,18,90,58abca6df6c8f6c8,14,"pitch,roll","9,12,13,16,17,20,21,25,28,29,32,33,36,37","{""granularity"": 12, ""group_ids"": [24], ""outer_pass"": 0}",134,noise_band,0.487850420859846,0.05009413971224508,0.09238865232853782,0.23487144436932073
3,21,support_ddmin,outer0_remove_01_of_15,False,False,,19,95,41b61604bc8fdb90,15,"pitch,roll","9,12,13,16,17,20,21,24,25,28,29,32,33,36,37","{""granularity"": 12, ""group_ids"": [25], ""outer_pass"": 0}",135,noise_band,0.487850420859846,0.008709863998493517,0.022612200664114106,0.05393426532672173
3,22,support_ddmin,outer0_remove_01_of_15,True,False,,20,100,a81a2e2d114f34ad,15,"pitch,roll","9,12,13,16,17,20,21,24,25,28,29,32,33,36,37","{""granularity"": 12, ""group_ids"": [28], ""outer_pass"": 0}",136,robust_violation,0.487850420859846,-0.07296205084966063,0.01734141328728746,-0.03827922427508571
3,23,support_ddmin,outer0_remove_02_of_15,False,False,,21,105,2e0dd4208176ac10,13,"pitch,roll","13,16,17,20,21,24,25,28,29,32,33,36,37","{""granularity"": 11, ""group_ids"": [9, 12], ""outer_pass"": 0}",137,noise_band,0.487850420859846,0.02834977629872677,0.02980338463799363,0.08795654557471402
3,24,support_ddmin,outer0_remove_02_of_15,False,False,,22,110,ea1c12a110e1498a,13,"pitch,roll","9,12,17,20,21,24,25,28,29,32,33,36,37","{""granularity"": 11, ""group_ids"": [13, 16], ""outer_pass"": 0}",138,noise_band,0.487850420859846,0.06681767908085139,0.03768230914684129,0.14218229737453397
3,25,support_ddmin,outer0_remove_02_of_15,False,False,,23,115,5b921ed0abb1b561,13,"pitch,roll","9,12,13,16,21,24,25,28,29,32,33,36,37","{""granularity"": 11, ""group_ids"": [17, 20], ""outer_pass"": 0}",139,robust_safe,0.4177572172326592,0.1964449796274606,0.02017910264670555,0.2368031849208717
3,26,support_ddmin,outer0_remove_02_of_15,False,False,,24,120,68f3743abcd8783e,14,"pitch,roll","9,12,13,16,17,20,21,25,28,29,32,33,36,37","{""granularity"": 11, ""group_ids"": [21, 24], ""outer_pass"": 0}",140,robust_safe,0.3685216294116883,0.24866634267155732,0.02785511618490049,0.3043765750413583
3,27,support_ddmin,outer0_remove_01_of_15,False,False,,25,125,dad47aeb3b4bd9db,15,"pitch,roll","9,12,13,16,17,20,21,24,25,28,29,32,33,36,37","{""granularity"": 11, ""group_ids"": [25], ""outer_pass"": 0}",141,noise_band,0.487850420859846,0.023767350392908494,0.025370968389996383,0.07450928717290126
3,28,support_ddmin,outer0_remove_01_of_15,False,True,same_as_current,25,125,a81a2e2d114f34ad,15,"pitch,roll","9,12,13,16,17,20,21,24,25,28,29,32,33,36,37","{""granularity"": 11, ""group_ids"": [28], ""outer_pass"": 0}",136,robust_violation,0.487850420859846,-0.07296205084966063,0.01734141328728746,-0.03827922427508571
3,29,support_ddmin,outer0_remove_01_of_15,False,True,,25,125,94800d717578847e,15,"pitch,roll","9,12,13,16,17,20,21,24,25,28,29,32,33,36,37","{""granularity"": 11, ""group_ids"": [29], ""outer_pass"": 0}",127,noise_band,0.487850420859846,0.008483082798649799,0.012324448227322385,0.03313197925329457
3,30,support_ddmin,outer0_remove_01_of_15,False,False,,26,130,7a91c0acee2f1f36,14,"pitch,roll","9,12,13,16,17,20,21,24,25,28,29,33,36,37","{""granularity"": 11, ""group_ids"": [32], ""outer_pass"": 0}",142,noise_band,0.487850420859846,0.018542135609056397,0.022988130712664135,0.06451839703438467
3,31,support_ddmin,outer0_remove_01_of_15,False,False,,27,135,7dcc25c06f1c99df,14,"pitch,roll","9,12,13,16,17,20,21,24,25,28,29,32,36,37","{""granularity"": 11, ""group_ids"": [33], ""outer_pass"": 0}",143,robust_safe,0.487850420859846,0.10690772866620493,0.034695294972539814,0.17629831861128456
