group_id,channel,window_id,t_start,t_end,alpha,sign,repeat_idx,delta_probe,projection_linf,theta_hash,query_id,rho_xy_velocity,rho_xy_drift,rho_alt_drift
11,throttle,2,1.0,1.5,0.44921875,+,0,0.2,0.06230468750000001,e4f3cf83092a5245,e4f3cf83092a5245_px4_position_0_stage1_redo_delta020_pointV_g11_plus_repeat0,0.08320329391451164,1.167540554644399,0.9069809913635254
11,throttle,2,1.0,1.5,0.44921875,-,0,0.2,0.0,5b2ef5b6af5081c6,5b2ef5b6af5081c6_px4_position_0_stage1_redo_delta020_pointV_g11_minus_repeat0,-0.033148968018207325,1.0361851516730205,0.9056730270385742
11,throttle,2,1.0,1.5,0.44921875,+,1,0.2,0.06230468750000001,e4f3cf83092a5245,e4f3cf83092a5245_px4_position_0_stage1_redo_delta020_pointV_g11_plus_repeat1,0.00735730758056985,1.0726024465600552,0.9118266105651855
11,throttle,2,1.0,1.5,0.44921875,-,1,0.2,0.0,5b2ef5b6af5081c6,5b2ef5b6af5081c6_px4_position_0_stage1_redo_delta020_pointV_g11_minus_repeat1,0.05124651258874413,1.092574595309893,0.905329704284668
11,throttle,2,1.0,1.5,0.44921875,+,2,0.2,0.06230468750000001,e4f3cf83092a5245,e4f3cf83092a5245_px4_position_0_stage1_redo_delta020_pointV_g11_plus_repeat2,-0.017573480100685712,0.9868494744205822,0.9103431701660156
11,throttle,2,1.0,1.5,0.44921875,-,2,0.2,0.0,5b2ef5b6af5081c6,5b2ef5b6af5081c6_px4_position_0_stage1_redo_delta020_pointV_g11_minus_repeat2,-0.011594869000697505,1.0510232082322977,0.9125790596008301
12,roll,3,1.5,2.0,0.44921875,+,0,0.2,0.0,d53ae468287f7dba,d53ae468287f7dba_px4_position_0_stage1_redo_delta020_pointV_g12_plus_repeat0,-0.037694480261593055,0.9729359914161624,0.9143390655517578
12,roll,3,1.5,2.0,0.44921875,-,0,0.2,0.0,89a9e09cb2e41ec2,89a9e09cb2e41ec2_px4_position_0_stage1_redo_delta020_pointV_g12_minus_repeat0,0.039003644283633454,1.0440464676926002,0.9116044044494629
12,roll,3,1.5,2.0,0.44921875,+,1,0.2,0.0,d53ae468287f7dba,d53ae468287f7dba_px4_position_0_stage1_redo_delta020_pointV_g12_plus_repeat1,-0.05819402413623398,0.9924211172467121,0.9034185409545898
12,roll,3,1.5,2.0,0.44921875,-,1,0.2,0.0,89a9e09cb2e41ec2,89a9e09cb2e41ec2_px4_position_0_stage1_redo_delta020_pointV_g12_minus_repeat1,0.0011816970551051798,1.0840695897902526,0.9076886177062988
12,roll,3,1.5,2.0,0.44921875,+,2,0.2,0.0,d53ae468287f7dba,d53ae468287f7dba_px4_position_0_stage1_redo_delta020_pointV_g12_plus_repeat2,-0.013205254922010301,1.072183353679219,0.9031844139099121
12,roll,3,1.5,2.0,0.44921875,-,2,0.2,0.0,89a9e09cb2e41ec2,89a9e09cb2e41ec2_px4_position_0_stage1_redo_delta020_pointV_g12_minus_repeat2,-0.006648279800492318,1.0401476371778875,0.9053125381469727
13,pitch,3,1.5,2.0,0.44921875,+,0,0.2,0.0,22b3e01081df0c2d,22b3e01081df0c2d_px4_position_0_stage1_redo_delta020_pointV_g13_plus_repeat0,0.041870656583628985,1.0944548438065986,0.9172358512878418
13,pitch,3,1.5,2.0,0.44921875,-,0,0.2,0.0,b49778e4f0958172,b49778e4f0958172_px4_position_0_stage1_redo_delta020_pointV_g13_minus_repeat0,0.019698624145751742,1.0894020827368311,0.9190139770507812
13,pitch,3,1.5,2.0,0.44921875,+,1,0.2,0.0,22b3e01081df0c2d,22b3e01081df0c2d_px4_position_0_stage1_redo_delta020_pointV_g13_plus_repeat1,0.09465780559485948,1.1217906355277945,0.9117345809936523
13,pitch,3,1.5,2.0,0.44921875,-,1,0.2,0.0,b49778e4f0958172,b49778e4f0958172_px4_position_0_stage1_redo_delta020_pointV_g13_minus_repeat1,-0.12451362135550315,0.8913301922507202,0.9165735244750977
13,pitch,3,1.5,2.0,0.44921875,+,2,0.2,0.0,22b3e01081df0c2d,22b3e01081df0c2d_px4_position_0_stage1_redo_delta020_pointV_g13_plus_repeat2,0.036546231177768784,1.0921338715936642,0.911043643951416
13,pitch,3,1.5,2.0,0.44921875,-,2,0.2,0.0,b49778e4f0958172,b49778e4f0958172_px4_position_0_stage1_redo_delta020_pointV_g13_minus_repeat2,-0.058305930908717496,1.0001371435419046,0.9121494293212891
14,yaw,3,1.5,2.0,0.44921875,+,0,0.2,0.06230468750000004,1038d31d62c6715b,1038d31d62c6715b_px4_position_0_stage1_redo_delta020_pointV_g14_plus_repeat0,-0.009331038525568713,0.9881702109993475,0.9023571014404297
14,yaw,3,1.5,2.0,0.44921875,-,0,0.2,0.06230468749999997,0f4239018ffe129d,0f4239018ffe129d_px4_position_0_stage1_redo_delta020_pointV_g14_minus_repeat0,0.057704911725925956,1.0951289114832772,0.9026198387145996
14,yaw,3,1.5,2.0,0.44921875,+,1,0.2,0.06230468750000004,1038d31d62c6715b,1038d31d62c6715b_px4_position_0_stage1_redo_delta020_pointV_g14_plus_repeat1,0.04372414643787481,1.0934438973094545,0.916130542755127
14,yaw,3,1.5,2.0,0.44921875,-,1,0.2,0.06230468749999997,0f4239018ffe129d,0f4239018ffe129d_px4_position_0_stage1_redo_delta020_pointV_g14_minus_repeat1,0.023234378943982947,1.0824790412632754,0.9021387100219727
14,yaw,3,1.5,2.0,0.44921875,+,2,0.2,0.06230468750000004,1038d31d62c6715b,1038d31d62c6715b_px4_position_0_stage1_redo_delta020_pointV_g14_plus_repeat2,0.07016960515908266,1.1572017473204586,0.9122843742370605
14,yaw,3,1.5,2.0,0.44921875,-,2,0.2,0.06230468749999997,0f4239018ffe129d,0f4239018ffe129d_px4_position_0_stage1_redo_delta020_pointV_g14_minus_repeat2,-0.05082001918480872,1.0186467253668594,0.9124503135681152
15,throttle,3,1.5,2.0,0.44921875,+,0,0.2,0.0,2dd21f8b8441ee39,2dd21f8b8441ee39_px4_position_0_stage1_redo_delta020_pointV_g15_plus_repeat0,-0.0008402219180296822,1.0510489785545425,0.8972153663635254
15,throttle,3,1.5,2.0,0.44921875,-,0,0.2,0.0,ef0fa7a4c22d9fc7,ef0fa7a4c22d9fc7_px4_position_0_stage1_redo_delta020_pointV_g15_minus_repeat0,0.042220364570800695,1.0749174073823837,0.9017333984375
15,throttle,3,1.5,2.0,0.44921875,+,1,0.2,0.0,2dd21f8b8441ee39,2dd21f8b8441ee39_px4_position_0_stage1_redo_delta020_pointV_g15_plus_repeat1,-0.0226692314964676,1.0492985756175057,0.9127559661865234
15,throttle,3,1.5,2.0,0.44921875,-,1,0.2,0.0,ef0fa7a4c22d9fc7,ef0fa7a4c22d9fc7_px4_position_0_stage1_redo_delta020_pointV_g15_minus_repeat1,0.03515621917957423,1.0393491482244737,0.906125545501709
15,throttle,3,1.5,2.0,0.44921875,+,2,0.2,0.0,2dd21f8b8441ee39,2dd21f8b8441ee39_px4_position_0_stage1_redo_delta020_pointV_g15_plus_repeat2,0.061195544419515135,1.0947284201846323,0.9016094207763672
15,throttle,3,1.5,2.0,0.44921875,-,2,0.2,0.0,ef0fa7a4c22d9fc7,ef0fa7a4c22d9fc7_px4_position_0_stage1_redo_delta020_pointV_g15_minus_repeat2,0.037354566440783055,1.0732810157654353,0.9087862968444824
16,roll,4,2.0,2.5,0.44921875,+,0,0.2,0.0,cba036529e75a704,cba036529e75a704_px4_position_0_stage1_redo_delta020_pointV_g16_plus_repeat0,-0.031181924370133673,0.9624092520423706,0.9130735397338867
16,roll,4,2.0,2.5,0.44921875,-,0,0.2,0.0,d87cd3d0d4fbee1b,d87cd3d0d4fbee1b_px4_position_0_stage1_redo_delta020_pointV_g16_minus_repeat0,0.015287073743452728,1.0198173734727143,0.9112391471862793
16,roll,4,2.0,2.5,0.44921875,+,1,0.2,0.0,cba036529e75a704,cba036529e75a704_px4_position_0_stage1_redo_delta020_pointV_g16_plus_repeat1,-0.1268314003980806,0.9060166905018654,0.9084606170654297
16,roll,4,2.0,2.5,0.44921875,-,1,0.2,0.0,d87cd3d0d4fbee1b,d87cd3d0d4fbee1b_px4_position_0_stage1_redo_delta020_pointV_g16_minus_repeat1,0.04772605843406319,1.1042650767600461,0.9095911979675293
16,roll,4,2.0,2.5,0.44921875,+,2,0.2,0.0,cba036529e75a704,cba036529e75a704_px4_position_0_stage1_redo_delta020_pointV_g16_plus_repeat2,-0.06852669861698524,0.9632711387659825,0.9205970764160156
16,roll,4,2.0,2.5,0.44921875,-,2,0.2,0.0,d87cd3d0d4fbee1b,d87cd3d0d4fbee1b_px4_position_0_stage1_redo_delta020_pointV_g16_minus_repeat2,0.03482605407423889,1.099744779588406,0.9172978401184082
17,pitch,4,2.0,2.5,0.44921875,+,0,0.2,0.0,4b6a08f1aaf61f64,4b6a08f1aaf61f64_px4_position_0_stage1_redo_delta020_pointV_g17_plus_repeat0,0.09613078721892787,1.15440151867536,0.9092679023742676
17,pitch,4,2.0,2.5,0.44921875,-,0,0.2,0.0,82b9871810dece4b,82b9871810dece4b_px4_position_0_stage1_redo_delta020_pointV_g17_minus_repeat0,-0.08960871004445092,0.900815238430678,0.9105958938598633
17,pitch,4,2.0,2.5,0.44921875,+,1,0.2,0.0,4b6a08f1aaf61f64,4b6a08f1aaf61f64_px4_position_0_stage1_redo_delta020_pointV_g17_plus_repeat1,0.016495015569219396,1.020491866720433,0.9127097129821777
17,pitch,4,2.0,2.5,0.44921875,-,1,0.2,0.0,82b9871810dece4b,82b9871810dece4b_px4_position_0_stage1_redo_delta020_pointV_g17_minus_repeat1,-0.0701481319973476,0.9911177139466663,0.9086227416992188
17,pitch,4,2.0,2.5,0.44921875,+,2,0.2,0.0,4b6a08f1aaf61f64,4b6a08f1aaf61f64_px4_position_0_stage1_redo_delta020_pointV_g17_plus_repeat2,0.1081690395836632,1.146562084885403,0.912299633026123
17,pitch,4,2.0,2.5,0.44921875,-,2,0.2,0.0,82b9871810dece4b,82b9871810dece4b_px4_position_0_stage1_redo_delta020_pointV_g17_minus_repeat2,-0.0519377757121009,1.0018408885888297,0.9101648330688477
18,yaw,4,2.0,2.5,0.44921875,+,0,0.2,0.0623046875,fd880e91cb127df7,fd880e91cb127df7_px4_position_0_stage1_redo_delta020_pointV_g18_plus_repeat0,-0.05469903200183768,0.9856459445272137,0.9146356582641602
18,yaw,4,2.0,2.5,0.44921875,-,0,0.2,0.06230468750000003,0477d8b32a11e8a3,0477d8b32a11e8a3_px4_position_0_stage1_redo_delta020_pointV_g18_minus_repeat0,0.0328936100086239,1.110072723035257,0.9045472145080566
18,yaw,4,2.0,2.5,0.44921875,+,1,0.2,0.0623046875,fd880e91cb127df7,fd880e91cb127df7_px4_position_0_stage1_redo_delta020_pointV_g18_plus_repeat1,-0.0015409223906366343,1.0209026168583897,0.9140181541442871
18,yaw,4,2.0,2.5,0.44921875,-,1,0.2,0.06230468750000003,0477d8b32a11e8a3,0477d8b32a11e8a3_px4_position_0_stage1_redo_delta020_pointV_g18_minus_repeat1,-0.005931637932161671,1.0206369367752384,0.9060006141662598
18,yaw,4,2.0,2.5,0.44921875,+,2,0.2,0.0623046875,fd880e91cb127df7,fd880e91cb127df7_px4_position_0_stage1_redo_delta020_pointV_g18_plus_repeat2,-0.060614549568889675,0.9607999148720046,0.9075469970703125
18,yaw,4,2.0,2.5,0.44921875,-,2,0.2,0.06230468750000003,0477d8b32a11e8a3,0477d8b32a11e8a3_px4_position_0_stage1_redo_delta020_pointV_g18_minus_repeat2,0.025473699595684796,1.101765057145682,0.9020414352416992
