group_id,channel,window_id,t_start,t_end,alpha,sign,repeat_idx,delta_probe,projection_linf,theta_hash,query_id,rho_xy_velocity,rho_xy_drift,rho_alt_drift
19,throttle,4,2.0,2.5,0.44921875,+,0,0.2,0.0,1b68d8b730fa1b16,1b68d8b730fa1b16_px4_position_0_stage1_redo_delta020_pointV_g19_plus_repeat0,0.008372997705133223,0.9976910628751503,0.9011030197143555
19,throttle,4,2.0,2.5,0.44921875,-,0,0.2,0.0,0ec2640dd0461953,0ec2640dd0461953_px4_position_0_stage1_redo_delta020_pointV_g19_minus_repeat0,0.02368498737234981,1.0584531798416628,0.907005786895752
19,throttle,4,2.0,2.5,0.44921875,+,1,0.2,0.0,1b68d8b730fa1b16,1b68d8b730fa1b16_px4_position_0_stage1_redo_delta020_pointV_g19_plus_repeat1,0.08216701561381912,1.1187099182001927,0.9025106430053711
19,throttle,4,2.0,2.5,0.44921875,-,1,0.2,0.0,0ec2640dd0461953,0ec2640dd0461953_px4_position_0_stage1_redo_delta020_pointV_g19_minus_repeat1,0.051887358431714325,1.0928262598055918,0.9138326644897461
19,throttle,4,2.0,2.5,0.44921875,+,2,0.2,0.0,1b68d8b730fa1b16,1b68d8b730fa1b16_px4_position_0_stage1_redo_delta020_pointV_g19_plus_repeat2,0.041508944814258486,1.0800043344641548,0.9063224792480469
19,throttle,4,2.0,2.5,0.44921875,-,2,0.2,0.0,0ec2640dd0461953,0ec2640dd0461953_px4_position_0_stage1_redo_delta020_pointV_g19_minus_repeat2,-0.013054052990081999,1.0273430575615963,0.9094719886779785
20,roll,5,2.5,3.0,0.44921875,+,0,0.2,0.0,bcc61360e09ca541,bcc61360e09ca541_px4_position_0_stage1_redo_delta020_pointV_g20_plus_repeat0,-0.14291130233061966,0.8710572626634046,0.9152350425720215
20,roll,5,2.5,3.0,0.44921875,-,0,0.2,0.0,9b67f4ba9afba53d,9b67f4ba9afba53d_px4_position_0_stage1_redo_delta020_pointV_g20_minus_repeat0,0.045328802121495926,1.0821192063348222,0.914517879486084
20,roll,5,2.5,3.0,0.44921875,+,1,0.2,0.0,bcc61360e09ca541,bcc61360e09ca541_px4_position_0_stage1_redo_delta020_pointV_g20_plus_repeat1,-0.11604108762186582,0.8749780931414928,0.9158463478088379
20,roll,5,2.5,3.0,0.44921875,-,1,0.2,0.0,9b67f4ba9afba53d,9b67f4ba9afba53d_px4_position_0_stage1_redo_delta020_pointV_g20_minus_repeat1,0.16917488541070236,1.2416819389549434,0.9108986854553223
20,roll,5,2.5,3.0,0.44921875,+,2,0.2,0.0,bcc61360e09ca541,bcc61360e09ca541_px4_position_0_stage1_redo_delta020_pointV_g20_plus_repeat2,-0.11716553745859448,0.9102391692433116,0.8978123664855957
20,roll,5,2.5,3.0,0.44921875,-,2,0.2,0.0,9b67f4ba9afba53d,9b67f4ba9afba53d_px4_position_0_stage1_redo_delta020_pointV_g20_minus_repeat2,0.02726114569170135,1.1024105910131885,0.9005513191223145
21,pitch,5,2.5,3.0,0.44921875,+,0,0.2,0.0,2fc31c49484bfdfa,2fc31c49484bfdfa_px4_position_0_stage1_redo_delta020_pointV_g21_plus_repeat0,0.14159100904922484,1.209468167022996,0.9091238975524902
21,pitch,5,2.5,3.0,0.44921875,-,0,0.2,0.0,36aac01f880e03a0,36aac01f880e03a0_px4_position_0_stage1_redo_delta020_pointV_g21_minus_repeat0,0.01044479313404123,1.0591491321340927,0.9070892333984375
21,pitch,5,2.5,3.0,0.44921875,+,1,0.2,0.0,2fc31c49484bfdfa,2fc31c49484bfdfa_px4_position_0_stage1_redo_delta020_pointV_g21_plus_repeat1,0.03487230114971174,1.090865087757892,0.9102873802185059
21,pitch,5,2.5,3.0,0.44921875,-,1,0.2,0.0,36aac01f880e03a0,36aac01f880e03a0_px4_position_0_stage1_redo_delta020_pointV_g21_minus_repeat1,-0.07872184294035511,0.9337570531621824,0.9036831855773926
21,pitch,5,2.5,3.0,0.44921875,+,2,0.2,0.0,2fc31c49484bfdfa,2fc31c49484bfdfa_px4_position_0_stage1_redo_delta020_pointV_g21_plus_repeat2,0.05081597705270602,1.0869171744361021,0.9155254364013672
21,pitch,5,2.5,3.0,0.44921875,-,2,0.2,0.0,36aac01f880e03a0,36aac01f880e03a0_px4_position_0_stage1_redo_delta020_pointV_g21_minus_repeat2,-0.10261723666537148,0.9323319085942365,0.9068403244018555
22,yaw,5,2.5,3.0,0.44921875,+,0,0.2,0.06230468750000004,3e2076f1268bdd28,3e2076f1268bdd28_px4_position_0_stage1_redo_delta020_pointV_g22_plus_repeat0,-0.023979786186066443,1.0414043578924521,0.9084386825561523
22,yaw,5,2.5,3.0,0.44921875,-,0,0.2,0.06230468750000001,3bb3eaf1f09f9d67,3bb3eaf1f09f9d67_px4_position_0_stage1_redo_delta020_pointV_g22_minus_repeat0,-0.0543456064236012,0.929451447390665,0.9103035926818848
22,yaw,5,2.5,3.0,0.44921875,+,1,0.2,0.06230468750000004,3e2076f1268bdd28,3e2076f1268bdd28_px4_position_0_stage1_redo_delta020_pointV_g22_plus_repeat1,-0.0345890826143076,1.024657321027781,0.9112663269042969
22,yaw,5,2.5,3.0,0.44921875,-,1,0.2,0.06230468750000001,3bb3eaf1f09f9d67,3bb3eaf1f09f9d67_px4_position_0_stage1_redo_delta020_pointV_g22_minus_repeat1,-0.03183671916857267,1.0072784120416436,0.9152412414550781
22,yaw,5,2.5,3.0,0.44921875,+,2,0.2,0.06230468750000004,3e2076f1268bdd28,3e2076f1268bdd28_px4_position_0_stage1_redo_delta020_pointV_g22_plus_repeat2,0.06163752065510175,1.1505038029680912,0.9110040664672852
22,yaw,5,2.5,3.0,0.44921875,-,2,0.2,0.06230468750000001,3bb3eaf1f09f9d67,3bb3eaf1f09f9d67_px4_position_0_stage1_redo_delta020_pointV_g22_minus_repeat2,-0.03152376681506186,1.0142094897939256,0.9050483703613281
23,throttle,5,2.5,3.0,0.44921875,+,0,0.2,0.0,229dcabbb4e2ffa1,229dcabbb4e2ffa1_px4_position_0_stage1_redo_delta020_pointV_g23_plus_repeat0,-0.01863812878593918,1.029435127218695,0.9058642387390137
23,throttle,5,2.5,3.0,0.44921875,-,0,0.2,0.0,4c89180c59502091,4c89180c59502091_px4_position_0_stage1_redo_delta020_pointV_g23_minus_repeat0,-0.05174551204858102,0.9935841492670672,0.9112324714660645
23,throttle,5,2.5,3.0,0.44921875,+,1,0.2,0.0,229dcabbb4e2ffa1,229dcabbb4e2ffa1_px4_position_0_stage1_redo_delta020_pointV_g23_plus_repeat1,0.004537488386719413,1.0801426005195454,0.9021096229553223
23,throttle,5,2.5,3.0,0.44921875,-,1,0.2,0.0,4c89180c59502091,4c89180c59502091_px4_position_0_stage1_redo_delta020_pointV_g23_minus_repeat1,0.03135599283033241,1.113374028985493,0.9110727310180664
23,throttle,5,2.5,3.0,0.44921875,+,2,0.2,0.0,229dcabbb4e2ffa1,229dcabbb4e2ffa1_px4_position_0_stage1_redo_delta020_pointV_g23_plus_repeat2,-0.013913254026368893,0.9949837475580157,0.8970298767089844
23,throttle,5,2.5,3.0,0.44921875,-,2,0.2,0.0,4c89180c59502091,4c89180c59502091_px4_position_0_stage1_redo_delta020_pointV_g23_minus_repeat2,-0.0037944971575223363,1.0736910249747844,0.9245781898498535
24,roll,6,3.0,3.5,0.44921875,+,0,0.2,0.0,d4ed247ddf59fd05,d4ed247ddf59fd05_px4_position_0_stage1_redo_delta020_pointV_g24_plus_repeat0,-0.0813953025759453,0.9244466611121829,0.9189157485961914
24,roll,6,3.0,3.5,0.44921875,-,0,0.2,0.0,ab0a4045329ea3cc,ab0a4045329ea3cc_px4_position_0_stage1_redo_delta020_pointV_g24_minus_repeat0,0.12346681591081565,1.2080946677992843,0.9077053070068359
24,roll,6,3.0,3.5,0.44921875,+,1,0.2,0.0,d4ed247ddf59fd05,d4ed247ddf59fd05_px4_position_0_stage1_redo_delta020_pointV_g24_plus_repeat1,-0.1594526941433374,0.850361499742404,0.9134302139282227
24,roll,6,3.0,3.5,0.44921875,-,1,0.2,0.0,ab0a4045329ea3cc,ab0a4045329ea3cc_px4_position_0_stage1_redo_delta020_pointV_g24_minus_repeat1,0.07166157157274711,1.1267917201060187,0.908806324005127
24,roll,6,3.0,3.5,0.44921875,+,2,0.2,0.0,d4ed247ddf59fd05,d4ed247ddf59fd05_px4_position_0_stage1_redo_delta020_pointV_g24_plus_repeat2,-0.06316848759760885,0.9599581350012443,0.9184918403625488
24,roll,6,3.0,3.5,0.44921875,-,2,0.2,0.0,ab0a4045329ea3cc,ab0a4045329ea3cc_px4_position_0_stage1_redo_delta020_pointV_g24_minus_repeat2,0.050835166618440675,1.1083698006600513,0.9077706336975098
25,pitch,6,3.0,3.5,0.44921875,+,0,0.2,0.0,ffc70b9164a692b6,ffc70b9164a692b6_px4_position_0_stage1_redo_delta020_pointV_g25_plus_repeat0,0.0934965202203848,1.1975533806044185,0.899479866027832
25,pitch,6,3.0,3.5,0.44921875,-,0,0.2,0.0,fc82d71fa3b7e19c,fc82d71fa3b7e19c_px4_position_0_stage1_redo_delta020_pointV_g25_minus_repeat0,-0.15809373185249775,0.8611238641333723,0.9132027626037598
25,pitch,6,3.0,3.5,0.44921875,+,1,0.2,0.0,ffc70b9164a692b6,ffc70b9164a692b6_px4_position_0_stage1_redo_delta020_pointV_g25_plus_repeat1,0.10325117397352201,1.1710907228662144,0.9136185646057129
25,pitch,6,3.0,3.5,0.44921875,-,1,0.2,0.0,fc82d71fa3b7e19c,fc82d71fa3b7e19c_px4_position_0_stage1_redo_delta020_pointV_g25_minus_repeat1,-0.10510136164997741,0.8966491813906612,0.9113121032714844
25,pitch,6,3.0,3.5,0.44921875,+,2,0.2,0.0,ffc70b9164a692b6,ffc70b9164a692b6_px4_position_0_stage1_redo_delta020_pointV_g25_plus_repeat2,0.11704658585016847,1.1839389443629442,0.9094266891479492
25,pitch,6,3.0,3.5,0.44921875,-,2,0.2,0.0,fc82d71fa3b7e19c,fc82d71fa3b7e19c_px4_position_0_stage1_redo_delta020_pointV_g25_minus_repeat2,-0.027370525846767357,0.9843000924382248,0.9114141464233398
26,yaw,6,3.0,3.5,0.44921875,+,0,0.2,0.06230468750000007,df5f748d0c9a6015,df5f748d0c9a6015_px4_position_0_stage1_redo_delta020_pointV_g26_plus_repeat0,0.08360815494718454,1.1108449782572158,0.9148797988891602
26,yaw,6,3.0,3.5,0.44921875,-,0,0.2,0.0,918d99c72d275717,918d99c72d275717_px4_position_0_stage1_redo_delta020_pointV_g26_minus_repeat0,-0.0001840352057060901,1.1016515171002679,0.9154171943664551
26,yaw,6,3.0,3.5,0.44921875,+,1,0.2,0.06230468750000007,df5f748d0c9a6015,df5f748d0c9a6015_px4_position_0_stage1_redo_delta020_pointV_g26_plus_repeat1,-0.012667788491832921,0.9953768336268431,0.9196219444274902
26,yaw,6,3.0,3.5,0.44921875,-,1,0.2,0.0,918d99c72d275717,918d99c72d275717_px4_position_0_stage1_redo_delta020_pointV_g26_minus_repeat1,0.008451329607515934,1.0367771998311714,0.9023380279541016
26,yaw,6,3.0,3.5,0.44921875,+,2,0.2,0.06230468750000007,df5f748d0c9a6015,df5f748d0c9a6015_px4_position_0_stage1_redo_delta020_pointV_g26_plus_repeat2,-0.008249058797691555,0.9748756776669065,0.9114689826965332
26,yaw,6,3.0,3.5,0.44921875,-,2,0.2,0.0,918d99c72d275717,918d99c72d275717_px4_position_0_stage1_redo_delta020_pointV_g26_minus_repeat2,0.038895354832522155,1.0683812357292166,0.9108142852783203
27,throttle,6,3.0,3.5,0.44921875,+,0,0.2,0.0,6600f21448de470a,6600f21448de470a_px4_position_0_stage1_redo_delta020_pointV_g27_plus_repeat0,0.013043729812427074,1.0704904609493342,0.8971076011657715
27,throttle,6,3.0,3.5,0.44921875,-,0,0.2,0.0,9092ebd70b7bb2da,9092ebd70b7bb2da_px4_position_0_stage1_redo_delta020_pointV_g27_minus_repeat0,0.02330778081778062,1.0397904868905994,0.9135785102844238
27,throttle,6,3.0,3.5,0.44921875,+,1,0.2,0.0,6600f21448de470a,6600f21448de470a_px4_position_0_stage1_redo_delta020_pointV_g27_plus_repeat1,-0.024599173814073394,0.9970499038693388,0.8916764259338379
27,throttle,6,3.0,3.5,0.44921875,-,1,0.2,0.0,9092ebd70b7bb2da,9092ebd70b7bb2da_px4_position_0_stage1_redo_delta020_pointV_g27_minus_repeat1,0.01945030905437717,1.0581835822372299,0.9155716896057129
27,throttle,6,3.0,3.5,0.44921875,+,2,0.2,0.0,6600f21448de470a,6600f21448de470a_px4_position_0_stage1_redo_delta020_pointV_g27_plus_repeat2,-0.0002775815886373323,1.058298103406495,0.9030694961547852
27,throttle,6,3.0,3.5,0.44921875,-,2,0.2,0.0,9092ebd70b7bb2da,9092ebd70b7bb2da_px4_position_0_stage1_redo_delta020_pointV_g27_minus_repeat2,0.11395508701562496,1.178594538492858,0.9152860641479492
28,roll,7,3.5,4.0,0.44921875,+,0,0.2,0.0,8b66a4a1d476e606,8b66a4a1d476e606_px4_position_0_stage1_redo_delta020_pointV_g28_plus_repeat0,-0.05087420721651581,0.9484893297423289,0.905555248260498
28,roll,7,3.5,4.0,0.44921875,-,0,0.2,0.0,232620558bb6271d,232620558bb6271d_px4_position_0_stage1_redo_delta020_pointV_g28_minus_repeat0,0.07126714391897859,1.1490469552439326,0.9186005592346191
28,roll,7,3.5,4.0,0.44921875,+,1,0.2,0.0,8b66a4a1d476e606,8b66a4a1d476e606_px4_position_0_stage1_redo_delta020_pointV_g28_plus_repeat1,-0.10146611499645264,0.9047397864982589,0.9090275764465332
28,roll,7,3.5,4.0,0.44921875,-,1,0.2,0.0,232620558bb6271d,232620558bb6271d_px4_position_0_stage1_redo_delta020_pointV_g28_minus_repeat1,0.06716665518259224,1.0571499156656023,0.9124221801757812
28,roll,7,3.5,4.0,0.44921875,+,2,0.2,0.0,8b66a4a1d476e606,8b66a4a1d476e606_px4_position_0_stage1_redo_delta020_pointV_g28_plus_repeat2,-0.1475628414474559,0.8677135681801167,0.9130239486694336
28,roll,7,3.5,4.0,0.44921875,-,2,0.2,0.0,232620558bb6271d,232620558bb6271d_px4_position_0_stage1_redo_delta020_pointV_g28_minus_repeat2,0.056842011257058234,1.1070008751114782,0.8995323181152344
29,pitch,7,3.5,4.0,0.44921875,+,0,0.2,0.0,d13ee0d4073a2598,d13ee0d4073a2598_px4_position_0_stage1_redo_delta020_pointV_g29_plus_repeat0,0.06458753188860733,1.0904878248110594,0.9146595001220703
29,pitch,7,3.5,4.0,0.44921875,-,0,0.2,0.0,31d30a517f9d73b4,31d30a517f9d73b4_px4_position_0_stage1_redo_delta020_pointV_g29_minus_repeat0,-0.10055688874454605,0.90300950536338,0.911003589630127
29,pitch,7,3.5,4.0,0.44921875,+,1,0.2,0.0,d13ee0d4073a2598,d13ee0d4073a2598_px4_position_0_stage1_redo_delta020_pointV_g29_plus_repeat1,-0.1564202950147935,0.9193831191550481,0.9065165519714355
29,pitch,7,3.5,4.0,0.44921875,-,1,0.2,0.0,31d30a517f9d73b4,31d30a517f9d73b4_px4_position_0_stage1_redo_delta020_pointV_g29_minus_repeat1,-0.43999868342634607,0.5618368155308138,0.9120955467224121
29,pitch,7,3.5,4.0,0.44921875,+,2,0.2,0.0,d13ee0d4073a2598,d13ee0d4073a2598_px4_position_0_stage1_redo_delta020_pointV_g29_plus_repeat2,-0.12327733152859399,0.9700354813535244,0.9150424003601074
29,pitch,7,3.5,4.0,0.44921875,-,2,0.2,0.0,31d30a517f9d73b4,31d30a517f9d73b4_px4_position_0_stage1_redo_delta020_pointV_g29_minus_repeat2,-0.38458336784727476,0.6027700955090525,0.9083037376403809
30,yaw,7,3.5,4.0,0.44921875,+,0,0.2,0.043990893572239426,69f2bd935574cbad,69f2bd935574cbad_px4_position_0_stage1_redo_delta020_pointV_g30_plus_repeat0,-0.2772847605734601,0.7753725939522238,0.9043960571289062
30,yaw,7,3.5,4.0,0.44921875,-,0,0.2,0.06230468750000001,5cce17977d7cc53b,5cce17977d7cc53b_px4_position_0_stage1_redo_delta020_pointV_g30_minus_repeat0,-0.24727488719171942,0.7973081895101841,0.900425910949707
30,yaw,7,3.5,4.0,0.44921875,+,1,0.2,0.043990893572239426,69f2bd935574cbad,69f2bd935574cbad_px4_position_0_stage1_redo_delta020_pointV_g30_plus_repeat1,-0.275902370025511,0.7384951196381677,0.8986520767211914
30,yaw,7,3.5,4.0,0.44921875,-,1,0.2,0.06230468750000001,5cce17977d7cc53b,5cce17977d7cc53b_px4_position_0_stage1_redo_delta020_pointV_g30_minus_repeat1,-0.2509839243158638,0.7595528759801078,0.9101753234863281
30,yaw,7,3.5,4.0,0.44921875,+,2,0.2,0.043990893572239426,69f2bd935574cbad,69f2bd935574cbad_px4_position_0_stage1_redo_delta020_pointV_g30_plus_repeat2,-0.30090516733133077,0.6946760159542567,0.8994960784912109
30,yaw,7,3.5,4.0,0.44921875,-,2,0.2,0.06230468750000001,5cce17977d7cc53b,5cce17977d7cc53b_px4_position_0_stage1_redo_delta020_pointV_g30_minus_repeat2,-0.2560621947797901,0.7442312320880444,0.913231372833252
31,throttle,7,3.5,4.0,0.44921875,+,0,0.2,0.0,f5d9b75bea8a381f,f5d9b75bea8a381f_px4_position_0_stage1_redo_delta020_pointV_g31_plus_repeat0,-0.3006510994266147,0.7466916455879651,0.9039616584777832
31,throttle,7,3.5,4.0,0.44921875,-,0,0.2,0.0,08c7decc25c52f22,08c7decc25c52f22_px4_position_0_stage1_redo_delta020_pointV_g31_minus_repeat0,-0.28185097561504757,0.7712802383819222,0.9139013290405273
31,throttle,7,3.5,4.0,0.44921875,+,1,0.2,0.0,f5d9b75bea8a381f,f5d9b75bea8a381f_px4_position_0_stage1_redo_delta020_pointV_g31_plus_repeat1,-0.15721546958687904,0.894017903837339,0.9052920341491699
31,throttle,7,3.5,4.0,0.44921875,-,1,0.2,0.0,08c7decc25c52f22,08c7decc25c52f22_px4_position_0_stage1_redo_delta020_pointV_g31_minus_repeat1,-0.26296289226846037,0.7688652820119084,0.9145255088806152
31,throttle,7,3.5,4.0,0.44921875,+,2,0.2,0.0,f5d9b75bea8a381f,f5d9b75bea8a381f_px4_position_0_stage1_redo_delta020_pointV_g31_plus_repeat2,-0.28326964269158994,0.7290063868015588,0.8963217735290527
31,throttle,7,3.5,4.0,0.44921875,-,2,0.2,0.0,08c7decc25c52f22,08c7decc25c52f22_px4_position_0_stage1_redo_delta020_pointV_g31_minus_repeat2,-0.2881971106423953,0.704178753357066,0.9111642837524414
32,roll,8,4.0,4.5,0.44921875,+,0,0.2,0.0,facc38f61e327f60,facc38f61e327f60_px4_position_0_stage1_redo_delta020_pointV_g32_plus_repeat0,-0.4617191752995271,0.5246777471837833,0.9013524055480957
32,roll,8,4.0,4.5,0.44921875,-,0,0.2,0.0,311240af1c4f4eaa,311240af1c4f4eaa_px4_position_0_stage1_redo_delta020_pointV_g32_minus_repeat0,-0.1794543242990796,0.8835231176722076,0.9060988426208496
32,roll,8,4.0,4.5,0.44921875,+,1,0.2,0.0,facc38f61e327f60,facc38f61e327f60_px4_position_0_stage1_redo_delta020_pointV_g32_plus_repeat1,-0.3989021762948468,0.6344721104557807,0.921666145324707
32,roll,8,4.0,4.5,0.44921875,-,1,0.2,0.0,311240af1c4f4eaa,311240af1c4f4eaa_px4_position_0_stage1_redo_delta020_pointV_g32_minus_repeat1,-0.172747839616896,0.8460314233792516,0.9128274917602539
32,roll,8,4.0,4.5,0.44921875,+,2,0.2,0.0,facc38f61e327f60,facc38f61e327f60_px4_position_0_stage1_redo_delta020_pointV_g32_plus_repeat2,-0.45451146572136225,0.5863524158775428,0.9180874824523926
32,roll,8,4.0,4.5,0.44921875,-,2,0.2,0.0,311240af1c4f4eaa,311240af1c4f4eaa_px4_position_0_stage1_redo_delta020_pointV_g32_minus_repeat2,-0.12387504623904522,0.9356703235351207,0.907679557800293
33,pitch,8,4.0,4.5,0.44921875,+,0,0.2,0.0,db2b437cbf5f528b,db2b437cbf5f528b_px4_position_0_stage1_redo_delta020_pointV_g33_plus_repeat0,-0.17335988308778116,0.8713383957802732,0.9069705009460449
33,pitch,8,4.0,4.5,0.44921875,-,0,0.2,0.0,b3fe78a66cfc3894,b3fe78a66cfc3894_px4_position_0_stage1_redo_delta020_pointV_g33_minus_repeat0,-0.44522846246291636,0.5317860151380407,0.9049558639526367
33,pitch,8,4.0,4.5,0.44921875,+,1,0.2,0.0,db2b437cbf5f528b,db2b437cbf5f528b_px4_position_0_stage1_redo_delta020_pointV_g33_plus_repeat1,-0.17100604672484332,0.8735129481539039,0.9160890579223633
33,pitch,8,4.0,4.5,0.44921875,-,1,0.2,0.0,b3fe78a66cfc3894,b3fe78a66cfc3894_px4_position_0_stage1_redo_delta020_pointV_g33_minus_repeat1,-0.523461052613553,0.4540186970014364,0.9050536155700684
33,pitch,8,4.0,4.5,0.44921875,+,2,0.2,0.0,db2b437cbf5f528b,db2b437cbf5f528b_px4_position_0_stage1_redo_delta020_pointV_g33_plus_repeat2,-0.15656639962630003,0.8329421794492995,0.9101114273071289
33,pitch,8,4.0,4.5,0.44921875,-,2,0.2,0.0,b3fe78a66cfc3894,b3fe78a66cfc3894_px4_position_0_stage1_redo_delta020_pointV_g33_minus_repeat2,-0.4878428106636301,0.4462646793506708,0.9052462577819824
34,yaw,8,4.0,4.5,0.44921875,+,0,0.2,0.06230468750000001,d7aff42ea71c0b6e,d7aff42ea71c0b6e_px4_position_0_stage1_redo_delta020_pointV_g34_plus_repeat0,-0.2905709493798321,0.7455720474115646,0.9121365547180176
34,yaw,8,4.0,4.5,0.44921875,-,0,0.2,0.043990893572239426,c9c5edc79cb538f6,c9c5edc79cb538f6_px4_position_0_stage1_redo_delta020_pointV_g34_minus_repeat0,-0.2550479286999632,0.7954706060412258,0.9047641754150391
34,yaw,8,4.0,4.5,0.44921875,+,1,0.2,0.06230468750000001,d7aff42ea71c0b6e,d7aff42ea71c0b6e_px4_position_0_stage1_redo_delta020_pointV_g34_plus_repeat1,-0.2782556497576312,0.7303451002569745,0.9101266860961914
34,yaw,8,4.0,4.5,0.44921875,-,1,0.2,0.043990893572239426,c9c5edc79cb538f6,c9c5edc79cb538f6_px4_position_0_stage1_redo_delta020_pointV_g34_minus_repeat1,-0.2896659941572062,0.7218395685614183,0.9107470512390137
34,yaw,8,4.0,4.5,0.44921875,+,2,0.2,0.06230468750000001,d7aff42ea71c0b6e,d7aff42ea71c0b6e_px4_position_0_stage1_redo_delta020_pointV_g34_plus_repeat2,-0.30048610878096516,0.7184076361341427,0.9113612174987793
34,yaw,8,4.0,4.5,0.44921875,-,2,0.2,0.043990893572239426,c9c5edc79cb538f6,c9c5edc79cb538f6_px4_position_0_stage1_redo_delta020_pointV_g34_minus_repeat2,-0.29774581752833895,0.7107609305934333,0.9116220474243164
35,throttle,8,4.0,4.5,0.44921875,+,0,0.2,0.0,1919ac51dec464cb,1919ac51dec464cb_px4_position_0_stage1_redo_delta020_pointV_g35_plus_repeat0,-0.2376742029422687,0.7399655880611395,0.8873658180236816
35,throttle,8,4.0,4.5,0.44921875,-,0,0.2,0.0,31bccc87330baa78,31bccc87330baa78_px4_position_0_stage1_redo_delta020_pointV_g35_minus_repeat0,-0.2455065965637957,0.8053858388782646,0.9114232063293457
35,throttle,8,4.0,4.5,0.44921875,+,1,0.2,0.0,1919ac51dec464cb,1919ac51dec464cb_px4_position_0_stage1_redo_delta020_pointV_g35_plus_repeat1,-0.2728296263245955,0.7180722854746993,0.895693302154541
35,throttle,8,4.0,4.5,0.44921875,-,1,0.2,0.0,31bccc87330baa78,31bccc87330baa78_px4_position_0_stage1_redo_delta020_pointV_g35_minus_repeat1,-0.2723851283174621,0.7407993838151457,0.9068622589111328
35,throttle,8,4.0,4.5,0.44921875,+,2,0.2,0.0,1919ac51dec464cb,1919ac51dec464cb_px4_position_0_stage1_redo_delta020_pointV_g35_plus_repeat2,-0.27956955517046866,0.7681149540007253,0.8997611999511719
35,throttle,8,4.0,4.5,0.44921875,-,2,0.2,0.0,31bccc87330baa78,31bccc87330baa78_px4_position_0_stage1_redo_delta020_pointV_g35_minus_repeat2,-0.29670652238458417,0.6939763817147786,0.9140944480895996
36,roll,9,4.5,5.0,0.44921875,+,0,0.2,0.0,4db8cf4ac6bbc333,4db8cf4ac6bbc333_px4_position_0_stage1_redo_delta020_pointV_g36_plus_repeat0,-0.5345257438164592,0.3944547118279229,0.9049882888793945
36,roll,9,4.5,5.0,0.44921875,-,0,0.2,0.0,78e83a4a6f525227,78e83a4a6f525227_px4_position_0_stage1_redo_delta020_pointV_g36_minus_repeat0,-0.15874190885614792,0.976646908216293,0.9084734916687012
36,roll,9,4.5,5.0,0.44921875,+,1,0.2,0.0,4db8cf4ac6bbc333,4db8cf4ac6bbc333_px4_position_0_stage1_redo_delta020_pointV_g36_plus_repeat1,-0.5122948389140776,0.39414446158272853,0.9100956916809082
36,roll,9,4.5,5.0,0.44921875,-,1,0.2,0.0,78e83a4a6f525227,78e83a4a6f525227_px4_position_0_stage1_redo_delta020_pointV_g36_minus_repeat1,-0.1903900196010122,0.9389464283151274,0.9120478630065918
36,roll,9,4.5,5.0,0.44921875,+,2,0.2,0.0,4db8cf4ac6bbc333,4db8cf4ac6bbc333_px4_position_0_stage1_redo_delta020_pointV_g36_plus_repeat2,-0.5316403665030991,0.4423013281053234,0.9113216400146484
36,roll,9,4.5,5.0,0.44921875,-,2,0.2,0.0,78e83a4a6f525227,78e83a4a6f525227_px4_position_0_stage1_redo_delta020_pointV_g36_minus_repeat2,-0.16978293080399243,0.9382276658570385,0.9136781692504883
37,pitch,9,4.5,5.0,0.44921875,+,0,0.2,0.0,23b49c917eb9e3c1,23b49c917eb9e3c1_px4_position_0_stage1_redo_delta020_pointV_g37_plus_repeat0,-0.14139596012183042,0.9712076801487917,0.9072632789611816
37,pitch,9,4.5,5.0,0.44921875,-,0,0.2,0.0,c3fe27b278ed9880,c3fe27b278ed9880_px4_position_0_stage1_redo_delta020_pointV_g37_minus_repeat0,-0.510597118158223,0.40584297873994113,0.9023022651672363
37,pitch,9,4.5,5.0,0.44921875,+,1,0.2,0.0,23b49c917eb9e3c1,23b49c917eb9e3c1_px4_position_0_stage1_redo_delta020_pointV_g37_plus_repeat1,-0.15651404906646227,0.9601012428292912,0.9110159873962402
37,pitch,9,4.5,5.0,0.44921875,-,1,0.2,0.0,c3fe27b278ed9880,c3fe27b278ed9880_px4_position_0_stage1_redo_delta020_pointV_g37_minus_repeat1,-0.5437869609312032,0.4225124998111567,0.913825511932373
37,pitch,9,4.5,5.0,0.44921875,+,2,0.2,0.0,23b49c917eb9e3c1,23b49c917eb9e3c1_px4_position_0_stage1_redo_delta020_pointV_g37_plus_repeat2,-0.1624441233715539,0.9300594130675193,0.9169344902038574
37,pitch,9,4.5,5.0,0.44921875,-,2,0.2,0.0,c3fe27b278ed9880,c3fe27b278ed9880_px4_position_0_stage1_redo_delta020_pointV_g37_minus_repeat2,-0.537730058007853,0.37247527894480426,0.9196276664733887
38,yaw,9,4.5,5.0,0.44921875,+,0,0.2,0.0,5f6ef8af4915e111,5f6ef8af4915e111_px4_position_0_stage1_redo_delta020_pointV_g38_plus_repeat0,-0.2918483969361092,0.7366397018880484,0.9178500175476074
38,yaw,9,4.5,5.0,0.44921875,-,0,0.2,0.06230468750000001,fc085ec072828051,fc085ec072828051_px4_position_0_stage1_redo_delta020_pointV_g38_minus_repeat0,-0.24396206859348335,0.8602068596316559,0.9058103561401367
