window_id,weight,share
9,1.9155876934520875,0.2095079779832641
8,1.5383611948527658,0.16825068590867015
7,1.1640448982051568,0.12731168285238134
6,1.1153456655946725,0.12198544391879719
5,0.9505507972250739,0.10396181609316962
4,0.8297412589295031,0.09074886730679249
2,0.5615846751869827,0.06142056047185381
3,0.5252624525876988,0.05744799610497778
1,0.33065467458687364,0.0361637279881297
0,0.21213517916007765,0.023201241371963825
