arm_type,n,nonlinear_observable_count,nonlinear_activated_count,nonlinear_activated_rate,median_actuator_sat_ratio,max_actuator_sat_ratio,median_actuator_sat_consecutive_s,max_actuator_sat_consecutive_s,explicit_saturation_flag_active_count,top_nonlinear_activation_reasons
M0_at_P,15,15,15,1.0,0.5461783439490446,0.6963917525773196,92.40000009536745,96.79999995231628,15,explicit_saturation_or_clipping_flag_active:15;control_allocator_saturation_flag_active:15;sustained_actuator_near_limit:15
Msmall_at_P,14,14,14,1.0,0.5,0.675,7.950000047683716,8.103999853134155,14,explicit_saturation_or_clipping_flag_active:14;control_allocator_saturation_flag_active:14;sustained_actuator_near_limit:14
Mstrong_at_P0,10,10,10,1.0,0.5,0.5,8.25000011920929,9.799999952316284,10,explicit_saturation_or_clipping_flag_active:10;control_allocator_saturation_flag_active:10;sustained_actuator_near_limit:10
Mstrong_at_P,0,0,0,0.0,,,,,0,
