stage,label,repeat_idx,theta_hash,query_id,query_retry_count,robustness_post_neutral_xy_drift,robustness_post_neutral_alt_drift,robustness_post_neutral_xy_velocity,meta_scenario_id,meta_seed,meta_query_type,meta_theta_hash,meta_cache_tag,meta_wall_time_s,meta_prepare_wall_time_s,meta_run_wall_time_s,meta_parse_wall_time_s,meta_shutdown_wall_time_s,meta_total_wall_time_s,meta_adapter_arm_request_count,meta_adapter_arm_retry_count,meta_adapter_mode_switch_request_count_total,meta_adapter_mode_switch_retry_count_total,meta_adapter_mode_switch_POSCTL_request_count,meta_adapter_mode_switch_POSCTL_retry_count
boundary_bracket,boundary_zero_safe,0,7b6436b0c98f6238,7b6436b0c98f6238_px4_position_0_alt_drift_h1_boundary_bracket_boundary_zero_safe_repeat0,0,1.9151908653401841,0.9886007308959961,0.9539030229817824,px4_position,0,alt_drift_h_alt_1,7b6436b0c98f6238,alt_drift_h1_boundary_bracket_boundary_zero_safe_repeat0,3.2505726689996663,14.977918992000014,3.2505726689996663,0.01602143399986744,1.0408597830000872,19.285378862000016,2,1,2,0,2,0
boundary_bracket,boundary_zero_safe,1,7b6436b0c98f6238,7b6436b0c98f6238_px4_position_0_alt_drift_h1_boundary_bracket_boundary_zero_safe_repeat1,0,1.9622944402942353,0.9944372177124023,0.9791134563696111,px4_position,0,alt_drift_h_alt_1,7b6436b0c98f6238,alt_drift_h1_boundary_bracket_boundary_zero_safe_repeat1,3.0661845450003966,16.443772811000144,3.0661845450003966,0.01309205900042798,1.0305922130000909,20.55364927599976,3,2,2,0,2,0
boundary_bracket,boundary_zero_safe,2,7b6436b0c98f6238,7b6436b0c98f6238_px4_position_0_alt_drift_h1_boundary_bracket_boundary_zero_safe_repeat2,0,1.9641472723086346,0.9941306114196777,0.9723479817091157,px4_position,0,alt_drift_h_alt_1,7b6436b0c98f6238,alt_drift_h1_boundary_bracket_boundary_zero_safe_repeat2,3.105511056999603,16.933633796999857,3.105511056999603,0.01128889999972671,1.0560180009997566,21.106459753999843,3,2,3,1,3,1
boundary_bracket,boundary_zero_safe,3,7b6436b0c98f6238,7b6436b0c98f6238_px4_position_0_alt_drift_h1_boundary_bracket_boundary_zero_safe_repeat3,0,1.9486099740865028,0.9896373748779297,0.9684417061228136,px4_position,0,alt_drift_h_alt_1,7b6436b0c98f6238,alt_drift_h1_boundary_bracket_boundary_zero_safe_repeat3,3.0230712689999564,16.516489927999828,3.0230712689999564,0.01038152999990416,1.0300750859996697,20.580025045000184,3,2,3,1,3,1
boundary_bracket,boundary_zero_safe,4,7b6436b0c98f6238,7b6436b0c98f6238_px4_position_0_alt_drift_h1_boundary_bracket_boundary_zero_safe_repeat4,0,1.9742396019626152,0.9943957328796387,0.9817010984471068,px4_position,0,alt_drift_h_alt_1,7b6436b0c98f6238,alt_drift_h1_boundary_bracket_boundary_zero_safe_repeat4,3.0550267509997866,16.555166544000258,3.0550267509997866,0.014713343000039458,1.0433371130002342,20.668251495000277,3,2,2,0,2,0
boundary_bracket,boundary_throttle_pos_full,0,04f3db5143fee943,04f3db5143fee943_px4_position_0_alt_drift_h1_boundary_bracket_boundary_throttle_pos_full_repeat0,0,1.9750181908867102,-1.5510129928588867,0.9815771014064684,px4_position,0,alt_drift_h_alt_1,04f3db5143fee943,alt_drift_h1_boundary_bracket_boundary_throttle_pos_full_repeat0,3.1624221840002065,14.345032706999973,3.1624221840002065,0.011228410999592597,1.0311397020000186,18.54983029999994,2,1,2,0,2,0
boundary_bracket,boundary_throttle_pos_full,1,04f3db5143fee943,04f3db5143fee943_px4_position_0_alt_drift_h1_boundary_bracket_boundary_throttle_pos_full_repeat1,0,1.9197110900327663,-1.3886041641235352,0.9549929350276165,px4_position,0,alt_drift_h_alt_1,04f3db5143fee943,alt_drift_h1_boundary_bracket_boundary_throttle_pos_full_repeat1,3.0519819539999844,16.241253982000217,3.0519819539999844,0.011837465000098746,1.0395105060001697,20.344590083000185,3,2,2,0,2,0
boundary_bracket,boundary_throttle_pos_full,2,04f3db5143fee943,04f3db5143fee943_px4_position_0_alt_drift_h1_boundary_bracket_boundary_throttle_pos_full_repeat2,0,1.9542076183662511,-1.4623222351074219,0.9709626192526135,px4_position,0,alt_drift_h_alt_1,04f3db5143fee943,alt_drift_h1_boundary_bracket_boundary_throttle_pos_full_repeat2,3.034262197999851,14.787559320000128,3.034262197999851,0.011763871999846742,1.0360315429998082,18.86962483599973,2,1,3,1,3,1
boundary_bracket,boundary_throttle_pos_full,3,04f3db5143fee943,04f3db5143fee943_px4_position_0_alt_drift_h1_boundary_bracket_boundary_throttle_pos_full_repeat3,0,1.9329221508993317,-1.3100366592407227,0.955622773031315,px4_position,0,alt_drift_h_alt_1,04f3db5143fee943,alt_drift_h1_boundary_bracket_boundary_throttle_pos_full_repeat3,3.0621009870001217,14.458069769999838,3.0621009870001217,0.013944135999736318,1.023370987999897,18.55749391299969,2,1,2,0,2,0
boundary_bracket,boundary_throttle_pos_full,4,04f3db5143fee943,04f3db5143fee943_px4_position_0_alt_drift_h1_boundary_bracket_boundary_throttle_pos_full_repeat4,0,1.9227578691363356,-1.3673715591430664,0.9638589048999712,px4_position,0,alt_drift_h_alt_1,04f3db5143fee943,alt_drift_h1_boundary_bracket_boundary_throttle_pos_full_repeat4,3.0920690970001488,14.598693756000102,3.0920690970001488,0.015994994999800838,1.0416045930001019,18.748369033000017,2,1,3,1,3,1
boundary_bisection,boundary_bisect_iter00,0,fe053ec2ce785fd0,fe053ec2ce785fd0_px4_position_0_alt_drift_h1_boundary_bisection_boundary_bisect_iter00_repeat0,0,1.969192477334184,0.7284088134765625,0.9666351335542928,px4_position,0,alt_drift_h_alt_1,fe053ec2ce785fd0,alt_drift_h1_boundary_bisection_boundary_bisect_iter00_repeat0,3.062222090999967,14.341217653000058,3.062222090999967,0.013112350000028528,1.0329230839997763,18.449482345999968,2,1,3,1,3,1
boundary_bisection,boundary_bisect_iter00,1,fe053ec2ce785fd0,fe053ec2ce785fd0_px4_position_0_alt_drift_h1_boundary_bisection_boundary_bisect_iter00_repeat1,1,1.939014497684299,0.7455472946166992,0.9616166915404358,px4_position,0,alt_drift_h_alt_1,fe053ec2ce785fd0,alt_drift_h1_boundary_bisection_boundary_bisect_iter00_repeat1,3.0875734530000045,14.463616710000224,3.0875734530000045,0.011107776999779162,1.055034932000126,18.617341000000124,2,1,2,0,2,0
boundary_bisection,boundary_bisect_iter00,2,fe053ec2ce785fd0,fe053ec2ce785fd0_px4_position_0_alt_drift_h1_boundary_bisection_boundary_bisect_iter00_repeat2,0,1.9110968015981415,0.7401151657104492,0.9527910865107605,px4_position,0,alt_drift_h_alt_1,fe053ec2ce785fd0,alt_drift_h1_boundary_bisection_boundary_bisect_iter00_repeat2,3.086032947000149,14.293594075000328,3.086032947000149,0.01243659600004321,1.0471802590000152,18.43925229300021,2,1,2,0,2,0
boundary_bisection,boundary_bisect_iter00,3,fe053ec2ce785fd0,fe053ec2ce785fd0_px4_position_0_alt_drift_h1_boundary_bisection_boundary_bisect_iter00_repeat3,0,1.9505714149790565,0.734433650970459,0.9763510379586097,px4_position,0,alt_drift_h_alt_1,fe053ec2ce785fd0,alt_drift_h1_boundary_bisection_boundary_bisect_iter00_repeat3,3.0593294420000348,16.36318516199981,3.0593294420000348,0.011663393000162614,1.0429241420001745,20.477110043000266,3,2,3,1,3,1
boundary_bisection,boundary_bisect_iter00,4,fe053ec2ce785fd0,fe053ec2ce785fd0_px4_position_0_alt_drift_h1_boundary_bisection_boundary_bisect_iter00_repeat4,0,1.938847857987983,0.7207660675048828,0.9586294177659794,px4_position,0,alt_drift_h_alt_1,fe053ec2ce785fd0,alt_drift_h1_boundary_bisection_boundary_bisect_iter00_repeat4,3.0256725540002662,16.50588292099974,3.0256725540002662,0.01172528400002193,1.020111236000048,20.56340009099995,3,2,2,0,2,0
boundary_bisection,boundary_bisect_iter01,0,3bc12fe3c0bf8e30,3bc12fe3c0bf8e30_px4_position_0_alt_drift_h1_boundary_bisection_boundary_bisect_iter01_repeat0,0,1.9475046073443771,0.19574642181396484,0.9642221323710101,px4_position,0,alt_drift_h_alt_1,3bc12fe3c0bf8e30,alt_drift_h1_boundary_bisection_boundary_bisect_iter01_repeat0,3.067545060000157,16.275407605000055,3.067545060000157,0.014997699999639735,1.0978380219999053,20.45579590699981,3,2,2,0,2,0
boundary_bisection,boundary_bisect_iter01,1,3bc12fe3c0bf8e30,3bc12fe3c0bf8e30_px4_position_0_alt_drift_h1_boundary_bisection_boundary_bisect_iter01_repeat1,0,1.9737950625193863,0.14772891998291016,0.9691944362068551,px4_position,0,alt_drift_h_alt_1,3bc12fe3c0bf8e30,alt_drift_h1_boundary_bisection_boundary_bisect_iter01_repeat1,3.0522691699998177,14.10507827299989,3.0522691699998177,0.011402509000163263,1.052968213999975,18.221725622000122,2,1,2,0,2,0
boundary_bisection,boundary_bisect_iter01,2,3bc12fe3c0bf8e30,3bc12fe3c0bf8e30_px4_position_0_alt_drift_h1_boundary_bisection_boundary_bisect_iter01_repeat2,0,1.964318646255435,0.18260955810546875,0.9571019369602684,px4_position,0,alt_drift_h_alt_1,3bc12fe3c0bf8e30,alt_drift_h1_boundary_bisection_boundary_bisect_iter01_repeat2,3.0558700450001197,13.557909165000183,3.0558700450001197,0.01391800500005047,1.0328361679999034,17.660540390999813,2,1,2,0,2,0
boundary_bisection,boundary_bisect_iter01,3,3bc12fe3c0bf8e30,3bc12fe3c0bf8e30_px4_position_0_alt_drift_h1_boundary_bisection_boundary_bisect_iter01_repeat3,0,1.960012480047214,0.1669025421142578,0.9622492305787083,px4_position,0,alt_drift_h_alt_1,3bc12fe3c0bf8e30,alt_drift_h1_boundary_bisection_boundary_bisect_iter01_repeat3,3.014534260000346,13.413871153999935,3.014534260000346,0.013531516000057309,1.0143147079998016,17.45625826100013,2,1,3,1,3,1
boundary_bisection,boundary_bisect_iter01,4,3bc12fe3c0bf8e30,3bc12fe3c0bf8e30_px4_position_0_alt_drift_h1_boundary_bisection_boundary_bisect_iter01_repeat4,0,1.962201576042713,0.15192890167236328,0.9707972351013359,px4_position,0,alt_drift_h_alt_1,3bc12fe3c0bf8e30,alt_drift_h1_boundary_bisection_boundary_bisect_iter01_repeat4,3.0924083479999354,13.346041825999691,3.0924083479999354,0.013940249999905063,1.0107520299998214,17.463150326000232,2,1,2,0,2,0
