arm,j5_point_count,successful_query_count,robust_violation_count,robust_safe_count,noise_band_count,interior_robust_violation_count,moderate_robust_violation_count,saturated_robust_violation_count,negative_mean_rejected_by_2sigma_gate_count,amplitude_distribution_robust_violations,gentlest_robust_violation,interior_violation_supports
A,80,400,1,79,0,0,0,1,0,"{'min': 0.9951752851471565, 'p05': 0.9951752851471565, 'p10': 0.9951752851471565, 'p25': 0.9951752851471565, 'median': 0.9951752851471565, 'p75': 0.9951752851471565, 'p90': 0.9951752851471565, 'p95': 0.9951752851471565, 'max': 0.9951752851471565}","{'arm': 'A', 'eval_id': 11, 'theta_hash': 'cc54059b56a47e7d', 'theta_path': 'artifacts/alt_drift_seed0_v0/thetas/A_00011_cc54059b56a47e7d.npy', 'stage': 'uniform_random', 'label': 'sample0012', 'max_abs_theta': 0.9951752851471565, 'amplitude_class': 'saturated', 'support_size_abs_gt_0p1': 32, 'active_channels_abs_gt_0p1': 'pitch,roll,throttle,yaw', 'rho_mean_post_neutral_xy_velocity': -1.9535926418322014, 'rho_std_post_neutral_xy_velocity': 0.027692079029699404, 'rho_mean_post_neutral_xy_drift': -1.8322698145780607, 'rho_std_post_neutral_xy_drift': 0.07803905995144311, 'rho_mean_post_neutral_alt_drift': -1.260100746154785, 'rho_std_post_neutral_alt_drift': 0.07039676201576014}",[]
B,80,400,0,78,2,0,0,0,1,{},,[]
C,80,400,10,59,11,0,6,4,6,"{'min': 0.8125, 'p05': 0.8125, 'p10': 0.8125, 'p25': 0.828125, 'median': 0.875, 'p75': 1.0, 'p90': 1.0, 'p95': 1.0, 'max': 1.0}","{'arm': 'C', 'eval_id': 239, 'theta_hash': 'ab680a7d086a96ea', 'theta_path': 'artifacts/alt_drift_seed0_v0/thetas/C_00239_ab680a7d086a96ea.npy', 'stage': 'amplitude_bisection', 'label': 'swp0053_throttle_p_w02_d08_iter03_a0p8125', 'max_abs_theta': 0.8125, 'amplitude_class': 'moderate', 'support_size_abs_gt_0p1': 8, 'active_channels_abs_gt_0p1': 'throttle', 'rho_mean_post_neutral_xy_velocity': 0.9540355075969661, 'rho_std_post_neutral_xy_velocity': 0.012141985216355745, 'rho_mean_post_neutral_xy_drift': 1.957330108717374, 'rho_std_post_neutral_xy_drift': 0.011508581416891251, 'rho_mean_post_neutral_alt_drift': -0.0676915168762207, 'rho_std_post_neutral_alt_drift': 0.024105912969965324}",[]
