group_id,channel,window_id,t_start,t_end,boundary_theta_hash,sign,repeat_idx,delta_probe,projection_linf,theta_hash,query_id,query_retry_count,rho_post_neutral_alt_drift,rho_post_neutral_xy_drift,rho_post_neutral_xy_velocity
2,yaw,0,0.0,0.5,8da972d72aa8c361,-,1,0.2,0.0,7845043706a4b73b,7845043706a4b73b_px4_position_0_alt_drift_h1_g02_minus_repeat1,0,0.029567718505859375,1.9580881195015096,0.9671540158117111
2,yaw,0,0.0,0.5,8da972d72aa8c361,-,2,0.2,0.0,7845043706a4b73b,7845043706a4b73b_px4_position_0_alt_drift_h1_g02_minus_repeat2,0,-0.030256271362304688,1.967964037257028,0.9684838848257942
2,yaw,0,0.0,0.5,8da972d72aa8c361,-,3,0.2,0.0,7845043706a4b73b,7845043706a4b73b_px4_position_0_alt_drift_h1_g02_minus_repeat3,0,0.010770797729492188,1.9627910175214163,0.9720918924001156
2,yaw,0,0.0,0.5,8da972d72aa8c361,-,4,0.2,0.0,7845043706a4b73b,7845043706a4b73b_px4_position_0_alt_drift_h1_g02_minus_repeat4,0,-0.015150070190429688,1.959198653135201,0.9624030800230149
3,throttle,0,0.0,0.5,8da972d72aa8c361,+,0,0.2,0.147265625,b9ff4d2946d175f4,b9ff4d2946d175f4_px4_position_0_alt_drift_h1_g03_plus_repeat0,0,-0.015012741088867188,1.974065293100062,0.9833223724858612
3,throttle,0,0.0,0.5,8da972d72aa8c361,+,1,0.2,0.147265625,b9ff4d2946d175f4,b9ff4d2946d175f4_px4_position_0_alt_drift_h1_g03_plus_repeat1,0,0.0059757232666015625,1.9881382854865337,0.9808404887414681
3,throttle,0,0.0,0.5,8da972d72aa8c361,+,2,0.2,0.147265625,b9ff4d2946d175f4,b9ff4d2946d175f4_px4_position_0_alt_drift_h1_g03_plus_repeat2,0,0.0487213134765625,1.9443869434354017,0.9651385345923672
3,throttle,0,0.0,0.5,8da972d72aa8c361,+,3,0.2,0.147265625,b9ff4d2946d175f4,b9ff4d2946d175f4_px4_position_0_alt_drift_h1_g03_plus_repeat3,0,0.03708648681640625,1.9587874414553728,0.9703957190551954
3,throttle,0,0.0,0.5,8da972d72aa8c361,+,4,0.2,0.147265625,b9ff4d2946d175f4,b9ff4d2946d175f4_px4_position_0_alt_drift_h1_g03_plus_repeat4,0,0.012454986572265625,1.9126450332486609,0.9486406606403738
3,throttle,0,0.0,0.5,8da972d72aa8c361,-,0,0.2,0.147265625,8c997803a3882e47,8c997803a3882e47_px4_position_0_alt_drift_h1_g03_minus_repeat0,0,0.09784412384033203,1.9517060259747219,0.960917242582768
3,throttle,0,0.0,0.5,8da972d72aa8c361,-,1,0.2,0.147265625,8c997803a3882e47,8c997803a3882e47_px4_position_0_alt_drift_h1_g03_minus_repeat1,0,0.014582633972167969,1.9526849804576192,0.9567637824637204
3,throttle,0,0.0,0.5,8da972d72aa8c361,-,2,0.2,0.147265625,8c997803a3882e47,8c997803a3882e47_px4_position_0_alt_drift_h1_g03_minus_repeat2,0,-0.017746925354003906,1.9068921009609814,0.9540379723131872
3,throttle,0,0.0,0.5,8da972d72aa8c361,-,3,0.2,0.147265625,8c997803a3882e47,8c997803a3882e47_px4_position_0_alt_drift_h1_g03_minus_repeat3,0,-0.0007953643798828125,1.9695764046445272,0.9786992200096211
3,throttle,0,0.0,0.5,8da972d72aa8c361,-,4,0.2,0.147265625,8c997803a3882e47,8c997803a3882e47_px4_position_0_alt_drift_h1_g03_minus_repeat4,0,0.027042388916015625,1.9359682879881348,0.9650794553134543
4,roll,1,0.5,1.0,8da972d72aa8c361,+,0,0.2,0.0,cbc0473e8faac85f,cbc0473e8faac85f_px4_position_0_alt_drift_h1_g04_plus_repeat0,0,0.06461715698242188,1.9457998937884846,0.9557397145382694
4,roll,1,0.5,1.0,8da972d72aa8c361,+,1,0.2,0.0,cbc0473e8faac85f,cbc0473e8faac85f_px4_position_0_alt_drift_h1_g04_plus_repeat1,0,0.02402782440185547,1.9319276241442955,0.9495141567108444
4,roll,1,0.5,1.0,8da972d72aa8c361,+,2,0.2,0.0,cbc0473e8faac85f,cbc0473e8faac85f_px4_position_0_alt_drift_h1_g04_plus_repeat2,0,-0.008717536926269531,1.9709170927476354,0.9726374744083096
4,roll,1,0.5,1.0,8da972d72aa8c361,+,3,0.2,0.0,cbc0473e8faac85f,cbc0473e8faac85f_px4_position_0_alt_drift_h1_g04_plus_repeat3,0,0.032525062561035156,1.9434124057942657,0.9661848389029742
4,roll,1,0.5,1.0,8da972d72aa8c361,+,4,0.2,0.0,cbc0473e8faac85f,cbc0473e8faac85f_px4_position_0_alt_drift_h1_g04_plus_repeat4,0,-0.0054798126220703125,1.9313741843972094,0.9643919425509743
4,roll,1,0.5,1.0,8da972d72aa8c361,-,0,0.2,0.0,04762fa1aa84b1c4,04762fa1aa84b1c4_px4_position_0_alt_drift_h1_g04_minus_repeat0,0,-0.0034351348876953125,1.9716127423284417,0.9741495430712012
4,roll,1,0.5,1.0,8da972d72aa8c361,-,1,0.2,0.0,04762fa1aa84b1c4,04762fa1aa84b1c4_px4_position_0_alt_drift_h1_g04_minus_repeat1,0,0.04925251007080078,1.9704222922804173,0.9699329251791075
4,roll,1,0.5,1.0,8da972d72aa8c361,-,2,0.2,0.0,04762fa1aa84b1c4,04762fa1aa84b1c4_px4_position_0_alt_drift_h1_g04_minus_repeat2,0,0.027248382568359375,1.9502828731018058,0.9704243404447849
4,roll,1,0.5,1.0,8da972d72aa8c361,-,3,0.2,0.0,04762fa1aa84b1c4,04762fa1aa84b1c4_px4_position_0_alt_drift_h1_g04_minus_repeat3,0,0.03763389587402344,1.930092905433855,0.9575547976339019
4,roll,1,0.5,1.0,8da972d72aa8c361,-,4,0.2,0.0,04762fa1aa84b1c4,04762fa1aa84b1c4_px4_position_0_alt_drift_h1_g04_minus_repeat4,0,0.015699386596679688,1.9418516576593048,0.9656622154192426
5,pitch,1,0.5,1.0,8da972d72aa8c361,+,0,0.2,0.0,718bf3f629c77d14,718bf3f629c77d14_px4_position_0_alt_drift_h1_g05_plus_repeat0,0,0.027132034301757812,1.9550441660722224,0.9614215443933827
5,pitch,1,0.5,1.0,8da972d72aa8c361,+,1,0.2,0.0,718bf3f629c77d14,718bf3f629c77d14_px4_position_0_alt_drift_h1_g05_plus_repeat1,0,0.02402019500732422,1.9678086591472865,0.9738029088104799
5,pitch,1,0.5,1.0,8da972d72aa8c361,+,2,0.2,0.0,718bf3f629c77d14,718bf3f629c77d14_px4_position_0_alt_drift_h1_g05_plus_repeat2,0,0.06598472595214844,1.9673724973632067,0.9795975419102745
5,pitch,1,0.5,1.0,8da972d72aa8c361,+,3,0.2,0.0,718bf3f629c77d14,718bf3f629c77d14_px4_position_0_alt_drift_h1_g05_plus_repeat3,0,0.00989532470703125,1.9597569066009006,0.9594624688386604
5,pitch,1,0.5,1.0,8da972d72aa8c361,+,4,0.2,0.0,718bf3f629c77d14,718bf3f629c77d14_px4_position_0_alt_drift_h1_g05_plus_repeat4,0,0.07409954071044922,1.9537812906004859,0.9639478517931068
5,pitch,1,0.5,1.0,8da972d72aa8c361,-,0,0.2,0.0,9f66205b73dfbd9b,9f66205b73dfbd9b_px4_position_0_alt_drift_h1_g05_minus_repeat0,0,0.020193099975585938,1.9480036369819043,0.9699754396964868
5,pitch,1,0.5,1.0,8da972d72aa8c361,-,1,0.2,0.0,9f66205b73dfbd9b,9f66205b73dfbd9b_px4_position_0_alt_drift_h1_g05_minus_repeat1,0,0.056891441345214844,1.8977779226149565,0.9389352192235292
5,pitch,1,0.5,1.0,8da972d72aa8c361,-,2,0.2,0.0,9f66205b73dfbd9b,9f66205b73dfbd9b_px4_position_0_alt_drift_h1_g05_minus_repeat2,0,-0.0021486282348632812,1.9524799145521001,0.9688863157682636
5,pitch,1,0.5,1.0,8da972d72aa8c361,-,3,0.2,0.0,9f66205b73dfbd9b,9f66205b73dfbd9b_px4_position_0_alt_drift_h1_g05_minus_repeat3,0,0.005200386047363281,1.9608528259467897,0.9737611172862007
5,pitch,1,0.5,1.0,8da972d72aa8c361,-,4,0.2,0.0,9f66205b73dfbd9b,9f66205b73dfbd9b_px4_position_0_alt_drift_h1_g05_minus_repeat4,0,0.004764556884765625,1.9838948610415417,0.973689981897129
6,yaw,1,0.5,1.0,8da972d72aa8c361,+,0,0.2,0.0,38a1709147d28219,38a1709147d28219_px4_position_0_alt_drift_h1_g06_plus_repeat0,0,0.031218528747558594,1.938816529446924,0.9641998591043783
6,yaw,1,0.5,1.0,8da972d72aa8c361,+,1,0.2,0.0,38a1709147d28219,38a1709147d28219_px4_position_0_alt_drift_h1_g06_plus_repeat1,0,0.04155921936035156,1.974506880209621,0.9762429465797859
6,yaw,1,0.5,1.0,8da972d72aa8c361,+,2,0.2,0.0,38a1709147d28219,38a1709147d28219_px4_position_0_alt_drift_h1_g06_plus_repeat2,0,0.032729148864746094,1.9614028052362384,0.9678926954369289
6,yaw,1,0.5,1.0,8da972d72aa8c361,+,3,0.2,0.0,38a1709147d28219,38a1709147d28219_px4_position_0_alt_drift_h1_g06_plus_repeat3,0,0.0770730972290039,1.9604774566414858,0.9547160851987609
6,yaw,1,0.5,1.0,8da972d72aa8c361,+,4,0.2,0.0,38a1709147d28219,38a1709147d28219_px4_position_0_alt_drift_h1_g06_plus_repeat4,0,0.0020389556884765625,1.9377664687322829,0.9414328096025725
6,yaw,1,0.5,1.0,8da972d72aa8c361,-,0,0.2,0.0,db9cad11ef0978e4,db9cad11ef0978e4_px4_position_0_alt_drift_h1_g06_minus_repeat0,0,0.026502609252929688,1.9561944026459852,0.9618671048068276
6,yaw,1,0.5,1.0,8da972d72aa8c361,-,1,0.2,0.0,db9cad11ef0978e4,db9cad11ef0978e4_px4_position_0_alt_drift_h1_g06_minus_repeat1,0,0.011155128479003906,1.9153094896011462,0.9354080417895316
6,yaw,1,0.5,1.0,8da972d72aa8c361,-,2,0.2,0.0,db9cad11ef0978e4,db9cad11ef0978e4_px4_position_0_alt_drift_h1_g06_minus_repeat2,0,0.008314132690429688,1.955981863342994,0.974805930504365
6,yaw,1,0.5,1.0,8da972d72aa8c361,-,3,0.2,0.0,db9cad11ef0978e4,db9cad11ef0978e4_px4_position_0_alt_drift_h1_g06_minus_repeat3,0,-0.017242431640625,1.947824746625159,0.9701511528732976
6,yaw,1,0.5,1.0,8da972d72aa8c361,-,4,0.2,0.0,db9cad11ef0978e4,db9cad11ef0978e4_px4_position_0_alt_drift_h1_g06_minus_repeat4,0,-0.01739978790283203,1.9467537783300957,0.9583676951600921
7,throttle,1,0.5,1.0,8da972d72aa8c361,+,0,0.2,0.14726562499999996,324662240b940e2d,324662240b940e2d_px4_position_0_alt_drift_h1_g07_plus_repeat0,0,-0.011347770690917969,1.9243710728338848,0.9666836679289973
7,throttle,1,0.5,1.0,8da972d72aa8c361,+,1,0.2,0.14726562499999996,324662240b940e2d,324662240b940e2d_px4_position_0_alt_drift_h1_g07_plus_repeat1,0,0.020845413208007812,1.9679279133488237,0.9601058076654326
7,throttle,1,0.5,1.0,8da972d72aa8c361,+,2,0.2,0.14726562499999996,324662240b940e2d,324662240b940e2d_px4_position_0_alt_drift_h1_g07_plus_repeat2,0,0.028026580810546875,1.9733982502467668,0.9656998986659279
7,throttle,1,0.5,1.0,8da972d72aa8c361,+,3,0.2,0.14726562499999996,324662240b940e2d,324662240b940e2d_px4_position_0_alt_drift_h1_g07_plus_repeat3,0,0.06737136840820312,1.9368540734977282,0.9580366492616278
7,throttle,1,0.5,1.0,8da972d72aa8c361,+,4,0.2,0.14726562499999996,324662240b940e2d,324662240b940e2d_px4_position_0_alt_drift_h1_g07_plus_repeat4,0,0.01955127716064453,1.9699007435511837,0.9752868597222555
7,throttle,1,0.5,1.0,8da972d72aa8c361,-,0,0.2,0.147265625,4adf862095bddc8d,4adf862095bddc8d_px4_position_0_alt_drift_h1_g07_minus_repeat0,0,-0.009355545043945312,1.9610739339224466,0.959029308362171
7,throttle,1,0.5,1.0,8da972d72aa8c361,-,1,0.2,0.147265625,4adf862095bddc8d,4adf862095bddc8d_px4_position_0_alt_drift_h1_g07_minus_repeat1,0,0.005290031433105469,1.949673381304558,0.9579467052230611
7,throttle,1,0.5,1.0,8da972d72aa8c361,-,2,0.2,0.147265625,4adf862095bddc8d,4adf862095bddc8d_px4_position_0_alt_drift_h1_g07_minus_repeat2,0,-0.0026149749755859375,1.9483208569238526,0.948132608959566
7,throttle,1,0.5,1.0,8da972d72aa8c361,-,3,0.2,0.147265625,4adf862095bddc8d,4adf862095bddc8d_px4_position_0_alt_drift_h1_g07_minus_repeat3,0,0.02667999267578125,1.9566138807133628,0.9603902615606483
7,throttle,1,0.5,1.0,8da972d72aa8c361,-,4,0.2,0.147265625,4adf862095bddc8d,4adf862095bddc8d_px4_position_0_alt_drift_h1_g07_minus_repeat4,0,0.020781517028808594,1.982264099055288,0.9718275802201393
8,roll,2,1.0,1.5,8da972d72aa8c361,+,0,0.2,0.0,7d648a1c10d6d0fc,7d648a1c10d6d0fc_px4_position_0_alt_drift_h1_g08_plus_repeat0,0,0.017953872680664062,1.916421265169891,0.9569735749596883
8,roll,2,1.0,1.5,8da972d72aa8c361,+,1,0.2,0.0,7d648a1c10d6d0fc,7d648a1c10d6d0fc_px4_position_0_alt_drift_h1_g08_plus_repeat1,0,0.006165504455566406,1.9397369731258054,0.9537154095113858
8,roll,2,1.0,1.5,8da972d72aa8c361,+,2,0.2,0.0,7d648a1c10d6d0fc,7d648a1c10d6d0fc_px4_position_0_alt_drift_h1_g08_plus_repeat2,0,0.021040916442871094,1.9514437778849603,0.9677747648022463
8,roll,2,1.0,1.5,8da972d72aa8c361,+,3,0.2,0.0,7d648a1c10d6d0fc,7d648a1c10d6d0fc_px4_position_0_alt_drift_h1_g08_plus_repeat3,0,0.07093334197998047,1.9617642433198228,0.9731083101774929
8,roll,2,1.0,1.5,8da972d72aa8c361,+,4,0.2,0.0,7d648a1c10d6d0fc,7d648a1c10d6d0fc_px4_position_0_alt_drift_h1_g08_plus_repeat4,0,-0.038158416748046875,1.9622336496522057,0.9667223851608123
8,roll,2,1.0,1.5,8da972d72aa8c361,-,0,0.2,0.0,7e439486caeab4a5,7e439486caeab4a5_px4_position_0_alt_drift_h1_g08_minus_repeat0,0,0.006608009338378906,1.921888865301919,0.9634024551998113
8,roll,2,1.0,1.5,8da972d72aa8c361,-,1,0.2,0.0,7e439486caeab4a5,7e439486caeab4a5_px4_position_0_alt_drift_h1_g08_minus_repeat1,0,0.022562026977539062,1.9380335808567364,0.9633374577087809
8,roll,2,1.0,1.5,8da972d72aa8c361,-,2,0.2,0.0,7e439486caeab4a5,7e439486caeab4a5_px4_position_0_alt_drift_h1_g08_minus_repeat2,0,-0.02114391326904297,1.918736469744482,0.9630533875768965
8,roll,2,1.0,1.5,8da972d72aa8c361,-,3,0.2,0.0,7e439486caeab4a5,7e439486caeab4a5_px4_position_0_alt_drift_h1_g08_minus_repeat3,0,0.0019273757934570312,1.9369240352958594,0.9687672508817782
8,roll,2,1.0,1.5,8da972d72aa8c361,-,4,0.2,0.0,7e439486caeab4a5,7e439486caeab4a5_px4_position_0_alt_drift_h1_g08_minus_repeat4,0,0.051601409912109375,1.9578001001080654,0.974304709260627
9,pitch,2,1.0,1.5,8da972d72aa8c361,+,0,0.2,0.0,41df38df642ffacb,41df38df642ffacb_px4_position_0_alt_drift_h1_g09_plus_repeat0,0,0.007083892822265625,1.9765998493660193,0.9709689228732388
9,pitch,2,1.0,1.5,8da972d72aa8c361,+,1,0.2,0.0,41df38df642ffacb,41df38df642ffacb_px4_position_0_alt_drift_h1_g09_plus_repeat1,0,0.014300346374511719,1.9531522049416783,0.970634075916066
9,pitch,2,1.0,1.5,8da972d72aa8c361,+,2,0.2,0.0,41df38df642ffacb,41df38df642ffacb_px4_position_0_alt_drift_h1_g09_plus_repeat2,0,0.01665782928466797,1.983720203910191,0.9675178066285145
9,pitch,2,1.0,1.5,8da972d72aa8c361,+,3,0.2,0.0,41df38df642ffacb,41df38df642ffacb_px4_position_0_alt_drift_h1_g09_plus_repeat3,0,0.022817611694335938,1.9743088790370367,0.9773242108306075
9,pitch,2,1.0,1.5,8da972d72aa8c361,+,4,0.2,0.0,41df38df642ffacb,41df38df642ffacb_px4_position_0_alt_drift_h1_g09_plus_repeat4,0,0.03207206726074219,1.9407704374218546,0.9592780551147246
9,pitch,2,1.0,1.5,8da972d72aa8c361,-,0,0.2,0.0,4f9694bb0c2a4824,4f9694bb0c2a4824_px4_position_0_alt_drift_h1_g09_minus_repeat0,0,0.038036346435546875,1.9519298088229966,0.9637802157998868
9,pitch,2,1.0,1.5,8da972d72aa8c361,-,1,0.2,0.0,4f9694bb0c2a4824,4f9694bb0c2a4824_px4_position_0_alt_drift_h1_g09_minus_repeat1,0,0.012377738952636719,1.9404586264350856,0.9571311050478056
9,pitch,2,1.0,1.5,8da972d72aa8c361,-,2,0.2,0.0,4f9694bb0c2a4824,4f9694bb0c2a4824_px4_position_0_alt_drift_h1_g09_minus_repeat2,0,0.014775276184082031,1.944862952743493,0.964565152220446
9,pitch,2,1.0,1.5,8da972d72aa8c361,-,3,0.2,0.0,4f9694bb0c2a4824,4f9694bb0c2a4824_px4_position_0_alt_drift_h1_g09_minus_repeat3,0,0.00433349609375,1.9732056689061543,0.977897206731537
9,pitch,2,1.0,1.5,8da972d72aa8c361,-,4,0.2,0.0,4f9694bb0c2a4824,4f9694bb0c2a4824_px4_position_0_alt_drift_h1_g09_minus_repeat4,0,-0.03230762481689453,1.9355962569573226,0.958912278976724
10,yaw,2,1.0,1.5,8da972d72aa8c361,+,0,0.2,0.0,3062f67bb7e8c0dc,3062f67bb7e8c0dc_px4_position_0_alt_drift_h1_g10_plus_repeat0,0,-0.004771232604980469,1.9430549539459636,0.953923619206521
10,yaw,2,1.0,1.5,8da972d72aa8c361,+,1,0.2,0.0,3062f67bb7e8c0dc,3062f67bb7e8c0dc_px4_position_0_alt_drift_h1_g10_plus_repeat1,0,-0.0009260177612304688,1.9218574116526794,0.9527326675574741
10,yaw,2,1.0,1.5,8da972d72aa8c361,+,2,0.2,0.0,3062f67bb7e8c0dc,3062f67bb7e8c0dc_px4_position_0_alt_drift_h1_g10_plus_repeat2,0,0.060009002685546875,1.9585821988406962,0.9739714841038484
10,yaw,2,1.0,1.5,8da972d72aa8c361,+,3,0.2,0.0,3062f67bb7e8c0dc,3062f67bb7e8c0dc_px4_position_0_alt_drift_h1_g10_plus_repeat3,0,-0.008507728576660156,1.9656351905429386,0.9760179066641402
10,yaw,2,1.0,1.5,8da972d72aa8c361,+,4,0.2,0.0,3062f67bb7e8c0dc,3062f67bb7e8c0dc_px4_position_0_alt_drift_h1_g10_plus_repeat4,0,0.03396129608154297,1.9382130944312599,0.9621180140534464
10,yaw,2,1.0,1.5,8da972d72aa8c361,-,0,0.2,0.0,a60f997e95aedffb,a60f997e95aedffb_px4_position_0_alt_drift_h1_g10_minus_repeat0,0,-0.032990455627441406,1.9827387668320853,0.9865027827918087
10,yaw,2,1.0,1.5,8da972d72aa8c361,-,1,0.2,0.0,a60f997e95aedffb,a60f997e95aedffb_px4_position_0_alt_drift_h1_g10_minus_repeat1,0,0.007428169250488281,1.9729546600042214,0.9643096281014818
10,yaw,2,1.0,1.5,8da972d72aa8c361,-,2,0.2,0.0,a60f997e95aedffb,a60f997e95aedffb_px4_position_0_alt_drift_h1_g10_minus_repeat2,0,0.017235755920410156,1.970225719023846,0.9582458228871802
10,yaw,2,1.0,1.5,8da972d72aa8c361,-,3,0.2,0.0,a60f997e95aedffb,a60f997e95aedffb_px4_position_0_alt_drift_h1_g10_minus_repeat3,0,0.007740974426269531,1.952948417527949,0.9747442413392813
10,yaw,2,1.0,1.5,8da972d72aa8c361,-,4,0.2,0.0,a60f997e95aedffb,a60f997e95aedffb_px4_position_0_alt_drift_h1_g10_minus_repeat4,0,0.04895591735839844,1.9643575049090234,0.9734430116098353
11,throttle,2,1.0,1.5,8da972d72aa8c361,+,0,0.2,0.14726562499999996,388bc9e658eb6720,388bc9e658eb6720_px4_position_0_alt_drift_h1_g11_plus_repeat0,0,0.018398284912109375,1.9379632745966868,0.9648646174465726
11,throttle,2,1.0,1.5,8da972d72aa8c361,+,1,0.2,0.14726562499999996,388bc9e658eb6720,388bc9e658eb6720_px4_position_0_alt_drift_h1_g11_plus_repeat1,0,0.009546279907226562,1.966692176567407,0.9643487515536732
11,throttle,2,1.0,1.5,8da972d72aa8c361,+,2,0.2,0.14726562499999996,388bc9e658eb6720,388bc9e658eb6720_px4_position_0_alt_drift_h1_g11_plus_repeat2,0,0.019567489624023438,1.9432288903761983,0.9611575232496206
11,throttle,2,1.0,1.5,8da972d72aa8c361,+,3,0.2,0.14726562499999996,388bc9e658eb6720,388bc9e658eb6720_px4_position_0_alt_drift_h1_g11_plus_repeat3,0,0.0017328262329101562,1.96615639430066,0.9690259394749374
11,throttle,2,1.0,1.5,8da972d72aa8c361,+,4,0.2,0.14726562499999996,388bc9e658eb6720,388bc9e658eb6720_px4_position_0_alt_drift_h1_g11_plus_repeat4,0,0.05014514923095703,1.9731636992550643,0.9726719295411217
11,throttle,2,1.0,1.5,8da972d72aa8c361,-,0,0.2,0.14726562499999996,2fb1bbda429b6862,2fb1bbda429b6862_px4_position_0_alt_drift_h1_g11_minus_repeat0,0,0.006577491760253906,1.9540532482299038,0.9691114717646808
