property,seed,repeat_count,jaccard_top4,jaccard_top8,mass_overlap_top4_position_to_hold,mass_overlap_top4_hold_to_position,mass_overlap_top8_position_to_hold,mass_overlap_top8_hold_to_position,top4_position,top4_hold,top8_position,top8_hold
post_neutral_xy_drift,0,5,0.14285714285714285,0.14285714285714285,0.15816721153443927,0.15692940253882615,0.27165071194466356,0.25125356791812126,"17,20,23,27","7,11,20,37","5,11,17,20,23,26,27,28","1,7,11,16,20,30,37,39"
post_neutral_alt_drift,0,5,0.0,0.06666666666666667,0.07025153974109753,0.08786782950967398,0.18669336460212171,0.17442963910706055,"25,34,38,39","4,9,13,37","7,16,19,23,25,34,38,39","4,9,13,14,18,23,36,37"
post_neutral_xy_velocity,0,5,0.14285714285714285,0.14285714285714285,0.10992953280000754,0.14209710300645698,0.24301476590303425,0.19474760391958304,"20,22,27,29","11,20,23,28","3,8,11,20,22,27,29,39","11,13,20,23,24,28,30,33"
