scenario_id,property,seed,repeat_count,top4_coverage_mean,top8_coverage_mean,effective_sparsity_mean,normalized_entropy_mean,max_abs_mean_g,sum_abs_mean_g,estimated_noise_l1_before,estimated_noise_l1_after,top1_group,top4_groups,top8_groups,gradient_path
px4_position,post_neutral_xy_drift,0,5,0.24062582685070316,0.4165017941885889,26.083846799607038,0.9319019718668018,0.14805496036968707,1.6850650317635458,2.9386068284612477,1.3141849255168827,27,"27,17,20,23","27,17,20,23,11,5,28,26",runs/rq1_minimal_v0/snapshots/px4_position_seed0_7b6436b0c98f6238_phase2_px4_seed0_j5_denoise_j5/mean/gradient_post_neutral_xy_drift.csv
px4_position,post_neutral_alt_drift,0,5,0.2823138974758429,0.48171731523112515,23.089563512785485,0.9034558633673566,0.04742145538330078,0.5608958005905151,1.6144619716283786,0.7220093431298782,39,"39,38,25,34","39,38,25,34,23,7,19,16",runs/rq1_minimal_v0/snapshots/px4_position_seed0_7b6436b0c98f6238_phase2_px4_seed0_j5_denoise_j5/mean/gradient_post_neutral_alt_drift.csv
px4_position,post_neutral_xy_velocity,0,5,0.29059797262521814,0.4458549571825117,23.839284878049295,0.918946695114968,0.12236997721454076,1.1934294256857942,0.18705408081604782,0.08365312803468444,22,"22,29,20,27","22,29,20,27,11,3,8,39",runs/rq1_minimal_v0/snapshots/px4_position_seed0_7b6436b0c98f6238_phase2_px4_seed0_j5_denoise_j5/mean/gradient_post_neutral_xy_velocity.csv
px4_hold,post_neutral_xy_drift,0,5,0.25034389054870587,0.4428375329835441,24.774795567493484,0.9139874737017312,0.10934234609428466,1.4333907148110376,3.77785880662117,1.6895098202002337,20,"20,7,11,37","20,7,11,37,16,39,30,1",runs/rq1_minimal_v0/snapshots/px4_hold_seed0_7b6436b0c98f6238_phase2_px4_seed0_j5_denoise_j5/mean/gradient_post_neutral_xy_drift.csv
px4_hold,post_neutral_alt_drift,0,5,0.23653383924362775,0.4084530909742539,26.621283467878015,0.9245242287471371,0.020549893379211426,0.30600905418395996,0.44667110653963876,0.19975739156153663,37,"37,9,13,4","37,9,13,4,23,14,18,36",runs/rq1_minimal_v0/snapshots/px4_hold_seed0_7b6436b0c98f6238_phase2_px4_seed0_j5_denoise_j5/mean/gradient_post_neutral_alt_drift.csv
px4_hold,post_neutral_xy_velocity,0,5,0.26914227045867084,0.4481214074655485,25.313523653222035,0.9230756200185263,0.06962993329358846,0.9542579902066919,4.478858425070943,2.003006380011255,11,"11,20,23,28","11,20,23,28,24,30,33,13",runs/rq1_minimal_v0/snapshots/px4_hold_seed0_7b6436b0c98f6238_phase2_px4_seed0_j5_denoise_j5/mean/gradient_post_neutral_xy_velocity.csv
