path_id,path_property,property,is_path_property,step_r,snapshot_dir,top4_coverage,top8_coverage,top16_coverage,effective_sparsity,normalized_entropy,max_abs_mean_g,sum_abs_mean_g,estimated_noise_l1_after,noise_after_over_sum,top4_groups,top8_groups,top16_groups
path_xy_drift,post_neutral_xy_drift,post_neutral_xy_drift,True,0,runs/rq1_minimal_v0/snapshots/px4_position_seed0_7b6436b0c98f6238_phase2_px4_seed0_j5_denoise_j5,0.24062582685070338,0.4165017941885892,0.7056665867170124,26.08384679960701,0.9319019718668015,0.148054960369687,1.6850650317635436,1.3141849255168827,0.7799016066112845,"27,17,20,23","27,17,20,23,11,5,28,26","27,17,20,23,11,5,28,26,1,15,7,22,32,2,36,29"
path_xy_drift,post_neutral_xy_drift,post_neutral_xy_velocity,False,0,runs/rq1_minimal_v0/snapshots/px4_position_seed0_7b6436b0c98f6238_phase2_px4_seed0_j5_denoise_j5,0.2905979726252184,0.445854957182512,0.6893543894818365,23.839284878049266,0.918946695114968,0.1223699772145407,1.1934294256857922,0.0836531280346844,0.07009474228994644,"22,29,20,27","22,29,20,27,11,3,8,39","22,29,20,27,11,3,8,39,16,38,23,21,18,25,35,12"
path_xy_drift,post_neutral_xy_drift,post_neutral_xy_drift,True,1,runs/rq1_minimal_v0/snapshots/px4_position_seed0_f57e94771b411317_persistence_pilot_px4_seed0_path_xy_drift_step1_j5,0.2269295980746173,0.4051209828250345,0.6824453817471045,27.00273787534312,0.9263072673615249,0.1583501140276999,2.2348244478443613,1.3141849255168827,0.5880483931453777,"36,22,12,15","36,22,12,15,4,21,32,13","36,22,12,15,4,21,32,13,8,7,25,5,31,6,3,28"
path_xy_drift,post_neutral_xy_drift,post_neutral_xy_velocity,False,1,runs/rq1_minimal_v0/snapshots/px4_position_seed0_f57e94771b411317_persistence_pilot_px4_seed0_path_xy_drift_step1_j5,0.24171697829112074,0.4340866326102829,0.7060318079824763,25.902791690106802,0.9248023076812231,0.0773940731261777,1.058974627857431,0.0836531280346844,0.0789944592005339,"21,32,5,11","21,32,5,11,29,1,4,0","21,32,5,11,29,1,4,0,36,2,22,37,17,9,31,14"
path_xy_drift,post_neutral_xy_drift,post_neutral_xy_drift,True,2,runs/rq1_minimal_v0/snapshots/px4_position_seed0_33ae3b03811ce339_persistence_pilot_px4_seed0_path_xy_drift_step2_j5,0.26889348212212455,0.4511036678494211,0.7056296296342389,24.831157594408882,0.9148126556206368,0.1251607441971242,1.5794368274280954,1.3141849255168827,0.832059188879912,"36,24,17,35","36,24,17,35,14,37,27,2","36,24,17,35,14,37,27,2,31,22,3,8,20,21,32,18"
path_xy_drift,post_neutral_xy_drift,post_neutral_xy_velocity,False,2,runs/rq1_minimal_v0/snapshots/px4_position_seed0_33ae3b03811ce339_persistence_pilot_px4_seed0_path_xy_drift_step2_j5,0.2753468524368924,0.4570498024054054,0.7397470151541458,23.61681811985756,0.9038480749783795,0.0758136148467106,0.8682834719624617,0.0836531280346844,0.09634310767843449,"24,10,20,37","24,10,20,37,16,19,17,31","24,10,20,37,16,19,17,31,36,18,26,27,7,21,33,38"
path_xy_velocity,post_neutral_xy_velocity,post_neutral_xy_drift,False,0,runs/rq1_minimal_v0/snapshots/px4_position_seed0_7b6436b0c98f6238_phase2_px4_seed0_j5_denoise_j5,0.24062582685070338,0.4165017941885892,0.7056665867170124,26.08384679960701,0.9319019718668015,0.148054960369687,1.6850650317635436,1.3141849255168827,0.7799016066112845,"27,17,20,23","27,17,20,23,11,5,28,26","27,17,20,23,11,5,28,26,1,15,7,22,32,2,36,29"
path_xy_velocity,post_neutral_xy_velocity,post_neutral_xy_velocity,True,0,runs/rq1_minimal_v0/snapshots/px4_position_seed0_7b6436b0c98f6238_phase2_px4_seed0_j5_denoise_j5,0.2905979726252184,0.445854957182512,0.6893543894818365,23.839284878049266,0.918946695114968,0.1223699772145407,1.1934294256857922,0.0836531280346844,0.07009474228994644,"22,29,20,27","22,29,20,27,11,3,8,39","22,29,20,27,11,3,8,39,16,38,23,21,18,25,35,12"
path_xy_velocity,post_neutral_xy_velocity,post_neutral_xy_drift,False,1,runs/rq1_minimal_v0/snapshots/px4_position_seed0_4174721f147657a2_persistence_pilot_px4_seed0_path_xy_velocity_step1_j5,0.22835616138066844,0.3959311836464633,0.6552496766551105,27.840180896884128,0.9401293539403962,0.1768003646644331,2.2291446469168585,1.3141849255168827,0.5895467247199676,"36,3,4,13","36,3,4,13,5,14,15,24","36,3,4,13,5,14,15,24,10,38,18,1,12,23,31,32"
path_xy_velocity,post_neutral_xy_velocity,post_neutral_xy_velocity,True,1,runs/rq1_minimal_v0/snapshots/px4_position_seed0_4174721f147657a2_persistence_pilot_px4_seed0_path_xy_velocity_step1_j5,0.2503383245920683,0.4282985149003014,0.693065542496102,25.66218598618898,0.9186831479518773,0.0921766893318772,1.170191810350794,0.0836531280346844,0.07148668046959523,"24,12,14,4","24,12,14,4,34,17,2,32","24,12,14,4,34,17,2,32,27,18,3,13,29,36,37,5"
path_xy_velocity,post_neutral_xy_velocity,post_neutral_xy_drift,False,2,runs/rq1_minimal_v0/snapshots/px4_position_seed0_6922c2be677851b4_persistence_pilot_px4_seed0_path_xy_velocity_step2_j5,0.2534857468952568,0.43582113403903616,0.6887047374932378,26.017927950079994,0.9292228858848965,0.1682013609544685,2.06315301646856,1.3141849255168827,0.6369788934833033,"22,28,9,14","22,28,9,14,26,5,34,17","22,28,9,14,26,5,34,17,2,21,25,4,7,12,10,38"
path_xy_velocity,post_neutral_xy_velocity,post_neutral_xy_velocity,True,2,runs/rq1_minimal_v0/snapshots/px4_position_seed0_6922c2be677851b4_persistence_pilot_px4_seed0_path_xy_velocity_step2_j5,0.2626844289748408,0.4337927421295801,0.6777214431792302,25.912413405897738,0.9267969924433408,0.0950573541322259,1.1391625313349012,0.0836531280346844,0.07343388299179524,"9,28,17,14","9,28,17,14,33,29,26,38","9,28,17,14,33,29,26,38,25,6,12,1,5,34,36,0"
