scenario_id,repeat_count,query_rows,unique_query_ids,unique_fd_repeat_cache_tags,elapsed_wall_time_s,median_total_wall_time_s,mean_total_wall_time_s,max_total_wall_time_s,median_prepare_wall_time_s,median_run_wall_time_s,median_parse_wall_time_s,median_shutdown_wall_time_s,manual_perturb_abs_max_min,manual_perturb_abs_max_max,manual_tail_abs_max_min,manual_tail_abs_max_max,settled_tail_mode_value_counts,settled_tail_px4_main_mode_value_counts,settled_tail_px4_sub_mode_value_counts
px4_position,5,400,400,5,4312.004174797999,18.170490355503716,17.99011220666244,21.42615053099871,14.229873654498078,2.900133620500128,0.014917863496521022,1.0126905549986986,0.08,0.08,0.0,0.0,POSCTL:400,3:400,0:400
px4_hold,5,400,400,5,8203.894223953,20.845164260001184,20.38614522255768,21.364690507005434,16.143218134504423,3.6287379064997367,0.017056697499356233,1.0167411924994667,0.08,0.08,0.0,0.0,"LOITER:398;LOITER,POSCTL:2","3,4:2;4:398","0,3:2;3:398"
