path_id,property,step_r,theta_hash,robustness,source,query_id,cache_tag,total_wall_time_s
path_xy_drift,post_neutral_xy_drift,0,7b6436b0c98f6238,1.9553308674258991,smoke_nominal_mean,,,0.0
path_xy_drift,post_neutral_xy_drift,1,f57e94771b411317,1.9340932049690134,path_nominal_single_query,f57e94771b411317_px4_position_0_persistence_pilot_px4_seed0_path_xy_drift_step1_nominal,persistence_pilot_px4_seed0_path_xy_drift_step1_nominal,17.369445308999275
path_xy_drift,post_neutral_xy_drift,2,33ae3b03811ce339,1.9532721737272578,path_nominal_single_query,33ae3b03811ce339_px4_position_0_persistence_pilot_px4_seed0_path_xy_drift_step2_nominal,persistence_pilot_px4_seed0_path_xy_drift_step2_nominal,20.204327093000757
path_xy_velocity,post_neutral_xy_velocity,0,7b6436b0c98f6238,0.9692366424291636,smoke_nominal_mean,,,0.0
path_xy_velocity,post_neutral_xy_velocity,1,4174721f147657a2,0.9728156006544364,path_nominal_single_query,4174721f147657a2_px4_position_0_persistence_pilot_px4_seed0_path_xy_velocity_step1_nominal,persistence_pilot_px4_seed0_path_xy_velocity_step1_nominal,20.471639515002607
path_xy_velocity,post_neutral_xy_velocity,2,6922c2be677851b4,0.9707033602263455,path_nominal_single_query,6922c2be677851b4_px4_position_0_persistence_pilot_px4_seed0_path_xy_velocity_step2_nominal,persistence_pilot_px4_seed0_path_xy_velocity_step2_nominal,17.56937292800285
