input_channel,sign_label,amplitude,repeat_idx,theta_hash,query_id,cache_tag,query_retry_count,repeat_elapsed_wall_time_s,terminal_window_lo_s,terminal_window_hi_s,signed_terminal_mean_vx,signed_terminal_mean_vy,signed_terminal_mean_vz,signed_terminal_mean_yaw_rate,robustness_post_neutral_alt_drift,robustness_post_neutral_climb_rate,robustness_post_neutral_xy_drift,robustness_post_neutral_xy_velocity,robustness_post_neutral_yaw_rate,meta_adapter_arm_request_count,meta_adapter_arm_retry_count,meta_adapter_mode_switch_POSCTL_request_count,meta_adapter_mode_switch_POSCTL_retry_count,meta_adapter_mode_switch_request_count_total,meta_adapter_mode_switch_retry_count_total,meta_cache_tag,meta_parse_wall_time_s,meta_prepare_wall_time_s,meta_query_type,meta_run_wall_time_s,meta_scenario_id,meta_seed,meta_shutdown_wall_time_s,meta_theta_hash,meta_total_wall_time_s,meta_wall_time_s
pitch,minus,0.3,1,cd4d6619e44282d0,cd4d6619e44282d0_px4_position_0_cross_coupling_stepA_pitch_minus_a0_300_repeat1,cross_coupling_stepA_pitch_minus_a0_300_repeat1,0,0.00839628599351272,11.0,13.0,0.0026601431028242706,-0.0019021221804874223,-0.001506112108221792,0.001529555360822731,0.9953804016113281,0.2954661829397082,1.9637947726800156,0.9795597334076679,0.24507072418295195,2,1,2,0,2,0,cross_coupling_stepA_pitch_minus_a0_300_repeat1,0.013203278998844326,14.304477714998939,cross_coupling_stepA,3.0711035710046417,px4_position,0,1.0408597980058403,cd4d6619e44282d0,18.429652139006066,3.0711035710046417
pitch,minus,0.3,2,cd4d6619e44282d0,cd4d6619e44282d0_px4_position_0_cross_coupling_stepA_pitch_minus_a0_300_repeat2,cross_coupling_stepA_pitch_minus_a0_300_repeat2,0,0.007640312003786676,11.0,13.0,0.017580132698640182,-0.002507058193290921,-0.0011179976193896604,0.0019894551981545464,0.9903316497802734,0.29400421744212507,1.971039273165409,0.9776091041542245,0.24877677242569973,2,1,2,0,2,0,cross_coupling_stepA_pitch_minus_a0_300_repeat2,0.012312211998505518,14.768846217004466,cross_coupling_stepA,3.0292289450007956,px4_position,0,1.0289533029936138,cd4d6619e44282d0,18.839348068999243,3.0292289450007956
pitch,minus,0.3,3,cd4d6619e44282d0,cd4d6619e44282d0_px4_position_0_cross_coupling_stepA_pitch_minus_a0_300_repeat3,cross_coupling_stepA_pitch_minus_a0_300_repeat3,0,0.008211492997361347,11.0,13.0,0.01043481003831729,-0.016052499921484383,0.0035175761078293346,0.0002166183960401794,0.9877433776855469,0.2911220222711563,1.9674804360640987,0.959595112901613,0.24925742521249106,2,1,3,1,3,1,cross_coupling_stepA_pitch_minus_a0_300_repeat3,0.013010108996240888,14.488319650001358,cross_coupling_stepA,3.0221166420014924,px4_position,0,1.0314067020008224,cd4d6619e44282d0,18.55486948700127,3.0221166420014924
pitch,minus,0.3,4,cd4d6619e44282d0,cd4d6619e44282d0_px4_position_0_cross_coupling_stepA_pitch_minus_a0_300_repeat4,cross_coupling_stepA_pitch_minus_a0_300_repeat4,0,0.00819987700378988,11.0,13.0,0.008301752528900025,-0.012870992822745,-0.002573417031844272,0.0010627125260793005,0.9922795295715332,0.2954868583008647,1.9666545845316736,0.9686788401301532,0.23630897923671057,2,1,2,0,2,0,cross_coupling_stepA_pitch_minus_a0_300_repeat4,0.013710791994526517,14.514183998006047,cross_coupling_stepA,3.1133385119974264,px4_position,0,1.0478607940021902,cd4d6619e44282d0,18.689101102994755,3.1133385119974264
pitch,plus,0.7,0,631a816732fa3c37,631a816732fa3c37_px4_position_0_cross_coupling_stepA_pitch_plus_a0_700_repeat0,cross_coupling_stepA_pitch_plus_a0_700_repeat0,0,0.007865872998081613,11.0,13.0,-0.0060579237852541636,0.00202244942538219,0.006638801704018756,-0.00022572521635792374,0.993166446685791,0.28987186700105666,1.1159548308162195,-0.12482646188403668,0.24917611702643683,2,1,2,0,2,0,cross_coupling_stepA_pitch_plus_a0_700_repeat0,0.012877832996309735,14.344909890998679,cross_coupling_stepA,3.011043728001823,px4_position,0,1.0275967369962018,631a816732fa3c37,18.396437660994707,3.011043728001823
pitch,plus,0.7,1,631a816732fa3c37,631a816732fa3c37_px4_position_0_cross_coupling_stepA_pitch_plus_a0_700_repeat1,cross_coupling_stepA_pitch_plus_a0_700_repeat1,0,0.008288290002383292,11.0,13.0,0.03180173672277659,0.04071941929029632,-0.0028873319624537225,-0.00046584614577367385,0.9940633773803711,0.29355220748111605,1.1142786011947285,-0.16040921412483367,0.24859657547735026,2,1,3,1,3,1,cross_coupling_stepA_pitch_plus_a0_700_repeat1,0.013458392000757158,14.698414872997091,cross_coupling_stepA,3.0194796069990844,px4_position,0,1.0279513069981476,631a816732fa3c37,18.75931185799709,3.0194796069990844
pitch,plus,0.7,2,631a816732fa3c37,631a816732fa3c37_px4_position_0_cross_coupling_stepA_pitch_plus_a0_700_repeat2,cross_coupling_stepA_pitch_plus_a0_700_repeat2,0,0.0076593519988819025,11.0,13.0,-0.012873101884637115,0.06268807266045495,-0.0008501989947136008,0.0004266876871783824,0.9936714172363281,0.29757210980169474,1.161658246313883,-0.10169595224928685,0.2501709213417058,2,1,2,0,2,0,cross_coupling_stepA_pitch_plus_a0_700_repeat2,0.012682997999945655,14.09983205399476,cross_coupling_stepA,3.0105932189981104,px4_position,0,1.046024679002585,631a816732fa3c37,18.169141941994894,3.0105932189981104
pitch,plus,0.7,3,631a816732fa3c37,631a816732fa3c37_px4_position_0_cross_coupling_stepA_pitch_plus_a0_700_repeat3,cross_coupling_stepA_pitch_plus_a0_700_repeat3,0,0.0071105710012489,11.0,13.0,0.011117192071483041,0.019546107751213796,0.0013243000553133583,0.00043189925835812224,0.9965553283691406,0.2956297525204718,1.2690063222851007,-0.015248017558913585,0.2481514014240389,2,1,2,0,2,0,cross_coupling_stepA_pitch_plus_a0_700_repeat3,0.014987302005465608,14.59908368899778,cross_coupling_stepA,3.1028431599988835,px4_position,0,1.048667282993847,631a816732fa3c37,18.76558866599953,3.1028431599988835
pitch,plus,0.7,4,631a816732fa3c37,631a816732fa3c37_px4_position_0_cross_coupling_stepA_pitch_plus_a0_700_repeat4,cross_coupling_stepA_pitch_plus_a0_700_repeat4,0,0.008954762997746002,11.0,13.0,-0.014672665442857434,0.05657532052309421,0.0013158059428961583,0.0006701744323773179,0.992988109588623,0.2947549202479422,1.1734337169734768,-0.12535856583843596,0.24508274569474509,2,1,2,0,2,0,cross_coupling_stepA_pitch_plus_a0_700_repeat4,0.012521504999313038,14.23560635100148,cross_coupling_stepA,3.0319728450049297,px4_position,0,1.0482506560001639,631a816732fa3c37,18.328359229002672,3.0319728450049297
yaw,minus,0.3,0,43716676949b182c,43716676949b182c_px4_position_0_cross_coupling_stepA_yaw_minus_a0_300_repeat0,cross_coupling_stepA_yaw_minus_a0_300_repeat0,0,0.008465787999739405,11.0,13.0,0.022589044296182643,0.0070913437957642045,-0.0049811329772637145,-0.00021631823938150945,0.9921855926513672,0.29310424644500016,1.9685163479107826,0.9673260383241962,0.24745549763851216,2,1,3,1,3,1,cross_coupling_stepA_yaw_minus_a0_300_repeat0,0.012897879001684487,14.688761425997654,cross_coupling_stepA,3.071693959995173,px4_position,0,1.046416411998507,43716676949b182c,18.819779596000444,3.071693959995173
yaw,minus,0.3,1,43716676949b182c,43716676949b182c_px4_position_0_cross_coupling_stepA_yaw_minus_a0_300_repeat1,cross_coupling_stepA_yaw_minus_a0_300_repeat1,0,0.008588696000515483,11.0,13.0,-0.0008426390202960533,-0.016981636468941914,-0.0064253301233595985,0.0005274478215142082,0.9952311515808105,0.29102419801056384,1.9439459557251715,0.9659387633062054,0.2455050166633015,2,1,3,1,3,1,cross_coupling_stepA_yaw_minus_a0_300_repeat1,0.012983703003556002,14.463939429995662,cross_coupling_stepA,3.017963125006645,px4_position,0,1.0386400940042222,43716676949b182c,18.533532815003127,3.017963125006645
yaw,minus,0.3,2,43716676949b182c,43716676949b182c_px4_position_0_cross_coupling_stepA_yaw_minus_a0_300_repeat2,cross_coupling_stepA_yaw_minus_a0_300_repeat2,0,18.773759061004966,11.0,13.0,-0.00010117939643806718,0.004985268364180182,-0.0056319846844416575,0.0001550149980857801,0.9977002143859863,0.29211660027503966,1.9678783796085824,0.975040039569462,0.24474886282645514,2,1,3,1,3,1,cross_coupling_stepA_yaw_minus_a0_300_repeat2,0.012471123998693656,14.656400025000039,cross_coupling_stepA,3.0237558939988958,px4_position,0,1.0306945179981994,43716676949b182c,18.723328982996463,3.0237558939988958
yaw,minus,0.3,3,43716676949b182c,43716676949b182c_px4_position_0_cross_coupling_stepA_yaw_minus_a0_300_repeat3,cross_coupling_stepA_yaw_minus_a0_300_repeat3,0,18.410753620999458,11.0,13.0,-0.02477542596294521,0.02272470981041163,-0.004128715521259615,0.0018857736177643276,0.9927845001220703,0.2931313870474696,1.899608473615849,0.9506749657757048,0.24580043777190497,2,1,2,0,2,0,cross_coupling_stepA_yaw_minus_a0_300_repeat3,0.015328852001402993,14.247378006002691,cross_coupling_stepA,3.060484522000479,px4_position,0,1.0500343709936715,43716676949b182c,18.373234423001122,3.060484522000479
yaw,minus,0.3,4,43716676949b182c,43716676949b182c_px4_position_0_cross_coupling_stepA_yaw_minus_a0_300_repeat4,cross_coupling_stepA_yaw_minus_a0_300_repeat4,0,18.875468111000373,11.0,13.0,-0.019546571470125236,0.022530053135343467,-0.007237188098188747,0.0003927385789479639,0.9919371604919434,0.290780308842659,1.925033268736873,0.9629409695421726,0.24727955869697382,2,1,3,1,3,1,cross_coupling_stepA_yaw_minus_a0_300_repeat4,0.013584209998953156,14.639949695003452,cross_coupling_stepA,3.146261472997139,px4_position,0,1.02851309000107,43716676949b182c,18.828316211001948,3.146261472997139
yaw,plus,0.7,0,e07a1b9fbad4aace,e07a1b9fbad4aace_px4_position_0_cross_coupling_stepA_yaw_plus_a0_700_repeat0,cross_coupling_stepA_yaw_plus_a0_700_repeat0,0,19.004641142004402,11.0,13.0,-0.011157831504802965,0.010049866176106816,0.005750350903663565,0.0008832470579094376,0.9960970878601074,0.29176075402647256,1.9472295609196286,0.9561626943016681,0.24747688825540592,2,1,3,1,3,1,cross_coupling_stepA_yaw_plus_a0_700_repeat0,0.012337822001427412,14.896058263999294,cross_coupling_stepA,3.0425506469982793,px4_position,0,1.0149292889982462,e07a1b9fbad4aace,18.965884373996232,3.0425506469982793
yaw,plus,0.7,1,e07a1b9fbad4aace,e07a1b9fbad4aace_px4_position_0_cross_coupling_stepA_yaw_plus_a0_700_repeat1,cross_coupling_stepA_yaw_plus_a0_700_repeat1,0,18.41035882700089,11.0,13.0,-0.020253174886075285,-0.02366559915565721,-0.0011738351672177002,-0.0022682356826282534,0.9925694465637207,0.29639999610371887,1.941634617246495,0.9567216541053902,0.24683436694853356,2,1,3,1,3,1,cross_coupling_stepA_yaw_plus_a0_700_repeat1,0.016833769004733767,14.252524488001654,cross_coupling_stepA,3.059021462999226,px4_position,0,1.0333796569975675,e07a1b9fbad4aace,18.361767120994045,3.059021462999226
yaw,plus,0.7,2,e07a1b9fbad4aace,e07a1b9fbad4aace_px4_position_0_cross_coupling_stepA_yaw_plus_a0_700_repeat2,cross_coupling_stepA_yaw_plus_a0_700_repeat2,0,18.691142884999863,11.0,13.0,0.010659093785359187,0.03095683931815816,0.002210259703670218,0.007533808951609592,0.9916162490844727,0.2931599134579301,1.9005592870910823,0.9354235079398073,0.23610868155323317,2,1,3,1,3,1,cross_coupling_stepA_yaw_plus_a0_700_repeat2,0.024417612999968696,14.497716399004275,cross_coupling_stepA,3.07791168300173,px4_position,0,1.0498223199974746,e07a1b9fbad4aace,18.649875949995476,3.07791168300173
yaw,plus,0.7,3,e07a1b9fbad4aace,e07a1b9fbad4aace_px4_position_0_cross_coupling_stepA_yaw_plus_a0_700_repeat3,cross_coupling_stepA_yaw_plus_a0_700_repeat3,0,18.58815038800094,11.0,13.0,-0.039636623414264854,0.01795092820568732,-0.0003576946343192627,-0.0025560081397751253,0.9919319152832031,0.29554829765111207,1.8795913323866624,0.9338302877895779,0.24461052789651205,2,1,3,1,3,1,cross_coupling_stepA_yaw_plus_a0_700_repeat3,0.013276259996928275,14.424881954997545,cross_coupling_stepA,3.0760941370099317,px4_position,0,1.0255721660068957,e07a1b9fbad4aace,18.539833765004005,3.0760941370099317
yaw,plus,0.7,4,e07a1b9fbad4aace,e07a1b9fbad4aace_px4_position_0_cross_coupling_stepA_yaw_plus_a0_700_repeat4,cross_coupling_stepA_yaw_plus_a0_700_repeat4,0,18.958729509002296,11.0,13.0,-0.00826725036105402,0.02447785809636111,0.0016483486337424572,-0.00081826798642786,0.9929656982421875,0.29645411456003784,1.9000129038838167,0.9411141163636254,0.24568066410087397,2,1,3,1,3,1,cross_coupling_stepA_yaw_plus_a0_700_repeat4,0.01225786299619358,14.775587052004994,cross_coupling_stepA,3.0425621829926968,px4_position,0,1.0768539499986218,e07a1b9fbad4aace,18.907269622999593,3.0425621829926968
throttle,minus,0.3,0,0a271201906c894e,0a271201906c894e_px4_position_0_cross_coupling_stepA_throttle_minus_a0_300_repeat0,cross_coupling_stepA_throttle_minus_a0_300_repeat0,0,18.963287196995225,11.0,13.0,-0.02809089261217638,0.001768145074446792,0.00044623419071901415,-0.0009881107016245475,0.9946727752685547,0.2978031306527555,1.9504117456495198,0.9630730643550763,0.24905942789577296,2,1,3,1,3,1,cross_coupling_stepA_throttle_minus_a0_300_repeat0,0.012876563996542245,14.84326727000007,cross_coupling_stepA,3.013073592999717,px4_position,0,1.0422398740047356,0a271201906c894e,18.91146667698922,3.013073592999717
throttle,minus,0.3,1,0a271201906c894e,0a271201906c894e_px4_position_0_cross_coupling_stepA_throttle_minus_a0_300_repeat1,cross_coupling_stepA_throttle_minus_a0_300_repeat1,0,18.915458272997057,11.0,13.0,0.013577543777500927,-0.009018320990435261,-0.0011356989198247735,0.002168047790178189,0.990354061126709,0.2958710139617324,1.9552793291263666,0.9712991705281492,0.24624216313772251,2,1,3,1,3,1,cross_coupling_stepA_throttle_minus_a0_300_repeat1,0.01333264700951986,14.788116778989206,cross_coupling_stepA,3.0269331780000357,px4_position,0,1.0402032030106056,0a271201906c894e,18.868593263003277,3.0269331780000357
throttle,minus,0.3,2,0a271201906c894e,0a271201906c894e_px4_position_0_cross_coupling_stepA_throttle_minus_a0_300_repeat2,cross_coupling_stepA_throttle_minus_a0_300_repeat2,0,18.950258140990627,11.0,13.0,-0.005154460677187154,-0.003081987427625137,-0.0011767534549478114,-0.0009298297906449705,0.9870638847351074,0.2964412355329841,1.9655601503212394,0.9669462790145702,0.24290532655381014,2,1,3,1,3,1,cross_coupling_stepA_throttle_minus_a0_300_repeat2,0.013153581996448338,14.7494802519941,cross_coupling_stepA,3.1053169630031334,px4_position,0,1.0439665269950638,0a271201906c894e,18.911925931999576,3.1053169630031334
throttle,minus,0.3,3,0a271201906c894e,0a271201906c894e_px4_position_0_cross_coupling_stepA_throttle_minus_a0_300_repeat3,cross_coupling_stepA_throttle_minus_a0_300_repeat3,0,18.561588806012878,11.0,13.0,-0.009148951090604918,-0.015144661241383419,0.000881782116468628,-0.0009354730830603169,0.9922266006469727,0.29693782813847064,1.9589603500747281,0.9753948876752803,0.24815766922496607,2,1,2,0,2,0,cross_coupling_stepA_throttle_minus_a0_300_repeat3,0.013361960998736322,14.458047098989482,cross_coupling_stepA,3.014461091006524,px4_position,0,1.0317300199967576,0a271201906c894e,18.51760797901079,3.014461091006524
throttle,minus,0.3,4,0a271201906c894e,0a271201906c894e_px4_position_0_cross_coupling_stepA_throttle_minus_a0_300_repeat4,cross_coupling_stepA_throttle_minus_a0_300_repeat4,0,18.680606394002098,11.0,13.0,-0.005228868319056576,0.012100728196010203,0.000941435333260644,-0.0025701403945659774,0.9868860244750977,0.29502054043114184,1.9293032294019918,0.9512762872190768,0.24078582636379053,2,1,3,1,3,1,cross_coupling_stepA_throttle_minus_a0_300_repeat4,0.012893754013930447,14.593416706004064,cross_coupling_stepA,3.011531908996403,px4_position,0,1.023524317992269,0a271201906c894e,18.64137660700362,3.011531908996403
throttle,plus,0.7,0,956f076f92d34ba6,956f076f92d34ba6_px4_position_0_cross_coupling_stepA_throttle_plus_a0_700_repeat0,cross_coupling_stepA_throttle_plus_a0_700_repeat0,0,20.98639033699874,11.0,13.0,0.0023061084548795466,0.002255713947785146,0.00209984140115249,0.00020083848625960553,0.9720311164855957,0.29170070979744195,1.976581011144843,0.984459532646235,0.24673797413073828,3,2,3,1,3,1,cross_coupling_stepA_throttle_plus_a0_700_repeat0,0.013903225990361534,16.806054161992506,cross_coupling_stepA,3.0776535860059084,px4_position,0,1.0424625380110228,956f076f92d34ba6,20.940083016001154,3.0776535860059084
throttle,plus,0.7,1,956f076f92d34ba6,956f076f92d34ba6_px4_position_0_cross_coupling_stepA_throttle_plus_a0_700_repeat1,cross_coupling_stepA_throttle_plus_a0_700_repeat1,0,20.614760269003455,11.0,13.0,0.017550614947873695,0.02337227374195086,0.005466659729849619,0.0010367793619215757,0.9765305519104004,0.2919484034180641,1.909234883902248,0.9541740525936713,0.24630340691022923,3,2,3,1,3,1,cross_coupling_stepA_throttle_plus_a0_700_repeat1,0.013213618993177079,16.496143645999837,cross_coupling_stepA,3.0337710289895767,px4_position,0,1.0156919699948048,956f076f92d34ba6,20.55882819899125,3.0337710289895767
throttle,plus,0.7,2,956f076f92d34ba6,956f076f92d34ba6_px4_position_0_cross_coupling_stepA_throttle_plus_a0_700_repeat2,cross_coupling_stepA_throttle_plus_a0_700_repeat2,0,18.41985321100219,11.0,13.0,0.017764172088655206,0.010514089281880988,-0.0004805433003815277,-0.004756490590455415,0.9745025634765625,0.292958168964833,1.924020969707277,0.951339843545476,0.24465223624669363,2,1,2,0,2,0,cross_coupling_stepA_throttle_plus_a0_700_repeat2,0.013359406002564356,14.293518022008357,cross_coupling_stepA,3.0192440079990774,px4_position,0,1.0390557229984552,956f076f92d34ba6,18.36518611900101,3.0192440079990774
throttle,plus,0.7,3,956f076f92d34ba6,956f076f92d34ba6_px4_position_0_cross_coupling_stepA_throttle_plus_a0_700_repeat3,cross_coupling_stepA_throttle_plus_a0_700_repeat3,0,18.49083999499271,11.0,13.0,0.007992327328059674,0.0052216840776963805,0.0090404693600571,-0.0019290268164402031,0.9702043533325195,0.28676967434585093,1.9445536777621537,0.9518039895387163,0.2460804548051243,2,1,2,0,2,0,cross_coupling_stepA_throttle_plus_a0_700_repeat3,0.01391785399755463,14.381431628993596,cross_coupling_stepA,3.0036350900045363,px4_position,0,1.0460678460076451,956f076f92d34ba6,18.44506083500164,3.0036350900045363
throttle,plus,0.7,4,956f076f92d34ba6,956f076f92d34ba6_px4_position_0_cross_coupling_stepA_throttle_plus_a0_700_repeat4,cross_coupling_stepA_throttle_plus_a0_700_repeat4,0,18.753847936997772,11.0,13.0,0.001921005859793548,-0.001857281040846823,-0.0002536874309326974,-0.0004807612980376143,0.9711413383483887,0.2976455920841545,1.9741071710430163,0.975495869908041,0.247231101052094,2,1,2,0,2,0,cross_coupling_stepA_throttle_plus_a0_700_repeat4,0.013082938006846234,14.556920429997263,cross_coupling_stepA,3.1151875350042246,px4_position,0,1.0252626889996463,956f076f92d34ba6,18.710462072005612,3.1151875350042246
