method,candidate_label,candidate_source,theta_hash,theta_path,t_switch_s,t_window,property,switch_eval_id,no_switch_eval_id,switch_mean,switch_std,switch_mean_plus_2std,switch_mean_plus_1std,no_switch_mean,no_switch_std,no_switch_mean_minus_2std,no_switch_mean_minus_1std,robust_transition_violation,weak_1std_candidate,noise_straddle_not_counted,rho_gate_robust_transition_violation,rho_gate_weak_1std_candidate,switch_clean_j5,switch_max_first_auto_lag_s,switch_max_request_count,no_switch_robust_safe_2std,switch_robust_violation_2std,return_to_neutral_by_t_switch,active_channel_pattern,non_saturated,max_abs_theta,mean_abs_theta,t_specific_window_observed,robust_t_switch_values_for_u_property,evaluated_t_switch_values_for_u_property
transition_aware,theta_V_s035,prior_scaled,a74b493dcf789809,,1.0,1-2s,post_neutral_xy_drift,6,5,1.957363835273839,0.022503867303346543,2.002371569880532,1.9798677025771856,1.9530975260759746,0.020672269988741776,1.9117529860984912,1.9324252560872328,False,False,False,False,False,True,1.1400000000000001,6.0,True,False,False,pitch+roll+throttle+yaw,True,0.11005859374999999,0.08619015465909355,False,,"1.00,2.00,3.00,4.00,5.00,6.00,7.00"
transition_aware,theta_V_s035,prior_scaled,a74b493dcf789809,,1.0,1-2s,post_neutral_alt_drift,6,5,0.9910638809204102,0.004142167468576325,0.9993482158575628,0.9952060483889865,0.9913947105407714,0.0021680758529324796,0.9870585588349065,0.989226634687839,False,False,False,False,False,True,1.1400000000000001,6.0,True,False,False,pitch+roll+throttle+yaw,True,0.11005859374999999,0.08619015465909355,False,,"1.00,2.00,3.00,4.00,5.00,6.00,7.00"
transition_aware,theta_V_s035,prior_scaled,a74b493dcf789809,,1.0,1-2s,post_neutral_xy_velocity,6,5,0.9570090352510116,0.011134566016160937,0.9792781672833334,0.9681436012671725,0.96585212346744,0.011133006652170522,0.9435861101630989,0.9547191168152694,False,False,False,False,False,True,1.1400000000000001,6.0,True,False,False,pitch+roll+throttle+yaw,True,0.11005859374999999,0.08619015465909355,False,,"1.00,2.00,3.00,4.00,5.00,6.00,7.00"
transition_aware,theta_V_s035,prior_scaled,a74b493dcf789809,,2.0,2-3s,post_neutral_xy_drift,7,5,1.9623218381150231,0.014697866641592283,1.9917175713982078,1.9770197047566154,1.9530975260759746,0.020672269988741776,1.9117529860984912,1.9324252560872328,False,False,False,False,False,False,4.18,21.0,True,False,False,pitch+roll+throttle+yaw,True,0.11005859374999999,0.08619015465909355,False,,"1.00,2.00,3.00,4.00,5.00,6.00,7.00"
transition_aware,theta_V_s035,prior_scaled,a74b493dcf789809,,2.0,2-3s,post_neutral_alt_drift,7,5,0.9930056571960449,0.00291287798078491,0.9988314131576148,0.9959185351768298,0.9913947105407714,0.0021680758529324796,0.9870585588349065,0.989226634687839,False,False,False,False,False,False,4.18,21.0,True,False,False,pitch+roll+throttle+yaw,True,0.11005859374999999,0.08619015465909355,False,,"1.00,2.00,3.00,4.00,5.00,6.00,7.00"
transition_aware,theta_V_s035,prior_scaled,a74b493dcf789809,,2.0,2-3s,post_neutral_xy_velocity,7,5,0.9689288061234318,0.008037730902847201,0.9850042679291262,0.976966537026279,0.96585212346744,0.011133006652170522,0.9435861101630989,0.9547191168152694,False,False,False,False,False,False,4.18,21.0,True,False,False,pitch+roll+throttle+yaw,True,0.11005859374999999,0.08619015465909355,False,,"1.00,2.00,3.00,4.00,5.00,6.00,7.00"
transition_aware,theta_V_s035,prior_scaled,a74b493dcf789809,,3.0,3-4s,post_neutral_xy_drift,8,5,1.9519070638837583,0.02792863319233084,2.00776433026842,1.979835697076089,1.9530975260759746,0.020672269988741776,1.9117529860984912,1.9324252560872328,False,False,False,False,False,False,3.34,17.0,True,False,False,pitch+roll+throttle+yaw,True,0.11005859374999999,0.08619015465909355,False,,"1.00,2.00,3.00,4.00,5.00,6.00,7.00"
transition_aware,theta_V_s035,prior_scaled,a74b493dcf789809,,3.0,3-4s,post_neutral_alt_drift,8,5,0.9944697380065918,0.0011330394106386645,0.9967358168278692,0.9956027774172305,0.9913947105407714,0.0021680758529324796,0.9870585588349065,0.989226634687839,False,False,False,False,False,False,3.34,17.0,True,False,False,pitch+roll+throttle+yaw,True,0.11005859374999999,0.08619015465909355,False,,"1.00,2.00,3.00,4.00,5.00,6.00,7.00"
transition_aware,theta_V_s035,prior_scaled,a74b493dcf789809,,3.0,3-4s,post_neutral_xy_velocity,8,5,0.9648478223136469,0.014506650597577768,0.9938611235088024,0.9793544729112246,0.96585212346744,0.011133006652170522,0.9435861101630989,0.9547191168152694,False,False,False,False,False,False,3.34,17.0,True,False,False,pitch+roll+throttle+yaw,True,0.11005859374999999,0.08619015465909355,False,,"1.00,2.00,3.00,4.00,5.00,6.00,7.00"
transition_aware,theta_V_s035,prior_scaled,a74b493dcf789809,,4.0,4-5s,post_neutral_xy_drift,9,5,1.9579615859051114,0.01211723046166907,1.9821960468284496,1.9700788163667804,1.9530975260759746,0.020672269988741776,1.9117529860984912,1.9324252560872328,False,False,False,False,False,False,3.2,16.0,True,False,False,pitch+roll+throttle+yaw,True,0.11005859374999999,0.08619015465909355,False,,"1.00,2.00,3.00,4.00,5.00,6.00,7.00"
transition_aware,theta_V_s035,prior_scaled,a74b493dcf789809,,4.0,4-5s,post_neutral_alt_drift,9,5,0.9919805526733398,0.0036565668693055928,0.999293686411951,0.9956371195426454,0.9913947105407714,0.0021680758529324796,0.9870585588349065,0.989226634687839,False,False,False,False,False,False,3.2,16.0,True,False,False,pitch+roll+throttle+yaw,True,0.11005859374999999,0.08619015465909355,False,,"1.00,2.00,3.00,4.00,5.00,6.00,7.00"
transition_aware,theta_V_s035,prior_scaled,a74b493dcf789809,,4.0,4-5s,post_neutral_xy_velocity,9,5,0.9698168555737118,0.01029892094928686,0.9904146974722855,0.9801157765229986,0.96585212346744,0.011133006652170522,0.9435861101630989,0.9547191168152694,False,False,False,False,False,False,3.2,16.0,True,False,False,pitch+roll+throttle+yaw,True,0.11005859374999999,0.08619015465909355,False,,"1.00,2.00,3.00,4.00,5.00,6.00,7.00"
