eval_id,repeat_idx,label,query_type,scenario_id,t_switch_s,theta_hash,query_id,parsed_log_path,raw_ulg_path,query_total_wall_time_s,transition_request_count,transition_observed_t_s,rho_post_neutral_alt_drift,rho_post_neutral_xy_drift,rho_post_neutral_xy_velocity
0,0,stage0_zero_posctl,stage0,px4_position,,7b6436b0c98f6238,7b6436b0c98f6238_px4_position_0_h3_stage0_00000_stage0_zero_posctl_repeat0,runs/h3_transition_seed0_v1/queries/7b6436b0c98f6238_px4_position_0_h3_stage0_00000_stage0_zero_posctl_repeat0/parsed_log.csv,runs/h3_transition_seed0_v1/queries/7b6436b0c98f6238_px4_position_0_h3_stage0_00000_stage0_zero_posctl_repeat0/raw_log.ulg,18.24955942001543,,,0.9894661903381348,1.9592852268530023,0.9757944855625656
0,1,stage0_zero_posctl,stage0,px4_position,,7b6436b0c98f6238,7b6436b0c98f6238_px4_position_0_h3_stage0_00000_stage0_zero_posctl_repeat1,runs/h3_transition_seed0_v1/queries/7b6436b0c98f6238_px4_position_0_h3_stage0_00000_stage0_zero_posctl_repeat1/parsed_log.csv,runs/h3_transition_seed0_v1/queries/7b6436b0c98f6238_px4_position_0_h3_stage0_00000_stage0_zero_posctl_repeat1/raw_log.ulg,18.896683379018214,,,0.9925804138183594,1.9691260045200063,0.9801534577893479
0,2,stage0_zero_posctl,stage0,px4_position,,7b6436b0c98f6238,7b6436b0c98f6238_px4_position_0_h3_stage0_00000_stage0_zero_posctl_repeat2,runs/h3_transition_seed0_v1/queries/7b6436b0c98f6238_px4_position_0_h3_stage0_00000_stage0_zero_posctl_repeat2/parsed_log.csv,runs/h3_transition_seed0_v1/queries/7b6436b0c98f6238_px4_position_0_h3_stage0_00000_stage0_zero_posctl_repeat2/raw_log.ulg,18.025348638999276,,,0.988642692565918,1.9475526348629475,0.9618790746051211
0,3,stage0_zero_posctl,stage0,px4_position,,7b6436b0c98f6238,7b6436b0c98f6238_px4_position_0_h3_stage0_00000_stage0_zero_posctl_repeat3,runs/h3_transition_seed0_v1/queries/7b6436b0c98f6238_px4_position_0_h3_stage0_00000_stage0_zero_posctl_repeat3/parsed_log.csv,runs/h3_transition_seed0_v1/queries/7b6436b0c98f6238_px4_position_0_h3_stage0_00000_stage0_zero_posctl_repeat3/raw_log.ulg,18.15366680198349,,,0.9944744110107422,1.9267434985366594,0.9487919317092143
0,4,stage0_zero_posctl,stage0,px4_position,,7b6436b0c98f6238,7b6436b0c98f6238_px4_position_0_h3_stage0_00000_stage0_zero_posctl_repeat4,runs/h3_transition_seed0_v1/queries/7b6436b0c98f6238_px4_position_0_h3_stage0_00000_stage0_zero_posctl_repeat4/parsed_log.csv,runs/h3_transition_seed0_v1/queries/7b6436b0c98f6238_px4_position_0_h3_stage0_00000_stage0_zero_posctl_repeat4/raw_log.ulg,19.01560640198295,,,0.9934320449829102,1.955093596617062,0.9676558401998738
1,0,stage0_zero_auto_loiter,stage0,px4_auto_loiter,,7b6436b0c98f6238,7b6436b0c98f6238_px4_auto_loiter_0_h3_stage0_00001_stage0_zero_auto_loiter_repeat0,runs/h3_transition_seed0_v1/queries/7b6436b0c98f6238_px4_auto_loiter_0_h3_stage0_00001_stage0_zero_auto_loiter_repeat0/parsed_log.csv,runs/h3_transition_seed0_v1/queries/7b6436b0c98f6238_px4_auto_loiter_0_h3_stage0_00001_stage0_zero_auto_loiter_repeat0/raw_log.ulg,17.643422755005304,,,0.9918441772460938,1.9553225063597146,0.9661717160147281
1,1,stage0_zero_auto_loiter,stage0,px4_auto_loiter,,7b6436b0c98f6238,7b6436b0c98f6238_px4_auto_loiter_0_h3_stage0_00001_stage0_zero_auto_loiter_repeat1,runs/h3_transition_seed0_v1/queries/7b6436b0c98f6238_px4_auto_loiter_0_h3_stage0_00001_stage0_zero_auto_loiter_repeat1/parsed_log.csv,runs/h3_transition_seed0_v1/queries/7b6436b0c98f6238_px4_auto_loiter_0_h3_stage0_00001_stage0_zero_auto_loiter_repeat1/raw_log.ulg,17.53684654200333,,,0.9955201148986816,1.9546746553000407,0.9620713557137929
1,2,stage0_zero_auto_loiter,stage0,px4_auto_loiter,,7b6436b0c98f6238,7b6436b0c98f6238_px4_auto_loiter_0_h3_stage0_00001_stage0_zero_auto_loiter_repeat2,runs/h3_transition_seed0_v1/queries/7b6436b0c98f6238_px4_auto_loiter_0_h3_stage0_00001_stage0_zero_auto_loiter_repeat2/parsed_log.csv,runs/h3_transition_seed0_v1/queries/7b6436b0c98f6238_px4_auto_loiter_0_h3_stage0_00001_stage0_zero_auto_loiter_repeat2/raw_log.ulg,17.6798432309879,,,0.9916486740112305,1.9404802808924868,0.9644633962919535
1,3,stage0_zero_auto_loiter,stage0,px4_auto_loiter,,7b6436b0c98f6238,7b6436b0c98f6238_px4_auto_loiter_0_h3_stage0_00001_stage0_zero_auto_loiter_repeat3,runs/h3_transition_seed0_v1/queries/7b6436b0c98f6238_px4_auto_loiter_0_h3_stage0_00001_stage0_zero_auto_loiter_repeat3/parsed_log.csv,runs/h3_transition_seed0_v1/queries/7b6436b0c98f6238_px4_auto_loiter_0_h3_stage0_00001_stage0_zero_auto_loiter_repeat3/raw_log.ulg,18.124599951988785,,,0.9856600761413574,1.9475328434122638,0.9651608632418028
1,4,stage0_zero_auto_loiter,stage0,px4_auto_loiter,,7b6436b0c98f6238,7b6436b0c98f6238_px4_auto_loiter_0_h3_stage0_00001_stage0_zero_auto_loiter_repeat4,runs/h3_transition_seed0_v1/queries/7b6436b0c98f6238_px4_auto_loiter_0_h3_stage0_00001_stage0_zero_auto_loiter_repeat4/parsed_log.csv,runs/h3_transition_seed0_v1/queries/7b6436b0c98f6238_px4_auto_loiter_0_h3_stage0_00001_stage0_zero_auto_loiter_repeat4/raw_log.ulg,18.10051361398655,,,0.993797779083252,1.9468748168044985,0.9552924544422099
