eval_id,trigger_id,phase,label,theta_hash,theta_path,repeats,point_elapsed_wall_time_s,max_abs_theta,support_size_abs_gt_0p1,active_channels_abs_gt_0p1,active_group_ids_abs_gt_0p1,robustness_class,is_robust_violation_2sigma,rho_mean_post_neutral_xy_drift,rho_std_post_neutral_xy_drift,rho_min_post_neutral_xy_drift,rho_max_post_neutral_xy_drift,rho_nonpositive_post_neutral_xy_drift,rho_mean_post_neutral_alt_drift,rho_std_post_neutral_alt_drift,rho_min_post_neutral_alt_drift,rho_max_post_neutral_alt_drift,rho_nonpositive_post_neutral_alt_drift,rho_mean_post_neutral_xy_velocity,rho_std_post_neutral_xy_velocity,rho_min_post_neutral_xy_velocity,rho_max_post_neutral_xy_velocity,rho_nonpositive_post_neutral_xy_velocity
0,0,whole_channel,zero_throttle,8141bdfa1c39ac37,runs/direction_a_ddmin_px4_position_seed1_v0/thetas/T00_00000_8141bdfa1c39ac37.npy,5,94.0971988060046,0.48478269637735216,20,"pitch,roll,yaw","1,4,5,8,12,13,14,16,20,24,26,28,29,30,32,33,34,36,37,38",robust_violation,True,0.7462032963378311,0.03778175953846253,0.6811013960233265,0.7754951695050631,0,0.9879594802856445,0.003535564817233703,0.982935905456543,0.9928317070007324,0,-0.31861915720238104,0.02834058528312949,-0.3496841450805599,-0.2759940307821285,5
1,0,whole_channel,zero_yaw,d47233e11e61af1d,runs/direction_a_ddmin_px4_position_seed1_v0/thetas/T00_00001_d47233e11e61af1d.npy,5,96.66733464901336,0.48478269637735216,15,"pitch,roll","1,4,5,8,12,13,16,20,24,28,29,32,33,36,37",robust_violation,True,0.7643744852222417,0.05009964231238939,0.7101705530180642,0.8443492764604217,0,0.9915121078491211,0.002617762400421166,0.9879512786865234,0.9941878318786621,0,-0.33118534977334313,0.031785095781055546,-0.37018565530480374,-0.29169002209270944,5
2,0,support_ddmin,outer0_remove_08_of_15,0cec17f90ce66ba1,runs/direction_a_ddmin_px4_position_seed1_v0/thetas/T00_00002_0cec17f90ce66ba1.npy,5,96.63936734403251,0.48478269637735216,7,"pitch,roll","24,28,29,32,33,36,37",robust_safe,False,1.5377231327496812,0.05970618992511937,1.445111856402383,1.6112608861348399,0,0.9903755187988281,0.0036369947704598567,0.9863858222961426,0.9945898056030273,0,0.4183205412918065,0.0341626154800721,0.36581774277256973,0.4560361623621706,0
3,0,support_ddmin,outer0_remove_07_of_15,5831a6b02e10a54d,runs/direction_a_ddmin_px4_position_seed1_v0/thetas/T00_00003_5831a6b02e10a54d.npy,5,98.86689222598216,0.47055288481903074,9,"pitch,roll","1,4,5,8,12,13,16,20,24",robust_safe,False,1.9335953494614504,0.011583177952427814,1.9209362612166196,1.9463358980771033,0,0.992790412902832,0.004129425573539083,0.9877986907958984,0.9983038902282715,0,0.9416499491233749,0.008482667348291468,0.9300866559005125,0.9485022972614167,0
4,0,support_ddmin,outer0_remove_04_of_15,2179b9563f4893a4,runs/direction_a_ddmin_px4_position_seed1_v0/thetas/T00_00004_2179b9563f4893a4.npy,5,96.35827007499756,0.48478269637735216,11,"pitch,roll","12,13,16,20,24,28,29,32,33,36,37",robust_violation,True,0.9781447776136425,0.008402024683996354,0.9683052623919837,0.9862923331951792,0,0.9907402992248535,0.005946594551591504,0.9802098274230957,0.9948287010192871,0,-0.1139989307226136,0.015795997480324647,-0.13793494643178983,-0.0982965691751474,5
5,0,support_ddmin,outer0_remove_04_of_11,d9218ed614711ea8,runs/direction_a_ddmin_px4_position_seed1_v0/thetas/T00_00005_d9218ed614711ea8.npy,5,99.28127497702371,0.47055288481903074,8,"pitch,roll","12,13,16,20,24,33,36,37",robust_safe,False,1.8628523319606018,0.019272240565069897,1.8422091323461924,1.8855477983123854,0,0.9914780616760254,0.002496360850694924,0.9882564544677734,0.9947338104248047,0,0.790238386742797,0.016405225783588454,0.7622615557364152,0.8039542511029782,0
6,0,support_ddmin,outer0_remove_03_of_11,8ff4dae42c0e3657,runs/direction_a_ddmin_px4_position_seed1_v0/thetas/T00_00006_8ff4dae42c0e3657.npy,5,89.76459057704778,0.48478269637735216,9,"pitch,roll","12,13,16,20,24,28,29,32,36",noise_band,False,1.1266040307904817,0.044095439476442976,1.0662063583128463,1.1823104748768887,0,0.9937807083129883,0.0014074104750390346,0.9920482635498047,0.9951353073120117,0,-0.02673680770544027,0.042367810903517725,-0.08770909624177992,0.025506656559403984,4
7,0,support_ddmin,outer0_remove_02_of_11,29fb528943d4505c,runs/direction_a_ddmin_px4_position_seed1_v0/thetas/T00_00007_29fb528943d4505c.npy,5,102.4694735200028,0.48478269637735216,9,"pitch,roll","16,20,24,28,29,32,33,36,37",noise_band,False,1.17035246800703,0.10771343293477612,1.0780195201411151,1.3545873385213354,0,0.991029930114746,0.003518119217647393,0.9858088493347168,0.9953570365905762,0,0.0729660580543392,0.09982252132077166,0.009405696420255238,0.24548328045041046,0
8,0,support_ddmin,outer0_remove_02_of_11,af18dc265852843a,runs/direction_a_ddmin_px4_position_seed1_v0/thetas/T00_00008_af18dc265852843a.npy,5,99.31506762700155,0.48478269637735216,9,"pitch,roll","12,13,24,28,29,32,33,36,37",robust_safe,False,1.473286794281335,0.04348346552772449,1.4089814142437258,1.5200720982431104,0,0.9891867637634277,0.003967911815210052,0.9830865859985352,0.9938416481018066,0,0.3657308343916025,0.03215881363892929,0.32697213703345895,0.413608790473158,0
9,0,support_ddmin,outer0_remove_02_of_11,39c32df4dbac0f6e,runs/direction_a_ddmin_px4_position_seed1_v0/thetas/T00_00009_39c32df4dbac0f6e.npy,5,101.7876634610002,0.47055288481903074,10,"pitch,roll","12,13,16,20,24,29,32,33,36,37",robust_safe,False,1.5474160036443023,0.0414030111293243,1.4880353823293104,1.5885496659076428,0,0.9902133941650391,0.006680813370664369,0.9785056114196777,0.9950065612792969,0,0.45354318108345737,0.010860278727455453,0.44088541123550296,0.46571374781852604,0
10,0,support_ddmin,outer0_remove_02_of_11,8e4b22db025b73fb,runs/direction_a_ddmin_px4_position_seed1_v0/thetas/T00_00010_8e4b22db025b73fb.npy,5,101.54493277799338,0.48478269637735216,10,"pitch,roll","12,13,16,20,24,28,32,33,36,37",robust_violation,True,1.0691493556552394,0.03122381070533456,1.022494474445927,1.1022791934431306,0,0.9929991722106933,0.0021882124834419546,0.9898567199707031,0.9958457946777344,0,-0.017172036698284286,0.005946816502369721,-0.02478000154712756,-0.0081945099746068,5
11,0,support_ddmin,outer0_remove_02_of_10,83df3c84448f9ca0,runs/direction_a_ddmin_px4_position_seed1_v0/thetas/T00_00011_83df3c84448f9ca0.npy,5,102.21696940396214,0.48478269637735216,8,"pitch,roll","16,20,24,28,32,33,36,37",robust_safe,False,1.2399304553431971,0.052882455210671704,1.1866618023329685,1.3262097886352835,0,0.9899188041687011,0.003943805052390706,0.9850301742553711,0.9939260482788086,0,0.17014510320980714,0.03997230576875878,0.14446445530038532,0.2393660081814366,0
