run_id,D_m,wind_m_s,low_time_s,low_remaining_mAh,usable_remaining_to_critical_mAh,trigger_home_distance_m,trigger_actual_groundspeed_m_s,trigger_actual_consumption_rate_mAh_s,return_window_groundspeed_m_s,return_window_consumption_rate_mAh_s,margin_proxy_groundspeed_m_s,margin_proxy_consumption_rate_mAh_s,flyable_distance_proxy_m,margin_proxy_m,final_home_distance_m,home_radius_m,landed_within_home_radius,returned_home_after_low,d_reached,speed_audit_within_tolerance,earliest_stable_margin_sign_time_s,early_prediction_lead_s,contract_violations,bin_path
bbs_probe1_D060_W06,60.0,6.0,102.594779,219.33700561523438,159.33700561523438,62.82685684613445,0.02325579913104677,7.830882923086054,5.8516411823733385,8.287669947702819,5.8516411823733385,8.287669947702819,112.50242707754016,49.675570231405715,0.05419639250029568,10.0,True,True,True,True,20.094459,82.50032,,planc/logs/bbs_probe1_D060_W06.BIN
bbs_probe1_D100_W06,100.0,6.0,102.594779,219.38027954101562,159.38027954101562,102.05054272600961,0.02417363057773487,7.830900802272004,6.504286784534101,8.493423021428995,6.504286784534101,8.493423021428995,122.05385782840288,20.003315102393273,0.32727444117028626,10.0,True,True,True,True,20.094459,82.50032,,planc/logs/bbs_probe1_D100_W06.BIN
bbs_probe1_D120_W06,120.0,6.0,102.49481899999999,219.940673828125,159.940673828125,122.82486401462,0.02263789213245961,7.8324435750829675,6.506960831855704,8.494516817977985,6.506960831855704,8.494516817977985,122.51758661747525,-0.3072773971447589,7.231240562045613,10.0,True,True,True,True,,,,planc/logs/bbs_probe1_D120_W06.BIN
bbs_probe1_D140_W06,140.0,6.0,101.49438599999999,219.92352294921875,159.92352294921875,142.00796079946466,0.024289341612739726,7.831264988992709,6.501050792063202,8.494210063198922,6.501050792063202,8.494210063198922,122.3976023436152,-19.61035845584945,26.546933478670443,10.0,False,False,True,True,98.294833,3.1995529999999945,,planc/logs/bbs_probe1_D140_W06.BIN
bbs_probe1_D160_W06,160.0,6.0,101.49438599999999,219.85403442382812,159.85403442382812,162.77344213943252,0.023984420148594678,7.831170995998104,6.500914375985876,8.495631530328925,6.500914375985876,8.495631530328925,122.32138208152382,-40.452060057908696,47.25053310130556,10.0,False,False,True,True,94.794567,6.699818999999991,,planc/logs/bbs_probe1_D160_W06.BIN
