time_s_rel_offboard,topic,tilt_deg,alt_m
0.0,vehicle_attitude,0.09278740733861923,
0.004,vehicle_attitude,0.09891171008348465,
0.004,vehicle_local_position,,49.54706573486328
0.008,vehicle_attitude,0.10087054967880249,
0.012,vehicle_attitude,0.10087054967880249,
0.012,vehicle_local_position,,49.54890060424805
0.016,vehicle_attitude,0.09691328555345535,
0.02,vehicle_attitude,0.08846931904554367,
0.02,vehicle_local_position,,49.55072784423828
0.024,vehicle_attitude,0.07912936806678772,
0.028,vehicle_attitude,0.07132624834775925,
0.028,vehicle_local_position,,49.55253982543945
0.032,vehicle_attitude,0.06255725026130676,
0.036,vehicle_attitude,0.05934702232480049,
0.036,vehicle_local_position,,49.55434799194336
0.04,vehicle_attitude,0.05934702232480049,
0.044,vehicle_attitude,0.06255725026130676,
0.044,vehicle_local_position,,49.55615234375
0.048,vehicle_attitude,0.05934702232480049,
0.052,vehicle_attitude,0.05934702232480049,
0.052,vehicle_local_position,,49.557952880859375
0.056,vehicle_attitude,0.05595290660858154,
0.06,vehicle_attitude,0.048456642776727676,
0.06,vehicle_local_position,,49.55975341796875
0.064,vehicle_attitude,0.048456642776727676,
0.068,vehicle_attitude,0.05233915150165558,
0.068,vehicle_local_position,,49.56155014038086
0.072,vehicle_attitude,0.06255725026130676,
0.072,vehicle_attitude_setpoint,0.0,
0.076,vehicle_attitude,0.07132624834775925,
0.076,vehicle_local_position,,49.563331604003906
0.08,vehicle_attitude,0.07912936806678772,
0.084,vehicle_attitude,0.08846931904554367,
0.084,vehicle_local_position,,49.56510925292969
0.088,vehicle_attitude,0.09691328555345535,
0.092,vehicle_attitude,0.09691328555345535,
0.092,vehicle_local_position,,49.56687927246094
0.096,vehicle_attitude,0.08846931904554367,
0.1,vehicle_attitude,0.07912936806678772,
0.1,vehicle_local_position,,49.56864929199219
0.104,vehicle_attitude,0.0656106024980545,
0.108,vehicle_attitude,0.05595290660858154,
0.108,vehicle_local_position,,49.57041549682617
0.112,vehicle_attitude,0.05233915150165558,
0.116,vehicle_attitude,0.05233915150165558,
0.116,vehicle_local_position,,49.572181701660156
0.12,vehicle_attitude,0.048456642776727676,
0.124,vehicle_attitude,0.048456642776727676,
0.124,vehicle_local_position,,49.57394790649414
0.128,vehicle_attitude,0.048456642776727676,
0.132,vehicle_attitude,0.04423465579748154,
0.132,vehicle_local_position,,49.575721740722656
0.136,vehicle_attitude,0.03426402062177658,
0.14,vehicle_attitude,0.02797645330429077,
0.14,vehicle_local_position,,49.5775032043457
0.144,vehicle_attitude,0.02797645330429077,
0.148,vehicle_attitude,0.03426402062177658,
0.148,vehicle_attitude_setpoint,0.0,
0.148,vehicle_local_position,,49.57929229736328
0.152,vehicle_attitude,0.04423465579748154,
0.156,vehicle_attitude,0.05595290660858154,
0.156,vehicle_local_position,,49.58110046386719
0.16,vehicle_attitude,0.06852804124355316,
0.164,vehicle_attitude,0.07661667466163635,
0.164,vehicle_local_position,,49.582923889160156
0.168,vehicle_attitude,0.07912936806678772,
0.172,vehicle_attitude,0.07661667466163635,
0.172,vehicle_local_position,,49.58476638793945
0.176,vehicle_attitude,0.06852804124355316,
0.18,vehicle_attitude,0.05595290660858154,
0.18,vehicle_local_position,,49.58662033081055
0.184,vehicle_attitude,0.04423465579748154,
0.188,vehicle_attitude,0.03426402062177658,
0.188,vehicle_local_position,,49.588478088378906
0.192,vehicle_attitude,0.02797645330429077,
0.196,vehicle_attitude,0.03426402062177658,
0.196,vehicle_local_position,,49.590354919433594
0.2,vehicle_attitude,0.04423465579748154,
0.204,vehicle_attitude,0.048456642776727676,
0.204,vehicle_local_position,,49.592247009277344
0.208,vehicle_attitude,0.048456642776727676,
0.212,vehicle_attitude,0.04423465579748154,
0.212,vehicle_local_position,,49.594154357910156
0.216,vehicle_attitude,0.03426402062177658,
0.22,vehicle_attitude,0.02797645330429077,
0.22,vehicle_local_position,,49.5960807800293
0.224,vehicle_attitude,0.01978234015405178,
0.228,vehicle_attitude,0.02797645330429077,
0.228,vehicle_local_position,,49.598018646240234
0.232,vehicle_attitude,0.04423465579748154,
0.232,vehicle_attitude_setpoint,0.0,
0.236,vehicle_attitude,0.05595290660858154,
0.236,vehicle_local_position,,49.599952697753906
0.24,vehicle_attitude,0.06255725026130676,
0.244,vehicle_attitude,0.06852804124355316,
0.244,vehicle_local_position,,49.60190200805664
0.248,vehicle_attitude,0.06852804124355316,
0.252,vehicle_attitude,0.05934702232480049,
0.252,vehicle_local_position,,49.60386657714844
0.256,vehicle_attitude,0.048456642776727676,
0.26,vehicle_attitude,0.03426402062177658,
0.26,vehicle_local_position,,49.60584259033203
0.264,vehicle_attitude,0.01978234015405178,
