time_s_rel_offboard,topic,tilt_deg,alt_m
0.0,vehicle_attitude,0.22028695046901703,
0.004,vehicle_attitude,0.2255535125732422,
0.004,vehicle_local_position,,49.54683303833008
0.008,vehicle_attitude,0.22899729013442993,
0.012,vehicle_attitude,0.22728192806243896,
0.012,vehicle_local_position,,49.5485954284668
0.016,vehicle_attitude,0.2229357808828354,
0.02,vehicle_attitude,0.2157999724149704,
0.02,vehicle_local_position,,49.550357818603516
0.024,vehicle_attitude,0.20558421313762665,
0.028,vehicle_attitude,0.19382664561271667,
0.028,vehicle_local_position,,49.552101135253906
0.032,vehicle_attitude,0.18238423764705658,
0.036,vehicle_attitude,0.1724584996700287,
0.036,vehicle_local_position,,49.553836822509766
0.04,vehicle_attitude,0.16312941908836365,
0.044,vehicle_attitude,0.15701749920845032,
0.044,vehicle_local_position,,49.555564880371094
0.048,vehicle_attitude,0.1532333940267563,
0.052,vehicle_attitude,0.15701749920845032,
0.052,vehicle_local_position,,49.557281494140625
0.056,vehicle_attitude,0.16312941908836365,
0.06,vehicle_attitude,0.17132015526294708,
0.06,vehicle_local_position,,49.55899429321289
0.064,vehicle_attitude,0.18022575974464417,
0.068,vehicle_attitude,0.190774068236351,
0.068,vehicle_local_position,,49.56069564819336
0.072,vehicle_attitude,0.20174117386341095,
0.076,vehicle_attitude,0.21214208006858826,
0.076,vehicle_local_position,,49.56239318847656
0.08,vehicle_attitude,0.22117342054843903,
0.084,vehicle_attitude,0.2264193743467331,
0.084,vehicle_attitude_setpoint,0.0,
0.084,vehicle_local_position,,49.56407165527344
0.088,vehicle_attitude,0.22814121842384338,
0.092,vehicle_attitude,0.22728192806243896,
0.092,vehicle_local_position,,49.56574249267578
0.096,vehicle_attitude,0.2220563441514969,
0.1,vehicle_attitude,0.21306245028972626,
0.1,vehicle_local_position,,49.56740951538086
0.104,vehicle_attitude,0.19979193806648254,
0.108,vehicle_attitude,0.18345394730567932,
0.108,vehicle_local_position,,49.56907272338867
0.112,vehicle_attitude,0.16432450711727142,
0.116,vehicle_attitude,0.14401765167713165,
0.116,vehicle_local_position,,49.570743560791016
