time_s_rel_offboard,topic,tilt_deg,alt_m
0.0,vehicle_attitude,0.11014342308044434,
0.0,vehicle_attitude_setpoint,0.0,
0.004,vehicle_attitude,0.11190582811832428,
0.004,vehicle_local_position,,49.54160690307617
0.008,vehicle_attitude,0.11190582811832428,
0.012,vehicle_attitude,0.11190582811832428,
0.012,vehicle_local_position,,49.54328155517578
0.016,vehicle_attitude,0.11190582811832428,
0.02,vehicle_attitude,0.11364090442657471,
0.02,vehicle_local_position,,49.54495620727539
0.024,vehicle_attitude,0.11364090442657471,
0.028,vehicle_attitude,0.11190582811832428,
0.028,vehicle_local_position,,49.546600341796875
0.032,vehicle_attitude,0.10835235565900803,
0.036,vehicle_attitude,0.10087054967880249,
0.036,vehicle_local_position,,49.54825210571289
0.04,vehicle_attitude,0.09278740733861923,
0.044,vehicle_attitude,0.08392936736345291,
0.044,vehicle_local_position,,49.54991912841797
0.048,vehicle_attitude,0.07661667466163635,
0.052,vehicle_attitude,0.07401873916387558,
0.052,vehicle_local_position,,49.551605224609375
0.056,vehicle_attitude,0.06852804124355316,
0.06,vehicle_attitude,0.0656106024980545,
0.06,vehicle_local_position,,49.55331039428711
0.064,vehicle_attitude,0.06255725026130676,
0.068,vehicle_attitude,0.05934702232480049,
0.068,vehicle_local_position,,49.555030822753906
0.072,vehicle_attitude,0.05934702232480049,
0.076,vehicle_attitude,0.05595290660858154,
0.076,vehicle_local_position,,49.556732177734375
0.08,vehicle_attitude,0.05934702232480049,
0.084,vehicle_attitude,0.05934702232480049,
0.084,vehicle_local_position,,49.55844497680664
0.088,vehicle_attitude,0.06255725026130676,
0.088,vehicle_attitude_setpoint,0.0,
0.092,vehicle_attitude,0.0656106024980545,
0.092,vehicle_local_position,,49.5601692199707
0.096,vehicle_attitude,0.06255725026130676,
0.1,vehicle_attitude,0.05934702232480049,
0.1,vehicle_local_position,,49.56190872192383
0.104,vehicle_attitude,0.05233915150165558,
0.108,vehicle_attitude,0.048456642776727676,
0.108,vehicle_local_position,,49.56366729736328
0.112,vehicle_attitude,0.04423465579748154,
0.116,vehicle_attitude,0.03956468030810356,
0.116,vehicle_local_position,,49.5654411315918
0.12,vehicle_attitude,0.03426402062177658,
0.124,vehicle_attitude,0.03426402062177658,
0.124,vehicle_local_position,,49.56722640991211
0.128,vehicle_attitude,0.02797645330429077,
0.132,vehicle_attitude,0.02797645330429077,
0.132,vehicle_local_position,,49.56900405883789
0.136,vehicle_attitude,0.02797645330429077,
0.14,vehicle_attitude,0.03426402062177658,
0.14,vehicle_local_position,,49.5707893371582
0.144,vehicle_attitude,0.03426402062177658,
0.148,vehicle_attitude,0.03956468030810356,
0.148,vehicle_local_position,,49.572593688964844
0.152,vehicle_attitude,0.03426402062177658,
0.156,vehicle_attitude,0.03426402062177658,
0.156,vehicle_local_position,,49.57440948486328
0.16,vehicle_attitude,0.03426402062177658,
0.164,vehicle_attitude,0.03426402062177658,
0.164,vehicle_local_position,,49.57624816894531
0.168,vehicle_attitude,0.03426402062177658,
0.172,vehicle_attitude,0.03956468030810356,
0.172,vehicle_local_position,,49.57810592651367
0.176,vehicle_attitude,0.03956468030810356,
0.18,vehicle_attitude,0.03956468030810356,
