time_s,type,AEKF,DesPitch,DesRoll,DesYaw,ErrRP,ErrYaw,Pitch,Roll,Yaw,distance_m,east_m,ecode,ecode_name,ground_speed_m_s,id,lat,lon,mode,name,north_m,radial_speed_m_s,reason,reason_name,rel_alt_m,subsys,subsys_name,target_bearing_speed_m_s,text,ve_m_s,vn_m_s
0.0,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,ArduCopter V4.4.1 (e010f979),,
0.0,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dbfb12414a3456d9014d88183e338b1,,
0.0,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,Param space used: 285/4096,,
0.0,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,RC Protocol: SITL,,
0.0,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,New mission,,
0.0,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,New rally,,
0.0,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,New fence,,
0.0,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frame: QUAD/PLUS,,
0.0,MODE,,,,,,,,,,,,,,,,,,STABILIZE,,,,26,INITIALISED,,,,,,,
0.07247099999999973,ERR,,,,,,,,,,,,0,0,,,,,,,,,,,,3,COMPASS,,,,
0.07247099999999973,ATT,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
0.172431,ATT,0,0.0,0.0,77.08,1.0,0.8,0.0,0.0,77.08,,,,,,,,,,,,,,,,,,,,,
0.2723909999999998,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,RC7: SaveWaypoint LOW,,
0.2723909999999998,ATT,0,0.0,0.0,77.08,0.8,0.64,0.0,0.0,77.08,,,,,,,,,,,,,,,,,,,,,
0.37235099999999965,ATT,0,0.0,0.0,77.08,0.8,0.51,0.0,0.0,77.08,,,,,,,,,,,,,,,,,,,,,
0.4723109999999999,ATT,0,0.0,0.0,77.08,0.64,0.4,0.0,0.0,77.08,,,,,,,,,,,,,,,,,,,,,
0.5722709999999998,ATT,0,0.0,0.0,77.08,0.64,0.32,0.0,0.0,77.08,,,,,,,,,,,,,,,,,,,,,
0.672231,ATT,0,0.0,0.0,77.08,0.51,0.26,0.0,0.0,77.08,,,,,,,,,,,,,,,,,,,,,
0.7721909999999998,ATT,0,0.0,0.0,77.08,0.51,0.2,0.0,0.0,77.08,,,,,,,,,,,,,,,,,,,,,
0.8721509999999997,ATT,0,0.0,0.0,77.08,0.4,0.16,0.0,0.0,77.08,,,,,,,,,,,,,,,,,,,,,
0.972111,ATT,0,0.0,0.0,77.08,0.4,0.13,0.0,0.0,77.08,,,,,,,,,,,,,,,,,,,,,
1.0720709999999998,ATT,0,0.0,0.0,77.08,0.32,0.1,0.0,0.0,77.08,,,,,,,,,,,,,,,,,,,,,
1.0720709999999998,XKF1,,,,,,,,,,0.0,0.0,,,0.0,,,,,,0.0,,,,,,,0.0,,0.0,0.0
1.172031,ATT,0,0.0,0.0,77.08,0.32,0.08,0.0,0.0,77.08,,,,,,,,,,,,,,,,,,,,,
1.172031,XKF1,,,,,,,,,,0.0,0.0,,,0.0,,,,,,0.0,,,,,,,0.0,,0.0,0.0
1.2719909999999999,ATT,0,0.0,0.0,77.08,0.26,0.06,0.0,0.0,77.08,,,,,,,,,,,,,,,,,,,,,
1.2719909999999999,XKF1,,,,,,,,,,0.0,0.0,,,0.0,,,,,,0.0,,,,,,,0.0,,0.0,0.0
1.3719509999999997,ATT,0,0.0,0.0,77.08,0.26,0.05,0.0,0.0,77.08,,,,,,,,,,,,,,,,,,,,,
1.3719509999999997,XKF1,,,,,,,,,,0.0,0.0,,,0.0,,,,,,0.0,,,,,,,0.0,,0.0,0.0
1.471911,ATT,0,0.0,0.0,77.08,0.2,0.04,0.0,0.0,77.08,,,,,,,,,,,,,,,,,,,,,
1.471911,XKF1,,,,,,,,,,0.0,0.0,,,0.0,,,,,,0.0,,,,,,,0.0,,0.0,0.0
1.5718709999999998,ATT,0,0.0,0.0,77.08,0.2,0.03,0.0,0.0,77.08,,,,,,,,,,,,,,,,,,,,,
1.5718709999999998,XKF1,,,,,,,,,,0.0,0.0,,,0.0,,,,,,0.0,,,,,,,0.0,,0.0,0.0
1.671831,ATT,0,0.0,0.0,77.08,0.16,0.02,0.0,0.0,77.08,,,,,,,,,,,,,,,,,,,,,
1.671831,XKF1,,,,,,,,,,0.0,0.0,,,0.0,,,,,,0.0,,,,,,,0.0,,0.0,0.0
1.771791,ATT,0,0.0,0.0,77.08,0.16,0.02,0.0,0.0,77.08,,,,,,,,,,,,,,,,,,,,,
1.771791,XKF1,,,,,,,,,,0.0,0.0,,,0.0,,,,,,0.0,,,,,,,0.0,,0.0,0.0
1.8717510000000002,ATT,0,0.0,0.0,77.08,0.13,0.01,0.0,0.0,77.08,,,,,,,,,,,,,,,,,,,,,
