time_s_rel_offboard,topic,tilt_deg,alt_m
0.0,vehicle_attitude,0.3856295347213745,
0.004,vehicle_attitude,0.3866429924964905,
0.004,vehicle_local_position,,49.53546905517578
0.008,vehicle_attitude,0.3856295347213745,
0.012,vehicle_attitude,0.3866429924964905,
0.012,vehicle_local_position,,49.537193298339844
0.016,vehicle_attitude,0.38815826177597046,
0.02,vehicle_attitude,0.3891651928424835,
0.02,vehicle_local_position,,49.53891372680664
0.024,vehicle_attitude,0.38866204023361206,
0.028,vehicle_attitude,0.3876538574695587,
0.028,vehicle_local_position,,49.54063415527344
0.032,vehicle_attitude,0.38613662123680115,
0.036,vehicle_attitude,0.38512176275253296,
0.036,vehicle_local_position,,49.54234313964844
0.04,vehicle_attitude,0.38461336493492126,
0.044,vehicle_attitude,0.3820611536502838,
0.044,vehicle_local_position,,49.54404830932617
0.048,vehicle_attitude,0.3789758086204529,
0.052,vehicle_attitude,0.3784591257572174,
0.052,vehicle_local_position,,49.54574966430664
0.056,vehicle_attitude,0.3789758086204529,
0.06,vehicle_attitude,0.3784591257572174,
0.06,vehicle_local_position,,49.54743957519531
0.064,vehicle_attitude,0.3789758086204529,
0.068,vehicle_attitude,0.3820611536502838,
0.068,vehicle_local_position,,49.54912567138672
0.072,vehicle_attitude,0.38461336493492126,
0.076,vehicle_attitude,0.38714876770973206,
0.076,vehicle_attitude_setpoint,0.0,
0.076,vehicle_local_position,,49.55080795288086
0.08,vehicle_attitude,0.39016950130462646,
0.084,vehicle_attitude,0.39016950130462646,
0.084,vehicle_local_position,,49.55248260498047
0.088,vehicle_attitude,0.38714876770973206,
0.092,vehicle_attitude,0.3835945427417755,
0.092,vehicle_local_position,,49.55415344238281
0.096,vehicle_attitude,0.3800070285797119,
0.1,vehicle_attitude,0.37430012226104736,
0.1,vehicle_local_position,,49.555816650390625
0.104,vehicle_attitude,0.36584022641181946,
0.108,vehicle_attitude,0.3560826778411865,
0.108,vehicle_local_position,,49.55747604370117
0.112,vehicle_attitude,0.34434962272644043,
0.116,vehicle_attitude,0.33043068647384644,
0.116,vehicle_local_position,,49.55913162231445
