time_s,source,abs_alt_m,rel_alt_m,mode
56.884736999999994,POS,16.06999969482422,0.0034241676330566406,GUIDED
56.984697,POS,16.06999969482422,0.0034254658967256546,GUIDED
57.084657,POS,16.06999969482422,0.0034238770604133606,GUIDED
57.184616999999996,POS,16.06999969482422,0.003422798588871956,GUIDED
57.284577,POS,16.06999969482422,0.003420863300561905,GUIDED
57.384536999999995,POS,16.06999969482422,0.0034213215112686157,GUIDED
57.484497,POS,16.06999969482422,0.003419211134314537,GUIDED
57.584457,POS,16.06999969482422,0.003418305888772011,GUIDED
57.684416999999996,POS,16.06999969482422,0.0034156963229179382,GUIDED
57.784377,POS,16.06999969482422,0.00341019406914711,GUIDED
57.884336999999995,POS,16.06999969482422,0.003405096009373665,GUIDED
57.984297,POS,16.06999969482422,0.003407919779419899,GUIDED
58.084256999999994,POS,16.06999969482422,0.0034092962741851807,GUIDED
58.184217,POS,16.06999969482422,0.003412775695323944,GUIDED
58.284177,POS,16.06999969482422,0.0034217238426208496,GUIDED
58.384969999999996,POS,16.06999969482422,0.0034235958009958267,GUIDED
58.48493,POS,16.06999969482422,0.003612600266933441,GUIDED
58.584889999999994,POS,16.06999969482422,0.00783533789217472,GUIDED
58.68485,POS,16.09000015258789,0.02128143608570099,GUIDED
58.78481,POS,16.10999870300293,0.045190345495939255,GUIDED
58.884769999999996,POS,16.139999389648438,0.07740076631307602,GUIDED
58.98473,POS,16.18000030517578,0.11301470547914505,GUIDED
59.084689999999995,POS,16.229999542236328,0.1629784256219864,GUIDED
59.18465,POS,16.329999923706055,0.26739823818206787,GUIDED
59.284609999999994,POS,16.469999313354492,0.40742260217666626,GUIDED
59.38457,POS,16.60999870300293,0.5478401780128479,GUIDED
59.48453,POS,16.75,0.6838743686676025,GUIDED
59.584489999999995,POS,16.8799991607666,0.8120267987251282,GUIDED
59.68445,POS,17.0,0.9390259385108948,GUIDED
59.784409999999994,POS,17.139999389648438,1.0700706243515015,GUIDED
59.88437,POS,17.270000457763672,1.2054047584533691,GUIDED
59.98433,POS,17.40999984741211,1.3453030586242676,GUIDED
60.084289999999996,POS,17.549999237060547,1.4898968935012817,GUIDED
60.18425,POS,17.69999885559082,1.6388938426971436,GUIDED
60.284209999999995,POS,17.85999870300293,1.7933789491653442,GUIDED
60.385003,POS,18.020000457763672,1.9534001350402832,GUIDED
60.484963,POS,18.18000030517578,2.119906187057495,GUIDED
60.584922999999996,POS,18.35999870300293,2.2929000854492188,GUIDED
60.684883,POS,18.53999900817871,2.472831964492798,GUIDED
60.784842999999995,POS,18.729999542236328,2.6608400344848633,GUIDED
60.884803,POS,18.920000076293945,2.8541643619537354,GUIDED
60.984762999999994,POS,19.119998931884766,3.053105592727661,GUIDED
61.084723,POS,19.31999969482422,3.2580478191375732,GUIDED
61.184683,POS,19.529998779296875,3.468258857727051,GUIDED
61.284642999999996,POS,19.75,3.6840641498565674,GUIDED
