time_s_rel_offboard,topic,tilt_deg,alt_m
0.0,vehicle_attitude,0.07132624834775925,
0.004,vehicle_attitude,0.06852804124355316,
0.004,vehicle_local_position,,49.53903579711914
0.008,vehicle_attitude,0.0656106024980545,
0.012,vehicle_attitude,0.0656106024980545,
0.012,vehicle_local_position,,49.54075241088867
0.016,vehicle_attitude,0.0656106024980545,
0.02,vehicle_attitude,0.06852804124355316,
0.02,vehicle_local_position,,49.54246139526367
0.024,vehicle_attitude,0.07401873916387558,
0.028,vehicle_attitude,0.07912936806678772,
0.028,vehicle_local_position,,49.544158935546875
0.032,vehicle_attitude,0.08156467974185944,
0.036,vehicle_attitude,0.08156467974185944,
0.036,vehicle_local_position,,49.54585647583008
0.04,vehicle_attitude,0.08156467974185944,
0.044,vehicle_attitude,0.08156467974185944,
0.044,vehicle_local_position,,49.547550201416016
0.048,vehicle_attitude,0.08392936736345291,
0.052,vehicle_attitude,0.08392936736345291,
0.052,vehicle_local_position,,49.54924392700195
0.056,vehicle_attitude,0.08392936736345291,
0.06,vehicle_attitude,0.08392936736345291,
0.06,vehicle_local_position,,49.55093765258789
0.064,vehicle_attitude,0.08622922748327255,
0.068,vehicle_attitude,0.08846931904554367,
0.068,vehicle_local_position,,49.55262756347656
0.072,vehicle_attitude,0.09278740733861923,
0.076,vehicle_attitude,0.09691328555345535,
0.076,vehicle_local_position,,49.554317474365234
0.08,vehicle_attitude,0.09691328555345535,
0.08,vehicle_attitude_setpoint,0.0,
0.084,vehicle_attitude,0.09691328555345535,
0.084,vehicle_local_position,,49.555992126464844
0.088,vehicle_attitude,0.09691328555345535,
0.092,vehicle_attitude,0.09487278014421463,
0.092,vehicle_local_position,,49.55766296386719
0.096,vehicle_attitude,0.09278740733861923,
0.1,vehicle_attitude,0.09065408259630203,
0.1,vehicle_local_position,,49.55933380126953
0.104,vehicle_attitude,0.08846931904554367,
0.108,vehicle_attitude,0.08392936736345291,
0.108,vehicle_local_position,,49.561012268066406
0.112,vehicle_attitude,0.07912936806678772,
0.116,vehicle_attitude,0.07661667466163635,
0.116,vehicle_local_position,,49.56270217895508
0.12,vehicle_attitude,0.07401873916387558,
0.124,vehicle_attitude,0.06852804124355316,
0.124,vehicle_local_position,,49.56441116333008
0.128,vehicle_attitude,0.0656106024980545,
0.132,vehicle_attitude,0.06255725026130676,
0.132,vehicle_local_position,,49.566123962402344
0.136,vehicle_attitude,0.06255725026130676,
0.14,vehicle_attitude,0.06255725026130676,
0.14,vehicle_local_position,,49.56785202026367
0.144,vehicle_attitude,0.05934702232480049,
0.148,vehicle_attitude,0.05595290660858154,
0.148,vehicle_local_position,,49.56959533691406
0.152,vehicle_attitude,0.05233915150165558,
0.156,vehicle_attitude,0.05233915150165558,
0.156,vehicle_local_position,,49.57135009765625
0.16,vehicle_attitude,0.048456642776727676,
0.16,vehicle_attitude_setpoint,0.0,
0.164,vehicle_attitude,0.048456642776727676,
0.164,vehicle_local_position,,49.57311248779297
0.168,vehicle_attitude,0.048456642776727676,
0.172,vehicle_attitude,0.05233915150165558,
0.172,vehicle_local_position,,49.57489013671875
0.176,vehicle_attitude,0.05595290660858154,
0.18,vehicle_attitude,0.05595290660858154,
