time_s_rel_offboard,topic,tilt_deg,alt_m
0.0,vehicle_attitude,0.22728192806243896,
0.004,vehicle_attitude,0.229850172996521,
0.004,vehicle_local_position,,49.541297912597656
0.008,vehicle_attitude,0.2315465211868286,
0.012,vehicle_attitude,0.2315465211868286,
0.012,vehicle_local_position,,49.54295349121094
0.016,vehicle_attitude,0.2315465211868286,
0.02,vehicle_attitude,0.23069989681243896,
0.02,vehicle_local_position,,49.544612884521484
0.024,vehicle_attitude,0.23069989681243896,
0.028,vehicle_attitude,0.2315465211868286,
0.028,vehicle_local_position,,49.546268463134766
0.032,vehicle_attitude,0.2315465211868286,
0.036,vehicle_attitude,0.23069989681243896,
0.036,vehicle_local_position,,49.54792022705078
0.04,vehicle_attitude,0.23069989681243896,
0.044,vehicle_attitude,0.23239001631736755,
0.044,vehicle_local_position,,49.54956817626953
0.048,vehicle_attitude,0.23490244150161743,
0.052,vehicle_attitude,0.2365625500679016,
0.052,vehicle_local_position,,49.551212310791016
0.056,vehicle_attitude,0.2390311062335968,
0.06,vehicle_attitude,0.24147441983222961,
0.06,vehicle_local_position,,49.55284118652344
0.064,vehicle_attitude,0.24308964610099792,
0.068,vehicle_attitude,0.24389326572418213,
0.068,vehicle_local_position,,49.55446243286133
0.072,vehicle_attitude,0.24469420313835144,
0.076,vehicle_attitude,0.24628834426403046,
0.076,vehicle_local_position,,49.55607986450195
0.08,vehicle_attitude,0.24787218868732452,
0.08,vehicle_attitude_setpoint,0.0,
0.084,vehicle_attitude,0.24944601953029633,
0.084,vehicle_local_position,,49.55769348144531
0.088,vehicle_attitude,0.25022920966148376,
0.092,vehicle_attitude,0.25022920966148376,
0.092,vehicle_local_position,,49.559303283691406
0.096,vehicle_attitude,0.25178828835487366,
0.1,vehicle_attitude,0.2510099411010742,
0.1,vehicle_local_position,,49.5609130859375
0.104,vehicle_attitude,0.2486603558063507,
0.108,vehicle_attitude,0.24308964610099792,
0.108,vehicle_local_position,,49.56252670288086
0.112,vehicle_attitude,0.23573395609855652,
0.116,vehicle_attitude,0.22814121842384338,
0.116,vehicle_local_position,,49.56413269042969
0.12,vehicle_attitude,0.2185032218694687,
0.124,vehicle_attitude,0.2065337896347046,
0.124,vehicle_local_position,,49.56575012207031
0.128,vehicle_attitude,0.19583526253700256,
0.132,vehicle_attitude,0.18767184019088745,
0.132,vehicle_local_position,,49.567386627197266
0.136,vehicle_attitude,0.18022575974464417,
0.14,vehicle_attitude,0.17471295595169067,
0.14,vehicle_local_position,,49.56904220581055
0.144,vehicle_attitude,0.17132015526294708,
0.148,vehicle_attitude,0.16902045905590057,
0.148,vehicle_local_position,,49.57071304321289
0.152,vehicle_attitude,0.1678587794303894,
0.156,vehicle_attitude,0.16551098227500916,
0.156,vehicle_local_position,,49.57239532470703
0.16,vehicle_attitude,0.16312941908836365,
0.16,vehicle_attitude_setpoint,0.0,
0.164,vehicle_attitude,0.15949037671089172,
0.164,vehicle_local_position,,49.574058532714844
0.168,vehicle_attitude,0.1557663530111313,
0.172,vehicle_attitude,0.15195107460021973,
0.172,vehicle_local_position,,49.575740814208984
