time_s_rel_offboard,topic,tilt_deg,alt_m
0.0,vehicle_attitude,0.5039661526679993,
0.004,vehicle_attitude,0.5082191824913025,
0.004,vehicle_local_position,,49.520511627197266
0.008,vehicle_attitude,0.5086040496826172,
0.012,vehicle_attitude,0.5062904357910156,
0.012,vehicle_local_position,,49.522186279296875
0.016,vehicle_attitude,0.5043542981147766,
0.02,vehicle_attitude,0.5020211338996887,
0.02,vehicle_local_position,,49.52386474609375
0.024,vehicle_attitude,0.49889320135116577,
0.028,vehicle_attitude,0.4953506886959076,
0.028,vehicle_local_position,,49.52553939819336
0.032,vehicle_attitude,0.49218040704727173,
0.036,vehicle_attitude,0.489789217710495,
0.036,vehicle_local_position,,49.527217864990234
0.04,vehicle_attitude,0.48858922719955444,
0.044,vehicle_attitude,0.4873863160610199,
0.044,vehicle_local_position,,49.52885437011719
0.048,vehicle_attitude,0.4869846701622009,
0.052,vehicle_attitude,0.49058759212493896,
0.052,vehicle_local_position,,49.530487060546875
0.056,vehicle_attitude,0.49614012241363525,
0.06,vehicle_attitude,0.500459611415863,
0.06,vehicle_local_position,,49.53211975097656
0.064,vehicle_attitude,0.5031890869140625,
0.068,vehicle_attitude,0.5062904357910156,
0.068,vehicle_local_position,,49.53375244140625
0.072,vehicle_attitude,0.508988618850708,
0.076,vehicle_attitude,0.510140597820282,
0.076,vehicle_attitude_setpoint,0.0,
0.076,vehicle_local_position,,49.53538513183594
0.08,vehicle_attitude,0.5097569227218628,
0.084,vehicle_attitude,0.5097569227218628,
0.084,vehicle_local_position,,49.53701400756836
0.088,vehicle_attitude,0.508988618850708,
0.092,vehicle_attitude,0.5066767334938049,
0.092,vehicle_local_position,,49.538639068603516
0.096,vehicle_attitude,0.5047421455383301,
0.1,vehicle_attitude,0.5043542981147766,
0.1,vehicle_local_position,,49.54022216796875
0.104,vehicle_attitude,0.500459611415863,
0.108,vehicle_attitude,0.49218040704727173,
0.108,vehicle_local_position,,49.541805267333984
0.112,vehicle_attitude,0.47969764471054077,
0.116,vehicle_attitude,0.4626712203025818,
0.116,vehicle_local_position,,49.54340362548828
0.12,vehicle_attitude,0.4423476457595825,
0.124,vehicle_attitude,0.41777846217155457,
0.124,vehicle_local_position,,49.54502487182617
0.128,vehicle_attitude,0.3891651928424835,
0.132,vehicle_attitude,0.35881972312927246,
0.132,vehicle_local_position,,49.54666519165039
0.136,vehicle_attitude,0.3292441964149475,
0.14,vehicle_attitude,0.30325788259506226,
0.14,vehicle_local_position,,49.548316955566406
0.144,vehicle_attitude,0.2818552255630493,
0.148,vehicle_attitude,0.2639295756816864,
0.148,vehicle_local_position,,49.54996109008789
0.152,vehicle_attitude,0.24944601953029633,
0.156,vehicle_attitude,0.24147441983222961,
0.156,vehicle_attitude_setpoint,0.0,
0.156,vehicle_local_position,,49.551612854003906
0.16,vehicle_attitude,0.23821108043193817,
0.164,vehicle_attitude,0.2373882532119751,
0.164,vehicle_local_position,,49.553287506103516
0.168,vehicle_attitude,0.23821108043193817,
0.172,vehicle_attitude,0.24066270887851715,
0.172,vehicle_local_position,,49.55497360229492
0.176,vehicle_attitude,0.24228335916996002,
0.18,vehicle_attitude,0.24228335916996002,
0.18,vehicle_local_position,,49.55668258666992
0.184,vehicle_attitude,0.24228335916996002,
0.188,vehicle_attitude,0.2398483008146286,
0.188,vehicle_local_position,,49.55841064453125
0.192,vehicle_attitude,0.23239001631736755,
0.196,vehicle_attitude,0.2220563441514969,
0.196,vehicle_local_position,,49.56015396118164
0.2,vehicle_attitude,0.20841999351978302,
0.204,vehicle_attitude,0.19281449913978577,
0.204,vehicle_local_position,,49.5618896484375
0.208,vehicle_attitude,0.17582935094833374,
0.212,vehicle_attitude,0.16071254014968872,
0.212,vehicle_local_position,,49.563636779785156
0.216,vehicle_attitude,0.14536994695663452,
0.22,vehicle_attitude,0.13417038321495056,
0.22,vehicle_local_position,,49.565406799316406
0.224,vehicle_attitude,0.1266687959432602,
0.228,vehicle_attitude,0.1219465509057045,
0.228,vehicle_local_position,,49.567195892333984
0.232,vehicle_attitude,0.1203312948346138,
0.236,vehicle_attitude,0.1203312948346138,
0.236,vehicle_attitude_setpoint,0.0,
0.236,vehicle_local_position,,49.56899642944336
0.24,vehicle_attitude,0.1219465509057045,
0.244,vehicle_attitude,0.1219465509057045,
0.244,vehicle_local_position,,49.57081985473633
0.248,vehicle_attitude,0.12354069203138351,
0.252,vehicle_attitude,0.12354069203138351,
0.252,vehicle_local_position,,49.57263946533203
0.256,vehicle_attitude,0.12354069203138351,
0.26,vehicle_attitude,0.1219465509057045,
0.26,vehicle_local_position,,49.57447052001953
0.264,vehicle_attitude,0.11869405955076218,
