time_s_rel_offboard,topic,tilt_deg,alt_m
0.0,vehicle_attitude,0.338619589805603,
0.004,vehicle_attitude,0.337461918592453,
0.004,vehicle_local_position,,49.53395080566406
0.008,vehicle_attitude,0.337461918592453,
0.012,vehicle_attitude,0.33919697999954224,
0.012,vehicle_local_position,,49.535675048828125
0.016,vehicle_attitude,0.3437809348106384,
0.02,vehicle_attitude,0.34886589646339417,
0.02,vehicle_local_position,,49.53739547729492
0.024,vehicle_attitude,0.3549819588661194,
0.028,vehicle_attitude,0.360994428396225,
0.028,vehicle_local_position,,49.53908920288086
0.032,vehicle_attitude,0.36530497670173645,
0.036,vehicle_attitude,0.3685047924518585,
0.036,vehicle_local_position,,49.540775299072266
0.04,vehicle_attitude,0.37009432911872864,
0.044,vehicle_attitude,0.37009432911872864,
0.044,vehicle_local_position,,49.5424690246582
0.048,vehicle_attitude,0.3695652484893799,
0.052,vehicle_attitude,0.36584022641181946,
0.052,vehicle_local_position,,49.544158935546875
0.056,vehicle_attitude,0.35881972312927246,
0.06,vehicle_attitude,0.3505445122718811,
0.06,vehicle_local_position,,49.54584884643555
0.064,vehicle_attitude,0.34321126341819763,
0.068,vehicle_attitude,0.336300253868103,
0.068,vehicle_local_position,,49.54753875732422
0.072,vehicle_attitude,0.32983797788619995,
0.076,vehicle_attitude,0.32745644450187683,
0.076,vehicle_local_position,,49.549232482910156
0.08,vehicle_attitude,0.32805344462394714,
0.084,vehicle_attitude,0.32983797788619995,
0.084,vehicle_attitude_setpoint,0.0,
0.084,vehicle_local_position,,49.55088424682617
0.088,vehicle_attitude,0.3322024643421173,
0.092,vehicle_attitude,0.3345502018928528,
0.092,vehicle_local_position,,49.55253601074219
0.096,vehicle_attitude,0.3368815779685974,
0.1,vehicle_attitude,0.3403487205505371,
0.1,vehicle_local_position,,49.5541877746582
0.104,vehicle_attitude,0.3437809348106384,
0.108,vehicle_attitude,0.3454842269420624,
0.108,vehicle_local_position,,49.555843353271484
0.112,vehicle_attitude,0.3426406979560852,
0.116,vehicle_attitude,0.3339647948741913,
0.116,vehicle_local_position,,49.5575065612793
0.12,vehicle_attitude,0.3208160400390625,
0.124,vehicle_attitude,0.3045456111431122,
0.124,vehicle_local_position,,49.55918884277344
0.128,vehicle_attitude,0.2873553931713104,
0.132,vehicle_attitude,0.26834097504615784,
0.132,vehicle_local_position,,49.56086349487305
0.136,vehicle_attitude,0.2486603558063507,
0.14,vehicle_attitude,0.23069989681243896,
0.14,vehicle_local_position,,49.56254577636719
0.144,vehicle_attitude,0.2139788419008255,
0.148,vehicle_attitude,0.20076893270015717,
0.148,vehicle_local_position,,49.564247131347656
0.152,vehicle_attitude,0.190774068236351,
0.156,vehicle_attitude,0.18557488918304443,
0.156,vehicle_local_position,,49.56596755981445
0.16,vehicle_attitude,0.18238423764705658,
0.164,vehicle_attitude,0.18238423764705658,
0.164,vehicle_local_position,,49.56769943237305
0.168,vehicle_attitude,0.18345394730567932,
0.172,vehicle_attitude,0.18767184019088745,
0.172,vehicle_local_position,,49.569454193115234
0.176,vehicle_attitude,0.19179698824882507,
0.176,vehicle_attitude_setpoint,0.0,
0.18,vehicle_attitude,0.19281449913978577,
0.18,vehicle_local_position,,49.57122039794922
0.184,vehicle_attitude,0.19281449913978577,
0.188,vehicle_attitude,0.19179698824882507,
0.188,vehicle_local_position,,49.57297897338867
0.192,vehicle_attitude,0.18871158361434937,
0.196,vehicle_attitude,0.18238423764705658,
0.196,vehicle_local_position,,49.57475662231445
0.2,vehicle_attitude,0.17132015526294708,
0.204,vehicle_attitude,0.15825876593589783,
0.204,vehicle_local_position,,49.5765495300293
0.208,vehicle_attitude,0.14536994695663452,
0.212,vehicle_attitude,0.13705609738826752,
0.212,vehicle_local_position,,49.57836151123047
0.216,vehicle_attitude,0.1297215074300766,
0.22,vehicle_attitude,0.1251145303249359,
0.22,vehicle_local_position,,49.58019256591797
0.224,vehicle_attitude,0.1219465509057045,
0.228,vehicle_attitude,0.1219465509057045,
0.228,vehicle_local_position,,49.58204650878906
0.232,vehicle_attitude,0.1219465509057045,
0.236,vehicle_attitude,0.1203312948346138,
0.236,vehicle_local_position,,49.58388137817383
0.24,vehicle_attitude,0.11703392118215561,
0.244,vehicle_attitude,0.11014342308044434,
0.244,vehicle_local_position,,49.58573532104492
0.248,vehicle_attitude,0.10279206931591034,
0.252,vehicle_attitude,0.09891171008348465,
0.252,vehicle_local_position,,49.58760070800781
0.256,vehicle_attitude,0.09487278014421463,
0.26,vehicle_attitude,0.09278740733861923,
0.26,vehicle_local_position,,49.589481353759766
0.264,vehicle_attitude,0.09065408259630203,
0.268,vehicle_attitude,0.08846931904554367,
0.268,vehicle_local_position,,49.59137725830078
0.272,vehicle_attitude,0.08622922748327255,
0.276,vehicle_attitude,0.08156467974185944,
0.276,vehicle_attitude_setpoint,0.0,
0.276,vehicle_local_position,,49.59328842163086
0.28,vehicle_attitude,0.07661667466163635,
0.284,vehicle_attitude,0.07132624834775925,
0.284,vehicle_local_position,,49.595211029052734
0.288,vehicle_attitude,0.0656106024980545,
0.292,vehicle_attitude,0.0656106024980545,
0.292,vehicle_local_position,,49.59711456298828
0.296,vehicle_attitude,0.06255725026130676,
0.3,vehicle_attitude,0.0656106024980545,
0.3,vehicle_local_position,,49.59903335571289
0.304,vehicle_attitude,0.0656106024980545,
0.308,vehicle_attitude,0.0656106024980545,
0.308,vehicle_local_position,,49.60097122192383
0.312,vehicle_attitude,0.0656106024980545,
0.316,vehicle_attitude,0.06255725026130676,
0.316,vehicle_local_position,,49.60292434692383
0.32,vehicle_attitude,0.05934702232480049,
0.324,vehicle_attitude,0.05934702232480049,
0.324,vehicle_local_position,,49.604896545410156
0.328,vehicle_attitude,0.05595290660858154,
0.332,vehicle_attitude,0.05595290660858154,
0.332,vehicle_local_position,,49.60688018798828
0.336,vehicle_attitude,0.05595290660858154,
0.34,vehicle_attitude,0.05595290660858154,
0.34,vehicle_local_position,,49.608829498291016
0.344,vehicle_attitude,0.05595290660858154,
0.348,vehicle_attitude,0.05595290660858154,
0.348,vehicle_local_position,,49.61079788208008
0.352,vehicle_attitude,0.05233915150165558,
0.356,vehicle_attitude,0.048456642776727676,
0.356,vehicle_local_position,,49.612789154052734
0.36,vehicle_attitude,0.04423465579748154,
0.364,vehicle_attitude,0.03426402062177658,
0.364,vehicle_attitude_setpoint,0.0,
0.364,vehicle_local_position,,49.61479187011719
0.368,vehicle_attitude,0.02797645330429077,
0.372,vehicle_attitude,0.02797645330429077,
0.372,vehicle_local_position,,49.616817474365234
0.376,vehicle_attitude,0.02797645330429077,
