candidate_id,H_id,param_overrides_json,maneuver,C_recover_status,C_recover_violation,C_track_status,C_track_violation,violation_contract,nonlinear_observable,nonlinear_activated,saturation_error_overlap_s,candidate_status,contract_class,tier1_robustness_class,tier2_robustness_class,threshold_mean,tail_start_peak_abs_rate_mean,terminal_peak_abs_rate_mean,rho_tier1_mean,rho_tier1_std,nondecay_ratio_margin_mean,nondecay_slope_margin_mean,terminal_peak_over_threshold,terminal_over_start_peak
att_p_boundary_rate_p,H3,"{""MC_ROLLRATE_P"": 0.4050000160932541, ""MC_ROLL_P"": 12.0}",pulse_train_A1p0_repeat3,safe,False,safe,False,,True,True,0.0,NO_WITNESS_FOUND,safe,robust_safe,not_tier1_violation,0.35,0.03541683778166771,0.024215713143348694,0.3257842868566513,0.0,-0.004117757081985474,-0.00031270122556087496,0.06918775183813913,0.6837344794199304
att_p_boundary_rate_p,H3,"{""MC_ROLLRATE_P"": 0.4050000160932541, ""MC_ROLL_P"": 12.0}",strong_doublet_A0p7_hold1,safe,False,safe,False,,True,True,0.0,NO_WITNESS_FOUND,safe,robust_safe,not_tier1_violation,0.35,0.038789715617895126,0.024164551869034767,0.3258354481309652,0.0,-0.006867220625281334,-0.00019288524500438232,0.06904157676867077,0.6229628519856115
att_p_boundary_rate_p,H3,"{""MC_ROLLRATE_P"": 0.4050000160932541, ""MC_ROLL_P"": 12.0}",strong_step_roll_0p7,safe,False,safe,False,,True,True,0.0,NO_WITNESS_FOUND,safe,robust_safe,not_tier1_violation,0.35,0.0291143711656332,0.029328836128115654,0.3206711638718843,0.0,0.006037339195609091,-1.784401324613631e-05,0.08379667465175902,1.0073662921057902
att_p_boundary_rate_p,H3,"{""MC_ROLLRATE_P"": 0.4050000160932541, ""MC_ROLL_P"": 12.0}",pulse_train_A0p7_repeat3,safe,False,safe,False,,True,True,0.0,NO_WITNESS_FOUND,safe,robust_safe,not_tier1_violation,0.35,0.03505260869860649,0.024843983352184296,0.3251560166478157,0.0,-0.0031981036067008986,-2.647304765579105e-05,0.07098280957766942,0.708762750464617
rate_p_boundary_low_d,H3,"{""MC_ROLLRATE_D"": 0.0005250000045634805, ""MC_ROLLRATE_P"": 0.4275000169873237}",strong_step_A0p9_hold2,safe,False,safe,False,,True,True,0.0,NO_WITNESS_FOUND,safe,robust_safe,not_tier1_violation,0.35,0.02426277846097946,0.029355168342590332,0.32064483165740965,0.0,0.009944945573806763,-2.782592593163049e-05,0.0838719095502581,1.209884860870353
rate_p_boundary_low_d,H3,"{""MC_ROLLRATE_D"": 0.0005250000045634805, ""MC_ROLLRATE_P"": 0.4275000169873237}",strong_doublet_A0p9_hold2,safe,False,safe,False,,True,True,0.0,NO_WITNESS_FOUND,safe,robust_safe,not_tier1_violation,0.35,0.03569081425666809,0.022819261997938156,0.3271807380020618,0.0,-0.0057333894073963165,0.00020026211091239064,0.06519789142268045,0.6393595235411265
rate_p_boundary_low_d,H3,"{""MC_ROLLRATE_D"": 0.0005250000045634805, ""MC_ROLLRATE_P"": 0.4275000169873237}",pulse_train_A0p9_repeat3,safe,False,safe,False,,True,True,0.0,NO_WITNESS_FOUND,safe,robust_safe,not_tier1_violation,0.35,0.02326248027384281,0.02229929529130459,0.3277007047086954,0.0,0.003689311072230337,-0.0005311512676451764,0.06371227226087026,0.9585949145920926
rate_p_boundary_low_d,H3,"{""MC_ROLLRATE_D"": 0.0005250000045634805, ""MC_ROLLRATE_P"": 0.4275000169873237}",reversal_A0p9_fast,safe,False,safe,False,,True,True,0.0,NO_WITNESS_FOUND,safe,robust_safe,not_tier1_violation,0.35,0.027740346267819405,0.02446121536195278,0.3255387846380472,0.0,0.002268938347697258,5.852091464883511e-05,0.06988918674843653,0.881791998044717
rate_p_boundary_low_d,H3,"{""MC_ROLLRATE_D"": 0.0005250000045634805, ""MC_ROLLRATE_P"": 0.4275000169873237}",pulse_train_A1p0_repeat3,safe,False,safe,False,,True,True,0.0,NO_WITNESS_FOUND,safe,robust_safe,not_tier1_violation,0.35,0.03202172741293907,0.02769157849252224,0.32230842150747774,0.0,0.0020741965621709803,-5.270134474164088e-05,0.07911879569292068,0.8647746617608412
rate_p_boundary_low_d,H3,"{""MC_ROLLRATE_D"": 0.0005250000045634805, ""MC_ROLLRATE_P"": 0.4275000169873237}",strong_doublet_A0p7_hold1,safe,False,safe,False,,True,True,0.0,NO_WITNESS_FOUND,safe,robust_safe,not_tier1_violation,0.35,0.02301895059645176,0.020106947049498558,0.3298930529505014,0.0,0.0016917865723371506,1.686305331970935e-05,0.057448420141424456,0.8734953822177249
rate_p_boundary_low_d,H3,"{""MC_ROLLRATE_D"": 0.0005250000045634805, ""MC_ROLLRATE_P"": 0.4275000169873237}",strong_step_roll_0p7,safe,False,safe,False,,True,True,0.0,NO_WITNESS_FOUND,safe,robust_safe,not_tier1_violation,0.35,0.021583231166005135,0.03544161096215248,0.3145583890378475,0.0,0.01817502602934837,-0.00014015501265853843,0.10126174560614995,1.6420901342137832
rate_p_boundary_low_d,H3,"{""MC_ROLLRATE_D"": 0.0005250000045634805, ""MC_ROLLRATE_P"": 0.4275000169873237}",pulse_train_A0p7_repeat3,safe,False,safe,False,,True,True,0.0,NO_WITNESS_FOUND,safe,robust_safe,not_tier1_violation,0.35,0.03325100615620613,0.03904052823781967,0.3109594717621803,0.0,0.012439723312854766,-3.0684105436422566e-05,0.1115443663937705,1.1741156960609131
rate_d_low_x0p35,H3,"{""MC_ROLLRATE_D"": 0.0005250000045634805}",strong_step_A0p9_hold2,safe,False,safe,False,,True,True,0.0,NO_WITNESS_FOUND,safe,robust_safe,not_tier1_violation,0.35,0.02095821127295494,0.023178769275546074,0.3268212307244539,0.0,0.006412200257182119,-0.00020393476956210676,0.06622505507298879,1.1059516947162664
rate_d_low_x0p35,H3,"{""MC_ROLLRATE_D"": 0.0005250000045634805}",strong_doublet_A0p9_hold2,safe,False,safe,False,,True,True,0.0,NO_WITNESS_FOUND,safe,robust_safe,not_tier1_violation,0.35,0.020473532378673553,0.025187784805893898,0.3248122151941061,0.0,0.008808958902955053,-6.913909869852597e-05,0.07196509944541114,1.2302608235856256
rate_d_low_x0p35,H3,"{""MC_ROLLRATE_D"": 0.0005250000045634805}",pulse_train_A0p9_repeat3,safe,False,safe,False,,True,True,0.0,NO_WITNESS_FOUND,safe,robust_safe,not_tier1_violation,0.35,0.022938817739486694,0.021744750440120697,0.3282552495598793,0.0,0.0033936962485313395,-0.00017978952966078934,0.062127858400344856,0.947945560537301
rate_d_low_x0p35,H3,"{""MC_ROLLRATE_D"": 0.0005250000045634805}",reversal_A0p9_fast,safe,False,safe,False,,True,True,0.0,NO_WITNESS_FOUND,safe,robust_safe,not_tier1_violation,0.35,0.018204281106591225,0.021665021777153015,0.32833497822284696,0.0,0.007101596891880035,-0.00024565468024790677,0.06190006222043719,1.1901058685206063
rate_d_low_x0p35,H3,"{""MC_ROLLRATE_D"": 0.0005250000045634805}",pulse_train_A1p0_repeat3,safe,False,safe,False,,True,True,0.0,NO_WITNESS_FOUND,safe,robust_safe,not_tier1_violation,0.35,0.020059842616319656,0.01629101298749447,0.3337089870125055,0.0,0.0002431388944387422,2.768643666160478e-05,0.04654575139284134,0.8121206780675806
rate_d_low_x0p35,H3,"{""MC_ROLLRATE_D"": 0.0005250000045634805}",strong_doublet_A0p7_hold1,safe,False,safe,False,,True,True,0.0,NO_WITNESS_FOUND,safe,robust_safe,not_tier1_violation,0.35,0.02040673978626728,0.0209420844912529,0.3290579155087471,0.0,0.004616692662239075,-0.00010697222829765563,0.05983452711786543,1.0262337203586964
rate_d_low_x0p35,H3,"{""MC_ROLLRATE_D"": 0.0005250000045634805}",strong_step_roll_0p7,safe,False,safe,False,,True,True,0.0,NO_WITNESS_FOUND,safe,robust_safe,not_tier1_violation,0.35,0.014898967929184437,0.01624438166618347,0.3337556183338165,0.0,0.004325207322835922,5.507041888546552e-05,0.04641251904623849,1.0903024788961124
rate_d_low_x0p35,H3,"{""MC_ROLLRATE_D"": 0.0005250000045634805}",pulse_train_A0p7_repeat3,safe,False,safe,False,,True,True,0.0,NO_WITNESS_FOUND,safe,robust_safe,not_tier1_violation,0.35,0.022696083411574364,0.013591652736067772,0.3364083472639322,0.0,-0.004565213993191718,-0.0004741543929604511,0.03883329353162221,0.5988545463811792
rate_i_x3,H3,"{""MC_ROLLRATE_I"": 0.9000000357627869}",strong_step_A0p9_hold2,safe,False,safe,False,,True,True,0.0,NO_WITNESS_FOUND,safe,robust_safe,not_tier1_violation,0.35,0.02374962903559208,0.016787609085440636,0.33321239091455934,0.0,-0.0022120941430330276,-4.5174303255448156e-05,0.04796459738697325,0.7068577391369818
rate_i_x3,H3,"{""MC_ROLLRATE_I"": 0.9000000357627869}",strong_doublet_A0p9_hold2,safe,False,safe,False,,True,True,0.0,NO_WITNESS_FOUND,safe,robust_safe,not_tier1_violation,0.35,0.022313138470053673,0.019980480894446373,0.3300195191055536,0.0,0.0021299701184034348,0.00011797369860791162,0.057087088269846785,0.8954581141179245
rate_i_x3,H3,"{""MC_ROLLRATE_I"": 0.9000000357627869}",pulse_train_A0p9_repeat3,safe,False,safe,False,,True,True,0.0,NO_WITNESS_FOUND,safe,robust_safe,not_tier1_violation,0.35,0.015068834647536278,0.01977415755391121,0.33022584244608877,0.0,0.0077190898358821865,-1.9510831740461133e-05,0.056497593011174886,1.3122552616996326
rate_i_x3,H3,"{""MC_ROLLRATE_I"": 0.9000000357627869}",reversal_A0p9_fast,safe,False,safe,False,,True,True,0.0,NO_WITNESS_FOUND,safe,robust_safe,not_tier1_violation,0.35,0.01573486253619194,0.019358959048986435,0.33064104095101354,0.0,0.006771069020032883,0.00016703096965141171,0.055311311568532674,1.2303227310984552
rate_i_x3,H3,"{""MC_ROLLRATE_I"": 0.9000000357627869}",pulse_train_A1p0_repeat3,safe,False,safe,False,,True,True,0.0,NO_WITNESS_FOUND,safe,robust_safe,not_tier1_violation,0.35,0.022307734936475754,0.024708759039640427,0.32529124096035955,0.0,0.0068625710904598215,-0.0002317570848736421,0.07059645439897265,1.1076319092907418
rate_i_x3,H3,"{""MC_ROLLRATE_I"": 0.9000000357627869}",strong_doublet_A0p7_hold1,safe,False,safe,False,,True,True,0.0,NO_WITNESS_FOUND,safe,robust_safe,not_tier1_violation,0.35,0.020533788949251175,0.0247172974050045,0.3252827025949955,0.0,0.00829026624560356,0.0002958865453988152,0.07062084972858429,1.203737774167874
rate_i_x3,H3,"{""MC_ROLLRATE_I"": 0.9000000357627869}",strong_step_roll_0p7,safe,False,safe,False,,True,True,0.0,NO_WITNESS_FOUND,safe,robust_safe,not_tier1_violation,0.35,0.02509537898004055,0.017632557079195976,0.332367442920804,0.0,-0.002443746104836466,-0.0001304812621901058,0.05037873451198851,0.7026216696396543
rate_i_x3,H3,"{""MC_ROLLRATE_I"": 0.9000000357627869}",pulse_train_A0p7_repeat3,safe,False,safe,False,,True,True,0.0,NO_WITNESS_FOUND,safe,robust_safe,not_tier1_violation,0.35,0.0243183933198452,0.01620509661734104,0.33379490338265894,0.0,-0.003249618038535119,-0.0004274233063736599,0.046300276049545834,0.6663720092115114
