H_id,H_description,changed_params_or_model_diff,M0_status,Msmall_status,Mstrong_default_status,C_recover_safe,C_track_safe,nonlinear_observable,nonlinear_activation_rate,max_tracking_nte_default,admissible,rejection_reason
H3,PX4 CA rotor thrust coefficient scaled to 0.70,"{""CA_ROTOR0_CT"": {""default"": 6.5, ""override"": 4.55}, ""CA_ROTOR1_CT"": {""default"": 6.5, ""override"": 4.55}, ""CA_ROTOR2_CT"": {""default"": 6.5, ""override"": 4.55}, ""CA_ROTOR3_CT"": {""default"": 6.5, ""override"": 4.55}}",safe,safe,safe,True,True,True,1.0,0.4664479412268168,True,
