eval_id,point_index,arm,stage,label,theta_hash,theta_path,repeats,point_elapsed_wall_time_s,max_abs_theta,amplitude_class,support_size_abs_gt_0p1,active_channels_abs_gt_0p1,robustness_class,negative_mean_rejected_by_2sigma_gate,rho_mean_post_neutral_xy_drift,rho_std_post_neutral_xy_drift,rho_min_post_neutral_xy_drift,rho_max_post_neutral_xy_drift,rho_nonpositive_post_neutral_xy_drift,rho_mean_post_neutral_alt_drift,rho_std_post_neutral_alt_drift,rho_min_post_neutral_alt_drift,rho_max_post_neutral_alt_drift,rho_nonpositive_post_neutral_alt_drift,rho_mean_post_neutral_xy_velocity,rho_std_post_neutral_xy_velocity,rho_min_post_neutral_xy_velocity,rho_max_post_neutral_xy_velocity,rho_nonpositive_post_neutral_xy_velocity
0,0,A,uniform_random,sample0001,831af5bd6d10dbca,runs/direction_a_px4_position_seed1_v0/thetas/A_00000_831af5bd6d10dbca.npy,5,93.01842113095336,0.6582285267119115,moderate,30,"pitch,roll,throttle,yaw",noise_band,True,1.0817133667095546,0.049995318109233404,1.0065771345709278,1.1394867727920244,0,0.9875356674194335,0.0041104435159946195,0.9823098182678223,0.992243766784668,0,-0.04844685537408311,0.052409012841135735,-0.11839918851851339,0.02261674060946417,4
1,1,A,uniform_random,sample0002,83598f4df55fcd8e,runs/direction_a_px4_position_seed1_v0/thetas/A_00001_83598f4df55fcd8e.npy,5,96.61990768602118,0.8786085922217294,moderate,28,"pitch,roll,throttle,yaw",robust_violation,False,-0.6910551583546151,0.08952002239198735,-0.8217917303597129,-0.5918600462612944,5,0.9751917839050293,0.0018759287299636733,0.9722304344177246,0.9772195816040039,0,-1.5558499612511518,0.1136826035107599,-1.7107413289063733,-1.3945750337608542,5
2,2,A,uniform_random,sample0003,d3e79e0e6c5bfbda,runs/direction_a_px4_position_seed1_v0/thetas/A_00002_d3e79e0e6c5bfbda.npy,5,96.24225715099601,0.8876028056590215,moderate,34,"pitch,roll,throttle,yaw",robust_violation,False,0.6775703174800121,0.03687753914662697,0.6357309700589056,0.7263063350968988,0,0.3475786209106445,0.0550360334486549,0.3126106262207031,0.44199514389038086,0,-0.3224144153420771,0.048274537800655076,-0.3814532704925109,-0.2571433011533659,5
3,3,A,uniform_random,sample0004,a53b05858630e51f,runs/direction_a_px4_position_seed1_v0/thetas/A_00003_a53b05858630e51f.npy,5,96.7614992550225,0.9334794122776857,saturated,32,"pitch,roll,throttle,yaw",robust_violation,False,1.0120467517983938,0.07454892142776083,0.9050635024207092,1.0845597100881927,0,0.8843731880187988,0.006925988196957333,0.873680591583252,0.8922090530395508,0,-0.10528632851810063,0.016077425682823332,-0.1286535205699959,-0.08657930261657865,5
4,4,A,uniform_random,sample0005,bff0f297e8fe710a,runs/direction_a_px4_position_seed1_v0/thetas/A_00004_bff0f297e8fe710a.npy,5,94.1746619460173,0.5494416826281261,moderate,25,"pitch,roll,throttle,yaw",robust_violation,False,0.872112186144357,0.08668551251545466,0.7195473812385622,0.9251696317630218,0,0.9927162170410156,0.003665335892839364,0.9878954887390137,0.9967951774597168,0,-0.14794508667469436,0.05760572810284656,-0.24788852117102267,-0.09909711255626896,5
5,5,A,uniform_random,sample0006,50a64022bbfeca54,runs/direction_a_px4_position_seed1_v0/thetas/A_00005_50a64022bbfeca54.npy,5,94.47634060296696,0.8653725495622058,moderate,28,"pitch,roll,throttle,yaw",robust_safe,False,1.9200871410760096,0.013593923983625283,1.9051183632319584,1.9397628433368135,0,0.8705654144287109,0.02087288925185916,0.8424296379089355,0.8924174308776855,0,0.9006292245175299,0.013298543085873523,0.8828525916727251,0.9181641721273549,0
6,6,A,uniform_random,sample0007,67a1b30e212f08e2,runs/direction_a_px4_position_seed1_v0/thetas/A_00006_67a1b30e212f08e2.npy,5,94.29975804599235,0.6363264037045426,moderate,20,"pitch,roll,throttle,yaw",robust_safe,False,1.4600187368463775,0.0393448600098715,1.4272560885103123,1.5253390327457086,0,0.9927169799804687,0.0020500304643570966,0.9906525611877441,0.9961371421813965,0,0.3925364961542348,0.022750315540680542,0.3657118900025411,0.4162639599323611,0
7,7,A,uniform_random,sample0008,6b4ba74ae252375c,runs/direction_a_px4_position_seed1_v0/thetas/A_00007_6b4ba74ae252375c.npy,5,94.15484615199966,0.7137677873658179,moderate,33,"pitch,roll,throttle,yaw",robust_violation,False,0.5262261023984344,0.12319672835692358,0.36311872574049486,0.6436996725729167,0,0.9881537437438965,0.006320132570321922,0.9819936752319336,0.9950642585754395,0,-0.2537629078792137,0.06156059144112809,-0.344140667327242,-0.19143245090477712,5
8,8,A,uniform_random,sample0009,01b77d0cc644ba14,runs/direction_a_px4_position_seed1_v0/thetas/A_00008_01b77d0cc644ba14.npy,5,93.67272941605188,0.5859130318683304,moderate,27,"pitch,roll,throttle,yaw",robust_safe,False,1.7990921561685493,0.033524770871333986,1.7516859473759856,1.8375844303832314,0,0.7564269065856933,0.010319755729655477,0.7432136535644531,0.7685012817382812,0,0.7045143869640305,0.05247963749882499,0.6400832129393368,0.7841867385976599,0
9,9,A,uniform_random,sample0010,547bdf4e8cc79415,runs/direction_a_px4_position_seed1_v0/thetas/A_00009_547bdf4e8cc79415.npy,5,92.86591242899885,0.7207136442597741,moderate,30,"pitch,roll,throttle,yaw",robust_violation,False,-0.32568726366270695,0.055745742510747646,-0.38239775302238455,-0.25857887215833575,5,0.9464486122131348,0.011922511580316555,0.926234245300293,0.9571270942687988,0,-0.9922033390415379,0.029982237296294286,-1.0364847912208535,-0.9556598508609928,5
10,10,A,uniform_random,sample0011,d07a197e4077301d,runs/direction_a_px4_position_seed1_v0/thetas/A_00010_d07a197e4077301d.npy,5,94.79138509498443,0.8011992871510433,moderate,27,"pitch,roll,throttle,yaw",robust_violation,False,-0.4747886876697692,0.071038770287624,-0.5690310853621554,-0.3893683699835577,5,0.9916290283203125,0.0028381284246130323,0.9877018928527832,0.9942140579223633,0,-1.2248667245351763,0.05140654690009973,-1.2918894040303588,-1.1476877537621437,5
11,11,A,uniform_random,sample0012,b2c7662449887dfc,runs/direction_a_px4_position_seed1_v0/thetas/A_00011_b2c7662449887dfc.npy,5,95.51251228601905,0.4796415833831707,interior,30,"pitch,roll,throttle,yaw",robust_safe,False,1.155267505047965,0.05933064518282309,1.0900110194538686,1.2441839341056578,0,0.9780434608459473,0.0027952962373169526,0.9730443954467773,0.9793782234191895,0,0.08601761245412069,0.028936259798903533,0.06261136694607661,0.13443276593798104,0
12,12,A,uniform_random,sample0013,5ccde3b5b99755da,runs/direction_a_px4_position_seed1_v0/thetas/A_00012_5ccde3b5b99755da.npy,5,97.44430916197598,0.7539913849243456,moderate,33,"pitch,roll,throttle,yaw",robust_violation,False,0.4453549950547705,0.07775774289465501,0.34360356769140754,0.5560043250207807,0,0.9552751541137695,0.005753695573277803,0.9478869438171387,0.9635705947875977,0,-0.3922561238009718,0.056288710024018675,-0.44844769629248127,-0.3076824739351369,5
13,13,A,uniform_random,sample0014,6894bc170c80685a,runs/direction_a_px4_position_seed1_v0/thetas/A_00013_6894bc170c80685a.npy,5,95.95103604200995,0.8204186925943171,moderate,29,"pitch,roll,throttle,yaw",robust_violation,False,-0.21611956169371876,0.11142080597589281,-0.34990225651143847,-0.05976464593749764,5,0.9689672470092774,0.005930148942106026,0.9609570503234863,0.9760594367980957,0,-1.111011206657506,0.10115965516872472,-1.2203395547937173,-0.9660598568123668,5
14,14,A,uniform_random,sample0015,3a85b97d62cc19b3,runs/direction_a_px4_position_seed1_v0/thetas/A_00014_3a85b97d62cc19b3.npy,5,95.62863218400162,0.6686246052571314,moderate,32,"pitch,roll,throttle,yaw",robust_violation,False,0.6701397020233051,0.05640366532236852,0.6087687924180081,0.7267964771035549,0,0.9733651161193848,0.0006804197749859991,0.9727640151977539,0.9744200706481934,0,-0.35176013048463445,0.034747479762433475,-0.3851343236229847,-0.30175163389046955,5
15,15,A,uniform_random,sample0016,437a27e08c8dc905,runs/direction_a_px4_position_seed1_v0/thetas/A_00015_437a27e08c8dc905.npy,5,97.77184416097589,0.6469283961006531,moderate,28,"pitch,roll,throttle,yaw",robust_violation,False,0.21027185880811028,0.09271409731666586,0.10945343747408232,0.3316283421396775,0,0.9702399253845215,0.00584071737460496,0.9634499549865723,0.9757447242736816,0,-0.7080736637397272,0.07313900438017348,-0.7995179755950164,-0.621374711089935,5
16,16,A,uniform_random,sample0017,d6e35e6080101b0e,runs/direction_a_px4_position_seed1_v0/thetas/A_00016_d6e35e6080101b0e.npy,5,98.38935743598267,0.761443832845367,moderate,23,"pitch,roll,throttle,yaw",robust_safe,False,1.898193897411803,0.031796525164515435,1.8528218699456145,1.9337121789687612,0,0.9894726753234864,0.0018523536709897175,0.9866585731506348,0.9912095069885254,0,0.8750463213610613,0.011397294433000221,0.8604185238800411,0.8894977481634593,0
