eval_id,trigger_id,phase,label,theta_hash,theta_path,repeats,point_elapsed_wall_time_s,max_abs_theta,support_size_abs_gt_0p1,active_channels_abs_gt_0p1,active_group_ids_abs_gt_0p1,robustness_class,is_robust_violation_2sigma,rho_mean_post_neutral_xy_drift,rho_std_post_neutral_xy_drift,rho_min_post_neutral_xy_drift,rho_max_post_neutral_xy_drift,rho_nonpositive_post_neutral_xy_drift,rho_mean_post_neutral_alt_drift,rho_std_post_neutral_alt_drift,rho_min_post_neutral_alt_drift,rho_max_post_neutral_alt_drift,rho_nonpositive_post_neutral_alt_drift,rho_mean_post_neutral_xy_velocity,rho_std_post_neutral_xy_velocity,rho_min_post_neutral_xy_velocity,rho_max_post_neutral_xy_velocity,rho_nonpositive_post_neutral_xy_velocity
0,0,whole_channel,zero_throttle,b8bf95eada37b6da,runs/direction_a_ddmin_px4_position_seed2_v0/thetas/T00_00000_b8bf95eada37b6da.npy,5,97.6392891430296,0.48406394986931234,23,"pitch,roll,yaw","0,2,6,9,10,12,13,14,16,18,20,22,24,26,28,29,30,32,33,34,36,37,38",robust_violation,True,0.7054864652818881,0.07857827570309285,0.5876016724746322,0.7857642135702114,0,0.9857990264892578,0.005729627460240076,0.9808869361877441,0.9922714233398438,0,-0.17535949494225936,0.049400974869037495,-0.23944065039895324,-0.10770800632417732,5
1,0,whole_channel,zero_yaw,585643816483f6be,runs/direction_a_ddmin_px4_position_seed2_v0/thetas/T00_00001_585643816483f6be.npy,5,102.58350323804189,0.48406394986931234,13,"pitch,roll","0,9,12,13,16,20,24,28,29,32,33,36,37",robust_violation,True,0.7114479644896766,0.016174744712254954,0.6949011759204211,0.7379681097118744,0,0.9881147384643555,0.007952551832528016,0.9756808280944824,0.9951968193054199,0,-0.251894696705162,0.028739145950713682,-0.28218657025841676,-0.20986930805620085,5
2,0,support_ddmin,outer0_remove_07_of_13,fc4ac5b79ea512f5,runs/direction_a_ddmin_px4_position_seed2_v0/thetas/T00_00002_fc4ac5b79ea512f5.npy,5,103.27891347697005,0.48406394986931234,6,"pitch,roll","28,29,32,33,36,37",robust_safe,False,1.3061558028904332,0.05266337743229613,1.2576964077138828,1.377547557125776,0,0.9911658287048339,0.0027297976448123974,0.9866886138916016,0.9938602447509766,0,0.20908765343523497,0.04971692374088564,0.15852200497273128,0.2799558113276812,0
3,0,support_ddmin,outer0_remove_06_of_13,eb926e83a8b0bc72,runs/direction_a_ddmin_px4_position_seed2_v0/thetas/T00_00003_eb926e83a8b0bc72.npy,5,100.15156565094367,0.2016616867529848,7,"pitch,roll","0,9,12,13,16,20,24",robust_safe,False,1.9613319789423742,0.0064897802341801515,1.9549075058593421,1.971226020844655,0,0.9882112503051758,0.006282167454316503,0.9794888496398926,0.9948563575744629,0,0.9675700272503965,0.004732012674921271,0.9616588417926726,0.9730128165555467,0
4,0,support_ddmin,outer0_remove_04_of_13,cca6e57ce3d94e8a,runs/direction_a_ddmin_px4_position_seed2_v0/thetas/T00_00004_cca6e57ce3d94e8a.npy,5,103.28390170505736,0.48406394986931234,9,"pitch,roll","16,20,24,28,29,32,33,36,37",robust_violation,True,0.9125214784926039,0.05391756949861163,0.853425243880565,0.9773852807218781,0,0.9911048889160157,0.003140646823039632,0.9880003929138184,0.994534969329834,0,-0.11948355792480214,0.02283820338952731,-0.14857824065026626,-0.09826385679626326,5
5,0,support_ddmin,outer0_remove_03_of_09,47bfe751639453c5,runs/direction_a_ddmin_px4_position_seed2_v0/thetas/T00_00005_47bfe751639453c5.npy,5,97.66198014805559,0.3504297761762243,6,"pitch,roll","16,20,24,33,36,37",robust_safe,False,1.7895245298095883,0.04164413644181545,1.7445033898972102,1.854565474010511,0,0.9946506500244141,0.0019719382205186918,0.9918041229248047,0.9971809387207031,0,0.6824273710143587,0.026826979379118522,0.6631031964237164,0.7286465237048906,0
6,0,support_ddmin,outer0_remove_03_of_09,f87ea29a604575fa,runs/direction_a_ddmin_px4_position_seed2_v0/thetas/T00_00006_f87ea29a604575fa.npy,5,103.21312952798326,0.4509945640002518,7,"pitch,roll","16,20,24,28,29,32,36",robust_safe,False,1.4217638662786367,0.050301116973479734,1.3732525116464278,1.5055177220901528,0,0.9866921424865722,0.006588028741325754,0.980072021484375,0.9939427375793457,0,0.3263507217139388,0.06165249389187059,0.2743679973405535,0.4300728474327814,0
7,0,support_ddmin,outer0_remove_02_of_09,6462f8c47db74414,runs/direction_a_ddmin_px4_position_seed2_v0/thetas/T00_00007_6462f8c47db74414.npy,5,103.27018850191962,0.48406394986931234,7,"pitch,roll","24,28,29,32,33,36,37",noise_band,False,1.0523217041542974,0.08247140714406404,0.9240977280816072,1.1518657154474288,0,0.9887613296508789,0.003897323644616517,0.9824509620666504,0.9929518699645996,0,-0.003413621062528649,0.06029345830005134,-0.08797141643039841,0.07792928150968526,2
8,0,support_ddmin,outer0_remove_02_of_09,22a2ba3b1d334b8d,runs/direction_a_ddmin_px4_position_seed2_v0/thetas/T00_00008_22a2ba3b1d334b8d.npy,5,102.75603609590326,0.48406394986931234,7,"pitch,roll","16,20,29,32,33,36,37",robust_safe,False,1.4312301539011711,0.06374148123092656,1.3768698864034745,1.5246098269006843,0,0.9899497032165527,0.005074277389231355,0.9833221435546875,0.9960746765136719,0,0.31032842366766095,0.03378623860027802,0.28636456844681224,0.3697915804399665,0
9,0,support_ddmin,outer0_remove_02_of_09,69c98abcd6709c44,runs/direction_a_ddmin_px4_position_seed2_v0/thetas/T00_00009_69c98abcd6709c44.npy,5,93.97329550993163,0.3892200911795105,8,"pitch,roll","16,20,24,28,32,33,36,37",robust_safe,False,1.4427102244000434,0.062146868312145685,1.3787314882399266,1.5220973457286127,0,0.9911036491394043,0.0028865604107163843,0.987034797668457,0.9943933486938477,0,0.3428477155932609,0.06245704553801299,0.2764432189731958,0.4426362120054099,0
