trigger_id,source_eval_id,source_theta_hash,selection_bucket,source_stage,source_label,source_theta_path,source_max_abs_theta,source_support_size_abs_gt_0p1,source_active_channels_abs_gt_0p1,source_rho_mean_post_neutral_xy_velocity,source_rho_std_post_neutral_xy_velocity,final_theta_hash,final_theta_path,final_max_abs_theta,final_support_size_abs_gt_0p1,final_active_channels_abs_gt_0p1,final_active_group_ids_abs_gt_0p1,final_robustness_class,final_rho_mean_post_neutral_xy_velocity,final_rho_std_post_neutral_xy_velocity,final_rho_margin_2sigma_post_neutral_xy_velocity,is_clean,is_roll_pitch_only,is_support_le_8,j5_points_used,query_repeats_used,memo_hits,accepted_steps,budget_exhausted,elapsed_wall_time_s
0,89,6e2dbe674451d227,arm_b_interior,random_endpoint,rand0002,runs/direction_a_px4_position_seed2_v0/thetas/B_00089_6e2dbe674451d227.npy,0.4840639498693123,31,"pitch,roll,throttle,yaw",-0.1810624759734668,0.0452314934271647,181773fc09832ad4,runs/direction_a_ddmin_px4_position_seed2_v0/thetas/T00_final_181773fc09832ad4.npy,0.48028220026095836,8,"pitch,roll","16,20,24,28,29,32,36,37",robust_violation,-0.06187209783110181,0.01460549158486174,-0.03266111466137833,True,True,True,40,200,3,5,False,3971.3593172039837
1,94,d2db3d0d5de211ec,arm_b_interior,scale_bisection,rand0002_iter04_a0p9062,runs/direction_a_px4_position_seed2_v0/thetas/B_00094_d2db3d0d5de211ec.npy,0.4386829545690643,30,"pitch,roll,throttle,yaw",-0.0188692230684103,0.0061595662022409,d2db3d0d5de211ec,runs/direction_a_ddmin_px4_position_seed2_v0/thetas/T01_final_d2db3d0d5de211ec.npy,0.4386829545690643,30,"pitch,roll,throttle,yaw","0,2,7,9,10,11,12,13,14,15,16,18,19,20,22,23,24,26,28,29,30,31,32,33,34,35,36,37,38,39",robust_violation,-0.0188692230684103,0.0061595662022409,-0.006550090663928499,False,False,False,40,200,0,0,False,4029.421749262023
2,117,065f2d8930d8d9d5,arm_b_interior,scale_bisection,rand0006_iter02_a0p6250,runs/direction_a_px4_position_seed2_v0/thetas/B_00117_065f2d8930d8d9d5.npy,0.4674265051412922,24,"pitch,roll,throttle,yaw",-0.0902663817050164,0.0428649498733037,5b8d59de3c45acf5,runs/direction_a_ddmin_px4_position_seed2_v0/thetas/T02_final_5b8d59de3c45acf5.npy,0.46742650514129225,9,"pitch,roll","12,16,21,25,28,29,32,33,37",robust_violation,-0.04059898258012131,0.0197073562256783,-0.0011842701287647084,False,True,False,37,185,8,5,False,3719.8745422579814
3,126,f00209c4bf6d7785,arm_b_interior,scale_bisection,rand0007_iter03_a0p6875,runs/direction_a_px4_position_seed2_v0/thetas/B_00126_f00209c4bf6d7785.npy,0.487850420859846,38,"pitch,roll,throttle,yaw",-0.1894882186619139,0.0126401629914917,416f1da14a60ec24,runs/direction_a_ddmin_px4_position_seed2_v0/thetas/T03_final_416f1da14a60ec24.npy,0.487850420859846,14,"pitch,roll","9,13,16,17,20,21,24,25,28,29,32,33,36,37",robust_violation,-0.07518102987092412,0.023567988431188226,-0.02804505300854767,False,True,False,40,200,10,5,False,4006.811417407007
4,127,ab43f439d631c517,arm_b_interior,scale_bisection,rand0007_iter04_a0p6562,runs/direction_a_px4_position_seed2_v0/thetas/B_00127_ab43f439d631c517.npy,0.465675401729853,37,"pitch,roll,throttle,yaw",-0.0838937977184679,0.0307774098258228,a124bef3d06cf194,runs/direction_a_ddmin_px4_position_seed2_v0/thetas/T04_final_a124bef3d06cf194.npy,0.465675401729853,17,"pitch,roll","5,8,9,12,13,16,17,20,21,24,25,28,29,32,33,36,37",robust_violation,-0.04478900560007108,0.01618669909515806,-0.012415607409754961,False,True,False,40,200,7,4,False,4042.650243579992
5,128,f3371426609c9483,arm_b_interior,scale_bisection,rand0007_iter05_a0p6406,runs/direction_a_px4_position_seed2_v0/thetas/B_00128_f3371426609c9483.npy,0.4545878921648565,37,"pitch,roll,throttle,yaw",-0.0618370567102466,0.016078125165872,f0142d60273c1dea,runs/direction_a_ddmin_px4_position_seed2_v0/thetas/T05_final_f0142d60273c1dea.npy,0.44748495634978064,35,"pitch,roll,throttle,yaw","0,1,3,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,32,33,36,37,38,39",robust_violation,-0.046090502759696596,0.014567211282951438,-0.01695608019379372,False,False,False,40,200,0,2,True,4042.0738052910892
6,140,e94558a67e27c0c0,arm_b_interior,scale_bisection,rand0009_iter01_a0p7500,runs/direction_a_px4_position_seed2_v0/thetas/B_00140_e94558a67e27c0c0.npy,0.4614771060890956,27,"pitch,roll,throttle,yaw",-0.3596984837838651,0.0420558635552979,a8624d4087994697,runs/direction_a_ddmin_px4_position_seed2_v0/thetas/T06_final_a8624d4087994697.npy,0.46147710608909565,8,"pitch,roll","21,24,25,28,32,33,36,37",robust_violation,-0.02105956069659167,0.007683959508799884,-0.005691641678991903,True,True,True,33,165,9,4,False,3347.814712750027
7,142,6a5a365dbd2be36a,arm_b_interior,scale_bisection,rand0009_iter03_a0p6875,runs/direction_a_px4_position_seed2_v0/thetas/B_00142_6a5a365dbd2be36a.npy,0.423020680581671,27,"pitch,roll,throttle,yaw",-0.1794329638693796,0.0297563903970321,c21cc420527f62aa,runs/direction_a_ddmin_px4_position_seed2_v0/thetas/T07_final_c21cc420527f62aa.npy,0.4164109824475824,10,"pitch,roll","16,20,24,25,28,29,32,33,36,37",robust_violation,-0.0400728354259793,0.017461488903964748,-0.0051498576180498065,False,True,False,40,200,2,5,True,3993.948591873981
8,150,5349c55cb6c0368f,arm_b_interior,scale_bisection,rand0011_iter02_a0p6250,runs/direction_a_px4_position_seed2_v0/thetas/B_00150_5349c55cb6c0368f.npy,0.4958603278992582,23,"pitch,roll,throttle,yaw",-0.3676339839751499,0.0375363808075053,5a317785fb84813c,runs/direction_a_ddmin_px4_position_seed2_v0/thetas/T08_final_5a317785fb84813c.npy,0.4958603278992582,5,roll,"20,24,28,32,36",robust_violation,-0.1066100763521384,0.03631244973491659,-0.03398517688230522,True,True,True,18,90,21,3,False,1802.465178561979
9,151,5eebc3bd0d9a41b4,arm_b_interior,scale_bisection,rand0011_iter03_a0p5625,runs/direction_a_px4_position_seed2_v0/thetas/B_00151_5eebc3bd0d9a41b4.npy,0.4462742951093323,21,"pitch,roll,throttle,yaw",-0.1382828425051088,0.0179662890279765,da04091a60a4f7bf,runs/direction_a_ddmin_px4_position_seed2_v0/thetas/T09_final_da04091a60a4f7bf.npy,0.44627429510933236,8,"pitch,roll","9,13,16,20,24,28,32,36",robust_violation,-0.12618134385222274,0.045057921477073555,-0.03606550089807563,True,True,True,33,165,9,4,False,3313.8936145650223
