eval_id,trigger_id,phase,label,repeat_idx,theta_hash,query_id,cache_tag,query_retry_count,repeat_elapsed_wall_time_s,robustness_post_neutral_xy_drift,robustness_post_neutral_alt_drift,robustness_post_neutral_xy_velocity,meta_scenario_id,meta_seed,meta_query_type,meta_theta_hash,meta_cache_tag,meta_wall_time_s,meta_prepare_wall_time_s,meta_run_wall_time_s,meta_parse_wall_time_s,meta_shutdown_wall_time_s,meta_total_wall_time_s,meta_adapter_arm_request_count,meta_adapter_arm_retry_count,meta_adapter_mode_switch_request_count_total,meta_adapter_mode_switch_retry_count_total,meta_adapter_mode_switch_POSCTL_request_count,meta_adapter_mode_switch_POSCTL_retry_count
0,0,whole_channel,zero_throttle,0,6f879066ac2ca18b,6f879066ac2ca18b_px4_position_0_direction_a_ddmin_t00_p0000_whole_channel_zero_throttle_repeat0,direction_a_ddmin_t00_p0000_whole_channel_zero_throttle_repeat0,0,18.67123817803804,1.125263076359922,0.9947295188903809,0.08810512449122998,px4_position,0,direction_a_ddmin,6f879066ac2ca18b,direction_a_ddmin_t00_p0000_whole_channel_zero_throttle_repeat0,2.986355180037208,14.592821962025482,2.986355180037208,0.011438696994446218,1.0460780720459297,18.636701847950462,2,1,2,0,2,0
0,0,whole_channel,zero_throttle,1,6f879066ac2ca18b,6f879066ac2ca18b_px4_position_0_direction_a_ddmin_t00_p0000_whole_channel_zero_throttle_repeat1,direction_a_ddmin_t00_p0000_whole_channel_zero_throttle_repeat1,0,18.283995367994066,1.1906105963745528,0.9960088729858398,0.10789398761550728,px4_position,0,direction_a_ddmin,6f879066ac2ca18b,direction_a_ddmin_t00_p0000_whole_channel_zero_throttle_repeat1,3.0028437370201573,14.177367503987625,3.0028437370201573,0.018154041026718915,1.05760687001748,18.255980728019495,2,1,2,0,2,0
0,0,whole_channel,zero_throttle,2,6f879066ac2ca18b,6f879066ac2ca18b_px4_position_0_direction_a_ddmin_t00_p0000_whole_channel_zero_throttle_repeat2,direction_a_ddmin_t00_p0000_whole_channel_zero_throttle_repeat2,0,20.397949719044846,1.1163741044121376,0.9884514808654785,0.09843580919616857,px4_position,0,direction_a_ddmin,6f879066ac2ca18b,direction_a_ddmin_t00_p0000_whole_channel_zero_throttle_repeat2,3.005489026021678,16.329544535954483,3.005489026021678,0.0118443249957636,1.026188365998678,20.373073773051146,3,2,2,0,2,0
0,0,whole_channel,zero_throttle,3,6f879066ac2ca18b,6f879066ac2ca18b_px4_position_0_direction_a_ddmin_t00_p0000_whole_channel_zero_throttle_repeat3,direction_a_ddmin_t00_p0000_whole_channel_zero_throttle_repeat3,0,18.742345448990818,1.178502670855547,0.987973690032959,0.072391386185363,px4_position,0,direction_a_ddmin,6f879066ac2ca18b,direction_a_ddmin_t00_p0000_whole_channel_zero_throttle_repeat3,3.026608174026478,14.636754809005652,3.026608174026478,0.012498987023718655,1.035306863952428,18.71117664198391,2,1,3,1,3,1
0,0,whole_channel,zero_throttle,4,6f879066ac2ca18b,6f879066ac2ca18b_px4_position_0_direction_a_ddmin_t00_p0000_whole_channel_zero_throttle_repeat4,direction_a_ddmin_t00_p0000_whole_channel_zero_throttle_repeat4,0,18.600347034051083,1.2144077783634746,0.9957880973815918,0.17178063638294438,px4_position,0,direction_a_ddmin,6f879066ac2ca18b,direction_a_ddmin_t00_p0000_whole_channel_zero_throttle_repeat4,2.968387425004039,14.553090076020453,2.968387425004039,0.010752329020760953,1.0367198570165783,18.568955990020186,2,1,3,1,3,1
1,0,whole_channel,zero_yaw,0,19ba42303c5de0c6,19ba42303c5de0c6_px4_position_0_direction_a_ddmin_t00_p0001_whole_channel_zero_yaw_repeat0,direction_a_ddmin_t00_p0001_whole_channel_zero_yaw_repeat0,0,20.430566510010976,1.2126691172250204,0.8300652503967285,0.15480570530998072,px4_position,0,direction_a_ddmin,19ba42303c5de0c6,direction_a_ddmin_t00_p0001_whole_channel_zero_yaw_repeat0,3.0418279229779728,16.296059865970165,3.0418279229779728,0.010954467987176031,1.050812389003113,20.39966238901252,3,2,2,0,2,0
1,0,whole_channel,zero_yaw,1,19ba42303c5de0c6,19ba42303c5de0c6_px4_position_0_direction_a_ddmin_t00_p0001_whole_channel_zero_yaw_repeat1,direction_a_ddmin_t00_p0001_whole_channel_zero_yaw_repeat1,0,18.94975966901984,1.129978686186102,0.8159513473510742,0.08935369807668325,px4_position,0,direction_a_ddmin,19ba42303c5de0c6,direction_a_ddmin_t00_p0001_whole_channel_zero_yaw_repeat1,2.9751741369836964,14.881831163016614,2.9751741369836964,0.012592902989126742,1.0512303590076044,18.920836977951694,2,1,3,1,3,1
1,0,whole_channel,zero_yaw,2,19ba42303c5de0c6,19ba42303c5de0c6_px4_position_0_direction_a_ddmin_t00_p0001_whole_channel_zero_yaw_repeat2,direction_a_ddmin_t00_p0001_whole_channel_zero_yaw_repeat2,0,19.000062058970798,1.1798985319253952,0.8374109268188477,0.09619412975634523,px4_position,0,direction_a_ddmin,19ba42303c5de0c6,direction_a_ddmin_t00_p0001_whole_channel_zero_yaw_repeat2,2.9656568280188367,14.935258726996835,2.9656568280188367,0.011657138005830348,1.0520244499784894,18.964604310982395,2,1,3,1,3,1
1,0,whole_channel,zero_yaw,3,19ba42303c5de0c6,19ba42303c5de0c6_px4_position_0_direction_a_ddmin_t00_p0001_whole_channel_zero_yaw_repeat3,direction_a_ddmin_t00_p0001_whole_channel_zero_yaw_repeat3,0,18.500999140029307,1.1346840900445239,0.8378629684448242,0.0963284762806298,px4_position,0,direction_a_ddmin,19ba42303c5de0c6,direction_a_ddmin_t00_p0001_whole_channel_zero_yaw_repeat3,3.0581884869607165,14.373185675998684,3.0581884869607165,0.011263334017712623,1.0262294939602725,18.46887316601351,2,1,2,0,2,0
1,0,whole_channel,zero_yaw,4,19ba42303c5de0c6,19ba42303c5de0c6_px4_position_0_direction_a_ddmin_t00_p0001_whole_channel_zero_yaw_repeat4,direction_a_ddmin_t00_p0001_whole_channel_zero_yaw_repeat4,0,18.761802088003606,1.0796923657445507,0.8308291435241699,0.12454349243509977,px4_position,0,direction_a_ddmin,19ba42303c5de0c6,direction_a_ddmin_t00_p0001_whole_channel_zero_yaw_repeat4,2.96926462900592,14.706593270995654,2.96926462900592,0.011617023032158613,1.0363177079707384,18.72380037396215,2,1,3,1,3,1
