eval_id,point_index,arm,stage,label,repeat_idx,theta_hash,query_id,cache_tag,query_retry_count,repeat_elapsed_wall_time_s,robustness_post_neutral_xy_drift,robustness_post_neutral_alt_drift,robustness_post_neutral_xy_velocity,meta_scenario_id,meta_seed,meta_query_type,meta_theta_hash,meta_cache_tag,meta_wall_time_s,meta_prepare_wall_time_s,meta_run_wall_time_s,meta_parse_wall_time_s,meta_shutdown_wall_time_s,meta_total_wall_time_s,meta_adapter_arm_request_count,meta_adapter_arm_retry_count,meta_adapter_mode_switch_request_count_total,meta_adapter_mode_switch_retry_count_total,meta_adapter_mode_switch_POSCTL_request_count,meta_adapter_mode_switch_POSCTL_retry_count
0,0,A,uniform_random,sample0001,0,831af5bd6d10dbca,831af5bd6d10dbca_px4_position_1_direction_a_A_uniform_random_00000_sample0001_repeat0,direction_a_A_uniform_random_00000_sample0001_repeat0,0,18.83997269399697,1.069252739967604,0.9823098182678223,-0.06414112302614661,px4_position,1,direction_a_probe,831af5bd6d10dbca,direction_a_A_uniform_random_00000_sample0001_repeat0,3.0050392120028846,14.74781657999847,3.0050392120028846,0.011422120966017246,1.0509423859766684,18.81522753002355,2,1,3,1,3,1
0,0,A,uniform_random,sample0001,1,831af5bd6d10dbca,831af5bd6d10dbca_px4_position_1_direction_a_A_uniform_random_00000_sample0001_repeat1,direction_a_A_uniform_random_00000_sample0001_repeat1,0,18.90590853994945,1.0065771345709278,0.9878168106079102,-0.11839918851851339,px4_position,1,direction_a_probe,831af5bd6d10dbca,direction_a_A_uniform_random_00000_sample0001_repeat1,3.0421898380154744,14.755696394015104,3.0421898380154744,0.011823400971479714,1.065642376022879,18.87536080897553,2,1,3,1,3,1
0,0,A,uniform_random,sample0001,2,831af5bd6d10dbca,831af5bd6d10dbca_px4_position_1_direction_a_A_uniform_random_00000_sample0001_repeat2,direction_a_A_uniform_random_00000_sample0001_repeat2,0,18.40848843299318,1.1394867727920244,0.9906539916992188,0.02261674060946417,px4_position,1,direction_a_probe,831af5bd6d10dbca,direction_a_A_uniform_random_00000_sample0001_repeat2,3.0034588130074553,14.319698653009254,3.0034588130074553,0.012727694993373007,1.0463212889735587,18.38221352099208,2,1,2,0,2,0
0,0,A,uniform_random,sample0001,3,831af5bd6d10dbca,831af5bd6d10dbca_px4_position_1_direction_a_A_uniform_random_00000_sample0001_repeat3,direction_a_A_uniform_random_00000_sample0001_repeat3,0,18.59224502602592,1.082221601972577,0.9846539497375488,-0.05974046622587803,px4_position,1,direction_a_probe,831af5bd6d10dbca,direction_a_A_uniform_random_00000_sample0001_repeat3,2.993302185961511,14.511271783034317,2.993302185961511,0.010334466001950204,1.038680229044985,18.553597240010276,2,1,2,0,2,0
0,0,A,uniform_random,sample0001,4,831af5bd6d10dbca,831af5bd6d10dbca_px4_position_1_direction_a_A_uniform_random_00000_sample0001_repeat4,direction_a_A_uniform_random_00000_sample0001_repeat4,0,18.271521893970203,1.1110285842446403,0.992243766784668,-0.02257023970934169,px4_position,1,direction_a_probe,831af5bd6d10dbca,direction_a_A_uniform_random_00000_sample0001_repeat4,2.9976178650395013,14.197616253048182,2.9976178650395013,0.011443537019658834,1.032038364035543,18.238723985967226,2,1,2,0,2,0
1,1,A,uniform_random,sample0002,0,83598f4df55fcd8e,83598f4df55fcd8e_px4_position_1_direction_a_A_uniform_random_00001_sample0002_repeat0,direction_a_A_uniform_random_00001_sample0002_repeat0,0,18.553536065039225,-0.6300122287139982,0.9759678840637207,-1.5363566955313672,px4_position,1,direction_a_probe,83598f4df55fcd8e,direction_a_A_uniform_random_00001_sample0002_repeat0,3.018508256005589,14.439972375985235,3.018508256005589,0.011205871007405221,1.0487277749925852,18.518422054010443,2,1,3,1,3,1
1,1,A,uniform_random,sample0002,1,83598f4df55fcd8e,83598f4df55fcd8e_px4_position_1_direction_a_A_uniform_random_00001_sample0002_repeat1,direction_a_A_uniform_random_00001_sample0002_repeat1,0,20.93799875403056,-0.6838718044961478,0.9722304344177246,-1.546661389439484,px4_position,1,direction_a_probe,83598f4df55fcd8e,direction_a_A_uniform_random_00001_sample0002_repeat1,3.0306334809865803,16.801519936998375,3.0306334809865803,0.01094171399017796,1.0565016139880754,20.899605226004496,3,2,2,0,2,0
1,1,A,uniform_random,sample0002,2,83598f4df55fcd8e,83598f4df55fcd8e_px4_position_1_direction_a_A_uniform_random_00001_sample0002_repeat2,direction_a_A_uniform_random_00001_sample0002_repeat2,0,18.878837445983663,-0.5918600462612944,0.9758090972900391,-1.3945750337608542,px4_position,1,direction_a_probe,83598f4df55fcd8e,direction_a_A_uniform_random_00001_sample0002_repeat2,3.0469607110135257,14.735395219002385,3.0469607110135257,0.011774535989388824,1.0440025069983676,18.838141514977906,2,1,2,0,2,0
1,1,A,uniform_random,sample0002,3,83598f4df55fcd8e,83598f4df55fcd8e_px4_position_1_direction_a_A_uniform_random_00001_sample0002_repeat3,direction_a_A_uniform_random_00001_sample0002_repeat3,0,19.32622727303533,-0.8217917303597129,0.9747319221496582,-1.7107413289063733,px4_position,1,direction_a_probe,83598f4df55fcd8e,direction_a_A_uniform_random_00001_sample0002_repeat3,3.002305803995114,15.247350718011148,3.002305803995114,0.011316088028252125,1.0319266649894416,19.292907433002256,2,1,3,1,3,1
1,1,A,uniform_random,sample0002,4,83598f4df55fcd8e,83598f4df55fcd8e_px4_position_1_direction_a_A_uniform_random_00001_sample0002_repeat4,direction_a_A_uniform_random_00001_sample0002_repeat4,0,18.923029710014816,-0.7277399819419221,0.9772195816040039,-1.5909153586176799,px4_position,1,direction_a_probe,83598f4df55fcd8e,direction_a_A_uniform_random_00001_sample0002_repeat4,3.0390858089667745,14.794972434989177,3.0390858089667745,0.010994965967256576,1.0407226660172455,18.885784771991894,2,1,2,0,2,0
2,2,A,uniform_random,sample0003,0,d3e79e0e6c5bfbda,d3e79e0e6c5bfbda_px4_position_1_direction_a_A_uniform_random_00002_sample0003_repeat0,direction_a_A_uniform_random_00002_sample0003_repeat0,0,18.831668432045262,0.7263063350968988,0.3126106262207031,-0.2571433011533659,px4_position,1,direction_a_probe,d3e79e0e6c5bfbda,direction_a_A_uniform_random_00002_sample0003_repeat0,3.0193299099919386,14.732836578972638,3.0193299099919386,0.012040410947520286,1.0410184499924071,18.805232452985365,2,1,3,1,3,1
2,2,A,uniform_random,sample0003,1,d3e79e0e6c5bfbda,d3e79e0e6c5bfbda_px4_position_1_direction_a_A_uniform_random_00002_sample0003_repeat1,direction_a_A_uniform_random_00002_sample0003_repeat1,0,18.59850158903282,0.6829471651198973,0.44199514389038086,-0.3225979803557151,px4_position,1,direction_a_probe,d3e79e0e6c5bfbda,direction_a_A_uniform_random_00002_sample0003_repeat1,3.076366303022951,14.446713608980644,3.076366303022951,0.012079512991476804,1.033997519989498,18.5691655180417,2,1,2,0,2,0
2,2,A,uniform_random,sample0003,2,d3e79e0e6c5bfbda,d3e79e0e6c5bfbda_px4_position_1_direction_a_A_uniform_random_00002_sample0003_repeat2,direction_a_A_uniform_random_00002_sample0003_repeat2,0,20.869701510993764,0.6960287924266169,0.3159036636352539,-0.29753273980780537,px4_position,1,direction_a_probe,d3e79e0e6c5bfbda,direction_a_A_uniform_random_00002_sample0003_repeat2,3.025773494038731,16.758062053995673,3.025773494038731,0.010915257968008518,1.0479312289971858,20.842689938028343,3,2,3,1,3,1
2,2,A,uniform_random,sample0003,3,d3e79e0e6c5bfbda,d3e79e0e6c5bfbda_px4_position_1_direction_a_A_uniform_random_00002_sample0003_repeat3,direction_a_A_uniform_random_00002_sample0003_repeat3,0,18.719538839999586,0.6357309700589056,0.3508620262145996,-0.3533447849009883,px4_position,1,direction_a_probe,d3e79e0e6c5bfbda,direction_a_A_uniform_random_00002_sample0003_repeat3,2.9993559919530526,14.61664079700131,2.9993559919530526,0.013292447023559362,1.0543289509951137,18.68362740095472,2,1,3,1,3,1
2,2,A,uniform_random,sample0003,4,d3e79e0e6c5bfbda,d3e79e0e6c5bfbda_px4_position_1_direction_a_A_uniform_random_00002_sample0003_repeat4,direction_a_A_uniform_random_00002_sample0003_repeat4,0,19.222581553040072,0.646838324697742,0.31652164459228516,-0.3814532704925109,px4_position,1,direction_a_probe,d3e79e0e6c5bfbda,direction_a_A_uniform_random_00002_sample0003_repeat4,3.031722383981105,15.09544702299172,3.031722383981105,0.012295114051084965,1.0548409059992991,19.194315219006967,2,1,3,1,3,1
3,3,A,uniform_random,sample0004,0,a53b05858630e51f,a53b05858630e51f_px4_position_1_direction_a_A_uniform_random_00003_sample0004_repeat0,direction_a_A_uniform_random_00003_sample0004_repeat0,0,19.043877911986783,0.9672783671443608,0.882880687713623,-0.11234333831640786,px4_position,1,direction_a_probe,a53b05858630e51f,direction_a_A_uniform_random_00003_sample0004_repeat0,3.0769338569953106,14.862982505001128,3.0769338569953106,0.013233890989795327,1.0603380799875595,19.01349578902591,2,1,3,1,3,1
3,3,A,uniform_random,sample0004,1,a53b05858630e51f,a53b05858630e51f_px4_position_1_direction_a_A_uniform_random_00003_sample0004_repeat1,direction_a_A_uniform_random_00003_sample0004_repeat1,0,21.099536546040326,1.0845597100881927,0.8850545883178711,-0.08657930261657865,px4_position,1,direction_a_probe,a53b05858630e51f,direction_a_A_uniform_random_00003_sample0004_repeat1,3.01851467898814,16.982454784039874,3.01851467898814,0.011015135969500989,1.0480885219876654,21.060080448980443,3,2,3,1,3,1
3,3,A,uniform_random,sample0004,2,a53b05858630e51f,a53b05858630e51f_px4_position_1_direction_a_A_uniform_random_00003_sample0004_repeat2,direction_a_A_uniform_random_00003_sample0004_repeat2,0,18.523465506965294,0.9050635024207092,0.8880410194396973,-0.1286535205699959,px4_position,1,direction_a_probe,a53b05858630e51f,direction_a_A_uniform_random_00003_sample0004_repeat2,2.990828256995883,14.447412014007568,2.990828256995883,0.011998069006949663,1.0377100130426697,18.48795571201481,2,1,2,0,2,0
3,3,A,uniform_random,sample0004,3,a53b05858630e51f,a53b05858630e51f_px4_position_1_direction_a_A_uniform_random_00003_sample0004_repeat3,direction_a_A_uniform_random_00003_sample0004_repeat3,0,19.09652611799538,1.0378271979936096,0.8922090530395508,-0.10255091925117399,px4_position,1,direction_a_probe,a53b05858630e51f,direction_a_A_uniform_random_00003_sample0004_repeat3,3.029417307989206,14.965174881042913,3.029417307989206,0.019421546021476388,1.0483003809931688,19.06232358701527,2,1,4,2,4,2
3,3,A,uniform_random,sample0004,4,a53b05858630e51f,a53b05858630e51f_px4_position_1_direction_a_A_uniform_random_00003_sample0004_repeat4,direction_a_A_uniform_random_00003_sample0004_repeat4,0,18.99779207300162,1.0655049813450967,0.873680591583252,-0.09630456183634672,px4_position,1,direction_a_probe,a53b05858630e51f,direction_a_A_uniform_random_00003_sample0004_repeat4,3.028030889981892,14.897457928047515,3.028030889981892,0.0140512699726969,1.0232197070145048,18.96276789100375,2,1,2,0,2,0
4,4,A,uniform_random,sample0005,0,bff0f297e8fe710a,bff0f297e8fe710a_px4_position_1_direction_a_A_uniform_random_00004_sample0005_repeat0,direction_a_A_uniform_random_00004_sample0005_repeat0,0,18.966544899973087,0.9211832653345093,0.9942693710327148,-0.12764991356828892,px4_position,1,direction_a_probe,bff0f297e8fe710a,direction_a_A_uniform_random_00004_sample0005_repeat0,3.064471767982468,14.813774399983231,3.064471767982468,0.011498526961077005,1.0501893580076285,18.9399419890251,2,1,3,1,3,1
4,4,A,uniform_random,sample0005,1,bff0f297e8fe710a,bff0f297e8fe710a_px4_position_1_direction_a_A_uniform_random_00004_sample0005_repeat1,direction_a_A_uniform_random_00004_sample0005_repeat1,0,18.56454686698271,0.9251696317630218,0.989952564239502,-0.13003077645558547,px4_position,1,direction_a_probe,bff0f297e8fe710a,direction_a_A_uniform_random_00004_sample0005_repeat1,3.0490855910466053,14.408294441993348,3.0490855910466053,0.011939993011765182,1.0587255890131928,18.528053071000613,2,1,3,1,3,1
4,4,A,uniform_random,sample0005,2,bff0f297e8fe710a,bff0f297e8fe710a_px4_position_1_direction_a_A_uniform_random_00004_sample0005_repeat2,direction_a_A_uniform_random_00004_sample0005_repeat2,0,18.92346760001965,0.9092994552516116,0.9967951774597168,-0.13505910962230572,px4_position,1,direction_a_probe,bff0f297e8fe710a,direction_a_A_uniform_random_00004_sample0005_repeat2,3.0069344200310297,14.822219572030008,3.0069344200310297,0.013255076017230749,1.0502357329824008,18.89265235303901,2,1,3,1,3,1
