eval_id,point_index,arm,stage,label,theta_hash,theta_path,repeats,point_elapsed_wall_time_s,max_abs_theta,amplitude_class,support_size_abs_gt_0p1,active_channels_abs_gt_0p1,robustness_class,negative_mean_rejected_by_2sigma_gate,rho_mean_post_neutral_xy_drift,rho_std_post_neutral_xy_drift,rho_min_post_neutral_xy_drift,rho_max_post_neutral_xy_drift,rho_nonpositive_post_neutral_xy_drift,rho_mean_post_neutral_alt_drift,rho_std_post_neutral_alt_drift,rho_min_post_neutral_alt_drift,rho_max_post_neutral_alt_drift,rho_nonpositive_post_neutral_alt_drift,rho_mean_post_neutral_xy_velocity,rho_std_post_neutral_xy_velocity,rho_min_post_neutral_xy_velocity,rho_max_post_neutral_xy_velocity,rho_nonpositive_post_neutral_xy_velocity
1,1,A,uniform_random,sample0002,83598f4df55fcd8e,runs/direction_a_px4_position_seed1_v0/thetas/A_00001_83598f4df55fcd8e.npy,5,96.61990768602118,0.8786085922217294,moderate,28,"pitch,roll,throttle,yaw",robust_violation,False,-0.6910551583546151,0.08952002239198735,-0.8217917303597129,-0.5918600462612944,5,0.9751917839050293,0.0018759287299636733,0.9722304344177246,0.9772195816040039,0,-1.5558499612511518,0.1136826035107599,-1.7107413289063733,-1.3945750337608542,5
2,2,A,uniform_random,sample0003,d3e79e0e6c5bfbda,runs/direction_a_px4_position_seed1_v0/thetas/A_00002_d3e79e0e6c5bfbda.npy,5,96.24225715099601,0.8876028056590215,moderate,34,"pitch,roll,throttle,yaw",robust_violation,False,0.6775703174800121,0.03687753914662697,0.6357309700589056,0.7263063350968988,0,0.3475786209106445,0.0550360334486549,0.3126106262207031,0.44199514389038086,0,-0.3224144153420771,0.048274537800655076,-0.3814532704925109,-0.2571433011533659,5
3,3,A,uniform_random,sample0004,a53b05858630e51f,runs/direction_a_px4_position_seed1_v0/thetas/A_00003_a53b05858630e51f.npy,5,96.7614992550225,0.9334794122776857,saturated,32,"pitch,roll,throttle,yaw",robust_violation,False,1.0120467517983938,0.07454892142776083,0.9050635024207092,1.0845597100881927,0,0.8843731880187988,0.006925988196957333,0.873680591583252,0.8922090530395508,0,-0.10528632851810063,0.016077425682823332,-0.1286535205699959,-0.08657930261657865,5
4,4,A,uniform_random,sample0005,bff0f297e8fe710a,runs/direction_a_px4_position_seed1_v0/thetas/A_00004_bff0f297e8fe710a.npy,5,94.1746619460173,0.5494416826281261,moderate,25,"pitch,roll,throttle,yaw",robust_violation,False,0.872112186144357,0.08668551251545466,0.7195473812385622,0.9251696317630218,0,0.9927162170410156,0.003665335892839364,0.9878954887390137,0.9967951774597168,0,-0.14794508667469436,0.05760572810284656,-0.24788852117102267,-0.09909711255626896,5
7,7,A,uniform_random,sample0008,6b4ba74ae252375c,runs/direction_a_px4_position_seed1_v0/thetas/A_00007_6b4ba74ae252375c.npy,5,94.15484615199966,0.7137677873658179,moderate,33,"pitch,roll,throttle,yaw",robust_violation,False,0.5262261023984344,0.12319672835692358,0.36311872574049486,0.6436996725729167,0,0.9881537437438965,0.006320132570321922,0.9819936752319336,0.9950642585754395,0,-0.2537629078792137,0.06156059144112809,-0.344140667327242,-0.19143245090477712,5
9,9,A,uniform_random,sample0010,547bdf4e8cc79415,runs/direction_a_px4_position_seed1_v0/thetas/A_00009_547bdf4e8cc79415.npy,5,92.86591242899885,0.7207136442597741,moderate,30,"pitch,roll,throttle,yaw",robust_violation,False,-0.32568726366270695,0.055745742510747646,-0.38239775302238455,-0.25857887215833575,5,0.9464486122131348,0.011922511580316555,0.926234245300293,0.9571270942687988,0,-0.9922033390415379,0.029982237296294286,-1.0364847912208535,-0.9556598508609928,5
10,10,A,uniform_random,sample0011,d07a197e4077301d,runs/direction_a_px4_position_seed1_v0/thetas/A_00010_d07a197e4077301d.npy,5,94.79138509498443,0.8011992871510433,moderate,27,"pitch,roll,throttle,yaw",robust_violation,False,-0.4747886876697692,0.071038770287624,-0.5690310853621554,-0.3893683699835577,5,0.9916290283203125,0.0028381284246130323,0.9877018928527832,0.9942140579223633,0,-1.2248667245351763,0.05140654690009973,-1.2918894040303588,-1.1476877537621437,5
12,12,A,uniform_random,sample0013,5ccde3b5b99755da,runs/direction_a_px4_position_seed1_v0/thetas/A_00012_5ccde3b5b99755da.npy,5,97.44430916197598,0.7539913849243456,moderate,33,"pitch,roll,throttle,yaw",robust_violation,False,0.4453549950547705,0.07775774289465501,0.34360356769140754,0.5560043250207807,0,0.9552751541137695,0.005753695573277803,0.9478869438171387,0.9635705947875977,0,-0.3922561238009718,0.056288710024018675,-0.44844769629248127,-0.3076824739351369,5
13,13,A,uniform_random,sample0014,6894bc170c80685a,runs/direction_a_px4_position_seed1_v0/thetas/A_00013_6894bc170c80685a.npy,5,95.95103604200995,0.8204186925943171,moderate,29,"pitch,roll,throttle,yaw",robust_violation,False,-0.21611956169371876,0.11142080597589281,-0.34990225651143847,-0.05976464593749764,5,0.9689672470092774,0.005930148942106026,0.9609570503234863,0.9760594367980957,0,-1.111011206657506,0.10115965516872472,-1.2203395547937173,-0.9660598568123668,5
14,14,A,uniform_random,sample0015,3a85b97d62cc19b3,runs/direction_a_px4_position_seed1_v0/thetas/A_00014_3a85b97d62cc19b3.npy,5,95.62863218400162,0.6686246052571314,moderate,32,"pitch,roll,throttle,yaw",robust_violation,False,0.6701397020233051,0.05640366532236852,0.6087687924180081,0.7267964771035549,0,0.9733651161193848,0.0006804197749859991,0.9727640151977539,0.9744200706481934,0,-0.35176013048463445,0.034747479762433475,-0.3851343236229847,-0.30175163389046955,5
