arm,j5_point_count,successful_query_count,robust_violation_count,robust_safe_count,noise_band_count,interior_robust_violation_count,moderate_robust_violation_count,saturated_robust_violation_count,negative_mean_rejected_by_2sigma_gate_count,amplitude_distribution_robust_violations,gentlest_robust_violation,interior_violation_supports
A,80,400,45,31,4,0,39,6,4,"{'min': 0.5494416826281261, 'p05': 0.5868260525754171, 'p10': 0.5993313787345654, 'p25': 0.6819434454685367, 'median': 0.7787252461602026, 'p75': 0.8570561799169422, 'p90': 0.928690903155045, 'p95': 0.9722578579478777, 'max': 0.999418508011541}","{'arm': 'A', 'eval_id': 4, 'theta_hash': 'bff0f297e8fe710a', 'theta_path': 'runs/direction_a_px4_position_seed1_v0/thetas/A_00004_bff0f297e8fe710a.npy', 'stage': 'uniform_random', 'label': 'sample0005', 'max_abs_theta': 0.5494416826281261, 'amplitude_class': 'moderate', 'support_size_abs_gt_0p1': 25, 'active_channels_abs_gt_0p1': 'pitch,roll,throttle,yaw', 'rho_mean_post_neutral_xy_velocity': -0.14794508667469436, 'rho_std_post_neutral_xy_velocity': 0.05760572810284656, 'rho_mean_post_neutral_xy_drift': 0.872112186144357, 'rho_std_post_neutral_xy_drift': 0.08668551251545466, 'rho_mean_post_neutral_alt_drift': 0.9927162170410156, 'rho_std_post_neutral_alt_drift': 0.003665335892839364}",[]
B,80,400,23,31,26,10,7,6,14,"{'min': 0.3745168912416526, 'p05': 0.404815140635195, 'p10': 0.4218011056532686, 'p25': 0.4768953150171064, 'median': 0.5692508507160033, 'p75': 0.8149443331518167, 'p90': 0.9624108185794646, 'p95': 0.9690120080604488, 'max': 0.9968724260138877}","{'arm': 'B', 'eval_id': 129, 'theta_hash': 'd1e2c0277dbbbd2b', 'theta_path': 'runs/direction_a_px4_position_seed1_v0/thetas/B_00129_d1e2c0277dbbbd2b.npy', 'stage': 'scale_bisection', 'label': 'rand0009_iter04_a0p4062', 'max_abs_theta': 0.3745168912416526, 'amplitude_class': 'interior', 'support_size_abs_gt_0p1': 27, 'active_channels_abs_gt_0p1': 'pitch,roll,throttle,yaw', 'rho_mean_post_neutral_xy_velocity': -0.08946950814803359, 'rho_std_post_neutral_xy_velocity': 0.03828165762282537, 'rho_mean_post_neutral_xy_drift': 0.917660293916405, 'rho_std_post_neutral_xy_drift': 0.05382709306818949, 'rho_mean_post_neutral_alt_drift': 0.9414058685302734, 'rho_std_post_neutral_alt_drift': 0.0022167997786321325}","[{'arm': 'B', 'eval_id': 98, 'theta_hash': 'e99285ae4b916cb3', 'theta_path': 'runs/direction_a_px4_position_seed1_v0/thetas/B_00098_e99285ae4b916cb3.npy', 'max_abs_theta': 0.48478269637735216, 'support_size_abs_gt_0p1': 27, 'active_channels_abs_gt_0p1': 'pitch,roll,throttle,yaw', 'rho_mean_post_neutral_xy_velocity': -0.3493910108512083, 'rho_std_post_neutral_xy_velocity': 0.025025608384807017}, {'arm': 'B', 'eval_id': 106, 'theta_hash': '7fe9b3a3b6591ecf', 'theta_path': 'runs/direction_a_px4_position_seed1_v0/thetas/B_00106_7fe9b3a3b6591ecf.npy', 'max_abs_theta': 0.47796395482436205, 'support_size_abs_gt_0p1': 23, 'active_channels_abs_gt_0p1': 'pitch,roll,throttle,yaw', 'rho_mean_post_neutral_xy_velocity': -0.40922483122241615, 'rho_std_post_neutral_xy_velocity': 0.02465230715566784}, {'arm': 'B', 'eval_id': 109, 'theta_hash': 'e527f41bd42e0f2a', 'theta_path': 'runs/direction_a_px4_position_seed1_v0/thetas/B_00109_e527f41bd42e0f2a.npy', 'max_abs_theta': 0.4182184604713168, 'support_size_abs_gt_0p1': 19, 'active_channels_abs_gt_0p1': 'pitch,roll,throttle,yaw', 'rho_mean_post_neutral_xy_velocity': -0.11687148024937896, 'rho_std_post_neutral_xy_velocity': 0.02504175702715947}, {'arm': 'B', 'eval_id': 125, 'theta_hash': '95b2a01fdac23db0', 'theta_path': 'runs/direction_a_px4_position_seed1_v0/thetas/B_00125_95b2a01fdac23db0.npy', 'max_abs_theta': 0.46094386614357247, 'support_size_abs_gt_0p1': 30, 'active_channels_abs_gt_0p1': 'pitch,roll,throttle,yaw', 'rho_mean_post_neutral_xy_velocity': -0.576982931250378, 'rho_std_post_neutral_xy_velocity': 0.03370768479586647}, {'arm': 'B', 'eval_id': 128, 'theta_hash': '0e871777b13b4a7a', 'theta_path': 'runs/direction_a_px4_position_seed1_v0/thetas/B_00128_0e871777b13b4a7a.npy', 'max_abs_theta': 0.40332588287562593, 'support_size_abs_gt_0p1': 28, 'active_channels_abs_gt_0p1': 'pitch,roll,throttle,yaw', 'rho_mean_post_neutral_xy_velocity': -0.27769223451579167, 'rho_std_post_neutral_xy_velocity': 0.021544059668226857}, {'arm': 'B', 'eval_id': 129, 'theta_hash': 'd1e2c0277dbbbd2b', 'theta_path': 'runs/direction_a_px4_position_seed1_v0/thetas/B_00129_d1e2c0277dbbbd2b.npy', 'max_abs_theta': 0.3745168912416526, 'support_size_abs_gt_0p1': 27, 'active_channels_abs_gt_0p1': 'pitch,roll,throttle,yaw', 'rho_mean_post_neutral_xy_velocity': -0.08946950814803359, 'rho_std_post_neutral_xy_velocity': 0.03828165762282537}, {'arm': 'B', 'eval_id': 134, 'theta_hash': 'ec4d5c1ca3a70588', 'theta_path': 'runs/direction_a_px4_position_seed1_v0/thetas/B_00134_ec4d5c1ca3a70588.npy', 'max_abs_theta': 0.4758266752098508, 'support_size_abs_gt_0p1': 22, 'active_channels_abs_gt_0p1': 'pitch,roll,throttle,yaw', 'rho_mean_post_neutral_xy_velocity': -0.19702141258402822, 'rho_std_post_neutral_xy_velocity': 0.019600903079777375}, {'arm': 'B', 'eval_id': 150, 'theta_hash': '3a8ff29cf8b0bfff', 'theta_path': 'runs/direction_a_px4_position_seed1_v0/thetas/B_00150_3a8ff29cf8b0bfff.npy', 'max_abs_theta': 0.49843621300694385, 'support_size_abs_gt_0p1': 24, 'active_channels_abs_gt_0p1': 'pitch,roll,throttle,yaw', 'rho_mean_post_neutral_xy_velocity': -0.447496661141989, 'rho_std_post_neutral_xy_velocity': 0.023170349657897667}, {'arm': 'B', 'eval_id': 153, 'theta_hash': 'c36606b974b45068', 'theta_path': 'runs/direction_a_px4_position_seed1_v0/thetas/B_00153_c36606b974b45068.npy', 'max_abs_theta': 0.43613168638107586, 'support_size_abs_gt_0p1': 20, 'active_channels_abs_gt_0p1': 'pitch,throttle,yaw', 'rho_mean_post_neutral_xy_velocity': -0.10041779754926305, 'rho_std_post_neutral_xy_velocity': 0.030219313857178985}, {'arm': 'B', 'eval_id': 158, 'theta_hash': 'be97c385176493cf', 'theta_path': 'runs/direction_a_px4_position_seed1_v0/thetas/B_00158_be97c385176493cf.npy', 'max_abs_theta': 0.4820157729060749, 'support_size_abs_gt_0p1': 36, 'active_channels_abs_gt_0p1': 'pitch,roll,throttle,yaw', 'rho_mean_post_neutral_xy_velocity': -0.49987888740151154, 'rho_std_post_neutral_xy_velocity': 0.08459067431841363}]"
C,80,400,26,33,21,12,7,7,13,"{'min': 0.28125, 'p05': 0.3203125, 'p10': 0.359375, 'p25': 0.4140625, 'median': 0.6171875, 'p75': 0.9375, 'p90': 1.0, 'p95': 1.0, 'max': 1.0}","{'arm': 'C', 'eval_id': 178, 'theta_hash': '69de18c2eda02fd0', 'theta_path': 'runs/direction_a_px4_position_seed1_v0/thetas/C_00178_69de18c2eda02fd0.npy', 'stage': 'amplitude_bisection', 'label': 'env0221_deg225_w00_d10_iter04_a0p2812', 'max_abs_theta': 0.28125, 'amplitude_class': 'interior', 'support_size_abs_gt_0p1': 20, 'active_channels_abs_gt_0p1': 'pitch,roll', 'rho_mean_post_neutral_xy_velocity': -0.0484001339572326, 'rho_std_post_neutral_xy_velocity': 0.02353733743466496, 'rho_mean_post_neutral_xy_drift': 1.0284671327419508, 'rho_std_post_neutral_xy_drift': 0.030850221023301958, 'rho_mean_post_neutral_alt_drift': 0.9919069290161133, 'rho_std_post_neutral_alt_drift': 0.0019445166625943733}","[{'arm': 'C', 'eval_id': 174, 'theta_hash': '643f33ad0890d370', 'theta_path': 'runs/direction_a_px4_position_seed1_v0/thetas/C_00174_643f33ad0890d370.npy', 'max_abs_theta': 0.5, 'support_size_abs_gt_0p1': 20, 'active_channels_abs_gt_0p1': 'pitch,roll', 'rho_mean_post_neutral_xy_velocity': -1.8653864058339351, 'rho_std_post_neutral_xy_velocity': 0.05175607503425563}, {'arm': 'C', 'eval_id': 176, 'theta_hash': 'f64cf84b442cc523', 'theta_path': 'runs/direction_a_px4_position_seed1_v0/thetas/C_00176_f64cf84b442cc523.npy', 'max_abs_theta': 0.375, 'support_size_abs_gt_0p1': 20, 'active_channels_abs_gt_0p1': 'pitch,roll', 'rho_mean_post_neutral_xy_velocity': -0.691364546318813, 'rho_std_post_neutral_xy_velocity': 0.06375392338492583}, {'arm': 'C', 'eval_id': 177, 'theta_hash': '07fe2efa95474bec', 'theta_path': 'runs/direction_a_px4_position_seed1_v0/thetas/C_00177_07fe2efa95474bec.npy', 'max_abs_theta': 0.3125, 'support_size_abs_gt_0p1': 20, 'active_channels_abs_gt_0p1': 'pitch,roll', 'rho_mean_post_neutral_xy_velocity': -0.2795731346441237, 'rho_std_post_neutral_xy_velocity': 0.013140891570603006}, {'arm': 'C', 'eval_id': 178, 'theta_hash': '69de18c2eda02fd0', 'theta_path': 'runs/direction_a_px4_position_seed1_v0/thetas/C_00178_69de18c2eda02fd0.npy', 'max_abs_theta': 0.28125, 'support_size_abs_gt_0p1': 20, 'active_channels_abs_gt_0p1': 'pitch,roll', 'rho_mean_post_neutral_xy_velocity': -0.0484001339572326, 'rho_std_post_neutral_xy_velocity': 0.02353733743466496}, {'arm': 'C', 'eval_id': 186, 'theta_hash': 'c667c890a134799c', 'theta_path': 'runs/direction_a_px4_position_seed1_v0/thetas/C_00186_c667c890a134799c.npy', 'max_abs_theta': 0.5, 'support_size_abs_gt_0p1': 12, 'active_channels_abs_gt_0p1': 'pitch,roll', 'rho_mean_post_neutral_xy_velocity': -0.8470169015478177, 'rho_std_post_neutral_xy_velocity': 0.014739816297970127}, {'arm': 'C', 'eval_id': 198, 'theta_hash': 'c68dd5e48807600d', 'theta_path': 'runs/direction_a_px4_position_seed1_v0/thetas/C_00198_c68dd5e48807600d.npy', 'max_abs_theta': 0.5, 'support_size_abs_gt_0p1': 18, 'active_channels_abs_gt_0p1': 'pitch,roll', 'rho_mean_post_neutral_xy_velocity': -0.7855700694103254, 'rho_std_post_neutral_xy_velocity': 0.03990016308375558}, {'arm': 'C', 'eval_id': 201, 'theta_hash': 'f7e7321cbb169b89', 'theta_path': 'runs/direction_a_px4_position_seed1_v0/thetas/C_00201_f7e7321cbb169b89.npy', 'max_abs_theta': 0.4375, 'support_size_abs_gt_0p1': 18, 'active_channels_abs_gt_0p1': 'pitch,roll', 'rho_mean_post_neutral_xy_velocity': -0.3438890455962349, 'rho_std_post_neutral_xy_velocity': 0.05511959017289152}, {'arm': 'C', 'eval_id': 202, 'theta_hash': 'a404d2f10693c4ad', 'theta_path': 'runs/direction_a_px4_position_seed1_v0/thetas/C_00202_a404d2f10693c4ad.npy', 'max_abs_theta': 0.40625, 'support_size_abs_gt_0p1': 18, 'active_channels_abs_gt_0p1': 'pitch,roll', 'rho_mean_post_neutral_xy_velocity': -0.1790253370816448, 'rho_std_post_neutral_xy_velocity': 0.02750154547751046}, {'arm': 'C', 'eval_id': 203, 'theta_hash': 'b0d77030fe8606c8', 'theta_path': 'runs/direction_a_px4_position_seed1_v0/thetas/C_00203_b0d77030fe8606c8.npy', 'max_abs_theta': 0.390625, 'support_size_abs_gt_0p1': 18, 'active_channels_abs_gt_0p1': 'pitch,roll', 'rho_mean_post_neutral_xy_velocity': -0.08877268611259584, 'rho_std_post_neutral_xy_velocity': 0.044271432622322034}, {'arm': 'C', 'eval_id': 206, 'theta_hash': '6d8d5519d65779f3', 'theta_path': 'runs/direction_a_px4_position_seed1_v0/thetas/C_00206_6d8d5519d65779f3.npy', 'max_abs_theta': 0.5, 'support_size_abs_gt_0p1': 10, 'active_channels_abs_gt_0p1': 'roll', 'rho_mean_post_neutral_xy_velocity': -1.0234390040631722, 'rho_std_post_neutral_xy_velocity': 0.04435753122867078}, {'arm': 'C', 'eval_id': 208, 'theta_hash': 'f824fc82ef772d55', 'theta_path': 'runs/direction_a_px4_position_seed1_v0/thetas/C_00208_f824fc82ef772d55.npy', 'max_abs_theta': 0.375, 'support_size_abs_gt_0p1': 10, 'active_channels_abs_gt_0p1': 'roll', 'rho_mean_post_neutral_xy_velocity': -0.20937514554463985, 'rho_std_post_neutral_xy_velocity': 0.023309312094024506}, {'arm': 'C', 'eval_id': 210, 'theta_hash': 'eab9d2b77a573692', 'theta_path': 'runs/direction_a_px4_position_seed1_v0/thetas/C_00210_eab9d2b77a573692.npy', 'max_abs_theta': 0.34375, 'support_size_abs_gt_0p1': 10, 'active_channels_abs_gt_0p1': 'roll', 'rho_mean_post_neutral_xy_velocity': -0.047969015310713556, 'rho_std_post_neutral_xy_velocity': 0.019602172248918494}]"
